Gene = SYF2
Position 437: 0.00023374298311209678
Position 5099: 0.00023229654993052706
Position 160: 0.0002265218796075633
Position 4532: 0.00022567351837770965
Position 7043: 0.00021091755240907156
Position 6896: 0.00020960388112834996
Position 2536: 0.00020359352024468431
Position 3768: 0.00020047568199121687
Position 5101: 0.00019397694908649706
Position 3400: 0.00018661628031685492
Position 8804: 0.00018585090906410063
Position 746: 0.00018337752529385757
Position 1963: 0.00018308814539360393
Position 4880: 0.00016447752818011106
Position 165: 0.00015900969020483707
Position 4685: 0.00015800835051830046
Position 8891: 0.00015771800673580245
Position 3314: 0.00015689845876519742
Position 128: 0.00014168070084822807
Position 1940: 0.0001381464412991777
Position 9312: 0.00013695471510542022
Position 92: 0.00013642471160036973
Position 66: 0.0001359647941269411
Position 3465: 0.00012954643336620574
Position 1008: 0.00011369857523903937
Position 3960: 0.00011332620318019922
Position 7472: 0.00010647825742478031
Position 5056: 0.00010107299902623356
Position 9724: 9.836480726556025e-05
Position 4548: 9.575470350999714e-05
Position 2937: 9.478376890854886e-05
Position 4556: 9.167224803606905e-05
Position 9381: 8.743483367708734e-05
Position 637: 8.629851075729088e-05
Position 7701: 8.401403801793292e-05
Position 5113: 7.876073697523309e-05
Position 6256: 7.849697638761853e-05
Position 8878: 7.844691248374032e-05
Position 901: 7.593971831016189e-05
Position 6291: 7.584076253964142e-05
Position 394: 7.508426698499767e-05
Position 5091: 6.967060929623146e-05
Position 632: 6.491871007389487e-05
Position 8429: 6.376915303863426e-05
Position 199: 6.212927115965979e-05
Position 1394: 6.069037187254735e-05
Position 77: 5.940626214567325e-05
Position 3565: 5.692036139738867e-05
Position 8545: 4.3856261676004685e-05
Position 7659: 4.218019396429163e-05
Position 9430: 4.0203404427126473e-05
Position 624: 3.963569163698074e-05
Position 2421: 3.9603644171484505e-05
Position 3529: 3.657780646203703e-05
Position 526: 2.8934930637693625e-05
Position 7075: 2.870966432699504e-05
Position 7049: 2.849086276735525e-05
Position 2101: 2.745186897053875e-05
Position 5966: 2.5705928897016054e-05
Position 4083: 2.558656999485914e-05
Position 4598: 2.3909343863369173e-05
Position 3363: 2.2755576370334362e-05
Position 4291: 2.1059055790956256e-05
Position 3046: 1.8057915183897832e-05
Position 2636: 1.642121995023632e-05
Position 7367: 1.51989114478253e-05
Position 4: 1.4253423069856577e-05
Position 3701: 1.4004758416397696e-05
Position 521: 1.3997591408503884e-05
Position 7811: 1.1127107624980554e-05
Position 7601: 1.0874776815533548e-05
Position 4912: 8.902308259442566e-06
Position 977: 8.179943062818144e-06
Position 9395: 7.253197135019118e-06
Position 9439: 7.02139844954326e-06
Position 9367: 6.599563568853088e-06
Position 9447: 6.229882069929425e-06
Position 9291: 6.190802548211662e-06
Position 23: 5.3559005652359555e-06
Position 4310: 4.967381173825853e-06
Position 4727: 3.361478926495824e-06
Position 1001: 2.861920759453129e-06
Position 1242: 2.8481963838655277e-06
Position 9327: 2.5594573284312783e-06
Position 4262: 1.8837654098882706e-06
Position 4417: 1.7150032869339093e-06
Position 4454: 1.6276518701359558e-06
Position 4606: 8.076296192846966e-07
Position 4516: 5.458889768733608e-07
Position 54: 2.361853492303146e-07
Position 2260: 3.4460502873091837e-08
Position 5079: 3.286840293783223e-08
Position 9242: 1.0421449603645156e-08
Position 447: 9.529717366310382e-09
Position 5105: 8.235739100122882e-09
Position 9455: 6.773007595618787e-09
Position 229: 6.608179818019061e-09
Position 308: 3.5356993401675496e-09
Position 585: 2.271033086493121e-09
Position 288: 2.0707474098374523e-09
Position 397: 9.32955564187135e-10
Position 992: 7.851061871054532e-10
Position 477: 5.387458073438135e-10
Position 275: 1.178021594696783e-10
Position 266: 8.578788858005948e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4257: 0.9917531609572208
Position 9061: 0.9904053446083059
Position 4960: 0.976158826635262
Position 7392: 0.9526182977893263
Position 281: 0.8104850489231917
Position 3340: 0.569785622663803
Position 1746: 0.2680263524259961
Position 3369: 0.21950948833038106
Position 1714: 0.07578313509381657
Position 3588: 0.07190041478613386
Position 7637: 0.041291645310146056
Position 262: 0.027306225860994477
Position 3891: 0.026934224032920517
Position 1421: 0.024319335322727495
Position 6968: 0.023903131263807182
Position 7422: 0.02182031242241486
Position 9532: 0.01933215711135102
Position 7129: 0.019018583470272583
Position 4907: 0.016996733224388032
Position 3253: 0.014656447668665612
Position 3396: 0.011432812238158598
Position 7969: 0.010191338894378935
Position 3551: 0.00996756618031923
Position 9349: 0.007691909776810955
Position 3822: 0.007579307920213143
Position 4232: 0.007289691533265628
Position 7800: 0.00678404788149951
Position 7764: 0.0060619708268145256
Position 8302: 0.005249617036769572
Position 7158: 0.005249146613890701
Position 3856: 0.005244811179527638
Position 1513: 0.005211225382502392
Position 4021: 0.004773350497383919
Position 3521: 0.004594673476759793
Position 1845: 0.00395223600359373
Position 7454: 0.003949064758902324
Position 9605: 0.0034067737167146703
Position 4670: 0.0033257262266403282
Position 7359: 0.0032172629799948663
Position 266: 0.0030421340951998035
Position 295: 0.0030041299973140164
Position 4977: 0.0029735464485505553
Position 3767: 0.002791692658496738
Position 4076: 0.0027689202783722305
Position 3135: 0.002731897490757256
Position 7835: 0.0026843576864042378
Position 4446: 0.002467701008482526
Position 9547: 0.0024413757312876177
Position 9011: 0.002439701766814896
Position 636: 0.0022985404641194737
Position 3303: 0.0022574803651515853
Position 1242: 0.0022247116284398734
Position 7730: 0.002123294685918736
Position 229: 0.0016069907681522924
Position 8671: 0.0015257106163095956
Position 6993: 0.0013997375723286958
Position 3869: 0.001389344587259018
Position 4891: 0.0013051968313018993
Position 7899: 0.001302123994309799
Position 6112: 0.0012920868304817758
Position 5921: 0.0012576659469972693
Position 9442: 0.0012010889817790952
Position 2721: 0.001080947144451399
Position 7803: 0.001039547903338329
Position 704: 0.0009988587950095845
Position 8950: 0.0009854928561609216
Position 7330: 0.0009568239602007904
Position 7691: 0.000934169621417913
Position 1335: 0.0009291769849703572
Position 4450: 0.0009060535069582858
Position 144: 0.0008607595875233218
Position 7028: 0.0008483485748874167
Position 6974: 0.0008195547357335564
Position 6039: 0.0008072938864874114
Position 9590: 0.0007876680731818294
Position 3625: 0.0007604549708629316
Position 7066: 0.0007487928066443438
Position 4070: 0.0007479908644691162
Position 3695: 0.0007255520372247677
Position 6372: 0.0007146064587071723
Position 3347: 0.0007079938038367479
Position 3306: 0.0006692507791326929
Position 3529: 0.0006417428135498902
Position 3909: 0.0005990628181020432
Position 485: 0.0005611997437668856
Position 9644: 0.0005470863965066788
Position 1381: 0.000544022275928455
Position 2358: 0.0005319559901960641
Position 189: 0.0005063005251557806
Position 1778: 0.0004988986976706311
Position 8326: 0.0004919646123903006
Position 6352: 0.0004892066767469531
Position 6199: 0.0004890057660845026
Position 9427: 0.0004885065916992753
Position 7577: 0.0004239060193378945
Position 5209: 0.00041976363549251075
Position 3376: 0.00041878927602275655
Position 7371: 0.0004184431763533976
Position 1438: 0.0004169372703255955
Position 1313: 0.0004098338194720503
Position 7350: 0.00038882908562003725
Position 9114: 0.00038743362070928916
Position 5994: 0.0003714115637187117
Position 4112: 0.0003701987185417819
Position 1693: 0.0003621748641423163
Position 2545: 0.0003571989027921636
Position 7211: 0.0003534986089433381
Position 896: 0.0003530735489442322
Position 2181: 0.000344531790939031
Position 6061: 0.0003335404903268272
Position 5007: 0.00031962230221545306
Position 241: 0.00030399266999371345
Position 5233: 0.0003021872905179872
Position 5702: 0.00029873285650482996
Position 1893: 0.0002967332086025943
Position 1866: 0.0002950286467857619
Position 6027: 0.00028804177001387845
Position 4619: 0.00026088879490290253
Position 170: 0.00025772529774715467
Position 5988: 0.0002558942457729072
Position 7859: 0.00024951966383100576
Position 7397: 0.0002462557040075439
Position 8645: 0.0002354502377100182
Position 6642: 0.0002340529211906604
Position 7737: 0.00021385129762776603
Position 5941: 0.0002131481561028603
Position 6348: 0.00020711811119848302
Position 4785: 0.00019399057174873698
Position 793: 0.00019250050143344947
Position 8615: 0.0001899642957593156
Position 4202: 0.00017886260933620108
Position 4610: 0.00016787599449326332
Position 3903: 0.00015766343767730846
Position 4911: 0.00015702703255771866
Position 5678: 0.00015521587964858788
Position 9805: 0.00014902057052597489
Position 8009: 0.00014689030576058823
Position 5144: 0.00014616366529823945
Position 9568: 0.00014327972981565738
Position 341: 0.00014026808139427067
Position 2745: 0.0001378837233152931
Position 3594: 0.00012774909049616804
Position 1441: 0.00012747606438840244
Position 9356: 0.00012473277937469167
Position 6010: 0.0001157068175915716
Position 3735: 0.00011387827624154808
Position 5513: 0.00011281070887108806
Position 5540: 0.00011087568070645584
Position 7655: 0.00011002914175271384
Position 302: 0.00010954615491046515
Position 8023: 0.00010133604684181537
Position 9555: 9.531768527869566e-05
Position 7400: 9.240807759536144e-05
Position 595: 8.611382560883728e-05
Position 9785: 8.506241526653074e-05
Position 889: 7.933374997222966e-05
Position 8308: 7.604438568898274e-05
Position 7456: 7.600189146342788e-05
Position 4799: 7.355641181571537e-05
Position 329: 7.345636108103619e-05
Position 4239: 7.154644218865116e-05
Position 9558: 6.458081071025752e-05
Position 1523: 6.191199763016146e-05
Position 8067: 6.073732767621908e-05
Position 5596: 5.940601991704676e-05
Position 988: 5.939187519642407e-05
Position 5124: 5.581020908230557e-05
Position 5161: 5.5733748915200196e-05
Position 5004: 5.5697555266015756e-05
Position 4835: 5.550630307227201e-05
Position 1551: 5.536831343472121e-05
Position 3400: 5.4928105750206626e-05
Position 1454: 5.34081823898388e-05
Position 3091: 4.943407990076149e-05
Position 9649: 4.92221466160026e-05
Position 2586: 4.87614610213156e-05
Position 4524: 4.8092556357900505e-05
Position 7049: 4.714356433734187e-05
Position 4986: 4.239285469590216e-05
Position 4124: 4.028794483313961e-05
Position 8463: 3.6146400876928145e-05
Position 2936: 3.3052467910338034e-05
Position 4598: 3.284912960077829e-05
Position 2409: 3.0956042595943035e-05
Position 9447: 3.0350198308058874e-05
Position 4854: 2.9670539476731325e-05
Position 8878: 2.8531257316214277e-05
Position 850: 2.6934367962716815e-05
Position 4685: 2.541933367416666e-05
Position 9312: 2.526134542561242e-05
Position 5832: 2.472239536452932e-05
Position 545: 2.278858774100938e-05
Position 344: 2.217297443865156e-05
Position 9612: 2.1691401198391464e-05
Position 1468: 2.15276735867472e-05
Position 1432: 2.112132714009393e-05
Position 450: 2.0881545807484182e-05
Position 1277: 2.0500551320909607e-05
Position 154: 1.9355793205161517e-05
Position 9136: 1.9242779015116273e-05
Position 9769: 1.92056197745632e-05
Position 2040: 1.7915623674166372e-05
Position 9574: 1.7791546012801988e-05
Position 6802: 1.7143625052396836e-05
Position 1697: 1.6570837757461966e-05
Position 4279: 1.656647421287081e-05
Position 6799: 1.6529958629397265e-05
Position 2005: 1.6346184262753245e-05
Position 7990: 1.413084984966393e-05
Position 937: 1.395063685217529e-05
Position 9200: 1.3934691249179095e-05
Position 1561: 1.3823866595948841e-05
Position 6408: 1.3274016531350482e-05
Position 9695: 1.3267408781822442e-05
Position 8466: 1.3224255233881792e-05
Position 9607: 1.3090865285510259e-05
Position 6047: 1.2655340183090812e-05
Position 9684: 1.2607168683418033e-05
Position 8517: 1.2391529263951088e-05
Position 452: 1.1626930704364312e-05
Position 8492: 1.1245241987365362e-05
Position 4922: 1.1241477557803313e-05
Position 8746: 1.0408083753559309e-05
Position 5613: 9.75667755047838e-06
Position 8599: 9.521222435262193e-06
Position 9085: 8.709256198854738e-06
Position 8908: 7.631519676428336e-06
Position 5215: 7.607160301219127e-06
Position 9723: 7.448722117599994e-06
Position 1625: 7.355117546359374e-06
Position 4869: 7.025308416177784e-06
Position 9075: 5.82143477029568e-06
Position 305: 5.081479528306991e-06
Position 493: 4.6173707840870444e-06
Position 1109: 4.52269168354373e-06
Position 182: 4.342940403378824e-06
Position 238: 4.284234332444176e-06
Position 1341: 4.182374870796571e-06
Position 8743: 4.164257508906656e-06
Position 9665: 3.7663726316755558e-06
Position 8804: 3.69178579626753e-06
Position 9186: 3.6448904091846518e-06
Position 1033: 3.268894620840078e-06
Position 4642: 3.2008755486725263e-06
Position 4761: 3.075039462940979e-06
Position 498: 2.6366918051368584e-06
Position 1195: 2.561037984615069e-06
Position 1037: 2.2818836136106005e-06
Position 1007: 2.165090366074517e-06
Position 4199: 2.1247360841655706e-06
Position 812: 2.0974974652803046e-06
Position 8809: 1.924381136410995e-06
Position 4310: 1.9158326916648887e-06
Position 1246: 1.8629977451157114e-06
Position 195: 1.7147281438526759e-06
Position 1557: 1.5781321726530071e-06
Position 1149: 1.5697481374899764e-06
Position 1564: 1.4168462840118977e-06
Position 8191: 1.3878384576173675e-06
Position 3196: 1.3863530256951516e-06
Position 1184: 1.3649162703213554e-06
Position 1459: 1.3610920754381747e-06
Position 8376: 1.3462414864611875e-06
Position 1004: 1.3004364043178684e-06
Position 148: 1.218056330317663e-06
Position 716: 1.2007126562606345e-06
Position 1260: 1.089819847794906e-06
Position 3412: 1.0632909288247782e-06
Position 1140: 1.0491528257884904e-06
Position 4676: 8.857156723774122e-07
Position 4495: 8.611119013179856e-07
Position 947: 8.442900874261465e-07
Position 744: 7.375403186862891e-07
Position 1116: 6.1101039396795e-07
Position 7278: 6.09839954079087e-07
Position 7697: 5.235047938044306e-07
Position 953: 5.168573508924342e-07
Position 353: 3.694668930846031e-07
Position 6220: 3.364697612617772e-07
Position 904: 3.1803737304777563e-07
Position 5622: 3.092492228538341e-07
Position 7929: 2.491992853172968e-07
Position 7986: 2.4803400330144054e-07
Position 909: 2.4466986668865523e-07
Position 5944: 2.0014352601115997e-07
Position 5727: 1.9419284926537363e-07
Position 2426: 1.9085264638129896e-07
Position 5515: 1.8738449312777285e-07
Position 5808: 1.771716009386921e-07
Position 464: 1.569183473316507e-07
Position 7225: 1.5475857067394324e-07
Position 7980: 1.506419144949998e-07
Position 246: 1.4329332672161008e-07
Position 645: 9.648823511609406e-08
Position 516: 8.836672879551973e-08
Position 7659: 6.142012829218881e-08
Position 5625: 5.835007902092181e-08
Position 7902: 3.8229742244123296e-08
Position 6187: 3.2826133995988255e-08
Position 5368: 3.1276623088509065e-08
Position 5446: 2.782849142159858e-08
Position 433: 2.4408159817817944e-08
Position 5884: 2.4374899377110955e-08
Position 5470: 2.4273385974241985e-08
Position 5948: 2.3579686284491724e-08
Position 1596: 2.278570734344096e-08
Position 6147: 2.2705877336778313e-08
Position 415: 2.1689446625369153e-08
Position 4488: 2.12624258459246e-08
Position 9091: 2.118979201485758e-08
Position 4637: 1.8942114405576933e-08
Position 5929: 1.695504654489717e-08
Position 5311: 1.62892246993406e-08
Position 4624: 1.4822568734988368e-08
Position 2882: 1.313598994417875e-08
Position 4556: 1.181959255526709e-08
Position 5374: 1.1655978659213997e-08
Position 6501: 8.886210460085141e-09
Position 9629: 8.565057869661316e-09
Position 5403: 8.416265135367296e-09
Position 4809: 7.071360682711398e-09
Position 7591: 6.784649998977556e-09
Position 5170: 6.438624384222459e-09
Position 397: 3.4675896075058248e-09
Position 805: 2.5099749359546673e-09
Position 913: 2.226542780314487e-09
Position 5294: 1.185231121976096e-09
Position 5263: 1.1110838868287657e-09
Position 1679: 6.729188509016794e-10
Position 4375: 6.603553290742146e-10
Position 122: 6.528151749355404e-10
Position 133: 5.843193571584325e-10
Position 112: 3.7188506371280624e-10
Position 374: 2.517491510847253e-10
Position 116: 1.975818873483204e-10
Position 5034: 1.972479498443955e-10
Position 355: 1.9702822936782168e-10
Position 90: 1.3813318251575692e-10
Position 920: 1.221503554889673e-10
Position 460: 5.99227674274287e-11
Position 128: 5.734927683946682e-11
Position 1637: 5.4519102474342665e-11
Position 859: 5.3510665007677135e-11
Position 718: 5.1352489138418334e-11
Position 509: 3.8616981476974785e-11
Position 114: 2.7470130469829467e-11
Position 1076: 2.2932327290968976e-11
Position 495: 1.6429468900138787e-11
Position 511: 8.729289664688494e-12
Position 722: 6.46714447760073e-12
Position 565: 6.125890403377309e-12
Position 1199: 4.7803254229747766e-12
Position 102: 2.0168696084855926e-12
Position 405: 7.13937401825652e-13
Position 394: 6.657722308150765e-15
