Gene = PIGZ
Position 1305: 3.9043088373319064e-05
Position 1427: 3.798633424449083e-05
Position 1302: 3.763084955724571e-05
Position 1150: 3.257571053193616e-05
Position 712: 2.4621245005567802e-05
Position 1246: 2.4226336863280412e-05
Position 810: 2.0774397733548985e-05
Position 3115: 1.8875251441164288e-05
Position 272: 1.3547798181126605e-05
Position 3151: 1.0167870628789653e-05
Position 1535: 7.2628717757457136e-06
Position 489: 5.820324370283633e-06
Position 2049: 5.742016779867298e-06
Position 265: 5.700495035263527e-06
Position 558: 4.843231617567504e-06
Position 560: 4.746539018443999e-06
Position 563: 4.061463910618194e-06
Position 1729: 3.660050801553249e-06
Position 2285: 3.2332319511132955e-06
Position 1443: 3.162246058213544e-06
Position 717: 3.0853237805649055e-06
Position 502: 2.741340820245369e-06
Position 382: 2.6941458866662215e-06
Position 607: 2.598487554380043e-06
Position 403: 2.3745114357095785e-06
Position 931: 2.336629210329868e-06
Position 1116: 2.2544500876231224e-06
Position 277: 2.204426284434087e-06
Position 252: 2.0004653891773038e-06
Position 667: 1.7533920475692005e-06
Position 734: 1.6898059291222695e-06
Position 947: 1.5004926772642735e-06
Position 592: 1.4791469942225566e-06
Position 1102: 1.1891934037688955e-06
Position 244: 9.154011061119539e-07
Position 378: 7.680367207101453e-07
Position 455: 5.332225283765142e-07
Position 249: 5.305568092055739e-07
Position 959: 2.8075149373281223e-07
Position 258: 2.187365990980208e-07
Position 604: 2.0904259607888263e-07
Position 269: 1.654174711154973e-07
Position 1099: 8.327513343502311e-08
Position 411: 7.278316514434173e-08
Position 669: 5.467967643380438e-08
Position 210: 4.642709628779835e-08
Position 1169: 2.897785679069055e-08
Position 282: 1.0034187282940906e-08
Position 130: 4.2416522274119444e-11
Position 124: 3.8589655363616474e-11
Position 177: 2.678459443703044e-11
Position 162: 1.688439785251856e-11
Position 168: 5.2495317009405576e-12
Position 137: 4.714348493010008e-12
Position 182: 6.552761293968303e-13
Position 179: 4.2162162573329203e-13
Position 151: 1.136951556636033e-13
Position 201: 1.5925583739587285e-14
Position 195: 1.0290764301094984e-14
