Gene = SRA1
Position 1231: 3.7592901190380405e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7398: 0.9002845785994268
Position 1037: 0.8763304461499385
Position 7140: 0.5063617241370012
Position 717: 0.3674714698460981
Position 6125: 0.27500675878869973
Position 741: 0.19474842617729446
Position 7143: 0.19293944122438308
Position 7920: 0.16461392268835928
Position 8032: 0.13516439957180604
Position 7185: 0.12714314048825712
Position 7625: 0.11233346236642464
Position 977: 0.09859474301096435
Position 7146: 0.07607555175675434
Position 1514: 0.061551710405389884
Position 6093: 0.057418814956191
Position 7368: 0.04385057413449981
Position 673: 0.03912518530104825
Position 1653: 0.03841382136178792
Position 7108: 0.03602236646599773
Position 7975: 0.035651340914559765
Position 4067: 0.03460242645288652
Position 2619: 0.029980838160311007
Position 654: 0.02818702335212731
Position 7590: 0.025397732675894454
Position 706: 0.02324272640244406
Position 3919: 0.022819623463846923
Position 6235: 0.015480549420241577
Position 2190: 0.015133748526553227
Position 7972: 0.013555827796339891
Position 983: 0.011389351039473666
Position 2213: 0.010565808477915743
Position 693: 0.009464595831091785
Position 7842: 0.0078113564468195035
Position 2289: 0.007776726406480189
Position 6137: 0.007469030608962733
Position 7816: 0.005325503556279917
Position 8175: 0.005141335547173083
Position 7695: 0.004782536458079719
Position 4043: 0.004543549186210066
Position 7846: 0.004305630619797976
Position 1258: 0.00426947896156998
Position 7400: 0.004262902012834459
Position 7601: 0.0037549613092796256
Position 7530: 0.0036949790874820634
Position 8081: 0.0033061781793326797
Position 7657: 0.002639083825482775
Position 7535: 0.0026218640071187745
Position 1340: 0.0023227512789105276
Position 7566: 0.0022632933048900056
Position 3684: 0.002220136571899869
Position 4374: 0.002028215060813372
Position 5663: 0.0020220875133866727
Position 7560: 0.0020183496548927546
Position 1469: 0.0016986427122043326
Position 8007: 0.001633462525369682
Position 7598: 0.0016290491922792976
Position 5394: 0.0013262686306562302
Position 3580: 0.0013010417516319255
Position 2324: 0.0012591256958339203
Position 1072: 0.0012386101821900179
Position 3796: 0.0011865808444968724
Position 7509: 0.0010397374512334722
Position 1387: 0.0009757878394362264
Position 6298: 0.0009251464191498938
Position 4525: 0.0008654810181473725
Position 2531: 0.0008528698847369895
Position 2721: 0.0008404944892211226
Position 627: 0.000802814789351207
Position 1421: 0.0007085760172450872
Position 846: 0.0006619405871970994
Position 807: 0.0006594653935463439
Position 143: 0.0006360562698868456
Position 6944: 0.000565141167621528
Position 2688: 0.0005472973268733532
Position 4091: 0.0005462770072233885
Position 3818: 0.000539220324503793
Position 7428: 0.0004951429118916365
Position 3790: 0.0004839654962451902
Position 2694: 0.0004736272824389026
Position 3820: 0.0004602014893639523
Position 7532: 0.00044456186878454626
Position 2090: 0.000422374658157087
Position 406: 0.00040996206619333406
Position 7314: 0.0003951714145518127
Position 7539: 0.00037583702518527993
Position 3923: 0.0003744484621280616
Position 5684: 0.00029503657756749485
Position 5187: 0.00029138808165042227
Position 591: 0.0002858714544758112
Position 1657: 0.00023962029969069718
Position 2352: 0.00023319288418945027
Position 1090: 0.0002330584491799052
Position 5965: 0.00022782432888345447
Position 8132: 0.0002259080729886794
Position 2056: 0.00018449924234540402
Position 3168: 0.00017729979617575216
Position 4389: 0.00016068909290482296
Position 2243: 0.0001578392244285905
Position 5005: 0.0001503365438852325
Position 3650: 0.00014469739227028461
Position 2124: 0.00011775877058113095
Position 4677: 0.00011029072673572192
Position 286: 0.00010726617623064657
Position 2259: 9.846053661739663e-05
Position 7345: 9.161658341958457e-05
Position 6614: 8.987751822752592e-05
Position 7726: 8.778637703516828e-05
Position 593: 8.691267143672852e-05
Position 608: 8.610443707378079e-05
Position 562: 8.428906006665467e-05
Position 203: 8.36908704600131e-05
Position 8178: 7.657252898618083e-05
Position 5659: 7.532109292513436e-05
Position 7924: 7.27601837483622e-05
Position 7941: 6.741489186284996e-05
Position 5078: 6.110621949138596e-05
Position 1045: 5.750075997215795e-05
Position 1269: 5.283702224532649e-05
Position 679: 5.277958886298661e-05
Position 219: 5.231516928229561e-05
Position 274: 5.0445237411245735e-05
Position 447: 4.1580191889135656e-05
Position 5507: 3.935066106619271e-05
Position 409: 3.8875635454178524e-05
Position 6781: 3.79779180630909e-05
Position 4901: 3.728856785877006e-05
Position 7354: 3.686581953414379e-05
Position 2712: 3.5347508753973044e-05
Position 254: 3.4093680725841364e-05
Position 6423: 3.3353872214898665e-05
Position 4608: 3.1590365927749e-05
Position 420: 2.2627322272281868e-05
Position 497: 2.0322700307430084e-05
Position 154: 2.013539592427702e-05
Position 599: 1.5420441232289653e-05
Position 989: 1.5346595890970873e-05
Position 347: 1.3005122301872948e-05
Position 1775: 1.2338982567752182e-05
Position 259: 1.2265533681101419e-05
Position 7273: 1.1154301858988752e-05
Position 397: 1.0719883226818038e-05
Position 488: 9.273762147601922e-06
Position 2127: 9.000673838430599e-06
Position 357: 8.83824172893208e-06
Position 7425: 8.634494863379101e-06
Position 996: 8.064416324626116e-06
Position 1613: 7.520422656943615e-06
Position 1110: 6.70120745987426e-06
Position 1587: 5.906668827276045e-06
Position 2033: 5.560100118219077e-06
Position 1936: 5.42711783868596e-06
Position 2220: 5.2434367380465425e-06
Position 1669: 4.675646850510267e-06
Position 1369: 4.365857377671973e-06
Position 1479: 3.857925663037331e-06
Position 543: 3.258668303930098e-06
Position 374: 3.1622009717841456e-06
Position 2652: 3.0866370554406618e-06
Position 1850: 2.9643821970267485e-06
Position 2593: 2.932233287959079e-06
Position 2399: 2.8187847655796913e-06
Position 1591: 2.5692471441929493e-06
Position 1532: 2.4292933633695494e-06
Position 1435: 2.3987592446943194e-06
Position 1904: 2.316810467456198e-06
Position 3450: 2.1313951437830734e-06
Position 2359: 1.98255422737648e-06
Position 206: 1.939971947399973e-06
Position 170: 1.7477508826776786e-06
Position 3453: 1.4309580642523555e-06
Position 1129: 1.3952963010564084e-06
Position 2588: 1.2877046263065705e-06
Position 439: 1.1771834960559698e-06
Position 3385: 1.1577153230546422e-06
Position 2093: 1.100995196849694e-06
Position 954: 1.0610204431507986e-06
Position 1239: 1.0428933855091736e-06
Position 2423: 1.0418171448996365e-06
Position 2301: 1.018926440254717e-06
Position 852: 9.978333086688218e-07
Position 1541: 9.96416153727325e-07
Position 878: 9.938202181307577e-07
Position 1575: 8.457338899824426e-07
Position 462: 7.974145654151684e-07
Position 3838: 7.913767137071592e-07
Position 1295: 7.886784906635497e-07
Position 1291: 6.36955975499628e-07
Position 536: 6.182567212099781e-07
Position 1096: 6.037357501886736e-07
Position 1639: 5.621936957356819e-07
Position 1808: 5.451560958779061e-07
Position 3343: 5.248646710264214e-07
Position 451: 5.155214641723956e-07
Position 1192: 4.71377301169877e-07
Position 1401: 4.2314048892090405e-07
Position 565: 4.2110011131481733e-07
Position 2811: 4.151162982464421e-07
Position 227: 3.970288976304826e-07
Position 317: 3.2564239095293264e-07
Position 1901: 3.0236853288498055e-07
Position 349: 2.67641439645113e-07
Position 310: 2.543927198114914e-07
Position 930: 2.51841710474297e-07
Position 1277: 1.9528819967654015e-07
Position 610: 1.8286858932625085e-07
Position 1308: 1.8077772101341772e-07
Position 1988: 1.6786946469613326e-07
Position 520: 1.5163144870000796e-07
Position 301: 1.3184700837202688e-07
Position 1131: 8.89549083905686e-08
Position 1147: 6.304069345998094e-08
Position 2234: 3.7990029467113574e-08
Position 2223: 3.10821098074613e-08
Position 1321: 2.9496772183767308e-08
Position 299: 2.4721896540528783e-08
Position 1188: 2.2576810545152436e-08
Position 1161: 2.1159998801402728e-08
Position 508: 2.00210267157671e-08
Position 1867: 1.9209094501426257e-08
Position 1272: 1.8922064167004764e-08
Position 1964: 1.7494073727033146e-08
Position 1001: 1.6260792263957412e-08
Position 1799: 1.505102315335321e-08
Position 466: 1.4773823044223129e-08
Position 697: 1.212526589256657e-08
Position 314: 1.0492404446186326e-08
Position 1785: 9.182785642474584e-09
Position 687: 7.715261726976835e-09
Position 378: 7.650904783039025e-09
Position 1603: 6.847660875273669e-09
Position 368: 5.2296421365000555e-09
Position 1940: 5.0357600292273615e-09
Position 2624: 2.9269352979233937e-09
Position 513: 2.245585573696263e-10
Position 456: 5.805040717334201e-11
Position 523: 7.357927613619411e-13
Position 103: 2.1579475572868746e-15
Position 98: 5.293909002877988e-16
