Gene = SMCP
Position 115: 1.6116295257640917e-05
Position 1038: 1.5702340948094552e-05
Position 1915: 1.4580079930705419e-05
Position 468: 9.45592358015684e-06
Position 2718: 1.3845127927108776e-06
Position 2751: 1.3078807593245445e-06
Position 2867: 7.642615800535095e-07
Position 3157: 6.255492757456152e-07
Position 117: 2.2501920595986572e-07
Position 200: 1.4120403419231178e-07
Position 181: 3.6099385807181164e-08
Position 191: 3.124125491737362e-08
Position 183: 2.0494181681855037e-08
Position 78: 1.37800506437473e-08
Position 148: 5.528371803960354e-09
Position 562: 4.467813658829175e-09
Position 26: 3.974493753022462e-09
Position 239: 2.7543600569875474e-09
Position 684: 1.6321137417863809e-09
Position 237: 1.4875989157533561e-09
Position 662: 1.1342250329598749e-09
Position 348: 5.975434284380043e-10
Position 723: 2.680244331188828e-10
Position 350: 2.360331846514941e-10
Position 491: 2.1124803569153132e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2676: 0.7629978363177851
Position 6085: 0.44075449765017355
Position 1626: 0.06814052305550754
Position 3678: 0.06066231220031393
Position 5348: 0.04343859286635968
Position 4023: 0.042537130872136
Position 5034: 0.04210369568946356
Position 6513: 0.03522419685108503
Position 1572: 0.030149581608720367
Position 2476: 0.027377511052071687
Position 3962: 0.0270073762841125
Position 5094: 0.021210683063657573
Position 1420: 0.019842257933770174
Position 277: 0.018832314040028702
Position 6171: 0.01710443559638296
Position 235: 0.016154261166876117
Position 6174: 0.015581802861567176
Position 1632: 0.01376693594813959
Position 1713: 0.012653645036930389
Position 3703: 0.011544138858089777
Position 3889: 0.009452193926646174
Position 3451: 0.009054592546891215
Position 1908: 0.008714241259945351
Position 2331: 0.007935797836925558
Position 1157: 0.0073569001772043445
Position 5489: 0.007084679381025343
Position 6222: 0.006231188084465798
Position 5817: 0.0061066382660682145
Position 3838: 0.00603371518498338
Position 6616: 0.005736543651069698
Position 1481: 0.00449036527032954
Position 6309: 0.0035632535247259824
Position 366: 0.0035183916348349546
Position 4792: 0.003436298058293942
Position 1181: 0.0033173522649075516
Position 6629: 0.00326703759368154
Position 1085: 0.0032052167697965324
Position 6142: 0.00307818002050213
Position 6411: 0.0030428624729998146
Position 4264: 0.0029035039522349953
Position 4005: 0.002901682500478811
Position 5958: 0.0027955917567571518
Position 6390: 0.002707954642309333
Position 3469: 0.0026101844717362106
Position 2612: 0.002550535195278413
Position 3123: 0.002432658050763361
Position 1494: 0.0023473320823013443
Position 4478: 0.0023263522299695823
Position 5723: 0.002237780907141106
Position 2899: 0.002107333507183441
Position 1928: 0.002053902766019073
Position 1088: 0.0020482617922972027
Position 5413: 0.0020233877495947107
Position 4872: 0.001875584588954149
Position 5350: 0.0018507556831258481
Position 3966: 0.001837222043491844
Position 5398: 0.0017069227465411534
Position 5253: 0.0017006346907074592
Position 5780: 0.0014333348800719473
Position 948: 0.0014240734101372806
Position 473: 0.001387953184943294
Position 6414: 0.0013853019627580166
Position 5679: 0.0013333827268190756
Position 302: 0.001314456852833814
Position 757: 0.0012169998901455064
Position 4983: 0.0012005308379638136
Position 1914: 0.0011696933318839314
Position 5064: 0.0011398523634281504
Position 2367: 0.0010205653426130603
Position 1652: 0.000998893332932053
Position 1114: 0.0009911230054430874
Position 6148: 0.00098657855115559
Position 3844: 0.0009680052388282755
Position 3427: 0.0009469727977433175
Position 215: 0.0009230319092418693
Position 5593: 0.000908922264717662
Position 2229: 0.0008213098291590258
Position 5998: 0.000821256498980489
Position 5305: 0.0007990399937832329
Position 2678: 0.0007530451606132183
Position 1140: 0.000723108359184135
Position 1388: 0.0006989728545810562
Position 1935: 0.000660993851971137
Position 2929: 0.0006583822613157085
Position 924: 0.0006267054204770144
Position 2645: 0.0005818159934386712
Position 3684: 0.0005513417379734953
Position 1167: 0.0005414720192657594
Position 3016: 0.0005285847814184604
Position 6417: 0.0005093647945331856
Position 3917: 0.0004976784230977484
Position 4834: 0.0004879047537022772
Position 3525: 0.00048306863533048973
Position 5918: 0.00046789137966273756
Position 1316: 0.0004594610594645056
Position 1066: 0.0004470805435077451
Position 4072: 0.0004287131070913544
Position 5131: 0.00038934976124592685
Position 2844: 0.00037728937299560906
Position 2387: 0.00037655172112565293
Position 2080: 0.0003593046833159961
Position 3581: 0.0003227981422853979
Position 4613: 0.00031848253235899166
Position 1022: 0.00031799952043137824
Position 4831: 0.00031787436383813784
Position 1728: 0.0002976138081549895
Position 423: 0.00029226589981537065
Position 6095: 0.0002829519369249466
Position 4008: 0.00025347908871430546
Position 3864: 0.00024112176871582126
Position 2981: 0.0002398795688762175
Position 4224: 0.00022826792733103777
Position 1381: 0.0002132052733081669
Position 4194: 0.00020576793798537195
Position 4991: 0.00020403715099464318
Position 1680: 0.0001998609085739845
Position 2970: 0.0001937941747509893
Position 640: 0.00019100220632047761
Position 3435: 0.00016914797696229378
Position 6683: 0.00016754612135746737
Position 1272: 0.00016608031135745431
Position 2552: 0.00016094306950680622
Position 2391: 0.00015605546878738613
Position 3840: 0.00014741325962132107
Position 2778: 0.00013887575781610777
Position 5170: 0.00013606842302729878
Position 5311: 0.00013177310891505673
Position 5119: 0.00012971023205555392
Position 800: 0.00012873661070324273
Position 1005: 0.00012733366270978636
Position 816: 0.0001211930668107484
Position 4986: 0.00011973740924051028
Position 4373: 0.00011730821517095245
Position 5173: 0.00010477868429418362
Position 4397: 9.775993377930775e-05
Position 488: 9.527782305684475e-05
Position 2370: 9.107265941442967e-05
Position 2708: 9.030136639392273e-05
Position 477: 8.84505179756514e-05
Position 6699: 8.604137598480389e-05
Position 4339: 8.306212680497022e-05
Position 2503: 8.276222859340282e-05
Position 1090: 7.880940632954389e-05
Position 3801: 7.568615426045317e-05
Position 460: 7.406413842140482e-05
Position 3080: 7.235375900117066e-05
Position 1235: 7.205256273866875e-05
Position 2647: 7.016006022393607e-05
Position 1206: 6.673413537196272e-05
Position 2346: 6.670100332289313e-05
Position 2946: 6.598161788872185e-05
Position 531: 6.456312519174725e-05
Position 284: 6.192619369748076e-05
Position 3777: 6.118782044018036e-05
Position 2617: 5.897244897677079e-05
Position 3633: 5.7512923992157114e-05
Position 3931: 5.7080466251502646e-05
Position 304: 4.972180953950585e-05
Position 3476: 4.708823590901896e-05
Position 2012: 4.662317202395576e-05
Position 2856: 4.4449109997045713e-05
Position 428: 4.340979098428601e-05
Position 3494: 4.062960026593891e-05
Position 3251: 3.975389273762613e-05
Position 2275: 3.912745158622635e-05
Position 1279: 3.889619509401863e-05
Position 3729: 3.61137378270062e-05
Position 308: 3.357827162328579e-05
Position 548: 3.258230713452076e-05
Position 1320: 3.193353316146245e-05
Position 619: 2.943323512901122e-05
Position 505: 2.9312099039084693e-05
Position 450: 2.8540594711648445e-05
Position 3225: 2.8055424761432605e-05
Position 930: 2.7147856936050226e-05
Position 2819: 2.674443218423834e-05
Position 2632: 2.6174843572718464e-05
Position 442: 2.4628870789996864e-05
Position 491: 2.4539036009839336e-05
Position 759: 2.3938463688611664e-05
Position 2498: 2.3042901719724395e-05
Position 1275: 2.2779484957991286e-05
Position 660: 2.207346330696284e-05
Position 1949: 2.1253066111192314e-05
Position 3432: 1.9199530590361554e-05
Position 1391: 1.871791447708623e-05
Position 191: 1.4766267260407655e-05
Position 1046: 1.4754407261149229e-05
Position 250: 1.4713012945399674e-05
Position 1034: 8.856271992169494e-06
Position 1340: 3.4361518585002643e-06
Position 258: 2.696681088701485e-06
Position 1323: 1.829383861551531e-06
Position 3301: 1.7169948415011776e-06
Position 1209: 1.537678616495309e-06
Position 1302: 1.5153164481469326e-06
Position 1359: 1.1444866711709984e-06
Position 1259: 1.0090686313880123e-06
Position 1211: 9.40747892394282e-07
Position 571: 9.222552636321881e-07
Position 1733: 8.961392385842904e-07
Position 336: 8.511146951676006e-07
Position 1290: 7.783759619271619e-07
Position 1351: 6.597659562898372e-07
Position 1637: 4.931398645031137e-07
Position 1242: 4.786576757302733e-07
Position 622: 4.777322275587248e-07
Position 1428: 4.5176936712107384e-07
Position 556: 3.796049325437824e-07
Position 960: 3.4970753277061487e-07
Position 1295: 2.9964825762768243e-07
Position 376: 2.9664310744254934e-07
Position 502: 2.7780550998341127e-07
Position 514: 1.8225315293260067e-07
Position 603: 1.2903972673340076e-07
Position 1547: 7.190553844463351e-08
Position 820: 7.184279951811664e-08
Position 674: 4.744924382330937e-08
Position 248: 3.835346730240012e-08
Position 380: 3.77251792888339e-08
Position 1031: 3.1460540856475325e-08
Position 507: 2.6791287989610983e-08
Position 535: 2.4194182471657892e-08
Position 834: 1.7178746451784457e-08
Position 1238: 1.677861019572949e-08
Position 1223: 1.136590483912914e-08
Position 691: 9.454261632094537e-09
Position 550: 8.816721009965062e-09
Position 593: 8.579341019556829e-09
Position 636: 7.578346240859986e-09
Position 438: 1.6804585360439216e-09
Position 582: 1.2695646702885825e-09
Position 712: 1.010850808639747e-09
Position 454: 3.376761119160807e-10
Position 766: 2.9637215023009724e-10
Position 580: 2.6204547278806346e-10
Position 340: 1.7317615543412388e-10
Position 653: 1.0339940508780189e-10
Position 605: 8.183460579421903e-11
Position 560: 6.483879958027778e-11
Position 700: 2.3952895587794594e-11
Position 317: 3.550331743788905e-13
Position 693: 1.8494134175256632e-14
Position 124: 8.754427117385753e-15
Position 129: 6.078071548630786e-15
Position 138: 1.9795481553364026e-17
Position 88: 8.028570788893122e-18
Position 140: 6.577966823208206e-19
Position 93: 5.601385843514738e-19
