Gene = IL17RD
Position 7402: 0.0007338090302222404
Position 8250: 0.0007083702262737518
Position 2680: 0.0006330792762938183
Position 7968: 0.0005847649551167084
Position 4469: 0.0005682986689129677
Position 11153: 0.0005488550856879073
Position 4152: 0.0005235439958609563
Position 6568: 0.00047234189010852994
Position 3068: 0.0004247328722795535
Position 1198: 0.00041759232991364127
Position 2501: 0.0004155228768711982
Position 5814: 0.00041152645462737015
Position 4846: 0.00033850447813104793
Position 7138: 0.0003347183159205961
Position 5127: 0.00032858780903844835
Position 865: 0.00029487400719607775
Position 3916: 0.0002758183096356638
Position 2192: 0.00024897988817075773
Position 1450: 0.00024242657832247337
Position 1115: 0.00022121485098572336
Position 3035: 0.00022061337793149899
Position 7494: 0.00021132933955320926
Position 9148: 0.0001916517934855193
Position 4900: 0.0001822943838825099
Position 8667: 0.00017929090983890525
Position 1746: 0.00017662757060052904
Position 2563: 0.00017106246973589548
Position 966: 0.00015934624648877906
Position 1807: 0.00015839574671925243
Position 4710: 0.000154204508825656
Position 1599: 0.00015081260628687005
Position 2102: 0.0001397621509765735
Position 1771: 0.00013182391447891893
Position 4341: 0.00012746425888103319
Position 5666: 0.0001265241961670881
Position 4925: 0.00012620118889948424
Position 6829: 0.0001176218828242777
Position 7180: 0.00011039704577267397
Position 3085: 0.00010987225891814832
Position 1706: 0.00010423575801055342
Position 3994: 9.403265289580903e-05
Position 4316: 8.894076367182159e-05
Position 7203: 8.558122092781382e-05
Position 1619: 8.407897118812833e-05
Position 2170: 6.545678715590118e-05
Position 2428: 6.377900248307858e-05
Position 6083: 5.920773155152469e-05
Position 4504: 4.965270354081288e-05
Position 4449: 4.957114186375688e-05
Position 4678: 4.703746769783482e-05
Position 4220: 3.212691693545957e-05
Position 3226: 3.144604650984838e-05
Position 5864: 2.923960122005996e-05
Position 8289: 2.8392804942442387e-05
Position 4272: 2.5318882207880984e-05
Position 3122: 2.4533065555808297e-05
Position 2992: 2.0028714516804703e-05
Position 1411: 2.000788432783479e-05
Position 2038: 1.5243965515225162e-05
Position 3672: 1.483867195600892e-05
Position 2609: 1.0456090158991038e-05
Position 2845: 9.792460088159593e-06
Position 2365: 9.346560330867615e-06
Position 1822: 9.307093474327534e-06
Position 2454: 8.628966226039126e-06
Position 1757: 8.319259317705178e-06
Position 266: 7.350070118088565e-06
Position 792: 7.11752134921706e-06
Position 914: 5.118634601708177e-06
Position 1470: 4.869339056546301e-06
Position 1724: 3.961339789515406e-06
Position 407: 3.6228187442305506e-06
Position 3724: 3.463707523099805e-06
Position 1127: 2.372664488450272e-06
Position 985: 1.8589314585135487e-06
Position 923: 1.0565375222413368e-06
Position 661: 9.194845458298863e-07
Position 1185: 7.256577957905545e-07
Position 1149: 1.0022809547947213e-07
Position 1167: 6.960906965647361e-08
Position 1850: 4.844615737611427e-08
Position 1371: 3.660940451839292e-08
Position 1094: 3.2312548775382e-08
Position 1205: 2.9573333779504403e-08
Position 294: 2.8843778419832458e-08
Position 1202: 2.2680610651999136e-08
Position 1290: 2.1212319587495852e-08
Position 275: 1.7490482014068428e-08
Position 1881: 1.6513931849795038e-08
Position 289: 1.3957558409469779e-08
Position 1419: 1.2474186863954799e-08
Position 1508: 1.1397147993310281e-08
Position 1331: 1.1090407200402352e-08
Position 1393: 1.0479835386344478e-08
Position 614: 1.003467660189822e-08
Position 945: 9.726927876131601e-09
Position 478: 8.597524425874081e-09
Position 414: 4.462151666894096e-09
Position 677: 2.0384668564745574e-09
Position 937: 1.3487577028836803e-09
Position 621: 1.0211918686476268e-09
Position 616: 5.892424470156088e-10
Position 1311: 5.869473659273688e-10
Position 587: 4.6294305861087526e-10
Position 679: 2.2623192228928087e-10
Position 449: 1.910504742036788e-10
Position 700: 7.374024254646968e-11
Position 928: 2.952404019376253e-11
Position 935: 2.5333096854213193e-11
Position 480: 1.107492009424392e-11
Position 690: 2.3985053159796243e-12
Position 219: 5.359495638948615e-13
Position 213: 2.608638359997462e-13
