Gene = SAPCD2
Position 25: 0.0003747505024235486
Position 6204: 0.0003652132053418514
Position 266: 0.0002534808911069686
Position 4956: 0.00025341836133125836
Position 4642: 0.00019895276468340182
Position 4089: 0.0001897280965416837
Position 4798: 0.00014896450375529713
Position 1248: 0.00014753985950754283
Position 497: 0.0001308253872717445
Position 7125: 0.00012387540176403007
Position 7129: 0.00012150178206742097
Position 73: 0.00011999198263449539
Position 4176: 0.00010765772432091204
Position 6851: 0.00010488204357906819
Position 5463: 9.299309659546489e-05
Position 2277: 8.890049901210877e-05
Position 5324: 8.525372982972978e-05
Position 5471: 8.329917182161796e-05
Position 1449: 7.844445342603811e-05
Position 4625: 7.552285558390913e-05
Position 43: 6.085490988162815e-05
Position 557: 5.5221786629044684e-05
Position 4760: 5.469330003900031e-05
Position 4820: 5.0471095262104e-05
Position 4969: 4.857750052409963e-05
Position 6423: 4.5989629194444345e-05
Position 232: 4.015396031661495e-05
Position 3447: 3.174928018445693e-05
Position 3077: 3.0250140679169553e-05
Position 610: 2.6651033578294407e-05
Position 2603: 2.63832881666147e-05
Position 6145: 2.579475642571476e-05
Position 4901: 2.3458446689750186e-05
Position 6436: 1.6195437687104913e-05
Position 1585: 1.5104114325399148e-05
Position 1097: 1.4924142152798315e-05
Position 2025: 1.4817933359953928e-05
Position 4784: 1.3884507225311069e-05
Position 1537: 1.2765216099068922e-05
Position 2086: 1.1854491700595606e-05
Position 37: 1.1743086247687023e-05
Position 1550: 1.0406943662592054e-05
Position 2768: 1.0385181297384245e-05
Position 1435: 7.808684973414884e-06
Position 5935: 6.187930939987214e-06
Position 1119: 5.290629241783303e-06
Position 576: 5.232512367085558e-06
Position 1629: 4.980732427063433e-06
Position 5817: 4.535799120350896e-06
Position 5760: 4.533540785324039e-06
Position 5929: 4.231575144980287e-06
Position 1279: 4.065052158808001e-06
Position 1923: 3.965741615442917e-06
Position 1389: 3.92661283081968e-06
Position 879: 3.8001035571940217e-06
Position 1271: 3.6723224621926284e-06
Position 703: 3.358230481675826e-06
Position 28: 2.8963212317980695e-06
Position 5848: 2.6797185442260124e-06
Position 6215: 2.2443883594976e-06
Position 6173: 2.086272189424137e-06
Position 655: 2.083316416503674e-06
Position 1075: 1.7904873425882045e-06
Position 161: 1.2904405477566185e-06
Position 1252: 8.742494937410535e-07
Position 729: 6.884703131077541e-07
Position 1368: 4.790380923693718e-07
Position 1356: 3.4890023378063224e-07
Position 5669: 3.003151932444022e-07
Position 999: 2.8264999732009915e-07
Position 1313: 2.7613494600134437e-07
Position 5515: 2.373950352650708e-07
Position 1132: 1.9664651023370446e-07
Position 5500: 1.9382011434497573e-07
Position 5804: 1.3902017993703763e-07
Position 5869: 3.5237915001935395e-08
Position 389: 2.2853828788135268e-08
Position 5746: 2.0468446300965608e-08
Position 5754: 1.8594409366665418e-08
Position 779: 5.407436141641005e-10
Position 1204: 1.932055486909064e-10
Position 1079: 1.851126838217999e-10
Position 1134: 1.4242280347451873e-10
Position 820: 4.572807892375331e-11
Position 1411: 5.139622666258342e-12
Position 761: 3.953192974854663e-12
Position 1396: 1.9888246817363362e-12
Position 5556: 2.3709467100760202e-14
Position 960: 1.3159021428341477e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5608: 0.9915472962232195
Position 5402: 0.9368829534370932
Position 4213: 0.9347889445757366
Position 4919: 0.6718833288851508
Position 4661: 0.5775499146410852
Position 794: 0.44539269279177574
Position 5800: 0.42811981862599
Position 4846: 0.16983000592183678
Position 2388: 0.1357729372708831
Position 6078: 0.08385097816012277
Position 3800: 0.0757777977745636
Position 7462: 0.06845639150017961
Position 7162: 0.06656241119488983
Position 4967: 0.05353869876404359
Position 4757: 0.04757895306094727
Position 6796: 0.042401402459643994
Position 6282: 0.0394165752082287
Position 5288: 0.03590173480408779
Position 1519: 0.03248891793940725
Position 6255: 0.032419924179247356
Position 5803: 0.028161721159618652
Position 7666: 0.024672267260945874
Position 7270: 0.02124956356653267
Position 5955: 0.020627092496173432
Position 7312: 0.019935826035249255
Position 6908: 0.018989059037263507
Position 4928: 0.017580679839003133
Position 6897: 0.015492778249427405
Position 7552: 0.012347534352790741
Position 1604: 0.012173829548715919
Position 4891: 0.011926320226321738
Position 6590: 0.010554603493714686
Position 597: 0.010199529301261426
Position 769: 0.008701428243043995
Position 5299: 0.008090104528469222
Position 5582: 0.007777321898788539
Position 5418: 0.007698321324596043
Position 6959: 0.007502743667064552
Position 7370: 0.007233107941648828
Position 6785: 0.006994780441162815
Position 3867: 0.006373944441553495
Position 6304: 0.006268868790477091
Position 8148: 0.006151785825492305
Position 8075: 0.005774394849526751
Position 5231: 0.005264364528457526
Position 7188: 0.005190686787695843
Position 2636: 0.005034987589530156
Position 2208: 0.004845591128124352
Position 2606: 0.004809857600340559
Position 2507: 0.004677101110530189
Position 7109: 0.004562991401604255
Position 6677: 0.00445811251071224
Position 4609: 0.004336094634848348
Position 1617: 0.003936678924487464
Position 7026: 0.0038442699168754436
Position 4666: 0.003557579304866129
Position 7628: 0.003153757596669599
Position 2357: 0.003066101786880132
Position 7947: 0.0027999753355174768
Position 1361: 0.0026460428848314884
Position 7576: 0.0026097978275961835
Position 6330: 0.0024879917502776574
Position 6735: 0.00245178382450991
Position 6538: 0.0024341563436037603
Position 8123: 0.0023562580851125975
Position 6020: 0.002270759573829955
Position 7281: 0.002256078767426196
Position 2684: 0.002248353931411098
Position 7697: 0.0022439091051268175
Position 761: 0.0021941191558738668
Position 1411: 0.0021618856656887347
Position 7919: 0.0021107042930233882
Position 2135: 0.001989307435867346
Position 5006: 0.0019538446261575517
Position 5833: 0.001871697420062341
Position 7248: 0.001871170296186407
Position 5165: 0.0018381030227701154
Position 7031: 0.0017768086003964183
Position 4707: 0.0017447569407956953
Position 6505: 0.0017398188151077378
Position 4925: 0.0017365037729812787
Position 6485: 0.0016700016515172097
Position 5009: 0.0016668622765414686
Position 4031: 0.0016277420834093122
Position 6979: 0.0015102977819787713
Position 4767: 0.0014877600163902746
Position 7749: 0.0014375902467275452
Position 4946: 0.001381894031571648
Position 6383: 0.001354382727487357
Position 5929: 0.0013425169466487286
Position 7426: 0.0013380399029252086
Position 1489: 0.0013280702305204675
Position 1625: 0.0013084963679054202
Position 5842: 0.001273422649693648
Position 3950: 0.0012559577524544733
Position 5341: 0.0012401827683005229
Position 7625: 0.001144478077056174
Position 7866: 0.0011434669229011204
Position 1990: 0.001096744008592725
Position 6031: 0.0010474266030213286
Position 7145: 0.0010314968558087975
Position 6238: 0.0010280286518089918
Position 4592: 0.001018744521572526
Position 4219: 0.0009852845993217531
Position 8078: 0.0009398293218903231
Position 7682: 0.0009395967520500963
Position 582: 0.0009381134878782075
Position 6327: 0.0009341467701472718
Position 2173: 0.000914872740187824
Position 7008: 0.0009143642525803449
Position 7768: 0.0009003594308663162
Position 6517: 0.0008620134679317564
Position 4548: 0.0008203041576655711
Position 5185: 0.0007407509353113979
Position 7468: 0.000739376863817804
Position 2555: 0.0007074800096020466
Position 4976: 0.0006947232265068011
Position 4710: 0.0006499946102320689
Position 7218: 0.0006188764572771102
Position 7323: 0.0005906241186802416
Position 8130: 0.0005757693560370174
Position 5866: 0.0005536383823764997
Position 2254: 0.0005527516988725196
Position 6803: 0.0005500980954778322
Position 4229: 0.0005346329803913286
Position 6362: 0.0005310428837665504
Position 8433: 0.0004930259738073056
Position 1749: 0.0004812497409541745
Position 5815: 0.0004715202119857611
Position 7051: 0.0004634693983625958
Position 3052: 0.00046033666442628845
Position 2390: 0.0004449072281454877
Position 6120: 0.00044332823023073795
Position 7067: 0.0004268276412424426
Position 8104: 0.000425016722688913
Position 1943: 0.0004183419473780668
Position 4249: 0.000415874839888168
Position 7474: 0.0004092940073931317
Position 4704: 0.0004048544781731141
Position 1480: 0.0004016531973260163
Position 6994: 0.00038285623424859046
Position 6849: 0.00038193163887159914
Position 6208: 0.0003757586338652366
Position 936: 0.000375594151160896
Position 4016: 0.00036984804391108363
Position 2154: 0.0003518395548954379
Position 7201: 0.00034357382236784376
Position 7389: 0.0003162389416266191
Position 2231: 0.00031622817428912474
Position 3812: 0.00030446911696065717
Position 6091: 0.00030006294082180065
Position 1429: 0.0002962151864985025
Position 2189: 0.0002960517295089075
Position 7222: 0.00028763925463850187
Position 6931: 0.0002774010322410609
Position 2413: 0.0002771296842536303
Position 490: 0.00027201450322676565
Position 5305: 0.00026355378710555855
Position 6689: 0.00025831997632311525
Position 4102: 0.00025091333590288744
Position 4160: 0.0002491887718562377
Position 5453: 0.00023913841322975384
Position 2816: 0.00023589137900654754
Position 5677: 0.0002307536527922909
Position 7129: 0.00022794877153531524
Position 8048: 0.0002240154752583353
Position 4279: 0.00021505019590386024
Position 3920: 0.00020726212037561363
Position 5680: 0.00019985045963822104
Position 1524: 0.00018863218261422124
Position 2210: 0.0001867286330532066
Position 6711: 0.00017888601559286707
Position 4949: 0.00017799178197027327
Position 6037: 0.00016424351049717647
Position 5027: 0.0001522870373459845
Position 607: 0.00014329215206426856
Position 752: 0.00013940043860095184
Position 3120: 0.0001382765889350358
Position 4943: 0.00013215822136021738
Position 6182: 0.00013165520904607952
Position 6215: 0.00012255694374733737
Position 4613: 0.00012038830070458503
Position 5863: 0.00011772327633242462
Position 5896: 0.00011414358389889799
Position 4531: 0.00011050151854718783
Position 6367: 0.00010914774485790465
Position 1675: 0.00010869432851606748
Position 5266: 0.00010856474904406417
Position 2045: 0.00010280036487017267
Position 5839: 9.06277323952882e-05
Position 2840: 8.125345690877616e-05
Position 4764: 7.860687372460045e-05
Position 4493: 7.194179446511821e-05
Position 6643: 7.18771797999476e-05
Position 2041: 6.471665822286622e-05
Position 6189: 5.9082062009678657e-05
Position 6988: 5.308142075413356e-05
Position 1183: 5.186708681750099e-05
Position 5961: 4.9849016248683304e-05
Position 6971: 4.401602613307401e-05
Position 646: 4.396128817368631e-05
Position 4027: 3.857520968236714e-05
Position 732: 3.846658866857422e-05
Position 2062: 3.393863137331339e-05
Position 5252: 3.202117513585542e-05
Position 1090: 2.749870579031905e-05
Position 3333: 2.4702934386684367e-05
Position 5683: 2.289047639274371e-05
Position 1905: 1.9532569098837834e-05
Position 1140: 1.6692686256984103e-05
Position 217: 1.6568230608951038e-05
Position 661: 1.2501326271426156e-05
Position 2219: 1.1891428259924988e-05
Position 625: 1.175906970772893e-05
Position 2078: 9.73182837831492e-06
Position 6391: 8.927287189532558e-06
Position 1132: 8.627571522651979e-06
Position 5496: 8.073307073041562e-06
Position 2083: 7.83549926058594e-06
Position 6288: 7.66689948501672e-06
Position 1235: 7.429366841385354e-06
Position 5239: 7.417636511421836e-06
Position 3284: 7.04634579777255e-06
Position 604: 6.6419042198230145e-06
Position 5551: 6.6147679187011456e-06
Position 1117: 6.31996820896039e-06
Position 472: 6.0995085835861e-06
Position 1271: 5.931396385077016e-06
Position 6332: 5.728431333807109e-06
Position 2981: 5.620845876568226e-06
Position 966: 5.27566090912765e-06
Position 2978: 4.788452219322464e-06
Position 1678: 4.598694691183531e-06
Position 1177: 4.180916543783599e-06
Position 1215: 4.0682441697230645e-06
Position 1777: 2.652070912588697e-06
Position 2397: 2.575350300367665e-06
Position 1703: 2.4707688798111416e-06
Position 810: 2.4403554764228387e-06
Position 2282: 2.2897849610358647e-06
Position 1290: 2.1022452614101657e-06
Position 5701: 2.049225907701063e-06
Position 186: 2.048308791627257e-06
Position 1368: 1.836218298149379e-06
Position 5506: 1.7525039060188653e-06
Position 5845: 1.6402768267226375e-06
Position 652: 1.5246532854803808e-06
Position 363: 1.3932588827474227e-06
Position 1113: 1.354076737076012e-06
Position 349: 1.1932207718648326e-06
Position 1469: 1.1854831647933008e-06
Position 1726: 1.0764752061997253e-06
Position 5893: 9.475482243236022e-07
Position 1462: 9.402746940113978e-07
Position 2447: 8.103760796816359e-07
Position 866: 7.251314807831675e-07
Position 839: 7.088680452102616e-07
Position 860: 6.808769988432122e-07
Position 5707: 6.756897620608001e-07
Position 942: 6.24490705942031e-07
Position 5091: 5.424860289771028e-07
Position 5812: 5.154319615935983e-07
Position 2405: 5.133704286022857e-07
Position 1213: 5.085223581547936e-07
Position 5817: 4.898193841578757e-07
Position 5848: 3.2950760800474963e-07
Position 417: 2.788859673114646e-07
Position 1068: 2.428007158026586e-07
Position 5821: 1.6870938318249242e-07
Position 6872: 1.6467840842737453e-07
Position 5773: 1.515592869111086e-07
Position 906: 1.510418867802742e-07
Position 698: 1.2405873464635732e-07
Position 687: 1.2303272465492764e-07
Position 1094: 9.697790079947536e-08
Position 1187: 9.521633614286133e-08
Position 517: 8.800910862776367e-08
Position 1006: 8.051541393619928e-08
Position 219: 7.723414857907153e-08
Position 541: 7.092078039542643e-08
Position 1309: 6.721789798513632e-08
Position 5704: 6.524115244395962e-08
Position 681: 5.834858298126728e-08
Position 1145: 3.589806690692664e-08
Position 5556: 3.502938195447358e-08
Position 889: 3.278346597811264e-08
Position 382: 3.171234714377792e-08
Position 537: 3.074638035779727e-08
Position 6173: 2.7997246836990328e-08
Position 990: 2.603233274489116e-08
Position 5973: 2.4561985935045034e-08
Position 894: 2.3202159851717356e-08
Position 535: 2.1394708427278227e-08
Position 950: 1.913346319115212e-08
Position 337: 8.822092011567615e-09
Position 193: 6.859253202234968e-09
Position 298: 5.190679734572314e-09
Position 663: 4.252782536365413e-09
Position 975: 1.2688048349745993e-09
Position 286: 5.164063512479109e-10
Position 151: 1.3764989854223025e-10
Position 316: 9.025506641756177e-11
Position 280: 5.6399019108880546e-11
Position 107: 1.6204330442437437e-11
Position 5725: 3.158687847082109e-12
Position 919: 1.6344087849852423e-12
Position 915: 1.4979268431754064e-12
Position 910: 9.039490240215769e-13
Position 703: 6.088452697276474e-13
