Gene = RP11-511P7.5
Position 1793: 0.0005722100362565242
Position 574: 0.0005566740667050534
Position 702: 0.0005085877105949389
Position 2894: 0.0004959534273855722
Position 1182: 0.00048794345219066443
Position 2782: 0.0004859518108262692
Position 2810: 0.0004584381196646073
Position 1002: 0.0004554530197407428
Position 2065: 0.0004132538534058181
Position 1965: 0.00036397769610625996
Position 4448: 0.0003621102119767193
Position 2103: 0.00035977696261595024
Position 694: 0.00028409054154599514
Position 4900: 0.0002804252751714691
Position 1336: 0.0002781027172183904
Position 1239: 0.0002602714663634516
Position 1364: 0.0002486472860992736
Position 818: 0.00020742278901527726
Position 874: 0.00020529708626005922
Position 1462: 0.00020257837340282493
Position 534: 0.0001830074998776301
Position 450: 0.0001764971941315191
Position 977: 0.0001762417600702256
Position 647: 0.00017015081455326288
Position 424: 0.000158368127314743
Position 1932: 0.0001568399562630815
Position 1754: 0.00012389162514124717
Position 673: 0.00012328531110046825
Position 606: 0.00012077091837643333
Position 447: 0.00010443496720180863
Position 4939: 9.263594278536028e-05
Position 1325: 7.55045991436506e-05
Position 4310: 7.433515855504127e-05
Position 675: 7.136255286435523e-05
Position 2453: 7.051719812081136e-05
Position 1637: 6.270472338431029e-05
Position 5046: 6.207874496777025e-05
Position 494: 6.018563217589816e-05
Position 1291: 5.84908521358382e-05
Position 554: 5.7480468852624665e-05
Position 3557: 5.252243693885652e-05
Position 1020: 4.7733652325601256e-05
Position 929: 3.8329519667793184e-05
Position 1224: 2.7267381464356608e-05
Position 3786: 2.044302231719584e-05
Position 974: 1.746835830390189e-05
Position 1626: 1.6133246576432425e-05
Position 411: 1.457996061210463e-05
Position 1221: 1.2730818922209501e-05
Position 496: 7.061725037267676e-06
Position 2567: 6.94284761207712e-06
Position 934: 6.34903019724315e-06
Position 730: 6.09514991787523e-06
Position 1172: 3.5872311223675574e-06
Position 1113: 3.3029424583227312e-06
Position 1372: 2.9338795227117906e-06
Position 1242: 2.92640196827335e-06
Position 709: 2.8265820594900895e-06
Position 1185: 2.4899022917927466e-06
Position 3726: 2.3321879289574324e-06
Position 1245: 1.5928691144112248e-06
Position 2633: 1.2185984572512694e-06
Position 1352: 1.0961419017753126e-06
Position 716: 1.0952145741458009e-06
Position 949: 5.707032269138866e-07
Position 743: 4.941753259808783e-07
Position 868: 4.3705854298380455e-07
Position 830: 4.0607717618178594e-07
Position 457: 2.6819677589392875e-07
Position 737: 2.244056152123104e-07
Position 711: 2.2320799525472187e-07
Position 235: 2.1123366571960142e-07
Position 740: 9.956625999741481e-08
Position 542: 7.645775775335486e-08
Position 842: 5.439904450350841e-08
Position 309: 5.351843359867878e-08
Position 315: 4.7725218554306827e-08
Position 834: 2.6737236531050905e-08
Position 751: 1.5917801725755746e-08
Position 1509: 1.1948581465272535e-08
Position 1030: 4.3044226607233634e-09
Position 78: 4.094363474538452e-09
Position 781: 2.2855773947313962e-09
Position 856: 2.1570017869870192e-09
Position 140: 2.1531759479268283e-09
Position 718: 1.8190820274442973e-09
Position 1034: 1.5827367002058894e-09
Position 776: 1.543272790968835e-09
Position 896: 1.169630346488895e-09
Position 87: 1.1663144201704285e-09
Position 795: 1.0549103755796788e-09
Position 72: 7.641683649007022e-10
Position 74: 4.651040132581289e-10
Position 1165: 3.4807408830435847e-10
Position 145: 7.131734667349875e-11
Position 228: 2.9241433462589914e-11
Position 233: 2.1339402882495484e-11
Position 152: 4.332556014306885e-12
Position 210: 7.905196162584578e-13
Position 161: 1.28472604772236e-13
Position 176: 6.225271378097341e-15
