Gene = C1QTNF3-AMACR
Position 3675: 0.00011223102523938932
Position 6640: 9.794036736664146e-05
Position 3655: 9.566272971770574e-05
Position 10791: 9.483925089077603e-05
Position 1965: 9.394310939969451e-05
Position 6253: 9.005670360641077e-05
Position 6760: 8.450766300494972e-05
Position 1968: 8.303635835070501e-05
Position 1416: 8.145305145957728e-05
Position 7667: 7.696873231964542e-05
Position 4996: 7.576104945724979e-05
Position 2398: 7.484482343742452e-05
Position 254: 7.11572161286606e-05
Position 1761: 6.712127899634657e-05
Position 2665: 6.69175844979514e-05
Position 9591: 6.480350523992753e-05
Position 3420: 6.350898950149068e-05
Position 1162: 5.869575423347261e-05
Position 1212: 5.6165073163417214e-05
Position 2795: 5.2920246124511385e-05
Position 1351: 4.9755842797131686e-05
Position 1813: 4.668248210641854e-05
Position 3280: 4.570592817586901e-05
Position 8824: 4.492334431951538e-05
Position 5712: 4.283629196181311e-05
Position 5682: 4.228594288166355e-05
Position 6073: 4.195548044335858e-05
Position 1332: 4.042337939040433e-05
Position 1724: 3.970376538814873e-05
Position 6317: 3.932060549981147e-05
Position 3431: 3.9069152120139945e-05
Position 5952: 3.35227354130161e-05
Position 454: 3.213156583716132e-05
Position 476: 3.180710144893362e-05
Position 3185: 3.1312567507255295e-05
Position 6633: 3.056313388020301e-05
Position 2643: 2.7078569416268237e-05
Position 2506: 2.6723822412196925e-05
Position 1367: 2.6041775663655376e-05
Position 4184: 2.3352469378845883e-05
Position 202: 2.3233232238511156e-05
Position 7329: 2.2810258494000094e-05
Position 6012: 2.2408538298560443e-05
Position 609: 2.215215547253441e-05
Position 3295: 1.8963018762896498e-05
Position 2167: 1.7149802435264226e-05
Position 1263: 1.5624509660935655e-05
Position 404: 1.548649296606345e-05
Position 1255: 1.5467635916864075e-05
Position 1074: 1.4092626578850003e-05
Position 6896: 1.3420906806579425e-05
Position 6899: 1.302686057865071e-05
Position 4774: 1.2689684637188779e-05
Position 2270: 1.2238474483898766e-05
Position 1444: 1.2180906985984923e-05
Position 2434: 9.977220020832712e-06
Position 862: 9.759891344188223e-06
Position 2937: 9.712401278126327e-06
Position 205: 9.421956171428323e-06
Position 707: 9.238115186326311e-06
Position 1677: 8.911977826708282e-06
Position 5163: 8.493094770731566e-06
Position 2451: 8.291003024137014e-06
Position 290: 7.577805852460482e-06
Position 3447: 7.525861475998132e-06
Position 3203: 6.909295028251784e-06
Position 314: 6.440860571976256e-06
Position 5400: 6.39880574439424e-06
Position 2237: 5.539038766017813e-06
Position 2492: 5.4530766990641464e-06
Position 422: 4.977909758965301e-06
Position 2183: 4.876271777269857e-06
Position 1298: 4.5307503309200285e-06
Position 3434: 2.9505559506661375e-06
Position 174: 2.087716593167819e-06
Position 520: 1.6755602331756013e-06
Position 1779: 1.5588546046548934e-06
Position 1874: 1.4917521187701444e-06
Position 1489: 1.404385167705106e-06
Position 1707: 1.3757441192275343e-06
Position 2019: 1.2809192098008358e-06
Position 786: 1.134230878816603e-06
Position 800: 8.893346077988544e-07
Position 529: 8.091069909012153e-07
Position 3732: 1.0505651023538866e-07
Position 4030: 9.294753741683493e-08
Position 1026: 6.681838858283857e-08
Position 1425: 6.050463290050113e-08
Position 1271: 5.3937402284238725e-08
Position 359: 5.169501217468597e-08
Position 2562: 4.144715206355764e-08
Position 1294: 4.142249459466629e-08
Position 372: 3.187932642981604e-08
Position 282: 1.9107047059678112e-08
Position 1218: 1.671639976529493e-08
Position 343: 1.2801796886479664e-08
Position 887: 1.1419138960951842e-08
Position 298: 1.0828965339210167e-08
Position 1376: 1.0375953998473835e-08
Position 274: 8.645324992240563e-09
Position 1086: 6.616496126516578e-09
Position 426: 6.064349628386284e-09
Position 182: 1.0324747892241187e-09
Position 216: 1.5864333794520904e-10
