Gene = ZC3HC1
Position 2001: 6.711518597428085e-05
Position 900: 6.660670697628e-05
Position 5311: 6.586392196732417e-05
Position 2513: 6.536824845955565e-05
Position 29904: 6.515504460289646e-05
Position 979: 6.387325732744106e-05
Position 174: 6.221692492300342e-05
Position 186: 6.131740457710569e-05
Position 1555: 5.875780124829237e-05
Position 1775: 5.167299866703343e-05
Position 29288: 5.0667446342602867e-05
Position 14722: 4.698499163045455e-05
Position 28969: 3.7406624494671986e-05
Position 1946: 3.0965265781490314e-05
Position 1824: 3.093984490004664e-05
Position 163: 2.5578134471549172e-05
Position 2751: 2.426107435435544e-05
Position 1236: 2.393920091763694e-05
Position 160: 2.3087719175795743e-05
Position 1428: 2.2702725242939038e-05
Position 214: 2.2626364767248175e-05
Position 1872: 1.9457772668360385e-05
Position 29102: 1.9346747442679074e-05
Position 663: 1.8914781672049458e-05
Position 1007: 1.5612688632520353e-05
Position 670: 1.4762049657753607e-05
Position 28253: 1.4542677245330406e-05
Position 14576: 1.4232178238888091e-05
Position 362: 1.0992576252183006e-05
Position 1682: 9.562023949671565e-06
Position 1445: 9.070751158735354e-06
Position 193: 8.100219343789065e-06
Position 29449: 7.842407788637643e-06
Position 2275: 7.318782365928672e-06
Position 469: 7.092140539425122e-06
Position 2381: 6.715511236808306e-06
Position 29522: 6.584260031135089e-06
Position 28861: 6.316483683449596e-06
Position 999: 5.105709593586437e-06
Position 2102: 4.956503938443148e-06
Position 2477: 3.8621650131631395e-06
Position 216: 3.0716987803504882e-06
Position 1559: 3.0120500281822717e-06
Position 1028: 2.975179010794769e-06
Position 13012: 2.886091347357759e-06
Position 1916: 2.7183353339085335e-06
Position 1818: 2.5993483994852416e-06
Position 2236: 2.492380760658703e-06
Position 1652: 1.7241710083099417e-06
Position 1242: 1.7148923821113384e-06
Position 489: 1.5459905883670626e-06
Position 12759: 1.0512118528969738e-06
Position 471: 1.032005031924383e-06
Position 755: 1.015257033092288e-06
Position 2127: 5.729768902572413e-07
Position 12109: 4.084525589586519e-07
Position 1116: 3.4566158516007373e-07
Position 1119: 3.351465077252333e-07
Position 220: 3.032247996669624e-07
Position 12785: 2.559832200009762e-07
Position 28146: 2.470314555934739e-07
Position 13023: 1.9061306994434854e-07
Position 1210: 1.664895416275359e-07
Position 12654: 1.4196527828612552e-07
Position 12134: 1.3467764256062682e-07
Position 14419: 1.2213463336501248e-07
Position 1001: 1.0745284682900315e-07
Position 308: 7.396518325918438e-08
Position 2936: 3.313850346523599e-08
Position 3022: 3.0477306567820475e-08
Position 268: 1.6442348628998545e-08
Position 1291: 7.129497550327356e-09
Position 198: 6.687105874366635e-09
Position 1327: 5.244666900972089e-09
Position 145: 1.8776412198283027e-09
Position 1533: 1.1773202859908755e-09
Position 121: 5.703866027814905e-10
Position 109: 3.8734833186727965e-10
Position 148: 2.3566835366105514e-10
Position 275: 8.845925833457411e-11
Position 278: 8.064183439664424e-11
Position 235: 5.091908040295516e-11
Position 132: 3.367346612615766e-11
Position 102: 2.887236126786543e-11
Position 243: 1.2628786583820195e-11
Position 289: 1.1386187194388229e-11
