Gene = FRRS1L
Position 692: 5.807614655269257e-15
Position 707: 5.709442814903146e-15
Position 593: 1.3369466350753599e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12149: 0.877847376370909
Position 17570: 0.8234750917609938
Position 15212: 0.7339475466354444
Position 29663: 0.7315074173231314
Position 16430: 0.6408371924024262
Position 20101: 0.6239238431633459
Position 3363: 0.2921124014763833
Position 3036: 0.21874057054002086
Position 18723: 0.20419915253406526
Position 2302: 0.19021420305740172
Position 17229: 0.1764957564592972
Position 17880: 0.1636753184404459
Position 3395: 0.15400392016331757
Position 24491: 0.1492782510167713
Position 4357: 0.1181270629333175
Position 17900: 0.11118609571055629
Position 34551: 0.10811908242460563
Position 3318: 0.07176006475086064
Position 3059: 0.064913837656275
Position 29961: 0.061863082226344866
Position 17271: 0.051993187189830925
Position 8304: 0.051696221132452286
Position 1246: 0.048043342105576536
Position 21973: 0.04802560829359449
Position 5972: 0.03607625207824759
Position 8180: 0.02927140907604596
Position 8146: 0.028577064837624105
Position 21121: 0.026768606607873925
Position 21100: 0.02431140510455387
Position 12800: 0.023638871838696972
Position 17113: 0.023096578321284443
Position 21951: 0.020538012490319075
Position 3400: 0.01685237537301076
Position 8283: 0.016470280453719337
Position 2357: 0.013579574306381067
Position 1473: 0.010823807706688147
Position 7640: 0.010778276918271924
Position 23812: 0.010270075866118295
Position 5841: 0.009854982422509389
Position 1022: 0.009109250927480364
Position 8177: 0.008956271617587932
Position 4398: 0.008703445750268358
Position 4443: 0.008392647387348306
Position 24487: 0.00825767950866023
Position 4220: 0.008141885473738468
Position 2327: 0.00793070390270102
Position 3223: 0.007775271729208332
Position 23828: 0.007593323485083129
Position 12502: 0.007047010524059543
Position 25774: 0.006931749303347898
Position 12361: 0.0059706965215607114
Position 20638: 0.004971048738650478
Position 3930: 0.004840345230954414
Position 3897: 0.004816760915718586
Position 25450: 0.004475895708765305
Position 18340: 0.00406909752161144
Position 18699: 0.003871614128910644
Position 3288: 0.0036978747646409077
Position 12555: 0.0034976542617443742
Position 12378: 0.003273236991522553
Position 3175: 0.0030118451016758734
Position 515: 0.0029549141330759156
Position 17814: 0.0028493050308624175
Position 18604: 0.002832130249476604
Position 5959: 0.002720043453708962
Position 1316: 0.0026699371085238325
Position 25701: 0.0026047440755087325
Position 4260: 0.0025581847302140986
Position 23142: 0.0023198547050923054
Position 3332: 0.002130303399124823
Position 12472: 0.002030428483856381
Position 3366: 0.0019322942360969167
Position 7533: 0.0014528990123127646
Position 2081: 0.0012263459418958146
Position 2261: 0.001195088595157868
Position 18881: 0.0011868991920256143
Position 985: 0.0011821119692986602
Position 2860: 0.001180934909588816
Position 2291: 0.001122271607488845
Position 20741: 0.0010180143462327589
Position 2154: 0.0010138168521237445
Position 2120: 0.0009650153719324037
Position 618: 0.0009454890222650285
Position 1937: 0.0009313120366032872
Position 18958: 0.0008206234744059504
Position 17971: 0.0008154613324789214
Position 4241: 0.0007788149736534564
Position 2183: 0.0006756443728183379
Position 20306: 0.0006465898463180759
Position 21157: 0.0006380879536919638
Position 524: 0.0006376715606744561
Position 2994: 0.000628417162996084
Position 20448: 0.0005892418814330492
Position 20667: 0.0005332969448788974
Position 20914: 0.00046511518059525554
Position 3196: 0.0004643452311607024
Position 3247: 0.0004327290783601638
Position 1164: 0.00039939126695580796
Position 3406: 0.0003781862127776881
Position 1413: 0.000312843876477962
Position 22205: 0.00027033090963026287
Position 1253: 0.0002517415391388234
Position 1522: 0.00023752224849026148
Position 2048: 0.00022656841513651928
Position 1902: 0.0002107769336566245
Position 21509: 0.00020116824754665914
Position 1477: 0.00019620513305622492
Position 17747: 0.0001837470399273231
Position 1056: 0.00018179375631039091
Position 2493: 0.00018098561681991648
Position 884: 0.00015486699163853984
Position 1789: 0.00014454132617624716
Position 1833: 0.00012705614224618628
Position 3870: 0.000124296377829695
Position 2332: 0.00012150104459199507
Position 17733: 0.00011519533251590005
Position 2034: 0.00010143961264594832
Position 2197: 9.302179394732343e-05
Position 511: 8.473346219444774e-05
Position 234: 7.640495508409816e-05
Position 575: 7.351424394849793e-05
Position 913: 7.308959760648248e-05
Position 863: 6.86636018130308e-05
Position 2551: 6.436129051913122e-05
Position 17777: 6.23565203235417e-05
Position 3086: 6.156943514174632e-05
Position 3285: 6.132298287818916e-05
Position 499: 6.126924351061602e-05
Position 2136: 5.7158482600712414e-05
Position 3339: 5.7023859688751853e-05
Position 1886: 4.927812752115047e-05
Position 2073: 4.335787263126209e-05
Position 1453: 4.162165967493371e-05
Position 2629: 3.499729453378548e-05
Position 2267: 3.1440214802974165e-05
Position 1227: 2.5872943602360808e-05
Position 13508: 2.194421339049245e-05
Position 1285: 2.1102817718848067e-05
Position 3133: 2.03184375534261e-05
Position 1985: 2.0116645091517037e-05
Position 1372: 1.927378033862341e-05
Position 2306: 1.8979408567465646e-05
Position 3546: 1.812045907279577e-05
Position 1166: 1.7752444736089405e-05
Position 1842: 1.7682943935594417e-05
Position 3933: 1.761416445227104e-05
Position 17837: 1.713673315055473e-05
Position 14014: 1.658083066396199e-05
Position 550: 1.530409532525222e-05
Position 1124: 1.4911957928511753e-05
Position 1184: 1.3195555925227242e-05
Position 580: 1.2879994182397062e-05
Position 3573: 1.2650171050344437e-05
Position 2055: 1.247578806565235e-05
Position 2188: 1.0532444432105269e-05
Position 1494: 9.473930899858516e-06
Position 3685: 8.200259572149619e-06
Position 2059: 8.102450960998568e-06
Position 238: 5.973337334666547e-06
Position 15726: 5.789143970763483e-06
Position 2304: 5.485513601219871e-06
Position 1210: 5.287166927362227e-06
Position 1320: 5.165029688017286e-06
Position 1907: 5.012877855303445e-06
Position 1595: 4.8913493952721235e-06
Position 753: 4.44608175052688e-06
Position 463: 4.120558126526921e-06
Position 557: 3.7845336121578445e-06
Position 2390: 3.189138117473784e-06
Position 1272: 3.0419869730553057e-06
Position 1791: 2.855355924165817e-06
Position 11160: 2.426425788365745e-06
Position 2801: 1.998675116470325e-06
Position 1943: 1.9083490285250566e-06
Position 2087: 1.8350334454313751e-06
Position 173: 1.744502392829896e-06
Position 386: 1.6790453943242148e-06
Position 531: 1.6605902994755723e-06
Position 1197: 1.6518762887824138e-06
Position 2368: 1.4706511017202068e-06
Position 486: 1.385843382045569e-06
Position 4982: 8.801874373992287e-07
Position 123: 8.715896157077328e-07
Position 1058: 6.836293855514174e-07
Position 3901: 6.227252328727854e-07
Position 1491: 4.107806916312242e-07
Position 1079: 2.986491268640183e-07
Position 536: 2.9808008585411295e-07
Position 1258: 2.7473779497379887e-07
Position 1140: 2.682204006281357e-07
Position 1204: 2.4570261972060143e-07
Position 359: 2.3059663721290384e-07
Position 526: 2.2404119732287865e-07
Position 3707: 1.840303866503681e-07
Position 3149: 1.7620173889932078e-07
Position 389: 1.6439732003055177e-07
Position 4729: 1.0250035386014023e-07
Position 1038: 8.949884051641571e-08
Position 4978: 7.32450681442837e-08
Position 1043: 6.614602411603802e-08
Position 929: 5.238808763191624e-08
Position 468: 3.623880462025522e-08
Position 4629: 3.38518610874886e-08
Position 915: 3.191833126331475e-08
Position 466: 2.660286943075661e-08
Position 1030: 2.6357204496209024e-08
Position 448: 2.4648569363920942e-08
Position 870: 2.0402012454679034e-08
Position 777: 1.8413448012800562e-08
Position 782: 1.7301932658358072e-08
Position 714: 1.2239678652479934e-08
Position 820: 1.1724615426579049e-08
Position 1101: 1.0502127329344566e-08
Position 476: 8.657873031803792e-09
Position 991: 7.050806205742694e-09
Position 1299: 6.662330742109834e-09
Position 1098: 6.4958855650109465e-09
Position 814: 5.906982671314149e-09
Position 1295: 5.691097346494116e-09
Position 314: 5.36855529406816e-09
Position 1071: 4.8902654732268185e-09
Position 1213: 4.31925826953385e-09
Position 678: 2.853207535874848e-09
Position 1328: 2.754561516438225e-09
Position 480: 2.2880684861074556e-09
Position 545: 2.1446082707343884e-09
Position 1302: 1.8709097049427177e-09
Position 1334: 1.6832788926737606e-09
Position 1536: 6.449748309951363e-10
Position 707: 5.735596886944742e-10
Position 588: 4.0102530234589674e-10
Position 4228: 4.319981784666844e-11
Position 1356: 2.8227366732807312e-11
Position 658: 2.630290283216973e-11
Position 667: 2.60963254890047e-11
Position 428: 6.383447679293656e-12
Position 626: 3.3937097560459745e-12
Position 698: 3.0581354470895375e-12
Position 1501: 2.5721667129842012e-12
Position 632: 2.4742158776640547e-12
Position 646: 1.741144276985666e-12
Position 761: 1.2587031327479806e-16
Position 590: 7.478968591040134e-17
Position 395: 5.890029115028575e-17
Position 411: 4.46748031330789e-18
Position 692: 3.977557276989646e-18
Position 786: 3.1674818023091077e-18
Position 796: 1.5374531735493617e-18
