Gene = TRIM42
Position 13622: 0.021735982955063925
Position 18645: 0.021464521233281745
Position 17284: 0.020609988472057104
Position 3523: 0.02009259145805089
Position 14301: 0.020015501943977734
Position 21341: 0.01981367386405655
Position 20074: 0.018870295451999808
Position 18353: 0.014837211943966621
Position 290: 0.014355679276649182
Position 4923: 0.014133311260982896
Position 6793: 0.013360708497699436
Position 21069: 0.011030514591776355
Position 9682: 0.010879990927985445
Position 1325: 0.009966954642071884
Position 23076: 0.008878096307353877
Position 16174: 0.008342957849149134
Position 8511: 0.007798606236337398
Position 6846: 0.007006559808891005
Position 17890: 0.006695986258410524
Position 5918: 0.006522438627867403
Position 13088: 0.005604434879787317
Position 274: 0.005394030526655697
Position 10271: 0.00532505648390954
Position 12950: 0.005287239354512797
Position 21506: 0.0050472555803592785
Position 10632: 0.0050414565789233595
Position 14683: 0.00473543442965806
Position 8087: 0.004721112750300419
Position 16245: 0.004154171238103592
Position 4968: 0.004041426547320695
Position 14271: 0.0040326643479600115
Position 13176: 0.003977895313008475
Position 6967: 0.003965373498808795
Position 13671: 0.0038952795504225814
Position 235: 0.003811942077825205
Position 2633: 0.0032578266174961793
Position 1290: 0.003227863634611661
Position 5672: 0.0032041415109492887
Position 12698: 0.0031261688607541137
Position 1233: 0.0030217277211023554
Position 11435: 0.0029457802589999997
Position 12970: 0.002824665534806981
Position 8536: 0.0028223033081934005
Position 10851: 0.00279542411540489
Position 421: 0.002758684821899441
Position 23065: 0.0027194689342433915
Position 10915: 0.002442574287051002
Position 434: 0.002425102509172764
Position 20676: 0.0023921378241880294
Position 8570: 0.0023761095906084375
Position 2402: 0.0023079721497094637
Position 4572: 0.0023027465434375307
Position 2474: 0.0023000286884534474
Position 3484: 0.002128204224447702
Position 1382: 0.002110570322944555
Position 11332: 0.002098442281230407
Position 20756: 0.0020294472307926395
Position 13376: 0.0019429882699153233
Position 5023: 0.0019014469101988766
Position 13433: 0.0018457258919781867
Position 2372: 0.0018073720669803416
Position 13634: 0.0016995528791091655
Position 11382: 0.0016387695891246974
Position 4680: 0.001524403576144995
Position 6760: 0.0014957893935990865
Position 20138: 0.001403184245071483
Position 1346: 0.0013103295219228856
Position 13526: 0.0012838603168894842
Position 16305: 0.001280251418734132
Position 16857: 0.0011335654945910112
Position 438: 0.0010915015183280078
Position 3234: 0.0010660274666210267
Position 2522: 0.0008941836345957563
Position 14806: 0.0008814078937370345
Position 1379: 0.0008708753963761808
Position 4936: 0.000845663159578375
Position 441: 0.0008410946429665141
Position 2644: 0.0008111894216948863
Position 16349: 0.0007991468688137171
Position 250: 0.0007761097900844815
Position 17438: 0.0006917922674541932
Position 11067: 0.0006685454373172322
Position 3387: 0.0006416685967365916
Position 3336: 0.0006296634494609781
Position 10898: 0.0005847542035489319
Position 505: 0.0005068142317572532
Position 2036: 0.0004398143233934652
Position 19665: 0.0004343183215739674
Position 10180: 0.0004109827233186414
Position 2588: 0.00040186501622330845
Position 1412: 0.0003932770788226967
Position 15818: 0.00039189898183693327
Position 4649: 0.00038070577021684566
Position 367: 0.0003634394485881534
Position 3430: 0.0003631316986951357
Position 1142: 0.00035205485255338626
Position 19338: 0.00033813475064013493
Position 11037: 0.0003097710685489647
Position 19428: 0.00030708776615506625
Position 10768: 0.0003020630242824211
Position 17095: 0.0003018349280613359
Position 19203: 0.00030015042906145065
Position 1405: 0.00029361701847440547
Position 16179: 0.00027802824424758986
Position 11450: 0.00022606270284921475
Position 3978: 0.00022217828121883098
Position 13180: 0.00020814559499213973
Position 11268: 0.00020601620090972606
Position 13777: 0.00020094742759853708
Position 1941: 0.00019753513444755472
Position 4040: 0.00019728463477263473
Position 13474: 0.00019554175499675221
Position 1899: 0.0001902869950954721
Position 1035: 0.00018026244682431476
Position 872: 0.00017720138861569901
Position 17972: 0.00016848422734033763
Position 17680: 0.00015813193428602468
Position 854: 0.00015343838057695967
Position 1236: 0.0001530745815666258
Position 13272: 0.0001440396855667831
Position 11019: 0.00014022325381312227
Position 20639: 0.00013564541248368492
Position 3638: 0.0001323669805210567
Position 13964: 0.00012943445639102685
Position 2774: 0.00012793322707820598
Position 13051: 0.0001274917235552209
Position 1598: 0.00012453184609674124
Position 10958: 0.0001231760342050192
Position 12947: 0.00011896246401842144
Position 16509: 0.00011849120499618293
Position 4271: 0.00010747142624215157
Position 3092: 0.00010459428109955258
Position 889: 9.716891878253508e-05
Position 1583: 7.585056363960843e-05
Position 3305: 7.360380528157746e-05
Position 17570: 6.798259212666042e-05
Position 651: 6.366407159080241e-05
Position 12844: 6.263104615163255e-05
Position 3308: 5.8731048988273017e-05
Position 1726: 5.761447623963254e-05
Position 3433: 5.7510320780756656e-05
Position 13199: 5.505989637642563e-05
Position 4094: 5.3940885628755866e-05
Position 3489: 5.178258928258196e-05
Position 15847: 4.875650274478552e-05
Position 369: 4.5619998877345486e-05
Position 16694: 4.0687775180921906e-05
Position 1799: 4.055031903006209e-05
Position 16396: 3.76341507845866e-05
Position 3358: 3.520484016905072e-05
Position 15595: 3.489276382555305e-05
Position 1686: 3.466162772919856e-05
Position 1953: 3.4587290751111195e-05
Position 947: 3.3286197656440334e-05
Position 909: 3.3252238255198474e-05
Position 4215: 3.160379698849477e-05
Position 292: 2.8603740529146525e-05
Position 3914: 2.781663501738234e-05
Position 2038: 2.651490575583927e-05
Position 709: 2.638458998098717e-05
Position 4530: 2.4945829921248284e-05
Position 516: 2.3257893193976847e-05
Position 4873: 2.321303408103274e-05
Position 797: 2.3086650229247282e-05
Position 1751: 2.2553033928036645e-05
Position 11447: 2.1791353210551446e-05
Position 3002: 2.1635964037454227e-05
Position 1389: 2.0756205640807713e-05
Position 1361: 2.022484823129475e-05
Position 833: 1.929044639745253e-05
Position 343: 1.823668446412406e-05
Position 2050: 1.7535539311228892e-05
Position 10749: 1.5246504449180565e-05
Position 2493: 1.3625969175582173e-05
Position 13267: 1.1639827272180004e-05
Position 933: 1.1445231539485604e-05
Position 5215: 1.127655102687847e-05
Position 466: 1.1202507192435314e-05
Position 1985: 1.058288666182063e-05
Position 12063: 9.86129523136773e-06
Position 3044: 9.852068513212624e-06
Position 11492: 8.809597941849415e-06
Position 2032: 6.897833779993677e-06
Position 2579: 6.134911744333864e-06
Position 2285: 5.123845507094833e-06
Position 906: 4.971892841924852e-06
Position 468: 4.904816689287952e-06
Position 13897: 4.860990536790699e-06
Position 5269: 4.241727674266277e-06
Position 10856: 3.55277356408102e-06
Position 237: 3.3856991491404938e-06
Position 4173: 3.280608131051528e-06
Position 11183: 3.226778106904905e-06
Position 1396: 3.1365531697799048e-06
Position 2064: 2.7740466844629835e-06
Position 2058: 2.4157507043359186e-06
Position 10772: 2.172101162894307e-06
Position 594: 1.8305681234294207e-06
Position 1146: 1.726522724874734e-06
Position 1764: 1.6189652887612096e-06
Position 185: 1.5423089720381302e-06
Position 331: 1.5188043172932528e-06
Position 1351: 1.440468535100639e-06
Position 2146: 1.323891366316596e-06
Position 1358: 1.2318016969342378e-06
Position 2055: 5.866506622908857e-07
Position 580: 5.217494815713051e-07
Position 822: 3.0438063675799116e-07
Position 654: 4.21765702119693e-08
Position 609: 3.2609051160598013e-08
Position 1418: 2.8419607078987936e-08
Position 1623: 1.790929719810209e-08
Position 1628: 1.5536173275051033e-08
Position 730: 1.4797229925772474e-08
Position 536: 1.4085928568261788e-08
Position 1271: 1.3204603336280991e-08
Position 1009: 1.2993976819809503e-08
Position 5097: 1.272947740733732e-08
Position 917: 1.1486215515384225e-08
Position 90: 9.002648164929458e-09
Position 1365: 6.8847521585398016e-09
Position 923: 6.064586844659612e-09
Position 657: 6.054038896683449e-09
Position 803: 4.568292521243323e-09
Position 914: 4.514999504453727e-09
Position 672: 4.390856698170807e-09
Position 2490: 4.142105671708553e-09
Position 614: 4.140589966005338e-09
Position 2380: 2.8528324572448133e-09
Position 542: 2.7411749946736615e-09
Position 2409: 2.7040306857393686e-09
Position 128: 2.1937979461109034e-09
Position 2819: 2.166951965422852e-09
Position 814: 2.158411284802683e-09
Position 142: 1.9897305512283836e-09
Position 752: 1.3849970296456117e-09
Position 949: 1.1471822575646828e-09
Position 119: 9.84414505424826e-10
Position 519: 8.102472014125244e-10
Position 1042: 5.433699019798259e-10
Position 131: 1.0998829604094046e-10
Position 147: 1.0534707238296099e-10
Position 1421: 2.8924854984651273e-11
Position 1242: 2.7374876690640977e-11
Position 602: 1.1186070124593269e-11
Position 144: 7.681192090001695e-12
Position 99: 4.876586885363009e-12
Position 549: 2.310606199525593e-12
Position 103: 1.1161444247475692e-12
Position 662: 8.203175359763303e-13
Position 717: 6.513826407783746e-13
Position 155: 6.269556618285324e-14
Position 166: 4.5421516941833886e-14
Position 157: 8.029259035564395e-15
