Gene = NCAPG2
Position 21729: 0.11510890676124834
Position 2582: 0.10917678711831706
Position 14261: 0.09358105488901075
Position 11520: 0.07962314439592616
Position 54115: 0.07505872571929549
Position 3283: 0.06578053231241052
Position 52536: 0.06199021880713982
Position 55: 0.05327984987322809
Position 12417: 0.050833279700690986
Position 32021: 0.04825227459462222
Position 16741: 0.04726283536767406
Position 42869: 0.042865453034640164
Position 5212: 0.0383990802548991
Position 15018: 0.03740967967416225
Position 47504: 0.03255647278526084
Position 48742: 0.031070201759710155
Position 1086: 0.02994721746927449
Position 53112: 0.02926790799547065
Position 1180: 0.028341496298324317
Position 43000: 0.027451790745355024
Position 33258: 0.025812084279882866
Position 18438: 0.025712115567358418
Position 44505: 0.023969776245774697
Position 13020: 0.02325496229150019
Position 21945: 0.022450326280671763
Position 2605: 0.021072059951568724
Position 2257: 0.01927366169260789
Position 15936: 0.0192585500788411
Position 328: 0.015618706347049422
Position 53240: 0.013835703031760042
Position 30878: 0.012568511331810037
Position 49791: 0.012262662796965515
Position 18352: 0.009975699927552503
Position 13328: 0.008279616213947466
Position 33300: 0.007506833221144354
Position 2404: 0.00640678037091884
Position 334: 0.005851512539721114
Position 12305: 0.005750018196085272
Position 1245: 0.0056067934409446685
Position 42664: 0.005560309350664301
Position 1078: 0.004752202143822638
Position 14900: 0.00425775969379444
Position 1721: 0.003843303588196064
Position 33264: 0.0036335223444090414
Position 48414: 0.0032611597483132846
Position 15211: 0.003146307130688838
Position 48712: 0.0021680499590541937
Position 49042: 0.0020921845285551987
Position 17904: 0.0019224511100502347
Position 46515: 0.0004916058164005825
Position 890: 0.0003213477053345076
Position 52560: 0.00013921942792481152
Position 118: 2.262205099144635e-05
Position 136: 2.061207511400656e-05
Position 70: 8.22158741084447e-06
Position 92: 2.1568350244036906e-06
Position 157: 1.9627401294683732e-07
Position 38: 1.1353750825819629e-09
Position 59: 1.53150462668476e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 40531: 1.0000000000000044
Position 50133: 1.0000000000000013
Position 17385: 1.0000000000000009
Position 21441: 1.0000000000000009
Position 59208: 0.9986990831931167
Position 48394: 0.9964327433473533
Position 33161: 0.994862536550953
Position 24742: 0.991894865535441
Position 42460: 0.9870123921074974
Position 73110: 0.9822342241166455
Position 14874: 0.973154600404194
Position 48122: 0.9676947974217245
Position 11871: 0.9590340646806651
Position 29171: 0.9492667128559115
Position 2890: 0.9415311280348119
Position 11330: 0.9389715306470061
Position 49372: 0.9094608232781076
Position 24011: 0.8528732791711698
Position 46419: 0.8506640478902819
Position 49003: 0.8009729560892983
Position 18586: 0.6687073398024138
Position 33472: 0.6572448262985402
Position 53855: 0.5631101765624472
Position 42848: 0.46343500851731745
Position 18887: 0.460917664086357
Position 49569: 0.44049904969951736
Position 42217: 0.2053658806156589
Position 8428: 0.19784015954447598
Position 42251: 0.19330049960242773
Position 18855: 0.1918452341274107
Position 49654: 0.13614277941587824
Position 9223: 0.12767774090164105
Position 3367: 0.11582416804299188
Position 14105: 0.09358105488901064
Position 21614: 0.06988773314314901
Position 3305: 0.06472476758848258
Position 2480: 0.05415870627743223
Position 33510: 0.05136438321066354
Position 31863: 0.04825227459462222
Position 2448: 0.04604794971623304
Position 12089: 0.04516555231151329
Position 53041: 0.04334390600137966
Position 49627: 0.039007772115491966
Position 5084: 0.03839908025489912
Position 42935: 0.036175504145485676
Position 42779: 0.035833210120357124
Position 11192: 0.035076609891834254
Position 3136: 0.033961475190336404
Position 47311: 0.03255647278526084
Position 49609: 0.03255498797119868
Position 52347: 0.031908427601746836
Position 18437: 0.03154171720170384
Position 48650: 0.031094895624644375
Position 49211: 0.030929513570080013
Position 52425: 0.03038929502265774
Position 983: 0.030155817807281406
Position 3087: 0.028787027678378194
Position 2918: 0.028284834456539044
Position 1126: 0.025262318220529784
Position 44281: 0.023969776245774697
Position 12885: 0.02325496229150019
Position 21824: 0.022450326280671763
Position 18704: 0.022359540134830463
Position 3139: 0.0220921087855807
Position 11353: 0.021633500309463344
Position 21623: 0.021293896248913667
Position 221: 0.020672462135420996
Position 2734: 0.01957791552046443
Position 21672: 0.0188182337380326
Position 2165: 0.018468564555691028
Position 16562: 0.01827970934904158
Position 16712: 0.01802456894050045
Position 49396: 0.01711644479580159
Position 2220: 0.015845884732601578
Position 18205: 0.01491923301201129
Position 15745: 0.014379567148930818
Position 11787: 0.014281312419878803
Position 2555: 0.013231668658945078
Position 18609: 0.013013114299631433
Position 30595: 0.012568511331810021
Position 18296: 0.012428661068562111
Position 12114: 0.011417745585262913
Position 16616: 0.010958557078132052
Position 3409: 0.010763482475905691
Position 3375: 0.009619877820901188
Position 11721: 0.00869520271167207
Position 18222: 0.008339921414337498
Position 13224: 0.008279616213947466
Position 49376: 0.008128804563617543
Position 24791: 0.008105134464560043
Position 3260: 0.007296911312213146
Position 49274: 0.007211552219526571
Position 2842: 0.0069804549356273365
Position 930: 0.006826706372508288
Position 23854: 0.0060975710754354595
Position 23798: 0.006079020266694199
Position 2142: 0.005756335243393971
Position 49231: 0.005102733494732472
Position 21647: 0.005046521463930371
Position 15891: 0.00487898292991031
Position 49146: 0.004691885325971268
Position 3115: 0.004514075441791758
Position 62091: 0.004498573799964611
Position 64302: 0.004387113533142459
Position 3095: 0.003995269697087126
Position 1615: 0.003843303588196072
Position 48373: 0.0035648083804982957
Position 15113: 0.003146307130688849
Position 2808: 0.0024292426261215724
Position 902: 0.002428178012829686
Position 2239: 0.0024201799491153603
Position 49006: 0.002179216743084255
Position 48678: 0.0020142311496833573
Position 48496: 0.001637715327519867
Position 943: 0.0014691335514495656
Position 1041: 0.001463396380602985
Position 17844: 0.0011907318782166051
Position 958: 0.0010215110484281642
Position 2758: 0.0007988816966221317
Position 247: 0.0007977567513495426
Position 62126: 0.0006308489343077547
Position 17640: 0.00037737719749402756
Position 17810: 0.000354342034339602
Position 60011: 0.0002386555678927773
Position 3104: 0.00022151298373868544
Position 2743: 0.00020986471968162742
Position 2706: 0.00017016179828634154
Position 48529: 0.000154081828186555
Position 48708: 0.00012912494443665068
Position 3189: 0.00011689869719619903
Position 14847: 6.127538164644325e-05
Position 21630: 5.3053167322214916e-05
Position 51184: 3.0771409220509164e-05
Position 48965: 1.8708955335682064e-05
Position 51490: 1.7840632405349254e-05
Position 2643: 1.751621184674445e-05
Position 51205: 1.581581084341407e-05
Position 21692: 9.46899990047612e-06
Position 51155: 7.919715754571182e-06
Position 51240: 3.5724489814036104e-06
Position 48307: 2.4482721492982276e-06
