Gene = TMF1
Position 666: 2.718894020718329e-06
Position 550: 1.806688071845485e-06
Position 556: 1.2892747918740864e-06
Position 211: 1.0012132844850413e-06
Position 108: 5.701806770087162e-07
Position 336: 9.86937823492722e-09
Position 315: 7.709024189102866e-09
Position 318: 4.0630356783067165e-09
Position 114: 4.043606427805266e-09
Position 127: 3.1773261404077645e-09
