Gene = IL17RC
Position 12851: 0.0051183071099386
Position 2813: 0.005006835480154063
Position 7297: 0.004556921856774629
Position 7587: 0.00447969639497303
Position 488: 0.0040548149538629594
Position 3438: 0.003768190449471866
Position 5529: 0.003418881129419042
Position 11417: 0.002056946605385781
Position 435: 0.0014734504142571378
Position 453: 0.000945333259536758
Position 3658: 0.0005998349889826315
Position 25: 0.00040788948805758744
Position 3720: 0.0003592612075212917
Position 540: 0.00027087300539957356
Position 508: 0.00019598223641083043
Position 3630: 0.0001639244962875764
Position 546: 0.00015506773401209828
Position 444: 0.00014562357499677692
Position 151: 0.0001221677912684982
Position 6482: 9.719843847381577e-05
Position 362: 6.239644827492311e-05
Position 574: 2.7378913211802752e-05
Position 269: 9.470501152797086e-06
Position 153: 6.545190245850289e-06
Position 36: 5.339043607889952e-06
Position 290: 3.3360558761083636e-06
Position 197: 1.6040855643761353e-06
Position 58: 1.3757572629134056e-06
Position 232: 1.210702028215648e-06
Position 16: 1.9460371863550073e-08
Position 224: 4.354034719911821e-09
Position 327: 1.6607948498139745e-10
Position 266: 2.5351766403579405e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11206: 0.9992789988558549
Position 3392: 0.9966982796327404
Position 13796: 0.975010740999949
Position 3792: 0.9739151059115702
Position 1401: 0.9313849864888815
Position 1236: 0.9205524574427021
Position 15509: 0.8928529591736335
Position 824: 0.8916742804685986
Position 11067: 0.818786402247743
Position 15854: 0.7717091312692915
Position 15721: 0.7478235351905222
Position 6782: 0.7432466462014463
Position 614: 0.6769703799706752
Position 3583: 0.6743346146465504
Position 7133: 0.5891131914232983
Position 5446: 0.5466320789471749
Position 11481: 0.43711645293417095
Position 12753: 0.4087886953378551
Position 12929: 0.3796130181430565
Position 14057: 0.3688165555082823
Position 5421: 0.350712032663118
Position 13301: 0.34430891446762296
Position 12724: 0.34344400529840474
Position 3603: 0.19289138262343702
Position 12750: 0.18939053607152123
Position 420: 0.16378511019070688
Position 2716: 0.16211243065534597
Position 13079: 0.13880095707098444
Position 9550: 0.12325290982727749
Position 898: 0.05345116103682171
Position 15893: 0.04587748833652771
Position 3628: 0.04219977190801012
Position 16198: 0.04175146787542949
Position 1436: 0.031362472280240083
Position 1412: 0.031102733711596737
Position 11737: 0.0307918830317154
Position 11484: 0.020819113028605528
Position 1146: 0.016921971972748074
Position 13442: 0.014677966917195716
Position 670: 0.013115756006775675
Position 456: 0.009521911425883841
Position 14060: 0.009443837208011122
Position 828: 0.008697421977338818
Position 5398: 0.0077845000903705875
Position 2720: 0.0077748906820423
Position 6599: 0.0072820001241814146
Position 12950: 0.006820214178763065
Position 5296: 0.005188529614452637
Position 1132: 0.005076499132588786
Position 6809: 0.00464114637891557
Position 2951: 0.004508510075517399
Position 7400: 0.004479696394973034
Position 11715: 0.004424784183580925
Position 765: 0.0037698551740987314
Position 660: 0.003237171414633123
Position 2872: 0.0025683309217511066
Position 902: 0.0021792068998860775
Position 506: 0.0021624977267910234
Position 1101: 0.00203105856096834
Position 3826: 0.0019216441129549888
Position 1161: 0.001701376892907091
Position 725: 0.0014671407710759793
Position 6960: 0.0011281429344143852
Position 1098: 0.0011023946507039888
Position 793: 0.0007797019990197452
Position 1090: 0.0007496317354486377
Position 11223: 0.0005420762722156131
Position 11668: 0.0004881649933069777
Position 641: 0.0004787179295533833
Position 459: 0.0003144798256904579
Position 7193: 0.00019018565498923862
Position 6204: 9.719843847381577e-05
Position 177: 9.301466730497209e-05
Position 134: 8.726814446180845e-05
Position 214: 2.2561820899019143e-05
Position 390: 1.3459841046314049e-05
Position 529: 1.2573120798468565e-05
Position 217: 5.7445562914195235e-06
Position 464: 5.427506339680617e-06
Position 182: 3.693694895906958e-06
Position 481: 2.733249650751847e-06
Position 301: 2.342929098456044e-06
Position 523: 1.874732230500086e-06
Position 461: 1.4055072427051602e-06
Position 261: 1.2111749253690473e-06
Position 474: 6.968853606413546e-07
Position 100: 6.236282719818307e-07
Position 190: 3.0710696039844243e-07
Position 285: 2.505770305577998e-07
Position 5326: 2.1470859545345706e-07
Position 535: 1.327781941961632e-07
