Gene = LARS
Position 5801: 0.05898427767028714
Position 5828: 0.05785671603441743
Position 18389: 0.05679641617907225
Position 6098: 0.049918750298426184
Position 39209: 0.04489858079354922
Position 23102: 0.03846362191571061
Position 1649: 0.033896965358131186
Position 32641: 0.030719246502860637
Position 62862: 0.02650570711651418
Position 38244: 0.021217376312804966
Position 62337: 0.019947301880220102
Position 18668: 0.016281398779175883
Position 29179: 0.015224930869723412
Position 2985: 0.014176004167126334
Position 489: 0.014166354011555759
Position 1811: 0.014152614673030275
Position 15674: 0.0132561600657749
Position 1708: 0.010205831550377294
Position 22698: 0.009665541988890617
Position 19493: 0.008168698346682183
Position 19454: 0.008154010566931085
Position 39: 0.007528716464244477
Position 38204: 0.0068559858832332975
Position 23023: 0.006458358410736236
Position 28725: 0.00642964897522683
Position 22376: 0.00569122712540241
Position 2388: 0.004546757020549724
Position 53800: 0.004518154055410452
Position 758: 0.004370105890173916
Position 2563: 0.004205617129801843
Position 2900: 0.00405260473045703
Position 62688: 0.004050195661336353
Position 23254: 0.0033387276924835086
Position 30803: 0.0016829784643432697
Position 5082: 0.0016312719956153683
Position 62462: 0.0005245812548006354
Position 5541: 0.000455499071837777
Position 28980: 0.00042006382367544163
Position 38388: 0.00021776364830300156
Position 5580: 8.439695530893308e-05
Position 38352: 7.260811379126231e-05
Position 242: 1.8067581509131502e-05
Position 11: 1.263886054484052e-05
Position 261: 4.6565936039763895e-06
Position 7: 3.355368162097653e-06
Position 119: 6.977269357091721e-07
Position 162: 6.807681670882689e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 32960: 1.0000000000000053
Position 49578: 1.0000000000000047
Position 56114: 1.0000000000000027
Position 39575: 0.9999612441000297
Position 28849: 0.9921105121777203
Position 46995: 0.9916017250452339
Position 28679: 0.9909335279544427
Position 38310: 0.9850793021433897
Position 22173: 0.9818244551906673
Position 62156: 0.9700313873835162
Position 38122: 0.9687035343692452
Position 60072: 0.9564479854376876
Position 18188: 0.9530116242455154
Position 37950: 0.9364646862540172
Position 4994: 0.9334797667677354
Position 52501: 0.9138598214481027
Position 62780: 0.9138238331998613
Position 9885: 0.8866973692999486
Position 14455: 0.822097564741487
Position 30657: 0.8217580323770882
Position 39109: 0.7347788694125208
Position 23189: 0.6902340770181029
Position 58573: 0.667539931698578
Position 51550: 0.5534592987003173
Position 10669: 0.49752665827673254
Position 53877: 0.49579748517021816
Position 53541: 0.49178265031438007
Position 66512: 0.4109100383113342
Position 68348: 0.3644385985781301
Position 25031: 0.3590070229978338
Position 67491: 0.34600533778832127
Position 31016: 0.3391820185275907
Position 53578: 0.295249369745241
Position 49303: 0.2623134185680024
Position 55461: 0.22327933451233906
Position 58784: 0.22068962730046326
Position 39345: 0.20594347315967673
Position 62564: 0.19713125626637346
Position 29432: 0.18573366275270745
Position 14394: 0.16157122972130175
Position 63830: 0.15939504927014367
Position 21333: 0.1541997722414415
Position 38485: 0.1424897217935692
Position 63015: 0.13627075200752886
Position 29389: 0.12840692604476575
Position 5678: 0.12819221760483115
Position 53613: 0.11485996784429499
Position 64305: 0.10562473495994208
Position 34278: 0.10444287776523796
Position 29261: 0.10273448439329871
Position 29224: 0.10176915743564781
Position 30606: 0.09993789682374123
Position 12193: 0.06791522682475143
Position 60697: 0.06699889979529258
Position 4947: 0.06605305296385573
Position 57258: 0.06267526088357143
Position 29104: 0.05589278899539129
Position 53901: 0.051191371569306
Position 53514: 0.047539249640261225
Position 51484: 0.046675841330565605
Position 3232: 0.04373660970834615
Position 62974: 0.043225458674409196
Position 327: 0.042682848447447665
Position 29268: 0.03970866127516661
Position 3199: 0.03602066621779079
Position 32398: 0.030719246502860637
Position 10522: 0.030717314891205647
Position 10679: 0.02981167647200588
Position 58348: 0.028331225783246594
Position 62599: 0.02696877998001954
Position 31134: 0.02587392795018121
Position 52463: 0.023953091616051546
Position 22824: 0.023190454359174772
Position 63143: 0.022749447071411872
Position 22980: 0.02173152596727202
Position 1606: 0.02011281760478785
Position 2708: 0.018228608897583317
Position 6062: 0.01802073467344423
Position 19339: 0.016322708913613225
Position 18431: 0.0162813987791759
Position 58805: 0.01619247593254204
Position 62189: 0.01401234896009055
Position 63812: 0.012615565855394726
Position 399: 0.01242417759192444
Position 22576: 0.009665541988890603
Position 1552: 0.009468380487793972
Position 6011: 0.009193284370075473
Position 29244: 0.009049256767258486
Position 64085: 0.007484356826980501
Position 15640: 0.0067474673216679935
Position 15479: 0.0065086927441069305
Position 1765: 0.006450052895230084
Position 5701: 0.00612439558868569
Position 1472: 0.005214231290127779
Position 1566: 0.0047611278848919796
Position 1311: 0.004745910530878025
Position 23346: 0.004678628813195644
Position 53711: 0.004518154055410448
Position 2432: 0.004205617129801843
Position 6038: 0.003533273823593161
Position 62738: 0.003509112331860181
Position 1384: 0.003307969219696767
Position 2178: 0.003288247436923963
Position 28907: 0.003259405716122736
Position 366: 0.0030958329739794147
Position 453: 0.0030756451879406822
Position 1675: 0.0022993344372008464
Position 3053: 0.0018887358481537513
Position 1475: 0.0018884232326140385
Position 5791: 0.0016958379425008187
Position 39063: 0.0014512339238072255
Position 305: 0.0012993569080644717
Position 2296: 0.0012585095836257516
Position 63019: 0.0009508670915469122
Position 53880: 0.0009252559121513081
Position 62657: 0.0005268916064258492
Position 62389: 0.0003330456210071365
Position 5197: 0.0002899256997153851
Position 5359: 8.737583796633678e-05
Position 5439: 7.218571293210909e-05
Position 5362: 4.801228821604702e-05
Position 5221: 4.239648831683177e-05
