Gene = dre4
Position 1729: 0.0009727430794486343
Position 782: 0.0009567203913694896
Position 1735: 0.0008076166262340586
Position 3301: 0.0007870178121391347
Position 920: 0.0006229292920477815
Position 603: 0.0004786135002037902
Position 1770: 0.00044339746010073697
Position 4404: 0.00042718982408820053
Position 1390: 0.00040888100044580544
Position 404: 0.0004081375711543392
Position 3347: 0.0003859250495061376
Position 3578: 0.0003466482659713568
Position 740: 0.00024244498328005332
Position 3857: 0.00022455948637054338
Position 812: 0.00020667925057616296
Position 575: 0.00017942038645320615
Position 252: 0.00017005319364105806
Position 4600: 0.0001643052320587383
Position 889: 0.00016045502618004096
Position 869: 0.00014710681007486885
Position 791: 0.00014272996708540654
Position 3274: 8.394346752357176e-05
Position 3926: 7.154914937390358e-05
Position 653: 6.266922593529336e-05
Position 734: 6.0425384766300064e-05
Position 4631: 5.264743902837907e-05
Position 4734: 4.8024211909931964e-05
Position 428: 3.440437580752301e-05
Position 4680: 3.062293503577169e-05
Position 3608: 2.9851077009949588e-05
Position 3669: 2.8423851057895664e-05
Position 354: 2.2975045800947022e-05
Position 280: 1.9704718776511082e-05
Position 338: 1.8899993037502126e-05
Position 1118: 1.533009306364743e-05
Position 541: 1.4849519139458873e-05
Position 3547: 9.148996288821024e-06
Position 501: 8.160483420052002e-06
Position 1111: 6.165204392883984e-06
Position 600: 6.072068159937726e-06
Position 609: 5.194983457537183e-06
Position 3626: 1.2297678048963724e-06
Position 160: 6.970582566253581e-07
Position 300: 5.846106203167247e-07
Position 3707: 1.704755368649076e-07
