Gene = Spt20
Position 6417: 0.006777987904908685
Position 7280: 0.006574095989978991
Position 7623: 0.005965009708402442
Position 7850: 0.005741111178708035
Position 7198: 0.005442693131933706
Position 5420: 0.005295453430531136
Position 5612: 0.005184048662158561
Position 775: 0.00405078620407443
Position 4953: 0.003987624343810908
Position 4770: 0.0036275771608146315
Position 781: 0.003539449051448649
Position 8205: 0.0035387848109996512
Position 5390: 0.003109574505157381
Position 4354: 0.0030246566166673653
Position 5315: 0.0025371917404387392
Position 808: 0.002530246786843145
Position 5297: 0.0020704924572000102
Position 4115: 0.0019417434239464798
Position 7608: 0.0017053035474509106
Position 5318: 0.0016183978923560707
Position 7465: 0.0014961600724230633
Position 1378: 0.001297330379770098
Position 1334: 0.001212138637332859
Position 6755: 0.0011722895900549922
Position 847: 0.0010023652202320367
Position 1754: 0.00060259478292308
Position 4086: 0.0003486821153053394
Position 6854: 0.00033999124810706857
Position 4260: 0.000329781958040996
Position 3941: 0.0002699998082409956
Position 2903: 0.00019474933452326838
Position 1529: 0.00016444007260654045
Position 937: 0.000133422358487548
Position 623: 0.00013149698975384013
Position 1003: 0.0001292054057942248
Position 889: 0.0001049704408309088
Position 1757: 8.732493354425204e-05
Position 1080: 7.195005887454225e-05
Position 1266: 5.218643917455797e-05
Position 6712: 3.3732258476908044e-05
Position 3242: 3.115737532357672e-05
Position 4751: 1.7427196973281325e-05
Position 862: 1.6794951307459533e-05
Position 1015: 1.5915758792978028e-05
Position 4266: 1.4406662762631958e-05
Position 4656: 9.72218850594136e-06
Position 4421: 3.890186379347193e-06
Position 4294: 3.25827001060179e-06
Position 552: 3.2332867626382335e-06
Position 85: 2.487650289737944e-06
Position 112: 1.77708760135435e-06
Position 143: 1.4796356968953654e-06
Position 146: 1.1426247924122319e-06
Position 564: 1.035463317757428e-06
Position 313: 8.92344441928609e-07
Position 415: 7.668720757880637e-07
Position 333: 7.272172245622965e-07
Position 4418: 5.696121487504924e-07
Position 649: 5.601828912450665e-07
Position 522: 5.185497664009262e-07
Position 4324: 4.736855015960307e-07
Position 318: 3.5304111130669877e-07
Position 118: 2.484735210457586e-07
Position 916: 2.2589165818187722e-07
Position 89: 1.8319055742932442e-07
Position 176: 1.4188720222864553e-07
Position 303: 9.9605468804286e-08
Position 277: 3.30667672595389e-08
