Gene = melt
Position 5011: 8.386606088180423e-08
Position 7830: 6.30625450169949e-08
Position 7072: 2.797486846044433e-08
Position 7428: 2.4569437039236727e-08
Position 7983: 2.416417506858609e-08
Position 4957: 1.6863542318000773e-08
Position 6333: 9.42245802241278e-09
Position 7887: 4.940464030814832e-09
Position 7872: 4.291264049460055e-09
Position 7408: 2.6586217581160288e-09
Position 5929: 8.755483296493915e-10
Position 5943: 5.599273583783288e-10
Position 7636: 1.0601447753244924e-10
Position 7335: 5.485647210167732e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7620: 0.9998700912705946
Position 7961: 0.9977203700343313
Position 6848: 0.9943957022867642
Position 7427: 0.9911459292810783
Position 4869: 0.9844242814757826
Position 6041: 0.9126864755752759
Position 7210: 0.8891033359854967
Position 4656: 0.830797375122037
Position 5183: 0.8274847100242569
Position 5234: 0.15353443945248077
Position 4665: 0.11948613618652892
Position 7192: 0.06124846328560309
Position 6047: 0.043858388226892496
Position 4203: 0.03783869012697062
Position 7254: 0.03561433525923851
Position 6082: 0.026147232754638133
Position 6688: 0.02113063739850328
Position 6655: 0.017786474439835876
Position 5390: 0.01732824173067635
Position 4883: 0.014190906501073084
Position 3709: 0.010252821151943748
Position 7227: 0.007322647314951736
Position 6059: 0.006539264489314959
Position 6544: 0.005385842488505774
Position 5702: 0.004749013409558666
Position 5199: 0.003702277613940297
Position 8547: 0.0035895349438001003
Position 5246: 0.0028023628677390283
Position 6854: 0.002775775062550277
Position 8036: 0.0025750403299185706
Position 7493: 0.002491181185969429
Position 5214: 0.0019934641461597956
Position 8063: 0.0019808173097528928
Position 5456: 0.0016360255770972313
Position 5468: 0.0013694230997719598
Position 6694: 0.0012694211139029112
Position 6934: 0.0010221498480373302
Position 8485: 0.0006897354654514619
Position 5594: 0.0006695471451393412
Position 6343: 0.0006444373055505068
Position 6995: 0.0004262305357904789
Position 7968: 0.00040947918211546255
Position 6147: 0.00038108943532183244
Position 7784: 0.0003757422722110074
Position 8510: 0.0003295555653585787
Position 5664: 0.00031728990574333505
Position 8310: 0.0003126708747758787
Position 6184: 0.0002747592022602664
Position 8006: 0.00026931884621057497
Position 6898: 0.00024356088094768224
Position 7433: 0.00021721013880432168
Position 8191: 0.00020079799156109976
Position 5510: 0.00015732721405043836
Position 7439: 0.00014307029697311065
Position 5581: 0.00014255900568266506
Position 7471: 0.00013594131139208908
Position 7436: 0.00010850300451137424
Position 5278: 0.00010746034264915873
Position 5615: 9.454725328839221e-05
Position 6913: 9.438774348184411e-05
Position 7317: 6.888426852287475e-05
Position 8316: 5.857239380881372e-05
Position 5513: 5.683806033126871e-05
Position 7991: 5.446554846147638e-05
Position 7450: 5.012402501997626e-05
Position 8444: 4.377211607167105e-05
Position 8078: 4.3712463788185554e-05
Position 6850: 3.0734357315826186e-05
Position 7393: 2.4174216405146464e-05
Position 6609: 2.0662638398496403e-05
Position 7761: 1.626725697214169e-05
Position 7028: 1.0642549513285086e-05
Position 7791: 3.615532981009768e-06
Position 7728: 3.0385967555618765e-06
Position 7078: 2.4718601379348577e-06
Position 7629: 2.2820535151174396e-06
