Gene = Ge-1
Position 409: 4.361088086540089e-06
Position 792: 3.559499890687371e-06
Position 3866: 2.972659980398062e-06
Position 4294: 2.8985940457750457e-06
Position 4309: 2.343239721205455e-06
Position 2254: 2.2757858479264045e-06
Position 1998: 1.727962458174684e-06
Position 3718: 1.457760666838738e-06
Position 4583: 8.059568403138151e-07
Position 1051: 3.5865734202243436e-07
Position 804: 3.1002573067857636e-07
Position 115: 1.267225639066404e-07
Position 1800: 1.1033753948406719e-07
Position 293: 5.4204564707880364e-08
Position 130: 5.041482657629315e-08
Position 120: 2.8518374462111885e-08
Position 1352: 1.2924389840877637e-08
Position 89: 3.6042376220459267e-09
Position 325: 1.5437575676159523e-09
Position 280: 7.561055780160905e-10
Position 155: 5.796609258541197e-10
Position 2690: 6.735951468201112e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1903: 0.9999999999999901
Position 5010: 0.9973637946954218
Position 4412: 0.9926971146692768
Position 4186: 0.9920887875269178
Position 3588: 0.9873857568196115
Position 662: 0.984563883757619
Position 3882: 0.9599206859048515
Position 1592: 0.8232278766141706
Position 1133: 0.7476530072417189
Position 313: 0.670959263909018
Position 3991: 0.09046268242781734
Position 4684: 0.0784982590513681
Position 1343: 0.0738161628243221
Position 1019: 0.024015985057209074
Position 1102: 0.022915528499342263
Position 470: 0.01860098976212267
Position 2721: 0.016476353817718052
Position 3021: 0.016236615670639644
Position 2949: 0.015417402144108874
Position 376: 0.012870274066905135
Position 3922: 0.012854603894171177
Position 389: 0.011983541891703791
Position 3594: 0.010546402599685442
Position 1556: 0.009914353768060402
Position 1322: 0.009579527118334463
Position 1307: 0.007136924332521551
Position 2776: 0.005202765655508028
Position 704: 0.005079579486990588
Position 2578: 0.004889344656355535
Position 2369: 0.004504038813476746
Position 4771: 0.003544689215003812
Position 4236: 0.003426931404266355
Position 467: 0.002443329830926279
Position 4269: 0.00220640697032123
Position 4716: 0.002161216058338361
Position 4441: 0.0020938355655853564
Position 497: 0.0020664470821277936
Position 4688: 0.00202275763237889
Position 4423: 0.0014742073202359937
Position 1637: 0.0014084468364779364
Position 1422: 0.0013291240198027624
Position 720: 0.001315191671260626
Position 2561: 0.0012197370928523285
Position 429: 0.0010800702611511075
Position 3531: 0.0010643829932866532
Position 966: 0.0009179519101489064
Position 2254: 0.0009059472645138242
Position 317: 0.0008679767864500122
Position 509: 0.0008444506739922326
Position 3629: 0.0005277455561993926
Position 4722: 0.00045059028842890745
Position 5314: 0.0003829574111692024
Position 1145: 0.00037497093918400517
Position 673: 0.00035718150854106704
Position 1351: 0.0003251092452392753
Position 5438: 0.0003084807278158537
Position 2338: 0.0002741580405697892
Position 953: 0.0002665794787968414
Position 188: 0.00017128249667456807
Position 684: 9.131009820533542e-05
Position 5048: 8.582987795413723e-05
Position 5695: 7.563913090372182e-05
Position 3533: 6.082410425368952e-05
Position 714: 5.8324688384891576e-05
Position 133: 5.473302909920412e-05
Position 5728: 5.1163378794957855e-05
Position 3600: 4.498314442946548e-05
Position 528: 4.006087147945292e-05
Position 538: 3.99073184286827e-05
Position 130: 6.748993346219671e-06
Position 155: 5.98202337799129e-06
Position 100: 2.6218546532557357e-06
Position 120: 1.6523430754939866e-06
Position 185: 1.5081365638676863e-06
Position 150: 5.916532004293393e-07
Position 225: 5.066941934930624e-07
Position 165: 3.898134718509364e-07
Position 103: 1.457374162452991e-07
Position 191: 9.5669023090265e-09
Position 89: 4.54801897935855e-09
Position 97: 4.278503895006313e-09
