Gene = anchor
Position 5179: 1.0354376440373477e-09
Position 5648: 7.517100317217157e-11
Position 5645: 3.1629839689235355e-11
Position 7232: 6.81615779349914e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6040: 0.9994116737063331
Position 4668: 0.9985661452671037
Position 5490: 0.9975427995955821
Position 4868: 0.9973288401369365
Position 7465: 0.9933309025682655
Position 5788: 0.9872923669317955
Position 7035: 0.985934956098161
Position 5262: 0.9847341993305379
Position 6602: 0.98081792531745
Position 7960: 0.9584210916086118
Position 4283: 0.906128197621752
Position 6454: 0.47467476373527534
Position 7718: 0.33021471784480644
Position 2964: 0.1590125353456216
Position 3226: 0.1074170392328088
Position 3041: 0.08637419663316091
Position 2649: 0.043276601185872045
Position 6265: 0.04279346919122517
Position 8777: 0.02666762330628219
Position 7984: 0.02608876430955048
Position 6483: 0.025552205520063265
Position 2308: 0.02486247456893324
Position 6365: 0.024380734509567865
Position 2678: 0.023974812913350064
Position 6298: 0.02387796105670971
Position 6247: 0.018101299951433444
Position 6672: 0.016551904418510094
Position 5290: 0.013605816520812818
Position 3452: 0.010542535034023606
Position 3073: 0.008238830181895572
Position 5804: 0.008223445961551622
Position 7773: 0.0066668776661082466
Position 1464: 0.0060220860876080695
Position 2320: 0.006007742969704951
Position 5022: 0.005468586387325788
Position 5126: 0.005153071274665965
Position 3730: 0.004492661302194689
Position 7056: 0.0041595967088643125
Position 1875: 0.0035324969449730646
Position 8493: 0.003129391629770161
Position 3304: 0.003105454308662621
Position 2160: 0.002675148672454782
Position 7299: 0.0023515538428813855
Position 5860: 0.0022694878918691356
Position 3325: 0.001997479893959615
Position 7059: 0.0019955738269713985
Position 6338: 0.0016048414534233198
Position 5235: 0.0014548829994610374
Position 7095: 0.0012274083939795742
Position 1878: 0.0010910635733419822
Position 5938: 0.0009488507177612981
Position 4893: 0.0008654261679723578
Position 1818: 0.0008481288061278824
Position 1185: 0.0007847976562430794
Position 4685: 0.0007370471981450733
Position 6194: 0.0007028345849039392
Position 5548: 0.0007017646219214754
Position 5889: 0.0007016743542947499
Position 2179: 0.0006917127363344861
Position 1638: 0.0006815536534289016
Position 7080: 0.000612760797179178
Position 4913: 0.0005018524842600534
Position 7244: 0.0004455373780918442
Position 5824: 0.0004287724355132514
Position 7331: 0.0004100917392772756
Position 5624: 0.0002664583693253378
Position 1729: 0.000251512959003536
Position 4755: 0.0001696661078928989
Position 7114: 0.00016607483842079007
Position 5308: 0.00013777077148732737
Position 7349: 9.932651618815262e-05
Position 5375: 9.917416538645674e-05
Position 5774: 4.991772365117289e-05
Position 7436: 3.363603631601262e-05
Position 5577: 2.8358718559596365e-05
Position 7486: 1.1423185818306236e-05
Position 6008: 1.6397525346409777e-06
Position 6139: 6.585396833201266e-07
