Gene = mu2
Position 2285: 0.00023145732375176467
Position 3775: 0.0002107238480824519
Position 2119: 0.00018856615666690662
Position 1144: 0.00013566833864438028
Position 714: 0.00013419659586821905
Position 491: 0.00011437416389570155
Position 2205: 0.00011414925539520627
Position 542: 0.00011004374278467847
Position 466: 0.00010787837506421021
Position 579: 9.448050409632502e-05
Position 1069: 8.420338519472111e-05
Position 2066: 8.074970361685725e-05
Position 564: 7.181748853944163e-05
Position 469: 6.203848286334701e-05
Position 897: 6.069274974852306e-05
Position 290: 5.920541682624403e-05
Position 2672: 3.979027590174387e-05
Position 2038: 3.171833923339456e-05
Position 3830: 2.2384674239873993e-05
Position 3771: 1.8321182453177457e-05
Position 2587: 1.5667575315761937e-05
Position 2291: 1.5167977432801276e-05
Position 3673: 1.1416364637887824e-05
Position 3781: 7.823014047945203e-06
Position 3806: 5.749577096476579e-06
Position 269: 4.498919785814946e-06
Position 106: 3.164676535821613e-06
Position 2558: 2.270593685085058e-06
Position 317: 2.9791033988048224e-07
Position 77: 2.157879913688292e-07
Position 1827: 1.452944775280083e-07
