Gene = LKRSDH
Position 7: 4.7531656125179434e-08
Position 493: 2.588819973618954e-08
Position 3955: 2.5200998989367544e-08
Position 378: 2.3338381015987127e-08
Position 3936: 1.1949319898735124e-08
Position 4037: 9.986314104646343e-09
Position 3910: 9.701209068200561e-09
Position 342: 8.051374327970516e-09
Position 338: 1.4972342359904563e-09
Position 362: 1.071782456673047e-09
Position 344: 3.5409941550392264e-10
Position 4149: 2.995901820246501e-10
Position 3933: 1.6968819609541774e-10
Position 3919: 9.157183124633129e-11
Position 496: 3.800661258879015e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4082: 0.9999999663069393
Position 3843: 0.9999748022829211
Position 305: 0.9999011153029648
Position 2628: 0.9933035843178847
Position 1875: 0.9899934533907772
Position 1432: 0.949334823334773
Position 1190: 0.7142285057543424
Position 513: 0.6958251557298782
Position 4513: 0.29039070473309153
Position 492: 0.1570785568971022
Position 4622: 0.1281164868471487
Position 2838: 0.08843352465672073
Position 4593: 0.05992446612383949
Position 4519: 0.04135444735180858
Position 3569: 0.012864770590157192
Position 4707: 0.010716693484485798
Position 3269: 0.009539594540464207
Position 1633: 0.005235180892861589
Position 4367: 0.004628661929502828
Position 1996: 0.004035015608686301
Position 4522: 0.00298719645318708
Position 1886: 0.0021970022309776896
Position 687: 0.0020376563796388396
Position 2534: 0.001479052895433745
Position 902: 0.001245465843563124
Position 2052: 0.0012429424408673846
Position 4229: 0.0010672700743921202
Position 905: 0.0009967752278997304
Position 540: 0.0009780366975986477
Position 4682: 0.0008709571466941016
Position 1059: 0.00037257753613912026
Position 925: 0.00033187868307920336
Position 4355: 0.0002509988993258387
Position 4369: 0.00024648028335252497
Position 973: 0.00023774258808942093
Position 1009: 0.00022302047014045352
Position 793: 0.00015821271172517732
Position 2594: 9.856484435004107e-05
Position 2581: 9.674316747346422e-05
Position 307: 7.682908521290873e-05
Position 4322: 1.9817528590428837e-05
Position 654: 1.4904567656767146e-05
Position 248: 1.2173419059412344e-05
Position 312: 5.7695382907034306e-06
Position 4391: 5.3475366694447795e-06
Position 338: 2.720927274615046e-06
Position 575: 1.7761004469610412e-06
Position 383: 1.2666589255121935e-06
Position 386: 1.0543034704928486e-07
Position 2501: 3.034012853523687e-08
Position 332: 1.898741110380686e-08
Position 4093: 1.8018605090222406e-08
Position 4087: 1.8162232757343056e-09
Position 114: 6.505289860379212e-10
