Gene = DIP2
Position 5: 3.109361801820745e-05
Position 359: 2.9829167114742904e-05
Position 504: 2.8393712190897294e-05
Position 71: 1.4469162779515776e-05
Position 6970: 1.2763528186477699e-05
Position 81: 1.129453108821425e-05
Position 58: 7.036844645979523e-06
Position 7475: 3.168895278778172e-06
Position 7046: 2.32007860014928e-06
Position 123: 1.6719135154394572e-06
Position 94: 1.3685845549809774e-06
Position 229: 3.884053367354874e-07
Position 829: 2.7421211336377736e-07
Position 906: 2.606371775768288e-07
Position 245: 1.717168115692273e-07
Position 239: 1.699724907712096e-07
Position 441: 1.0471565452965517e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3317: 0.9950228723683829
Position 7340: 0.993967065495122
Position 5310: 0.9464691182126146
Position 2238: 0.9130874381429585
Position 6628: 0.8877569450520089
Position 7134: 0.8620881393616617
Position 752: 0.7832136703400429
Position 3910: 0.6935130777517778
Position 5903: 0.6767691942672158
Position 4958: 0.6185495081590374
Position 897: 0.607537828019377
Position 5490: 0.5918936611216624
Position 2049: 0.5789248093074812
Position 1360: 0.5634488684675866
Position 1821: 0.49654827538991575
Position 5178: 0.3691980700599637
Position 2842: 0.3079154602252105
Position 5009: 0.2827505425110931
Position 2927: 0.1648331580229161
Position 5194: 0.14553810670279305
Position 2972: 0.12462252852427234
Position 2862: 0.12455115840225987
Position 5472: 0.08107089017890999
Position 2905: 0.0696484095351228
Position 651: 0.06080274065720108
Position 450: 0.05546771833365786
Position 1363: 0.053965224990707376
Position 2988: 0.05129406577685708
Position 2261: 0.05045917359074188
Position 2916: 0.05009066357112383
Position 958: 0.04915306901113102
Position 5645: 0.04791679831062694
Position 7690: 0.043083829902508156
Position 7595: 0.03632311002188127
Position 1052: 0.036008931031545
Position 2957: 0.029932126563859095
Position 3007: 0.01845181854694599
Position 1085: 0.016459805703560114
Position 2493: 0.012565039055309807
Position 1635: 0.01149779832305387
Position 4983: 0.011416724820188254
Position 5021: 0.009631046437664744
Position 5297: 0.009557069744587185
Position 2398: 0.007408540500969547
Position 6192: 0.007336032981860726
Position 493: 0.0066628164556758645
Position 1396: 0.005945606113589
Position 1163: 0.004847563050559073
Position 1118: 0.0044878467152101986
Position 469: 0.00374552354164634
Position 2059: 0.0033546948667754995
Position 3650: 0.0032527809929149103
Position 1638: 0.003092620966790459
Position 499: 0.0023605955577553715
Position 7545: 0.0017443121615727704
Position 1089: 0.001312725029424517
Position 7359: 0.0012352418430344632
Position 596: 0.001205695498046129
Position 3710: 0.0012008932372218888
Position 2190: 0.0010474702018731217
Position 7669: 0.0009946125641097509
Position 310: 0.0007328835248272724
Position 582: 0.0007043513306425823
Position 766: 0.0005396365054321563
Position 123: 0.00043856987598919967
Position 669: 0.00043414424857484395
Position 727: 0.0002570743714252948
Position 7663: 0.00022865073177616175
Position 623: 0.00010815703323247904
Position 7702: 6.451667515713674e-05
Position 259: 4.48228138517881e-05
Position 552: 4.2035363011290325e-05
Position 786: 3.1035738339615254e-05
Position 802: 2.1246958563070583e-05
Position 770: 1.783690697533097e-05
Position 215: 1.13877909468717e-05
Position 284: 8.557293508096064e-06
Position 334: 6.813598348567992e-06
Position 265: 6.247659389703291e-06
Position 87: 6.083136261186781e-06
Position 3338: 3.2932247766181902e-06
Position 270: 1.9380647079016497e-06
Position 290: 1.0021533770440109e-07
Position 295: 9.064178351620725e-08
Position 179: 1.692984005839652e-08
Position 288: 1.5744584223863753e-08
Position 226: 1.3049677600699746e-08
Position 370: 2.833717506185055e-09
