Gene = Ei24
Position 1371: 0.0023816818309614135
Position 3092: 0.0022838939499499255
Position 8870: 0.002189144666063097
Position 8459: 0.0021520819980433785
Position 1120: 0.0021175485060617332
Position 10495: 0.0020925364754305763
Position 13024: 0.002024666228490869
Position 1045: 0.001788815862345864
Position 799: 0.0017337849888032506
Position 11407: 0.0017173438543569585
Position 2413: 0.0016689394868323135
Position 5160: 0.0016483759578965397
Position 4518: 0.0015878344566142696
Position 2386: 0.0015598028185515097
Position 3904: 0.001459962344010069
Position 1593: 0.0014445768898229327
Position 2363: 0.0013272809969433015
Position 2766: 0.0013209513569259414
Position 13834: 0.001274552886932155
Position 6068: 0.001150327466082345
Position 8668: 0.0011124213486896227
Position 14711: 0.0010196471471273377
Position 5047: 0.0009579394974136477
Position 11418: 0.0009557438879955211
Position 11980: 0.0009349136663727981
Position 7196: 0.0008004639264594343
Position 11507: 0.0007348038175849393
Position 426: 0.0007059104855455993
Position 1733: 0.0006826008342304471
Position 11148: 0.0006399967289615139
Position 12262: 0.0006201451397394892
Position 2014: 0.000580304026809191
Position 958: 0.0005589648087619968
Position 821: 0.000513335539031906
Position 416: 0.0004923271392457268
Position 173: 0.00044946872922736536
Position 15059: 0.00042129822724921637
Position 6216: 0.0003792911064884151
Position 12859: 0.0003647610664279474
Position 1724: 0.00035446972661713777
Position 12383: 0.0003458642654370018
Position 2400: 0.00034236795899564103
Position 1233: 0.0003094088769998466
Position 1794: 0.0003025692739006186
Position 685: 0.00029893195764318665
Position 1730: 0.00027318208785008584
Position 11484: 0.0002586683749220554
Position 727: 0.0002482874930557702
Position 1685: 0.00022723044187164477
Position 1581: 0.00021921500605378473
Position 15675: 0.0001562840220555047
Position 15310: 0.00014099565672588056
Position 12287: 0.00014057805217823524
Position 7692: 0.00013825351379757964
Position 5988: 0.00012928310567265758
Position 8839: 0.00012816257153291398
Position 7562: 0.00012404180708025427
Position 11437: 0.00011832389624374334
Position 7888: 0.00011154136327278949
Position 5543: 0.0001104744962486726
Position 12760: 5.862594594261971e-05
Position 6143: 5.241461552169897e-05
Position 4158: 4.310755897302452e-05
Position 9658: 2.6331847308428792e-05
Position 930: 2.4860583802521668e-05
Position 4378: 1.95077471346193e-05
Position 570: 1.6660633934555372e-05
Position 8325: 1.4881854907331864e-05
Position 4771: 1.3262058076259933e-05
Position 1088: 1.2731221825386277e-05
Position 40: 1.1194025290426329e-05
Position 8560: 1.0638752188915441e-05
Position 652: 1.0502180605281912e-05
Position 828: 1.0452363979821087e-05
Position 446: 8.84984328928374e-06
Position 4672: 8.112686410483048e-06
Position 476: 7.346658137417709e-06
Position 7594: 4.6724437110662975e-06
Position 4632: 4.182033343063797e-06
Position 7652: 4.043360040270111e-06
Position 4622: 3.608897350143209e-06
Position 62: 3.2189949284009624e-06
Position 635: 3.0993136310280716e-06
Position 204: 3.0359034538450515e-06
Position 4890: 2.8467912208960494e-06
Position 549: 2.6424817536766034e-06
Position 934: 2.2870987581717597e-06
Position 8564: 2.212846198552095e-06
Position 825: 2.016257579450365e-06
Position 926: 1.9467877761301787e-06
Position 813: 1.775231392189028e-06
Position 572: 1.3451027126311625e-06
Position 664: 1.3359070924413174e-06
Position 1352: 7.791811557447553e-07
Position 8888: 5.893921819007161e-07
Position 1103: 3.25828428469996e-07
Position 274: 2.0402363907203675e-07
Position 60: 1.5161719967191247e-07
Position 859: 1.75870883320628e-08
Position 867: 1.6314582772808277e-08
Position 788: 1.623995344802806e-08
Position 456: 1.1933688152860834e-08
Position 793: 5.763528336609805e-10
Position 719: 3.7692118005438935e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11740: 0.9412755924183318
Position 4043: 0.8994244676341753
Position 7467: 0.8675242335042637
Position 14977: 0.6330564322343532
Position 14548: 0.5946891734871874
Position 10843: 0.5316806673680264
Position 11332: 0.5119597770590328
Position 17760: 0.33624381247904833
Position 12813: 0.26509767097460174
Position 6294: 0.22536953782657512
Position 14303: 0.15993550191133132
Position 17165: 0.13280900096668713
Position 17199: 0.12185652593472066
Position 15582: 0.12095353502048396
Position 17792: 0.07980214955506396
Position 14635: 0.0769810072694976
Position 9139: 0.07659148968704406
Position 16074: 0.0747458902001059
Position 10390: 0.07006289461718898
Position 14372: 0.06524055734024736
Position 7509: 0.06246073567730371
Position 14826: 0.05922315518277598
Position 4957: 0.050293316898645614
Position 10810: 0.0486788033806867
Position 17900: 0.04553926070605613
Position 17123: 0.04489572298979942
Position 1070: 0.044547771161656174
Position 15754: 0.041198436174596044
Position 10428: 0.040598863082978505
Position 7513: 0.038655910144857496
Position 8416: 0.037410877704765776
Position 10031: 0.03350365008766784
Position 14203: 0.030081951386058875
Position 6297: 0.02896099496135012
Position 15616: 0.02891044628916105
Position 3986: 0.02837312154339902
Position 1512: 0.02759689140107706
Position 4455: 0.02498483335546579
Position 16897: 0.023293663886903022
Position 15543: 0.023094398310284536
Position 1642: 0.02292628758747368
Position 15019: 0.022471114778219774
Position 16641: 0.02217312076103468
Position 8718: 0.021885011711085336
Position 17594: 0.021617224351635482
Position 17462: 0.019778011412926587
Position 11796: 0.01763632083120903
Position 12855: 0.01588783376051443
Position 16701: 0.014297070618963398
Position 18152: 0.014107042446483163
Position 1554: 0.014079974084894203
Position 9744: 0.012915701322811507
Position 10005: 0.011095878783615136
Position 14290: 0.01034975571182875
Position 1566: 0.01022421450635861
Position 7530: 0.009936635862377103
Position 14269: 0.008852818221384595
Position 17133: 0.00846452853117172
Position 16439: 0.008174960194627191
Position 14125: 0.00815896750310039
Position 8897: 0.007856493804428434
Position 10294: 0.007791518329240283
Position 11842: 0.00774018256775649
Position 14780: 0.007358722036609424
Position 14497: 0.006982143589284614
Position 1343: 0.0067341762669610086
Position 4095: 0.006236991657698488
Position 14332: 0.005946420191996232
Position 13989: 0.005569756132438094
Position 14660: 0.005470726923591252
Position 15223: 0.0053217444207288725
Position 11335: 0.005313177111852943
Position 12925: 0.004784138401758914
Position 6445: 0.0045872621314805495
Position 10888: 0.00455487013219205
Position 10848: 0.004553443989057559
Position 2259: 0.004437296965923959
Position 8312: 0.004157718048296686
Position 3957: 0.004031795292258139
Position 426: 0.003939449022119215
Position 11396: 0.0037716558979230975
Position 10601: 0.003634529286417937
Position 16980: 0.003474815697269193
Position 9310: 0.003452922078494432
Position 1170: 0.0032902079935568317
Position 4341: 0.003283891716711731
Position 12696: 0.003264447129179945
Position 10868: 0.003108582895151359
Position 7842: 0.003089686151989371
Position 17171: 0.002969019778815773
Position 17036: 0.002957960971911206
Position 11650: 0.0029337925398971276
Position 14756: 0.002913841194337719
Position 7888: 0.0028165039969398585
Position 9160: 0.002811043074603685
Position 1025: 0.002788702453455406
Position 9089: 0.002765172391255245
Position 1099: 0.002711380159382579
Position 456: 0.0027059807086592578
Position 1253: 0.002705592001493921
Position 11429: 0.0025328256400743336
Position 9024: 0.002423231912623578
Position 17227: 0.0024108649108746504
Position 12719: 0.002366436809054056
Position 15785: 0.0023656158746584045
Position 10442: 0.002311715618866567
Position 9229: 0.0021933926220657047
Position 4953: 0.0021834359492272954
Position 10310: 0.0021683179046144835
Position 4019: 0.002123740671961415
Position 6330: 0.0020809294874210484
Position 915: 0.0020149439080314096
Position 8990: 0.0019079099487708739
Position 7527: 0.0018698661666693018
Position 6517: 0.0018370541081186597
Position 10367: 0.0017621693973609437
Position 15334: 0.0017124585742453059
Position 9113: 0.001644648135143369
Position 1603: 0.0015126370911527826
Position 9253: 0.0014798880059532181
Position 1392: 0.0014743597901164247
Position 14806: 0.0014615771609942049
Position 263: 0.0014611594363387781
Position 9060: 0.001460720556365802
Position 3820: 0.0014530939166177616
Position 1411: 0.001420807578191248
Position 15119: 0.0014028663178495277
Position 2659: 0.001320951356925943
Position 4414: 0.0012640884743670357
Position 13574: 0.0012137337340880265
Position 12199: 0.0012043121563821198
Position 2990: 0.0011027465311666503
Position 410: 0.0010979907538686065
Position 18154: 0.0010703762540348323
Position 322: 0.0010653625701342081
Position 8394: 0.001045877292637936
Position 231: 0.0010008564754639703
Position 15455: 0.000977648734631305
Position 4141: 0.0009679104388670986
Position 1584: 0.0009555988640848367
Position 15728: 0.0009368472346323978
Position 2952: 0.0009360187804183525
Position 6354: 0.0009323627860827906
Position 16350: 0.0009286157216320665
Position 11765: 0.0008901797431399366
Position 7477: 0.0008725249871318141
Position 12593: 0.0008506839438393642
Position 594: 0.0008287171279444582
Position 13448: 0.0008280211562535242
Position 15319: 0.0007690101533487834
Position 17053: 0.0007612785075988202
Position 5883: 0.000745207105402455
Position 15829: 0.0007427587155581171
Position 979: 0.0006927033455492156
Position 15947: 0.0006787010331094238
Position 1135: 0.0006614975302479366
Position 6044: 0.0006548970680460052
Position 994: 0.0006178275014187486
Position 11288: 0.0006061561759210371
Position 8376: 0.0005833463818729182
Position 7313: 0.0005650000148245129
Position 9775: 0.0005545170209194702
Position 13323: 0.000510576551314026
Position 7844: 0.0005076199356023407
Position 7063: 0.0005050657971308032
Position 11747: 0.0004937299238998411
Position 7430: 0.0004807104585123852
Position 10396: 0.0004773162245304712
Position 1449: 0.00046699884751538105
Position 17499: 0.00046266206080538457
Position 2299: 0.0004610942953988063
Position 11771: 0.00045999391882003174
Position 1233: 0.0004549134387412714
Position 7338: 0.0004543415380728789
Position 15396: 0.00045433323400081017
Position 11027: 0.00044753768636025603
Position 7098: 0.00043942369660211576
Position 5925: 0.00043555680322587197
Position 8749: 0.00038047743080042685
Position 7867: 0.00034985961345157003
Position 9264: 0.0003467453376547048
Position 11461: 0.00034616019997077787
Position 7796: 0.0003437850551145214
Position 8239: 0.0003437327185151168
Position 12950: 0.0003417160648274266
Position 13533: 0.00034050548323138737
Position 7848: 0.0003347121241719564
Position 13674: 0.00032958833923651466
Position 508: 0.00032537754919887145
Position 12906: 0.000320206694892016
Position 13282: 0.0003124989500736722
Position 3713: 0.000311791966511382
Position 4276: 0.00030153975432391266
Position 4359: 0.0002831069424341499
Position 15373: 0.0002758328337220948
Position 13410: 0.0002732814018339255
Position 389: 0.00026451157627152333
Position 10224: 0.00026338704023587726
Position 12555: 0.0002520146311288012
Position 243: 0.00023961803880340974
Position 10038: 0.00023876467991482925
Position 8590: 0.00022953401203927004
Position 9032: 0.00022228850254412137
Position 1937: 0.0002195182486511036
Position 13606: 0.00020930113083900907
Position 16070: 0.00020714867819115025
Position 9943: 0.00020663512565460441
Position 16121: 0.00020105273848725668
Position 538: 0.00020002822648118975
Position 8917: 0.00019052490811519504
Position 8556: 0.00019046449796733251
Position 8621: 0.00019035577063450506
Position 4481: 0.00018050296119526363
Position 7872: 0.0001724711308468782
Position 1115: 0.0001708430596516412
Position 13453: 0.0001529593729547122
Position 13277: 0.0001520324273493279
Position 4291: 0.00015163939399730789
Position 10261: 0.0001441283470402048
Position 4806: 0.00013453171362591548
Position 1843: 0.0001315771811228094
Position 4296: 0.0001289708457681453
Position 2905: 0.00012285349460632242
Position 3029: 0.0001222751437586048
Position 1776: 0.00012178083132879877
Position 14868: 0.00012017051380914261
Position 4337: 0.0001197428479264736
Position 4893: 0.00011725004431390537
Position 282: 0.00011118948179964094
Position 471: 0.0001109004428999211
Position 11632: 0.00010890867461931413
Position 11175: 0.00010784249110899637
Position 11860: 0.00010506110217778634
Position 7838: 0.00010056047692027875
Position 1138: 8.311118902850167e-05
Position 1151: 8.251896024479496e-05
Position 9157: 7.6856713928702e-05
Position 12182: 7.013791041777983e-05
Position 3826: 6.867889053199162e-05
Position 5860: 6.804817613402473e-05
Position 8794: 6.696049895556315e-05
Position 11567: 6.352635497562195e-05
Position 1609: 6.131886283918546e-05
Position 1597: 6.122685478082876e-05
Position 885: 5.8032243940348725e-05
Position 1112: 5.7490093889699075e-05
Position 1269: 4.8781493779049115e-05
Position 8383: 4.847351641407907e-05
Position 8839: 4.481626162245551e-05
Position 12050: 4.310649902584993e-05
Position 13482: 4.0091494006085834e-05
Position 13302: 3.930436668529537e-05
Position 5327: 3.815080944147642e-05
Position 12277: 3.630197851678969e-05
Position 7898: 3.241700449320308e-05
Position 5351: 3.20725329566483e-05
Position 5949: 3.079848699265071e-05
Position 12395: 2.510663207568032e-05
Position 12731: 2.4273815862358046e-05
Position 16606: 2.0701167908741534e-05
Position 5485: 2.013148378862132e-05
Position 12073: 1.6937758508775884e-05
Position 12216: 1.599091429387529e-05
Position 7159: 1.5587435028520245e-05
Position 12980: 1.5529035686463956e-05
Position 9445: 1.4931536469479027e-05
Position 7130: 1.3585098598080698e-05
Position 4579: 1.3473226287655587e-05
Position 7301: 1.3304842836542858e-05
Position 714: 1.1545509935830645e-05
Position 717: 1.0264140631931868e-05
Position 8248: 8.144798400220989e-06
Position 9895: 7.833736456736509e-06
Position 9472: 6.7783637523803805e-06
Position 378: 5.741143241883251e-06
Position 541: 4.71909120776966e-06
Position 529: 4.682995766272316e-06
Position 9423: 4.621947086569368e-06
Position 4672: 4.404830684109446e-06
Position 545: 3.9285099805451715e-06
Position 12643: 3.5220523157064823e-06
Position 4217: 3.387229400433475e-06
Position 9170: 3.282797245046817e-06
Position 8426: 3.266423167172234e-06
Position 4668: 3.2606517042347265e-06
Position 726: 3.1262077813969357e-06
Position 693: 3.0241988798900267e-06
Position 957: 2.9731036768346453e-06
Position 513: 2.9637351544468077e-06
Position 1280: 2.8472073716399255e-06
Position 274: 2.6759996832482125e-06
Position 7719: 2.5415916609223627e-06
Position 292: 2.4622559633291716e-06
Position 652: 2.1647625753477014e-06
Position 1030: 1.874960323045319e-06
Position 510: 1.8677388901558756e-06
Position 430: 1.8288754576786388e-06
Position 270: 1.774372845935188e-06
Position 774: 1.7620634495544963e-06
Position 934: 1.6190412870872815e-06
Position 1201: 1.3938646946640579e-06
Position 673: 1.328529950006589e-06
Position 733: 1.287582740771414e-06
Position 7118: 1.207927770968931e-06
Position 568: 1.192841732740461e-06
Position 7809: 9.617358328488325e-07
Position 1179: 9.562764552513387e-07
Position 3894: 8.69544081178754e-07
Position 305: 7.301198294331379e-07
Position 1037: 5.426692817982539e-07
Position 917: 4.306383380241553e-07
Position 835: 4.251411190919891e-07
Position 1348: 3.8231090767833235e-07
Position 657: 3.626067438453514e-07
Position 434: 2.2501307232053228e-07
Position 339: 1.5385092992372167e-07
Position 1364: 1.339266287747031e-07
Position 254: 1.0230945941262095e-07
Position 1209: 8.769035084891239e-08
Position 737: 8.29372158703674e-08
Position 780: 6.652344328790269e-08
Position 12953: 6.549208927850382e-08
Position 352: 5.232791642802633e-08
Position 930: 5.062849313467046e-08
Position 204: 4.506906436172061e-08
Position 346: 3.7746422452768923e-08
Position 670: 1.8437117534772004e-08
Position 7806: 3.553688507510352e-09
