Gene = Tyrobp
Position 24: 2.5184010601444046e-06
Position 972: 2.2184992462056893e-06
Position 83: 2.0841496860049324e-06
Position 1488: 2.062544278660889e-06
Position 1430: 1.9261435841482915e-06
Position 981: 1.8475434092636791e-06
Position 530: 1.7214484936759814e-06
Position 578: 1.6754291462344174e-06
Position 560: 1.568009125864019e-06
Position 1673: 1.3262380999060476e-06
Position 1637: 1.2356852431392857e-06
Position 538: 1.635134765899967e-07
Position 3374: 8.147563773863582e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1843: 0.6165631488554238
Position 553: 0.579934841608097
Position 3555: 0.19874238209886885
Position 652: 0.17602173287796868
Position 3641: 0.11116648099471267
Position 2536: 0.0533536467342512
Position 1457: 0.047293712042503266
Position 2749: 0.044808215342424185
Position 622: 0.0318438860033463
Position 3617: 0.024367689104682785
Position 2437: 0.020052935608720644
Position 1219: 0.019368203259394905
Position 3603: 0.018181239759216778
Position 715: 0.01631845605250606
Position 2872: 0.015290082871897372
Position 3153: 0.014373553392868915
Position 728: 0.012857300932083045
Position 2129: 0.012539316416375484
Position 2107: 0.011042137925227296
Position 3671: 0.009997505478414043
Position 3335: 0.009357196167300127
Position 1531: 0.008898801158959146
Position 2676: 0.006884754513040008
Position 3456: 0.006834844311424664
Position 674: 0.006651766596486122
Position 530: 0.006189431401928055
Position 2886: 0.005599909734724039
Position 749: 0.00533779733024471
Position 3392: 0.005243550510906718
Position 1011: 0.005107502460617012
Position 850: 0.004675313136138246
Position 2149: 0.004629986828414982
Position 1214: 0.004109353911218291
Position 1791: 0.004097939597686983
Position 3250: 0.004012000146836877
Position 2700: 0.0033204648762840223
Position 844: 0.0027536328796491294
Position 442: 0.0022980148509381773
Position 2116: 0.0022942958843745337
Position 1798: 0.0019207392787268926
Position 1230: 0.0017709392306099793
Position 3564: 0.0017700503513589508
Position 2913: 0.0016409898417312045
Position 3133: 0.0016322338973482643
Position 3782: 0.001630532680221609
Position 1362: 0.0014833518334325124
Position 632: 0.0014494151424141277
Position 2930: 0.001351989450800654
Position 3558: 0.0013260466076095003
Position 2730: 0.0011457750928962381
Position 2832: 0.001059019079405265
Position 2457: 0.0010166953993194063
Position 2753: 0.0008347542621556784
Position 2346: 0.0008289607988455916
Position 3170: 0.0007527107909284232
Position 3703: 0.0007008044516936806
Position 2635: 0.0006734740125631647
Position 3217: 0.0006267457053194636
Position 3181: 0.0006100853242005149
Position 3722: 0.0005951589393019598
Position 1887: 0.0005052011421462508
Position 2694: 0.0004901395549043859
Position 3605: 0.00046984887804751624
Position 343: 0.0004656241354416973
Position 3396: 0.00042676959193670925
Position 1596: 0.0004058773378466841
Position 2155: 0.0003995286086852391
Position 1950: 0.00038838846547885233
Position 1477: 0.00034542907797177207
Position 2947: 0.0003282492003110669
Position 1397: 0.0002902961785351262
Position 2803: 0.0002884524447128053
Position 2584: 0.00027970030718574263
Position 560: 0.00025259810848038134
Position 2350: 0.0002517386376296855
Position 1591: 0.00025005138549173055
Position 2434: 0.00023985857491815293
Position 1803: 0.0002217607994251554
Position 856: 0.00021957362527499704
Position 3289: 0.00020177271494444524
Position 2888: 0.00017397300331628012
Position 1235: 0.000152781583044185
Position 1955: 0.00014234974060143595
Position 1073: 0.00012476665213502952
Position 2979: 0.00011449136935412466
Position 2651: 0.00010985892966516324
Position 3063: 0.00010900922817248778
Position 3044: 0.00010654627193100725
Position 2132: 0.00010214640158661424
Position 1248: 9.37831527144727e-05
Position 1649: 9.125897688398385e-05
Position 3786: 8.294743448172217e-05
Position 2472: 7.240038424247158e-05
Position 570: 6.040406130840757e-05
Position 1238: 5.672548538606728e-05
Position 2199: 4.9169379752031995e-05
Position 319: 4.85882961694859e-05
Position 1696: 4.461083573008233e-05
Position 2784: 4.3054430647201796e-05
Position 289: 4.297359156175048e-05
Position 1875: 4.077529811752197e-05
Position 152: 3.725112005269399e-05
Position 1633: 3.624255970403237e-05
Position 3226: 3.350769040139453e-05
Position 174: 3.334928421565612e-05
Position 3087: 3.2060130505161895e-05
Position 371: 2.6674663673639136e-05
Position 1669: 2.475405214300755e-05
Position 263: 2.3652582713143458e-05
Position 1623: 1.590315739531882e-05
Position 1435: 1.4692262485736996e-05
Position 1601: 1.403660966615876e-05
Position 3099: 1.1911494473170766e-05
Position 1643: 1.179847191836512e-05
Position 576: 1.0973877421346874e-05
Position 1628: 7.495097002699197e-06
Position 454: 7.390928458142021e-06
Position 1512: 7.3220513032497695e-06
Position 1061: 7.01446395876701e-06
Position 1422: 6.793218497679552e-06
Position 1666: 6.5523446530971284e-06
Position 459: 6.290603546033303e-06
Position 1673: 6.220492531816773e-06
Position 1715: 5.91410746693945e-06
Position 1416: 5.472373567125277e-06
Position 3255: 5.175540995037335e-06
Position 259: 4.270656724819074e-06
Position 312: 4.114062036056405e-06
Position 237: 3.83781349979762e-06
Position 2475: 3.2347576726885697e-06
Position 488: 3.1624840759573854e-06
Position 366: 3.105056977024941e-06
Position 954: 2.3837421001233496e-06
Position 265: 1.8192029679769267e-06
Position 195: 1.6877141308537217e-06
Position 862: 1.4592296349412784e-06
Position 212: 1.2510222829615206e-06
Position 295: 9.995127130974418e-07
Position 915: 9.479354184906082e-07
Position 1272: 9.22610402720243e-07
Position 206: 8.815143923237545e-07
Position 937: 7.761348854487303e-07
Position 298: 7.666791397767808e-07
Position 185: 7.579068670866389e-07
Position 578: 6.174231440774232e-07
Position 168: 6.106801209313964e-07
Position 2544: 4.847269678827522e-07
Position 200: 4.1641776800118227e-07
Position 189: 3.3229085588856265e-07
Position 227: 2.934376484167132e-07
Position 464: 2.701928272020119e-07
Position 221: 2.5253596038411697e-07
Position 239: 1.5460054500915813e-07
Position 178: 1.465240773452162e-07
Position 180: 1.3044339795115284e-07
Position 224: 1.120997383180229e-07
Position 273: 7.842538417604117e-08
Position 1265: 4.709395262261256e-08
Position 1078: 4.6531606656665796e-08
Position 585: 4.3991350682623765e-08
Position 924: 4.180453714629429e-08
Position 962: 3.7969610892707786e-08
Position 1280: 2.6565643049454693e-08
Position 1869: 1.786482173178888e-08
Position 111: 1.522716677335503e-08
Position 116: 1.4643543935016318e-08
Position 182: 1.3577151154843717e-08
Position 878: 1.6887357208858324e-10
