Gene = Nenf
Position 1601: 0.0005099067167373149
Position 665: 0.0004551549841750762
Position 2426: 0.00039910986184451744
Position 1713: 0.0003988142069359557
Position 5010: 0.000383416254540386
Position 8896: 0.00037641640542538995
Position 409: 0.0003604438624496825
Position 503: 0.00035318340425082105
Position 1533: 0.0003106309131072763
Position 150: 0.00026332627974208706
Position 1680: 0.000260705113736344
Position 344: 0.00024605954859063513
Position 415: 0.00024050979341564427
Position 1379: 0.00022493382552472228
Position 2309: 0.00022123568751441315
Position 2114: 0.000218480393766518
Position 1455: 0.00019072485490343531
Position 854: 0.00017146935541322383
Position 2612: 0.00016052809817338344
Position 2846: 0.00016038363598735715
Position 319: 0.00015249211935194586
Position 357: 0.00014251871509893073
Position 890: 0.00014024367942126327
Position 1342: 0.0001190838144085699
Position 700: 0.00011265909439318689
Position 3450: 0.00011254132861033162
Position 304: 8.484108856408423e-05
Position 1228: 7.799288536013604e-05
Position 399: 7.499045175805756e-05
Position 1387: 7.492265641640668e-05
Position 4166: 7.406894951962997e-05
Position 3611: 6.369278456088624e-05
Position 961: 6.0154260225580275e-05
Position 856: 5.881884172199804e-05
Position 2175: 5.2676248614827064e-05
Position 1623: 4.583459687336525e-05
Position 2709: 4.358040699963807e-05
Position 168: 4.332362119962053e-05
Position 2673: 3.225344826509141e-05
Position 999: 3.193882563419365e-05
Position 568: 3.150789982823749e-05
Position 2432: 3.138166021238168e-05
Position 488: 3.0134858190271972e-05
Position 1280: 2.936925495743303e-05
Position 1044: 2.884789388460062e-05
Position 1021: 2.340461234336441e-05
Position 174: 2.1495568209013044e-05
Position 122: 2.097168600726729e-05
Position 714: 1.9164903805637866e-05
Position 831: 1.8671118331473958e-05
Position 1594: 1.8337095872989334e-05
Position 1243: 1.5796826747682002e-05
Position 523: 1.4309440924005183e-05
Position 1089: 1.4148915794449974e-05
Position 950: 1.0743073718865651e-05
Position 932: 9.348039361791578e-06
Position 1074: 8.729460436333895e-06
Position 477: 7.581119028706078e-06
Position 1167: 7.548256480875664e-06
Position 1066: 7.409884373219372e-06
Position 612: 6.51405726335246e-06
Position 20: 6.241112913850305e-06
Position 730: 6.195482604008075e-06
Position 2454: 6.160179952695877e-06
Position 935: 6.015164217188938e-06
Position 1240: 5.810634657201479e-06
Position 1389: 5.809816811562855e-06
Position 781: 5.550378486362105e-06
Position 1538: 5.241572411099144e-06
Position 1458: 4.1154426423821575e-06
Position 812: 3.91473849123338e-06
Position 570: 3.6753484865928245e-06
Position 462: 3.6173162267871573e-06
Position 727: 3.535254573378579e-06
Position 610: 3.3780461973848463e-06
Position 2468: 3.2587211573333005e-06
Position 1225: 3.0885474690100804e-06
Position 1053: 2.5365893644459086e-06
Position 788: 2.525819957814931e-06
Position 444: 2.1427280116513047e-06
Position 76: 1.836795475984624e-06
Position 1081: 1.825364489672692e-06
Position 1174: 1.7039755586331628e-06
Position 1677: 8.644621680700606e-07
Position 98: 1.6553127634496496e-07
Position 481: 8.10138075119668e-08
Position 56: 5.941270366871612e-08
Position 1047: 4.1127888043828324e-08
Position 25: 3.66274346792635e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6673: 0.9314376242466491
Position 8171: 0.9071902006344231
Position 11104: 0.601251829583795
Position 1341: 0.4941835457299318
Position 5083: 0.4456374231740704
Position 2572: 0.3931387482019292
Position 4585: 0.3605180442443199
Position 4890: 0.1795059807824546
Position 10980: 0.1380233025673359
Position 5380: 0.10993334203224728
Position 9580: 0.0979809701544304
Position 10776: 0.08054647338463175
Position 9661: 0.06647222203421294
Position 1468: 0.06642091720551921
Position 2761: 0.06276101772071338
Position 1904: 0.06016103182753453
Position 1910: 0.056951780384156575
Position 11068: 0.05533013162504867
Position 1907: 0.04798051076566046
Position 2794: 0.04708853631861293
Position 5120: 0.045283216859304004
Position 9605: 0.04130937885238573
Position 2728: 0.03957061393775599
Position 6425: 0.03616182244187136
Position 6338: 0.03391220846015374
Position 10217: 0.03391137077609727
Position 6833: 0.029348225299009007
Position 1901: 0.02894115887753542
Position 8730: 0.027704468812842664
Position 1571: 0.02416342060449705
Position 11151: 0.02303697129067726
Position 2775: 0.021915840611128997
Position 9273: 0.01768118799648347
Position 9636: 0.017677703663604095
Position 7846: 0.015392596063497611
Position 10576: 0.014907543251539038
Position 6100: 0.013957484585734049
Position 3387: 0.013675017648661116
Position 11192: 0.013589024765585229
Position 6919: 0.013559443186027061
Position 10432: 0.012347398878535665
Position 4910: 0.01205630335812215
Position 1913: 0.011629924927600342
Position 8700: 0.009944091758500029
Position 2817: 0.00848738131180928
Position 2766: 0.008268554682261859
Position 2796: 0.0070747902922407915
Position 1533: 0.007034116726889532
Position 8809: 0.006431630503563719
Position 6874: 0.006220238525068521
Position 6375: 0.006037540834174037
Position 10277: 0.005477454538107253
Position 7802: 0.005082011325603483
Position 1472: 0.004871322925020424
Position 4704: 0.004821818514285032
Position 10750: 0.004779898410190346
Position 2538: 0.004523625421571452
Position 8063: 0.004380811846704358
Position 9925: 0.004086061238909429
Position 1898: 0.004023916565709119
Position 3338: 0.003887589938338361
Position 10066: 0.0038314852185704746
Position 7760: 0.0036279385394663117
Position 6195: 0.0035715820617574167
Position 6015: 0.00351879310997708
Position 10119: 0.003407253919015938
Position 1313: 0.0031451044308545895
Position 9059: 0.0031404582807701754
Position 5402: 0.003091054303801218
Position 7634: 0.0029431140995010785
Position 1601: 0.002831913710033163
Position 3637: 0.0026359688949502366
Position 10293: 0.00257816971518898
Position 7678: 0.0022949281732041003
Position 762: 0.0021993612621334225
Position 8215: 0.0021829772585404837
Position 10260: 0.002170570909347625
Position 4617: 0.001900057468110381
Position 7812: 0.0017753182105180712
Position 7057: 0.0017460354124804811
Position 8489: 0.0017052035604297419
Position 1592: 0.0016928095861345985
Position 9038: 0.0016397739321952797
Position 9206: 0.001520467320941935
Position 10546: 0.0014006283770498483
Position 11122: 0.0012359092987688715
Position 9190: 0.0012019425944765193
Position 5556: 0.0011954833600378806
Position 6924: 0.0011691082775403363
Position 8074: 0.0011120505260056675
Position 11131: 0.0010161931797551791
Position 7653: 0.0009675301039765195
Position 8173: 0.0009443993679599067
Position 3786: 0.0009093467364979403
Position 8347: 0.0008836571912876796
Position 4035: 0.0008802072794627005
Position 1549: 0.0008252234573731391
Position 10399: 0.0007851828581367881
Position 8760: 0.0007794294689991997
Position 2509: 0.0007582094241481615
Position 1400: 0.0007536531824290702
Position 9398: 0.0007320186193721801
Position 1421: 0.000717456947674845
Position 8985: 0.0006919920313032042
Position 11155: 0.0006907005379045325
Position 8875: 0.0006754894514066219
Position 1221: 0.0005807800304148075
Position 6995: 0.0005600516178237236
Position 4005: 0.0005441934158314281
Position 5983: 0.0005357803180013012
Position 10179: 0.0005055714673207348
Position 2224: 0.0004638566232460546
Position 3791: 0.0004356808526575668
Position 8017: 0.00042024419383051756
Position 5294: 0.00041144333063419846
Position 4650: 0.0004095636991871484
Position 1895: 0.0003685296697756684
Position 3656: 0.00036414031307603075
Position 10468: 0.0003556000773017369
Position 3601: 0.0003335777591731504
Position 730: 0.0003282069849571472
Position 2597: 0.00030303516288489383
Position 5140: 0.00027810567100960314
Position 905: 0.00025948904797289807
Position 3761: 0.00025765466770187037
Position 1357: 0.00022030070813865634
Position 2133: 0.00018872900218100378
Position 1892: 0.00018856218151736402
Position 987: 0.0001805321627804736
Position 9139: 0.00017065769025185543
Position 8387: 0.00016984667025148382
Position 1783: 0.00015651128320569362
Position 8343: 0.00015461409906304335
Position 10530: 0.0001455254079873697
Position 1187: 0.0001260769229068051
Position 477: 0.00011647218558246856
Position 5160: 0.00011545894796353272
Position 7987: 0.00011253509772010771
Position 537: 0.00011152763991816322
Position 1319: 0.00010779538758512085
Position 3409: 0.00010423942597443363
Position 2732: 9.451695512308071e-05
Position 1209: 8.82536964301885e-05
Position 1920: 8.739833855743603e-05
Position 1585: 8.626799983361207e-05
Position 9303: 8.466226543095403e-05
Position 420: 6.140441533403935e-05
Position 1275: 4.784722726283776e-05
Position 437: 4.4882636829304203e-05
Position 599: 4.213845710976635e-05
Position 1925: 4.1153786926704135e-05
Position 3509: 4.065355159941752e-05
Position 8942: 4.051797034694962e-05
Position 1918: 4.032585697063449e-05
Position 3491: 4.002030135465832e-05
Position 8372: 3.932471056417211e-05
Position 1736: 3.8533046623452784e-05
Position 1888: 3.735933547101462e-05
Position 1280: 3.7217011755858154e-05
Position 1643: 3.676770974435724e-05
Position 1196: 3.493376024412601e-05
Position 1616: 3.415985443940436e-05
Position 1935: 3.319549555035989e-05
Position 1886: 3.13260861983358e-05
Position 1167: 3.066105506007761e-05
Position 587: 3.053757133423845e-05
Position 5254: 2.9799561838118012e-05
Position 1277: 2.9599981406675605e-05
Position 1438: 2.7746408177332634e-05
Position 1890: 2.670629736550143e-05
Position 1884: 2.6676720627268226e-05
Position 1757: 2.5150886617493143e-05
Position 1930: 2.420227188120329e-05
Position 1915: 2.3217901269532595e-05
Position 1882: 2.2845235565445713e-05
Position 1880: 2.244342962607654e-05
Position 1933: 2.1845424208118e-05
Position 1878: 1.950140046885341e-05
Position 2251: 1.9075941825755615e-05
Position 1079: 1.8972583757299993e-05
Position 1928: 1.8282651583923314e-05
Position 3610: 1.7858224669663015e-05
Position 2105: 1.754974567817614e-05
Position 739: 1.700881858607798e-05
Position 349: 1.6273397348460946e-05
Position 1876: 1.6256420122156138e-05
Position 2113: 1.6183142254958885e-05
Position 1940: 1.5372909393338514e-05
Position 2545: 1.4452649781848785e-05
Position 1923: 1.3734199281528326e-05
Position 213: 1.297552631704525e-05
Position 2169: 1.2897735175211148e-05
Position 1858: 1.2177849235606456e-05
Position 913: 1.1654857445902362e-05
Position 1874: 1.1468271468941811e-05
Position 1712: 1.099107909446022e-05
Position 766: 1.092774588832218e-05
Position 1938: 1.0506564468170665e-05
Position 1405: 1.029698386696796e-05
Position 1943: 9.986913433715289e-06
Position 1872: 9.941513338836498e-06
Position 338: 9.667061038114419e-06
Position 610: 9.514569734854007e-06
Position 1350: 7.767796777328481e-06
Position 1870: 7.091542143553341e-06
Position 6981: 6.946445853888364e-06
Position 2048: 5.2401373622233954e-06
Position 251: 5.113225062240792e-06
Position 353: 5.009223432107546e-06
Position 518: 4.938530582964864e-06
Position 7995: 4.577401931011237e-06
Position 2258: 4.269371879550502e-06
Position 1363: 4.241974415318341e-06
Position 677: 4.077516168704658e-06
Position 957: 3.974787838889983e-06
Position 1442: 3.70001309101803e-06
Position 796: 3.1867631164865376e-06
Position 415: 2.737385104326124e-06
Position 248: 2.181436604205446e-06
Position 1866: 2.0261382486873306e-06
Position 668: 1.9662224899453896e-06
Position 1671: 1.6138328259726766e-06
Position 2636: 1.5255746877567871e-06
Position 2611: 1.3886454218668921e-06
Position 1177: 1.3825027410487012e-06
Position 848: 1.0779088282843269e-06
Position 1024: 1.0671910038911356e-06
Position 860: 1.0470830022888489e-06
Position 1199: 1.0420090553831378e-06
Position 1002: 1.0122571152348543e-06
Position 1645: 1.0055883652293344e-06
Position 874: 9.176401780184357e-07
Position 444: 8.76547292213265e-07
Position 788: 8.468860490985693e-07
Position 942: 8.301304176936418e-07
Position 1301: 8.291628195063811e-07
Position 1608: 7.889258645717937e-07
Position 503: 5.937383692251718e-07
Position 974: 5.633082795379797e-07
Position 639: 5.56695246686854e-07
Position 245: 5.558566402696507e-07
Position 174: 5.378180457418948e-07
Position 8362: 5.336210239359152e-07
Position 488: 5.313119379124909e-07
Position 514: 5.190459249961451e-07
Position 1087: 3.8353012806000454e-07
Position 999: 3.228326227397698e-07
Position 215: 2.705498293643724e-07
Position 501: 2.144627091675525e-07
Position 642: 2.107562643540674e-07
Position 183: 1.9652144207860345e-07
Position 1284: 1.9609176601833266e-07
Position 1021: 1.7792642578144981e-07
Position 197: 1.7694098315306093e-07
Position 700: 1.282566925914153e-07
Position 840: 1.232943518827541e-07
Position 965: 1.197717616946669e-07
Position 689: 8.891449158212278e-08
Position 456: 7.627004190298863e-08
Position 427: 6.440564517418733e-08
Position 3356: 5.0563120728089013e-08
Position 3270: 4.866739875901246e-08
Position 1201: 4.047976291984185e-08
Position 1868: 1.2891617076951877e-09
Position 1864: 1.2767071327196523e-09
Position 1860: 1.1742773808984219e-09
Position 1862: 4.24722074526607e-10
Position 888: 1.500899198388697e-11
Position 804: 8.24015623863976e-12
Position 704: 6.8023399770450105e-12
Position 548: 3.0435417591921164e-12
