Gene = Igfl3
Position 2387: 5.592315903374631e-05
Position 1538: 4.1541569056679315e-05
Position 2747: 3.471403954215953e-05
Position 2648: 3.434970208652526e-05
Position 140: 3.063852745484876e-05
Position 507: 3.059696461841392e-05
Position 1586: 2.178386485851026e-05
Position 1535: 2.1775319224050027e-05
Position 1951: 2.1081267812363537e-05
Position 390: 1.6762934816019308e-05
Position 4248: 1.2324866151739708e-05
Position 324: 1.0201159115619312e-05
Position 1428: 8.732349712797638e-06
Position 526: 8.019949270562359e-06
Position 532: 5.487709494083884e-06
Position 301: 5.389824360342904e-06
Position 510: 4.451612969646593e-06
Position 232: 4.35845947121191e-06
Position 377: 3.8229827156984055e-06
Position 2685: 2.8786272367846163e-06
Position 1179: 2.200914000841231e-06
Position 600: 1.7008220708127951e-06
Position 1404: 1.3342266580119199e-06
Position 400: 1.1664172883165843e-06
Position 540: 1.0453430404290735e-06
Position 1816: 7.042145578843915e-07
Position 581: 3.903184726335728e-07
Position 1305: 3.7102769431609195e-07
Position 1264: 3.0262062863711234e-07
Position 518: 3.0005543898756553e-07
Position 2080: 1.4765040487611864e-07
Position 394: 1.426704851411185e-07
Position 119: 1.0358501654818743e-07
Position 303: 9.414695567556343e-08
Position 631: 7.888033335637485e-08
Position 385: 7.775446238435923e-08
Position 604: 5.240513461599818e-08
Position 618: 3.2393232651746476e-08
Position 585: 3.027490991679646e-08
Position 144: 1.0105113198952895e-08
Position 1274: 4.416619618067805e-09
Position 1066: 3.854824401018616e-09
Position 1256: 3.713917142340048e-09
Position 633: 3.4060823785893693e-09
Position 612: 1.5904419211910555e-09
Position 148: 6.09057165341132e-11
Position 857: 6.312804509104681e-13
