Gene = A630095N17Rik
Position 371: 4.580243385024421e-10
Position 715: 8.27435733566682e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8659: 0.7154414803385004
Position 11516: 0.512054579198898
Position 9055: 0.28003713466297553
Position 6465: 0.2732841406367786
Position 8579: 0.10515304514304204
Position 9336: 0.08078891520656119
Position 10897: 0.06635187346177124
Position 8371: 0.04801355624793423
Position 6531: 0.04682160933553143
Position 661: 0.04429201444887792
Position 6774: 0.04284692495221258
Position 11390: 0.03383122540043827
Position 7252: 0.03364254958410881
Position 613: 0.030708909526062818
Position 1580: 0.029038500317892017
Position 1506: 0.027701631357719143
Position 6163: 0.02659088665348825
Position 7380: 0.024810628978595414
Position 7649: 0.020333812926940066
Position 1090: 0.01953588205817328
Position 10695: 0.018670543452344618
Position 1420: 0.01816201700674773
Position 681: 0.01731592491126314
Position 3677: 0.017228862749274317
Position 1382: 0.01653908210034052
Position 10006: 0.015749354324158776
Position 10096: 0.014128266437744286
Position 3999: 0.013396540970790304
Position 10151: 0.013325330544857026
Position 1395: 0.012998040257510998
Position 9097: 0.011527510772590243
Position 10606: 0.010811801911451644
Position 8394: 0.009640682264510652
Position 6195: 0.009365140504638495
Position 9066: 0.008886247116394226
Position 699: 0.008187808382240355
Position 7593: 0.008071848881540842
Position 3568: 0.007885815672892057
Position 6415: 0.007351982022461311
Position 8294: 0.006258564698277968
Position 11354: 0.006184486862399013
Position 6581: 0.006039290095670319
Position 6723: 0.00601449894887845
Position 3784: 0.005586829637994631
Position 11456: 0.005497223068335933
Position 8414: 0.005420934380672947
Position 11241: 0.004988186951151778
Position 1062: 0.004252380572285802
Position 1563: 0.003965974816066379
Position 4115: 0.0037874356790520876
Position 9886: 0.0033081633481069684
Position 3701: 0.003302495217658486
Position 3635: 0.00328983229767298
Position 5995: 0.0032744034935116902
Position 2265: 0.003255805822678343
Position 8612: 0.003223534732405122
Position 9607: 0.003053325574159955
Position 1441: 0.0028749491558143023
Position 4190: 0.0027686887160134595
Position 4172: 0.0025824850645195675
Position 1306: 0.0023939796028572395
Position 7203: 0.0023658472330175813
Position 5102: 0.0023606408418497863
Position 522: 0.0022669048091936332
Position 2249: 0.002239116678368378
Position 9508: 0.0022127744901149983
Position 2217: 0.002205564763273617
Position 10966: 0.0021474496356338
Position 780: 0.0020761711876549783
Position 8184: 0.0020094885159196575
Position 7433: 0.0018603692674976403
Position 994: 0.0017547581826929109
Position 268: 0.0017355892784575238
Position 6493: 0.0016500310823865322
Position 11545: 0.0016391514832621364
Position 456: 0.001389179746863347
Position 10969: 0.0013850982613005012
Position 11779: 0.0012986342543842377
Position 7053: 0.0012615907770926864
Position 1021: 0.0010663724147125168
Position 9127: 0.0010299208960773186
Position 819: 0.0009725204209831902
Position 6956: 0.0009511571906152235
Position 385: 0.000907720645570262
Position 3806: 0.0008417737976003983
Position 478: 0.0006891982951178724
Position 9940: 0.0006820944571016993
Position 3871: 0.0006753981076762531
Position 881: 0.000652688870472657
Position 553: 0.000610947864751268
Position 615: 0.000561389102328264
Position 5657: 0.0005243890290769258
Position 3913: 0.0004832980950604341
Position 9355: 0.00047197889906143556
Position 4023: 0.0004557215272413943
Position 1512: 0.0004222669854171821
Position 5876: 0.00040194195619084976
Position 4805: 0.0003720596643959447
Position 4153: 0.0003647393380009661
Position 4540: 0.00031547083878054376
Position 1535: 0.00029034323684042144
Position 704: 0.00026908867302412125
Position 2626: 0.00023824931958707355
Position 1624: 0.00022202557715017348
Position 1152: 0.00021470661590589608
Position 736: 0.00018603983178299793
Position 6471: 0.00018558731556394612
Position 4905: 0.00018045650546408314
Position 636: 0.00017528857221384218
Position 3432: 0.00016630322886341262
Position 313: 0.00016471260696676447
Position 8495: 0.00016280833504277487
Position 4493: 0.00015413059305371973
Position 3736: 0.00015304356303339137
Position 1071: 0.0001297666118131169
Position 908: 0.0001251276579733228
Position 5445: 0.0001231280125233752
Position 1538: 0.00011927599980568833
Position 2950: 0.00011145171101324284
Position 1552: 0.00010462849086501257
Position 501: 9.830394688935524e-05
Position 927: 9.809153490919992e-05
Position 5565: 9.397815194588967e-05
Position 741: 9.04868457065097e-05
Position 3149: 9.023424174863052e-05
Position 2126: 8.920461493435525e-05
Position 3121: 8.660828334787307e-05
Position 1523: 8.041229041149798e-05
Position 619: 7.607855956187546e-05
Position 5416: 7.548716412130348e-05
Position 744: 7.389556720542138e-05
Position 930: 6.723301598522655e-05
Position 1211: 6.595139243851531e-05
Position 7102: 6.567067212203008e-05
Position 207: 6.564277675532959e-05
Position 3085: 6.492664234846119e-05
Position 5157: 6.0329031068887525e-05
Position 4884: 6.003236628477912e-05
Position 6237: 5.8226820427856987e-05
Position 3786: 5.169962311593421e-05
Position 955: 4.8280600750401944e-05
Position 6852: 4.80913326232326e-05
Position 5949: 4.803965566450831e-05
Position 5582: 4.614732158074529e-05
Position 2139: 4.5755924035476266e-05
Position 5448: 4.262358128973961e-05
Position 2076: 4.2169889397890767e-05
Position 1324: 4.215325784475636e-05
Position 2469: 4.0264875251690575e-05
Position 2220: 3.832843598455478e-05
Position 4051: 3.62690581414958e-05
Position 5346: 3.595970050874417e-05
Position 574: 3.242367082476859e-05
Position 1448: 3.23230278423697e-05
Position 436: 3.147021450506297e-05
Position 2181: 2.93956705072641e-05
Position 1657: 2.8302175945678838e-05
Position 738: 2.7725120644195175e-05
Position 1348: 2.251629934443386e-05
Position 2843: 1.9927500412945016e-05
Position 389: 1.9109441566080846e-05
Position 1321: 1.8832586185645866e-05
Position 4572: 1.8446831921067678e-05
Position 1935: 1.6173419185594164e-05
Position 2791: 1.4332136951639415e-05
Position 335: 1.3680991698090988e-05
Position 277: 1.3273509895479629e-05
Position 4356: 1.096747170161548e-05
Position 424: 9.387239341189312e-06
Position 1786: 9.306290042918548e-06
Position 1661: 8.75536207151281e-06
Position 2815: 8.177762546644633e-06
Position 3351: 7.581512629747345e-06
Position 2081: 7.341423391749901e-06
Position 1730: 7.027233575904656e-06
Position 2729: 6.746502231154799e-06
Position 217: 6.732015808531648e-06
Position 2153: 6.401539134820878e-06
Position 2753: 6.366553166361279e-06
Position 2953: 6.259511403574966e-06
Position 707: 6.235407237409741e-06
Position 2318: 5.875234889881835e-06
Position 342: 5.857869350354969e-06
Position 2631: 5.59241979917778e-06
Position 2363: 5.313316133106574e-06
Position 1042: 4.63739429545299e-06
Position 1134: 4.622790442732595e-06
Position 528: 4.2810888381240945e-06
Position 2395: 4.268824460254695e-06
Position 670: 4.228863168855071e-06
Position 713: 3.946160719287735e-06
Position 332: 3.7025142623704016e-06
Position 1113: 3.4421666342430194e-06
Position 287: 3.3124288312357715e-06
Position 557: 3.2776296521936023e-06
Position 1998: 3.267212854927675e-06
Position 2200: 3.202726520427546e-06
Position 1159: 3.1975408782247946e-06
Position 1695: 3.166271819517786e-06
Position 2162: 3.141711438392027e-06
Position 358: 2.5366856061445655e-06
Position 391: 2.5174889423816404e-06
Position 823: 2.404675690671621e-06
Position 1595: 1.8871459997292628e-06
Position 709: 1.7739981630268788e-06
Position 626: 1.6779468334953008e-06
Position 1073: 1.5093384043365837e-06
Position 3811: 1.3476441701297919e-06
Position 534: 1.3229057900880456e-06
Position 3244: 1.1767611074800502e-06
Position 1032: 1.1360010131747666e-06
Position 844: 1.1247693935777504e-06
Position 715: 8.769783213043896e-07
Position 226: 7.835004923557187e-07
Position 1244: 6.870896297627523e-07
Position 1317: 6.53707481302019e-07
Position 970: 5.756027972329282e-07
Position 624: 5.601576518477602e-07
Position 541: 4.2030553496322594e-07
Position 1179: 3.9734145188422103e-07
Position 348: 2.1660546043156064e-07
Position 997: 1.1639559222890517e-07
Position 394: 8.552879290887506e-08
Position 182: 6.997783955061005e-08
Position 189: 6.547315685720819e-08
Position 751: 6.013402252662257e-08
Position 838: 5.2460837354164976e-08
Position 1185: 3.702085856261355e-08
Position 221: 3.678783355048596e-08
Position 293: 1.8997172950451938e-08
Position 511: 1.28368252117011e-08
Position 396: 1.113234678151527e-08
Position 754: 7.039461853093891e-09
Position 761: 5.192606367288349e-09
Position 185: 4.540297721035301e-09
Position 967: 1.7259481829544362e-09
Position 350: 1.5950324330290445e-09
Position 757: 8.956876885473334e-10
Position 763: 2.2780478727681106e-10
Position 164: 1.0575665010237399e-10
Position 171: 1.1969268175639997e-11
Position 136: 7.773606949946484e-12
Position 175: 4.999782136209523e-15
Position 139: 2.4334580403197804e-15
Position 112: 2.8340395521193306e-16
Position 146: 2.3584932927959373e-16
Position 154: 1.8268617856801427e-16
Position 130: 1.4255327771395017e-16
Position 73: 1.0484854531765723e-17
Position 66: 6.90600724002299e-18
Position 98: 3.602110955658801e-18
Position 68: 1.0685987037523903e-18
Position 80: 5.201567268243802e-19
Position 115: 3.2094331999916046e-19
Position 101: 2.86552317976507e-20
