Gene = Strit1
Position 1189: 1.2548395957838873e-05
Position 998: 1.1463644616765779e-05
Position 1096: 1.013647008467355e-05
Position 306: 1.0129160154346722e-05
Position 381: 6.398649458669918e-06
Position 388: 6.250522253956768e-06
Position 1336: 5.892647544555825e-06
Position 192: 4.839799282787166e-06
Position 1478: 4.026944460529767e-06
Position 1227: 3.559675728195518e-06
Position 1023: 3.4546161758649467e-06
Position 965: 3.209469969608184e-06
Position 1871: 2.726836892017185e-06
Position 735: 2.2445140516760573e-06
Position 991: 2.1717281778732375e-06
Position 871: 2.069381705987035e-06
Position 1288: 1.865409920239835e-06
Position 935: 1.766223801439722e-06
Position 414: 1.7093599293326236e-06
Position 218: 1.662102448792392e-06
Position 1599: 1.386800547161716e-06
Position 988: 7.574813472617024e-07
Position 693: 7.22537005351172e-07
Position 457: 6.088718769824191e-07
Position 1522: 1.7059529254747083e-07
Position 614: 1.270416139779069e-07
Position 162: 9.24678357970028e-08
Position 408: 3.547519162160055e-08
Position 604: 3.384108484231478e-08
Position 355: 2.569639606007367e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2685: 0.5662517822501817
Position 1422: 0.24307581364182324
Position 2497: 0.23792389846128909
Position 1325: 0.23053405215247086
Position 2342: 0.15757072679993586
Position 701: 0.09056731411642004
Position 1169: 0.08943490994378966
Position 2494: 0.0762734540808057
Position 1760: 0.06603029065320362
Position 2448: 0.04640979494228893
Position 324: 0.024856134992475167
Position 2086: 0.022810980084385535
Position 2420: 0.021217619381166883
Position 1625: 0.018392250153698365
Position 1510: 0.0175376079298438
Position 131: 0.01459911494990433
Position 2589: 0.014557146579674555
Position 1789: 0.0140027496528516
Position 1959: 0.013943713946514143
Position 1545: 0.013048909553261363
Position 2521: 0.010519647535729103
Position 1186: 0.007511318680150029
Position 2752: 0.006620547385189352
Position 299: 0.006143590979392752
Position 2322: 0.005713463062914589
Position 951: 0.00536291698244424
Position 608: 0.004975824192605868
Position 2715: 0.0038119919118503806
Position 2202: 0.0034644372830968167
Position 2469: 0.002973323461114788
Position 1331: 0.0026542576983714567
Position 706: 0.0025911217977211635
Position 2554: 0.002308597130952769
Position 2232: 0.0022987930756083667
Position 2690: 0.0018129104806090133
Position 238: 0.0017654115399992486
Position 1220: 0.0017268453092970206
Position 2138: 0.0016545660302521557
Position 588: 0.0016166668321836632
Position 2195: 0.001437204071124342
Position 2693: 0.0014265820946344598
Position 154: 0.0013791820602475976
Position 2153: 0.0011251439133579402
Position 2422: 0.0010965180103729877
Position 261: 0.0010678378975467649
Position 335: 0.001010810695154725
Position 218: 0.0009527383687205488
Position 1861: 0.0009471569061593321
Position 1340: 0.0007772173982224784
Position 2718: 0.0007685822730513521
Position 759: 0.0007682645628673861
Position 400: 0.0007530225596495316
Position 1570: 0.0007064956896669495
Position 1063: 0.0006793185007508317
Position 1189: 0.000631251837811814
Position 364: 0.0006298193251906715
Position 1286: 0.0006293602685877688
Position 168: 0.0005031684141601257
Position 1932: 0.0005014680859813959
Position 1288: 0.0004583814937913242
Position 177: 0.0004399009907410018
Position 642: 0.0003949284773154091
Position 1457: 0.00037990882409464244
Position 1662: 0.000365493986464019
Position 204: 0.00035765236843801363
Position 920: 0.0003559869737514126
Position 1965: 0.0003351933718343732
Position 2462: 0.00033213907607226455
Position 1011: 0.0002812459960585441
Position 1901: 0.00027875543143077223
Position 1354: 0.00024433151160149525
Position 1512: 0.0002372091182185391
Position 392: 0.00022429733382302736
Position 342: 0.0001907694841579283
Position 856: 0.00017654770896162876
Position 1293: 0.00017561228291745852
Position 1395: 0.0001651701352705727
Position 1357: 0.00014733339514826627
Position 2162: 0.000135301885485615
Position 2731: 0.00012969508097142364
Position 851: 0.00012184111690904728
Position 2207: 0.00012042638094352271
Position 1799: 9.907676796130575e-05
Position 614: 9.38325806222336e-05
Position 2209: 7.615118749226966e-05
Position 1427: 7.322751432778626e-05
Position 2239: 7.164690513985834e-05
Position 1351: 5.816855813200353e-05
Position 2364: 5.6653163523189504e-05
Position 780: 4.972315576203897e-05
Position 2028: 4.572483933619804e-05
Position 371: 3.781386256926624e-05
Position 367: 3.503893945677741e-05
Position 2058: 3.095597674149079e-05
Position 1694: 2.8478264993342103e-05
Position 1604: 2.8230302942945343e-05
Position 1345: 2.7561730525689853e-05
Position 729: 2.74682573066183e-05
Position 146: 2.572116689620422e-05
Position 769: 2.4806272908772145e-05
Position 886: 2.0190848680867297e-05
Position 818: 1.5566918920794712e-05
Position 836: 1.5550803287319395e-05
Position 466: 1.1986470531133564e-05
Position 1047: 5.8208795313920534e-06
Position 975: 4.414943478763641e-06
Position 988: 4.091310381527244e-06
Position 1399: 1.9868607498250895e-06
Position 670: 1.4557729923513429e-06
Position 1429: 1.2419358380230822e-06
Position 376: 8.119248742678594e-07
Position 1065: 7.324300600138105e-07
Position 985: 6.974978125372046e-07
Position 1463: 6.892850614213585e-07
Position 1392: 5.173827504797182e-07
Position 771: 4.609170777530736e-08
Position 715: 3.968390794113843e-08
Position 381: 1.8906736976855135e-09
Position 442: 4.6432395737809654e-10
Position 421: 2.4085047777052205e-11
Position 475: 1.5811365531051388e-12
Position 414: 9.701080833510002e-14
Position 423: 6.560067920092343e-14
