Gene = Cytl1
Position 965: 2.369473403218316e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 3692: 0.7854680686631866
Position 2062: 0.7809849139096727
Position 1842: 0.36323041467361045
Position 3949: 0.1552800473603649
Position 2039: 0.11637413056316852
Position 2110: 0.09375062455017637
Position 497: 0.07555508425677497
Position 1654: 0.06766726673264822
Position 4132: 0.053675197925871256
Position 3711: 0.04696456435595893
Position 3325: 0.042103673185367146
Position 4195: 0.026438347788790083
Position 1095: 0.025740518499139615
Position 2330: 0.0253790026977169
Position 3402: 0.023609252202475464
Position 3068: 0.018375350104705028
Position 463: 0.016249537458377136
Position 522: 0.01417052859827387
Position 1126: 0.014069266450994974
Position 562: 0.01360561379420226
Position 4266: 0.01357622482786141
Position 1782: 0.012455380208621563
Position 649: 0.010891357250238078
Position 3899: 0.009173072944150288
Position 1732: 0.00825615843221402
Position 2083: 0.0067286645859765916
Position 446: 0.006643120400553573
Position 3586: 0.006192726997384297
Position 1578: 0.005835641784913752
Position 3565: 0.004926916859703331
Position 3644: 0.004049639609744836
Position 3300: 0.0035975835737611385
Position 3365: 0.0035223129198251745
Position 3480: 0.0033984771522983224
Position 3132: 0.0029115287513543507
Position 2277: 0.0020898907570092743
Position 2591: 0.0020332297184750183
Position 3183: 0.0019352686853254658
Position 2366: 0.0019233602723930981
Position 1053: 0.0017969182448605804
Position 2721: 0.001778606563926243
Position 3506: 0.0016757241485617297
Position 3721: 0.0015381145616816239
Position 832: 0.0015352372889226988
Position 4239: 0.0015149480358287773
Position 1268: 0.001458347527763171
Position 1697: 0.0013625102976474934
Position 2545: 0.0013475768292680794
Position 920: 0.0012883367899628657
Position 902: 0.0012605055604470296
Position 4227: 0.001246737666381372
Position 296: 0.0012144941068342105
Position 3762: 0.001172524943879786
Position 575: 0.0010811460185462674
Position 1159: 0.00100814448599043
Position 1664: 0.000988451652397851
Position 652: 0.0009033518025353583
Position 3994: 0.0008647495133059782
Position 3868: 0.0008037388289763409
Position 2611: 0.0007869064759276874
Position 3427: 0.0007783276442363329
Position 4168: 0.0007670257449512026
Position 3370: 0.0006569706032115601
Position 3672: 0.0006518488159163794
Position 694: 0.0006452128164406523
Position 2487: 0.0006400802809430166
Position 796: 0.0005954217981393197
Position 3255: 0.0005688555716432739
Position 3362: 0.0005599030451541698
Position 568: 0.000520967590159908
Position 609: 0.0005067950784098154
Position 2291: 0.0004751213599634183
Position 3418: 0.00043554337312626804
Position 3914: 0.0003869814807697815
Position 728: 0.000369481638732293
Position 1130: 0.0003658189344399873
Position 1467: 0.0003395999055966665
Position 3856: 0.00032590292949312145
Position 3100: 0.000321623610866512
Position 433: 0.0003028053116323729
Position 1789: 0.0002809325659251691
Position 2378: 0.0002605563870959824
Position 3015: 0.0002574008253787869
Position 2298: 0.0002543455953128812
Position 3996: 0.00025130656208536195
Position 1531: 0.0002388298391595848
Position 1712: 0.00023584363292638918
Position 550: 0.00022477650764447658
Position 3141: 0.0002232219816172637
Position 1177: 0.00021581598126170737
Position 583: 0.00021380048296616374
Position 345: 0.00020463573808236174
Position 3732: 0.0001839463324216727
Position 543: 0.00017861574424461477
Position 880: 0.0001725985664983889
Position 3262: 0.00016520723279669116
Position 3090: 0.00015523909781160882
Position 2187: 0.00013363026593014244
Position 3974: 0.00013011158140248925
Position 3383: 0.00012273052187111605
Position 3770: 0.00011804808585962807
Position 2593: 0.00011735713219864661
Position 465: 0.00011302671504346648
Position 3020: 0.00010989717808072517
Position 411: 0.00010974262742395146
Position 2555: 0.00010787003367789279
Position 2090: 0.00010745993187509069
Position 1546: 0.00010530790914071712
Position 1692: 9.794918321203267e-05
Position 384: 9.437369452877667e-05
Position 4034: 9.058064061892738e-05
Position 535: 8.71414305850978e-05
Position 890: 8.543724651682201e-05
Position 3729: 8.398940451959053e-05
Position 3567: 8.214249136195457e-05
Position 1750: 8.184655659372233e-05
Position 676: 8.099164764764864e-05
Position 904: 7.598626011295356e-05
Position 1989: 7.540075531809723e-05
Position 1801: 7.426977819732763e-05
Position 762: 7.02750083270166e-05
Position 2119: 6.815076497522453e-05
Position 3880: 6.737519911403018e-05
Position 1694: 6.272768343530815e-05
Position 507: 5.808131348825918e-05
Position 635: 5.5860056798602595e-05
Position 1739: 5.386927325244654e-05
Position 934: 4.6769736466323424e-05
Position 2295: 4.539239985642355e-05
Position 2651: 3.975129311386709e-05
Position 2565: 3.655519575482897e-05
Position 1031: 3.5859760643623395e-05
Position 3218: 3.404730051494501e-05
Position 1165: 3.341560769817481e-05
Position 623: 3.324710534040211e-05
Position 823: 3.293313925959653e-05
Position 351: 2.2887362029373635e-05
Position 1062: 2.286393258614037e-05
Position 3150: 2.2683308573685924e-05
Position 3267: 1.894582603328568e-05
Position 616: 1.8059955331665915e-05
Position 1193: 1.7919133961051293e-05
Position 3171: 1.784634923148379e-05
Position 2143: 1.5995663955433427e-05
Position 866: 1.3936847367233788e-05
Position 298: 1.3204163878256369e-05
Position 1424: 1.316804523641007e-05
Position 929: 1.2834810552917845e-05
Position 2088: 1.2678807592934426e-05
Position 358: 1.1908534760316166e-05
Position 951: 9.274063030547942e-06
Position 619: 9.216681658468259e-06
Position 1071: 8.056738010740265e-06
Position 2489: 7.557188882851595e-06
Position 95: 7.5525794074120145e-06
Position 2260: 6.672665805625725e-06
Position 100: 3.5852460192342103e-06
Position 2305: 3.4808723196915982e-06
Position 336: 2.817473499533119e-06
Position 851: 2.2464126293627433e-06
Position 843: 2.0129274011748666e-06
Position 614: 1.7354302768193323e-06
Position 1201: 1.7017618984419778e-06
Position 303: 1.4110540791355449e-06
Position 2492: 1.1062466545378396e-06
Position 141: 5.818192890591272e-07
Position 2342: 5.059617326308964e-07
Position 2148: 4.64090459086487e-07
Position 2006: 3.268234688491259e-07
Position 1956: 3.2084942378862753e-07
Position 3027: 3.2053689455676835e-07
Position 837: 3.106687359823716e-07
Position 2516: 1.734875825537688e-07
Position 2510: 1.6701346288417605e-07
Position 148: 1.1345485643693631e-07
Position 80: 9.448004478119833e-08
Position 588: 9.031314240529058e-08
Position 158: 9.921143131168294e-09
Position 311: 8.023928262830144e-09
Position 166: 7.360052330855798e-09
Position 313: 1.637248889491866e-09
Position 175: 1.1673399561659391e-09
Position 1273: 7.599642626610505e-10
Position 1253: 7.468607761340821e-10
Position 1856: 7.456210127264749e-10
Position 306: 3.1811710765686237e-10
Position 263: 2.1458358345987096e-10
Position 223: 1.2457025319574728e-10
Position 259: 7.419391340342102e-11
Position 227: 6.66516729370478e-11
Position 255: 4.600942254863362e-11
Position 182: 2.4665903902931662e-11
Position 168: 1.8659951233372868e-11
Position 184: 7.392382801490379e-13
Position 231: 6.697496534647992e-13
Position 235: 4.849978019188246e-14
Position 251: 4.2474545239213136e-14
Position 247: 2.964001670218657e-14
Position 243: 2.2431812354562865e-14
Position 239: 1.2224997044928128e-14
Position 195: 1.1656136031208525e-14
Position 190: 6.000646238921758e-15
