Gene = Eef1akmt2
Position 385: 1.6585231300533446e-05
Position 2530: 1.604456480797908e-05
Position 5989: 1.555456855590646e-05
Position 2993: 1.535530658325645e-05
Position 3894: 1.4933876305680537e-05
Position 2566: 1.4804397710572274e-05
Position 1716: 1.2328082696049908e-05
Position 9897: 1.232324143881128e-05
Position 6429: 1.1809388368246044e-05
Position 250: 1.1575364235438883e-05
Position 8109: 1.1224690296413192e-05
Position 3101: 1.085881494744449e-05
Position 458: 1.0702088144720608e-05
Position 798: 1.0369880357513089e-05
Position 1640: 1.03061209000418e-05
Position 9532: 1.0182283036635484e-05
Position 4932: 1.0179206144902662e-05
Position 1454: 9.909253541083876e-06
Position 2923: 9.562285260946315e-06
Position 319: 9.389548179999033e-06
Position 3717: 9.38951553448318e-06
Position 257: 9.237011560411648e-06
Position 2800: 8.566640696945063e-06
Position 3675: 8.50497192671892e-06
Position 2444: 8.245632630610166e-06
Position 427: 7.79517070431386e-06
Position 3822: 7.671296419809018e-06
Position 2927: 7.291194373791625e-06
Position 5390: 7.256991553292624e-06
Position 2872: 6.854811212459825e-06
Position 8358: 6.418798100398776e-06
Position 11872: 6.248633391294635e-06
Position 379: 5.983731333664576e-06
Position 10794: 5.856827427659515e-06
Position 1671: 5.671798351839491e-06
Position 873: 5.079468154455915e-06
Position 6741: 4.976299882510061e-06
Position 5728: 4.971911198680067e-06
Position 2034: 4.9389985250061e-06
Position 1222: 4.621443566278936e-06
Position 5888: 4.3017829202099065e-06
Position 839: 4.19551815241831e-06
Position 8174: 3.987135075478506e-06
Position 291: 3.875228960286857e-06
Position 254: 3.4527253333231036e-06
Position 2154: 3.172609063169511e-06
Position 1487: 3.1695548541852758e-06
Position 1978: 2.8648087005629083e-06
Position 7568: 2.7893065771936696e-06
Position 864: 2.6905194856181017e-06
Position 897: 2.258591906478041e-06
Position 1211: 2.2300820927093e-06
Position 90: 2.191586628046335e-06
Position 461: 1.9744298240149763e-06
Position 588: 1.708898845826968e-06
Position 6462: 1.7071051827259022e-06
Position 310: 1.6997733491548239e-06
Position 119: 1.5263279544456415e-06
Position 3641: 1.4201764107285952e-06
Position 1318: 1.3084415229836673e-06
Position 4338: 1.2097071663105932e-06
Position 4190: 1.1381547136729873e-06
Position 3018: 1.1076327880749812e-06
Position 5585: 1.0783864356524419e-06
Position 1365: 1.0584414979232741e-06
Position 396: 1.0544625600930431e-06
Position 4887: 1.0068124850059529e-06
Position 791: 9.136255795978314e-07
Position 446: 9.017403938916673e-07
Position 975: 8.430445881338736e-07
Position 1504: 8.096103832097222e-07
Position 7919: 7.930016906276894e-07
Position 7901: 7.51197845103787e-07
Position 1592: 7.236481253140469e-07
Position 439: 6.380487847845922e-07
Position 425: 6.215346860668912e-07
Position 903: 5.456197571733308e-07
Position 634: 5.383814789391371e-07
Position 392: 4.809766301512112e-07
Position 1240: 4.644524147759711e-07
Position 2274: 4.214503141642564e-07
Position 498: 3.9604735202524283e-07
Position 4125: 3.798650752322284e-07
Position 4964: 3.7742597814766615e-07
Position 680: 3.656674598065021e-07
Position 4292: 2.856296840928097e-07
Position 2178: 2.7899724729990484e-07
Position 394: 2.7217067551692525e-07
Position 1974: 2.496847750540468e-07
Position 5772: 1.8628116728199786e-07
Position 3590: 1.8347180191360535e-07
Position 2283: 1.7182121511634008e-07
Position 5577: 1.5220780874817097e-07
Position 2369: 1.458110498380508e-07
Position 4865: 9.750480533676879e-08
Position 4352: 9.176014420102645e-08
Position 4218: 7.047467262148703e-08
Position 4167: 6.763410790553254e-08
Position 2324: 6.421619900651986e-08
Position 2198: 4.890927411481409e-08
Position 338: 1.1869182020379337e-08
Position 1315: 1.0209322194880461e-08
Position 350: 9.858017374575451e-09
Position 746: 9.704805320782257e-09
Position 328: 8.002579005548172e-09
Position 905: 5.944543298726067e-09
Position 465: 3.5859562515508598e-09
Position 613: 2.025106294251198e-09
Position 1976: 1.8173542978451e-10
Position 1917: 1.0694913428790778e-10
Position 2548: 4.8924317139044836e-11
Position 645: 4.1065041002067797e-11
Position 1905: 3.6900282200931197e-11
Position 299: 2.3996037913468806e-11
Position 625: 1.7370552893663732e-11
Position 655: 1.5462760230829313e-11
Position 717: 1.4170899207271986e-11
Position 126: 1.3322960380243987e-11
Position 82: 1.3256182220374119e-11
Position 724: 1.1134971340335222e-11
Position 672: 9.696961063959887e-12
Position 455: 7.967921242518712e-12
Position 221: 7.402782989996737e-12
Position 622: 6.783284675379803e-12
Position 694: 5.5875875522348775e-12
Position 615: 4.210292673794158e-12
Position 558: 3.965049588957127e-12
Position 121: 2.5713229477377172e-12
Position 197: 7.364107646940149e-13
Position 699: 6.641685634761385e-13
Position 618: 5.579271004903611e-13
Position 506: 5.275375770291922e-13
Position 636: 5.012618781730404e-13
Position 477: 3.646594768568558e-13
Position 218: 2.425509693586035e-13
Position 170: 1.4411202496709055e-13
Position 954: 6.806461884961037e-14
Position 596: 3.019994174950981e-14
Position 532: 2.402982137096724e-14
Position 543: 1.7475695690322665e-14
Position 494: 1.713695404965116e-14
Position 172: 1.297499741325079e-14
Position 175: 1.1581122517871946e-18
