Gene = Mtif3
Position 9302: 0.005445649395484309
Position 1716: 0.004728883824187665
Position 11727: 0.004637888763590254
Position 3811: 0.0045707130427787455
Position 7512: 0.004567569189426864
Position 9927: 0.004480021055505277
Position 2791: 0.0044783573947114
Position 7538: 0.004443280511490477
Position 8667: 0.004221314940544637
Position 8481: 0.003676858488387401
Position 512: 0.003627755866611675
Position 6294: 0.0032188384718110272
Position 4666: 0.003106269941306674
Position 6265: 0.0030952276581425494
Position 564: 0.0028390698671659194
Position 8086: 0.002581577772713969
Position 3793: 0.0025028746899856203
Position 5400: 0.0022733368670270365
Position 10282: 0.0021758081235217983
Position 4748: 0.0021590133913116935
Position 4441: 0.0020900274840522123
Position 5567: 0.0020202104369875236
Position 10892: 0.0018697297973720357
Position 6118: 0.0018020979934901403
Position 3816: 0.001799681524627938
Position 10192: 0.0017956113302936912
Position 7592: 0.0014890455296479059
Position 163: 0.0014881809213423039
Position 6698: 0.0013160092570225683
Position 282: 0.0012501677916843242
Position 10442: 0.0012499964280787775
Position 5824: 0.0012388024314378798
Position 7204: 0.0012045815032608658
Position 3331: 0.001172964130087018
Position 11756: 0.001164285881015729
Position 6691: 0.0011174293553874413
Position 10335: 0.0010979149901092975
Position 9215: 0.0010653914880453478
Position 5316: 0.001065260385350804
Position 9160: 0.0010316031813402864
Position 9384: 0.001026305211506142
Position 2879: 0.0009541474004133225
Position 6246: 0.0009343432993811202
Position 8082: 0.0009176854468384889
Position 8762: 0.0008106228458033917
Position 3182: 0.0008058170954769156
Position 3835: 0.0007557586473583127
Position 5540: 0.0007327168078624254
Position 8028: 0.0007099788157379368
Position 6642: 0.0006179235151068344
Position 221: 0.0006104531990846631
Position 7261: 0.0006071619933007543
Position 453: 0.0006041599879808145
Position 3351: 0.0005641558939330387
Position 6342: 0.0005460864701666088
Position 9037: 0.0005041750082311379
Position 2102: 0.0004966647699780987
Position 2933: 0.00048557803064687855
Position 7972: 0.00043503414855797283
Position 7211: 0.00042044088640223975
Position 8724: 0.00040967295551678915
Position 1833: 0.0004009131000806767
Position 169: 0.0003319872620488548
Position 3156: 0.000301642496290123
Position 626: 0.0002636204035849409
Position 4586: 0.00025513448698756384
Position 2841: 0.00020811917125050357
Position 2476: 0.000199739208375525
Position 9825: 0.00019684343755878175
Position 9006: 0.00019141606080626204
Position 2615: 0.00018974105319056333
Position 1641: 0.00018453114054532954
Position 2429: 0.00018273601497642884
Position 5040: 0.00016245544534938442
Position 8590: 0.00015153453013070161
Position 2882: 0.00014857771613480602
Position 7133: 0.0001418403860813816
Position 3311: 0.00013470640434146846
Position 2080: 0.00012719038901366515
Position 183: 0.00011801136704034689
Position 1505: 0.0001085488024188234
Position 7911: 0.00010270558058805735
Position 1712: 0.00010199456973458548
Position 136: 9.967576704836777e-05
Position 2666: 9.920093827112454e-05
Position 134: 9.203661545207592e-05
Position 2805: 9.106646528531707e-05
Position 1600: 7.885897861470043e-05
Position 4243: 7.669614725920766e-05
Position 1864: 7.367681384350483e-05
Position 7101: 6.969638677987944e-05
Position 3208: 6.252129090944529e-05
Position 188: 5.311176209404782e-05
Position 4170: 5.126271919961638e-05
Position 1752: 4.862806869968735e-05
Position 1466: 4.650061469221267e-05
Position 1567: 4.2107484882474174e-05
Position 4212: 4.086351371415859e-05
Position 2142: 4.049968343721401e-05
Position 3691: 3.861437907527442e-05
Position 3254: 3.5104095511563876e-05
Position 2180: 3.4633461953395647e-05
Position 2106: 3.301390229254105e-05
Position 1362: 2.9832414801333047e-05
Position 3212: 2.7050242970149642e-05
Position 226: 2.289438839367916e-05
Position 4529: 2.145523507809477e-05
Position 1301: 1.8617738063970842e-05
Position 1481: 1.4678487160220032e-05
Position 98: 1.3529819021326058e-05
Position 2280: 1.1080902484505024e-05
Position 1462: 6.369377991339577e-06
Position 1888: 5.750338471402491e-06
Position 294: 3.31113167331749e-06
Position 792: 2.752834651295994e-06
Position 1980: 2.739617820004749e-06
Position 945: 2.1117062449543137e-06
Position 178: 1.5276219485840262e-06
Position 1553: 1.4496347265843238e-06
Position 1527: 1.199727928444786e-06
Position 3424: 1.05224674402145e-06
Position 2040: 9.373533653378061e-07
Position 230: 6.011889837235827e-07
Position 1909: 4.620997645832018e-07
Position 196: 1.3940264339403906e-07
Position 2120: 1.3743976951621126e-07
Position 569: 4.1972112080540217e-08
Position 648: 2.544828490213153e-08
Position 357: 2.4960989006421305e-08
Position 571: 2.4251305504752496e-08
Position 578: 2.223879965021187e-08
Position 1395: 2.2098490876722327e-08
Position 584: 1.6954642107953995e-08
Position 1607: 1.4009170489774221e-08
Position 1684: 1.0318018672967453e-08
Position 1612: 1.0298333411687062e-08
Position 707: 7.627654270176084e-09
Position 591: 7.460004671958266e-09
Position 694: 1.5103692785370777e-10
Position 78: 3.317766056671707e-13
