Gene = Slx1b
Position 4053: 0.0005688912005312733
Position 591: 0.0005057052075004695
Position 2471: 0.00047740414052810186
Position 2873: 0.0004504491339483992
Position 2446: 0.00036697651699964316
Position 72: 0.0003648325163963001
Position 4165: 0.0003328157451488012
Position 2223: 0.0003287054492990881
Position 175: 0.00032341995163289534
Position 665: 0.0002652872296037681
Position 745: 0.00026199062660485896
Position 4175: 0.0002473643925197644
Position 2337: 0.00023984474619494306
Position 2219: 0.00023515356530538566
Position 3701: 0.00023426906694124682
Position 521: 0.00023218300670655438
Position 2887: 0.00022698838305711957
Position 1655: 0.00018371586252849645
Position 1112: 0.00014704867831486477
Position 2075: 0.00013903621233021294
Position 1688: 0.00011862455751007175
Position 100: 0.00010853306333751431
Position 3626: 0.00010704387156250942
Position 374: 0.00010495545001981792
Position 1937: 0.00010177906859217308
Position 1066: 0.00010124381110687602
Position 533: 9.417402286426184e-05
Position 1307: 8.835751084076126e-05
Position 1548: 8.465202351064778e-05
Position 52: 7.68983137575571e-05
Position 4036: 7.656951494684929e-05
Position 1155: 7.560256863087321e-05
Position 1391: 7.358999748583711e-05
Position 2460: 7.331771320563741e-05
Position 1125: 7.071747743642967e-05
Position 314: 6.219309686396629e-05
Position 1761: 6.0718639979066774e-05
Position 1167: 6.004633207723165e-05
Position 4167: 5.917100169085287e-05
Position 215: 5.8784865348215886e-05
Position 759: 4.817175483205003e-05
Position 971: 4.053115823491823e-05
Position 1358: 3.912048730995271e-05
Position 3992: 3.1710614658053486e-05
Position 1803: 2.783862003224988e-05
Position 259: 2.2619487043004375e-05
Position 510: 1.763762790896053e-05
Position 857: 1.7529830005694926e-05
Position 3447: 1.722539320509112e-05
Position 290: 1.6450947638837518e-05
Position 1920: 1.6011106270115368e-05
Position 2286: 1.5295615943004715e-05
Position 1072: 1.4277769493302144e-05
Position 3861: 7.779532673332746e-06
Position 4258: 1.6118544277636963e-06
Position 217: 6.744209428318373e-07
Position 2284: 5.201986505353835e-07
Position 932: 3.822533639116554e-07
Position 277: 2.5301648078489187e-07
Position 442: 2.431108456593354e-07
Position 1026: 1.849546608114353e-07
Position 888: 1.4689927729267357e-07
Position 477: 1.3310267384458558e-07
Position 424: 1.1498770849306191e-07
Position 1211: 8.670657750110022e-08
Position 265: 7.396350737766663e-08
Position 376: 6.899364544004433e-08
Position 2040: 6.082259411635615e-08
Position 998: 4.508378458197205e-08
Position 873: 2.6136596874588684e-08
Position 901: 2.0153518084815293e-08
Position 891: 1.6210479772864524e-08
Position 1001: 1.5024175133359904e-08
Position 980: 9.700988128318566e-09
Position 989: 8.666546357348128e-09
Position 484: 7.861442977796852e-09
Position 816: 6.728549229325027e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4128: 0.7002093008881792
Position 3960: 0.6281033137539846
Position 2423: 0.514829375956496
Position 3124: 0.4534173858207634
Position 2979: 0.44063410930931624
Position 3728: 0.43270664279037774
Position 3361: 0.28021022404804313
Position 3775: 0.24789933932162136
Position 2885: 0.23919756624874022
Position 3686: 0.10151180557641074
Position 4199: 0.10015156301224883
Position 3549: 0.09860962329446513
Position 4267: 0.08247349727578432
Position 5988: 0.07046619552858067
Position 2707: 0.06926189077078512
Position 5841: 0.06833311766475213
Position 5755: 0.06438077689822672
Position 3314: 0.05579832852015136
Position 2547: 0.04891939922391095
Position 4447: 0.044263983901613124
Position 4664: 0.040851813482610196
Position 2711: 0.038196933368204566
Position 4346: 0.03182481577395566
Position 4943: 0.02974709060099982
Position 237: 0.028698613883975016
Position 3368: 0.027404858026510652
Position 3383: 0.027217257273123508
Position 2837: 0.020924276153885236
Position 2938: 0.020704753581072436
Position 6126: 0.019718949940700888
Position 4602: 0.018072490725531833
Position 4629: 0.01714869419580228
Position 466: 0.01650807162057594
Position 3798: 0.016463711759794067
Position 171: 0.013355640852033834
Position 5441: 0.013118522145489094
Position 5666: 0.011117428349784065
Position 4097: 0.0097406282909832
Position 5517: 0.009730172647535843
Position 4652: 0.009110452641803483
Position 2639: 0.009089915958699566
Position 4584: 0.00852332421056039
Position 1089: 0.008374611486421348
Position 3879: 0.006636982398974235
Position 5382: 0.006631224132643903
Position 1015: 0.005043758775416771
Position 5155: 0.004885803213159501
Position 4832: 0.00487669064471282
Position 5854: 0.004773458512144782
Position 2931: 0.004274334028131816
Position 4887: 0.004259515026114411
Position 3463: 0.004239564048576831
Position 2676: 0.0038713641050071267
Position 3152: 0.0038093082206247385
Position 2393: 0.0035742721346033726
Position 3192: 0.0035021753839563578
Position 2781: 0.0034117645224346345
Position 2816: 0.0031618072627277497
Position 969: 0.0024842061771144547
Position 961: 0.00214643225528231
Position 1507: 0.0021036633062364433
Position 3840: 0.0020593155629303923
Position 3701: 0.002049732193896088
Position 5495: 0.0019947355204650435
Position 869: 0.0018158011429932795
Position 6111: 0.0018093181935616202
Position 3735: 0.0017627600980671067
Position 3422: 0.0016382079509232367
Position 4570: 0.001625746963846551
Position 2178: 0.0015547810298278545
Position 3856: 0.0014872583490715076
Position 3967: 0.0014232702521231235
Position 5706: 0.0014188058321637216
Position 2769: 0.0014008150483110814
Position 6305: 0.0013085727959165007
Position 5641: 0.0012929334885207944
Position 2844: 0.0012885614949985059
Position 1764: 0.001245360088378543
Position 3891: 0.0011941435252710254
Position 1873: 0.001173190141242264
Position 2718: 0.0011359917483316426
Position 5585: 0.0011315055638139906
Position 4486: 0.0011301983706156816
Position 2742: 0.0010465521465584835
Position 6297: 0.0010254615657782585
Position 5796: 0.0010199365068252993
Position 3196: 0.0009432358202523481
Position 1687: 0.0009288104543917973
Position 4838: 0.0009010363249409503
Position 2160: 0.00089190455673095
Position 4494: 0.0008673743370930446
Position 1711: 0.0008412662031860305
Position 2549: 0.0007593557914746847
Position 821: 0.0007317578501838324
Position 2126: 0.0007232851311333709
Position 5068: 0.0006854547409170722
Position 1791: 0.0006779135541264437
Position 6268: 0.0006436545979508155
Position 4797: 0.0006225104430534628
Position 3531: 0.0006224965975230924
Position 2753: 0.0005938046883960756
Position 1829: 0.0005684129324021483
Position 5823: 0.0005392451884084328
Position 3812: 0.0005207027672653559
Position 4455: 0.000515757434904885
Position 2433: 0.00051325514335759
Position 5604: 0.00046641596783435907
Position 3242: 0.00046185925411434736
Position 2500: 0.0004580794276489717
Position 4505: 0.0004272242944765321
Position 2774: 0.0004161052202641089
Position 2582: 0.00041601421082330215
Position 4269: 0.0004098561733995317
Position 5008: 0.00040572374056292726
Position 780: 0.0004039400671874264
Position 1460: 0.00040104000216697084
Position 4811: 0.00037974052676733287
Position 193: 0.0003731955018860304
Position 175: 0.0003679394722770491
Position 5892: 0.00035612419921051173
Position 3906: 0.0003233038385000005
Position 5683: 0.0003199776209125711
Position 2511: 0.000318497664037332
Position 2460: 0.0003037159212740897
Position 629: 0.00030368800741183323
Position 1183: 0.00029348243718800565
Position 3803: 0.00028062373526506343
Position 3085: 0.0002781883620006132
Position 3626: 0.00026270434822779176
Position 2308: 0.00022081975385044168
Position 2687: 0.0002011713242041992
Position 3555: 0.00019354980019861343
Position 4209: 0.00018901818930970146
Position 5424: 0.00018303156328417292
Position 884: 0.00016838550012463277
Position 502: 0.00015704364422053238
Position 1933: 0.00015403666711901162
Position 2810: 0.00015055148977479235
Position 4853: 0.00014345688855446276
Position 1842: 0.00014034626518663436
Position 4233: 0.00012863909946461488
Position 4715: 0.000127291496482168
Position 2519: 0.0001257993745280147
Position 836: 0.00011989919715952955
Position 1541: 0.00010969388340154882
Position 5522: 0.000101809217602023
Position 4000: 0.00010180600136129828
Position 6221: 0.00010111537909345686
Position 3867: 9.981825408209905e-05
Position 3632: 9.636797275654432e-05
Position 1583: 9.529891563218399e-05
Position 2772: 9.442913049191548e-05
Position 2144: 9.378745870177359e-05
Position 2553: 9.160410681580491e-05
Position 5558: 8.69621228842996e-05
Position 845: 8.515982128542145e-05
Position 2690: 8.085317729934279e-05
Position 3581: 6.876970264400534e-05
Position 132: 6.514418614544182e-05
Position 3523: 5.8627041449984266e-05
Position 1365: 4.925465408886862e-05
Position 2334: 4.912123447753964e-05
Position 3800: 4.586140726562391e-05
Position 1878: 4.4216020765958605e-05
Position 2214: 4.387669594067979e-05
Position 4016: 4.343665280194188e-05
Position 744: 4.136011284366835e-05
Position 1529: 3.6102421182487156e-05
Position 1806: 3.1998510355837595e-05
Position 2354: 2.925669136484513e-05
Position 2388: 2.853451933791468e-05
Position 2725: 2.556849032517253e-05
Position 1811: 2.4566425321453355e-05
Position 4165: 2.3817104522595002e-05
Position 2193: 2.2657573686507987e-05
Position 197: 2.2485616535506648e-05
Position 325: 2.216607499810689e-05
Position 1008: 2.0215388538409046e-05
Position 949: 1.917682555076306e-05
Position 2403: 1.635974085238797e-05
Position 3561: 1.6010661241641768e-05
Position 816: 1.219052090473363e-05
Position 1024: 1.0643978481559503e-05
Position 757: 1.0487034566019463e-05
Position 3040: 9.893876941026067e-06
Position 3071: 9.260332117182816e-06
Position 2128: 8.939808866543298e-06
Position 2322: 8.028304522686544e-06
Position 928: 7.206717906688542e-06
Position 2865: 6.1923846129737345e-06
Position 1258: 5.805104225439439e-06
Position 923: 5.554321684396741e-06
Position 3526: 5.540257541743272e-06
Position 1875: 4.59093195487567e-06
Position 925: 4.37911177490163e-06
Position 321: 4.248115960613372e-06
Position 1658: 3.729735855686902e-06
Position 788: 3.725701448114087e-06
Position 4348: 3.7227722599304945e-06
Position 508: 3.4117347856231835e-06
Position 1230: 3.2970777592688276e-06
Position 125: 3.093830756951786e-06
Position 4141: 2.479768563298702e-06
Position 2325: 2.3716990951213077e-06
Position 91: 2.227989335743201e-06
Position 4368: 3.68321223451389e-07
Position 637: 1.1762466429711978e-07
Position 504: 9.501580971308246e-08
Position 100: 6.471860172916297e-08
Position 114: 4.56915244789077e-08
Position 848: 4.365606939717495e-08
Position 1095: 3.6014481334705326e-08
Position 139: 2.923639198037476e-08
Position 826: 2.8993281998304694e-08
Position 713: 1.3603845912346558e-08
Position 1294: 1.1807997763485751e-08
Position 344: 1.1443277253819153e-08
Position 520: 9.207591745404143e-09
Position 1516: 8.935477304470453e-09
Position 604: 7.053914613587308e-09
Position 850: 7.025488219177168e-09
Position 1655: 6.997905522586141e-09
Position 698: 4.1922998252461214e-09
Position 599: 3.4764922222707645e-09
Position 513: 3.083000855973644e-09
Position 1937: 2.7417033430600274e-09
Position 484: 1.681599422918016e-09
Position 1036: 1.5150865934752898e-09
Position 901: 8.946016495948403e-10
Position 516: 7.121716394516801e-10
Position 331: 4.957087652001386e-10
Position 352: 3.8068249457389763e-10
Position 591: 2.08349087249473e-10
Position 430: 1.299098859619716e-10
Position 388: 6.2116874467803e-11
Position 367: 2.6867511975070907e-11
Position 364: 1.0685865291602168e-11
Position 414: 7.22297301450808e-14
Position 399: 3.259107380636277e-14
Position 424: 2.779872966887921e-14
Position 432: 1.9873682461547383e-14
Position 402: 1.0033940657682109e-14
Position 421: 1.130595371657348e-16
