Gene = Iqcf3
Position 622: 0.00011849043965097142
Position 1068: 0.00011752525896037908
Position 1050: 7.435164293165097e-05
Position 590: 4.7205102320398166e-05
Position 787: 4.230428504613631e-05
Position 1840: 3.237972558229386e-05
Position 1315: 3.12323483381807e-05
Position 1511: 2.7013999825995806e-05
Position 1309: 2.626923970408079e-05
Position 342: 2.1705757808147586e-05
Position 348: 1.7964996789450154e-05
Position 1568: 1.7029878881886633e-05
Position 948: 1.635891273791993e-05
Position 769: 1.2924863546609988e-05
Position 1501: 8.984663560344378e-06
Position 659: 8.479524503732718e-06
Position 1447: 8.176676467856289e-06
Position 564: 7.091502430850254e-06
Position 737: 6.716455645151123e-06
Position 725: 5.308217847647362e-06
Position 962: 5.307888255104912e-06
Position 968: 5.202739223953981e-06
Position 596: 4.679069680758087e-06
Position 1499: 4.198903807837653e-06
Position 1203: 3.123477412509599e-06
Position 438: 2.580363139139393e-06
Position 1220: 1.96688826177568e-06
Position 652: 1.5157899734730174e-06
Position 823: 1.4789026092975817e-06
Position 569: 1.2666813997386924e-06
Position 255: 1.179164836874217e-06
Position 197: 1.0876830401509862e-06
Position 1200: 9.358709410563516e-07
Position 1266: 7.112187157309166e-07
Position 481: 2.777237283555085e-08
Position 461: 9.226780229095339e-11
Position 404: 6.318106024151411e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9071: 0.6657545097494256
Position 2437: 0.6141208833231546
Position 4416: 0.4345556714018485
Position 827: 0.3870962273830925
Position 10007: 0.3379946465683667
Position 7222: 0.32309820022864943
Position 3013: 0.26060397289826204
Position 851: 0.25838251466182843
Position 2986: 0.2434270550976568
Position 10530: 0.21808315658417055
Position 7460: 0.21743838279265654
Position 12568: 0.2170099703906862
Position 239: 0.19459719516603946
Position 4604: 0.19047357038684473
Position 10948: 0.1801250550610254
Position 14246: 0.09299742412142233
Position 13544: 0.08828511963381892
Position 14226: 0.0780263956064181
Position 6293: 0.07673061284832346
Position 1383: 0.06821274517076165
Position 382: 0.06728111491705284
Position 4442: 0.05630793784162418
Position 12410: 0.05098693920966591
Position 7837: 0.04399848710013576
Position 1677: 0.038689863837066026
Position 385: 0.037782729185418557
Position 6310: 0.035165478973763445
Position 1187: 0.032326044108401716
Position 4637: 0.03025103245335752
Position 15394: 0.02550569692899531
Position 429: 0.025054922317945864
Position 4577: 0.02419063267323818
Position 3031: 0.024052531077964925
Position 9727: 0.022354527199880753
Position 610: 0.019915259543021115
Position 1962: 0.017901645545253256
Position 15047: 0.01603199300621837
Position 694: 0.015658705863968905
Position 10396: 0.013781350824536033
Position 9476: 0.012900901732669019
Position 2508: 0.011408682966698148
Position 1408: 0.011398238795466184
Position 4544: 0.01034334129316784
Position 6485: 0.00948937040628339
Position 2455: 0.009207833425370248
Position 6527: 0.008819511559296757
Position 12317: 0.008570185898922295
Position 2117: 0.008541105521836886
Position 1142: 0.006844438379829767
Position 4641: 0.006809778927823717
Position 4384: 0.0058781971171466985
Position 2991: 0.005751400719817507
Position 2230: 0.005545244457971438
Position 2049: 0.0050016338805944
Position 11866: 0.004907067099124967
Position 2827: 0.004773703116058608
Position 1880: 0.004162542565390002
Position 569: 0.003968222497413034
Position 4610: 0.003842227555202157
Position 5830: 0.0037435477292844235
Position 1156: 0.003656375783053726
Position 8580: 0.0027205383138139386
Position 629: 0.0026736002488268688
Position 6266: 0.0026249354236297603
Position 6083: 0.0024636532543014463
Position 351: 0.0024194806500772723
Position 1852: 0.002061660657577163
Position 1511: 0.0018903090342054548
Position 4025: 0.0018724229118519825
Position 714: 0.0018724214493682227
Position 1103: 0.0017912691337565285
Position 573: 0.0017111689951800392
Position 1169: 0.0015228831066692804
Position 551: 0.0015042807024409337
Position 7769: 0.0013369393734977526
Position 1928: 0.0012037832240415726
Position 1210: 0.0011057333214358248
Position 7766: 0.0010663217543738187
Position 1549: 0.0010103914589109082
Position 3141: 0.0009822626196840571
Position 3050: 0.000794454952689407
Position 6513: 0.0007543197471049896
Position 1883: 0.0006508251842393967
Position 287: 0.0006191283633060949
Position 445: 0.0006188361876656595
Position 1933: 0.0006169155681032448
Position 4261: 0.0005767666022293296
Position 4175: 0.0004814310595252023
Position 3017: 0.000422809670531236
Position 2627: 0.0004096700630380596
Position 962: 0.0004015584570316513
Position 342: 0.00039943076836109723
Position 876: 0.00039530419495808475
Position 3293: 0.0003929766870301415
Position 696: 0.0003366501771124047
Position 699: 0.00032617832021845857
Position 804: 0.0003194723150938933
Position 652: 0.0003112717008623417
Position 5711: 0.00030178143022600607
Position 879: 0.0002995495193146502
Position 4899: 0.00028954960508852887
Position 3232: 0.00026888740387143455
Position 2604: 0.00025922384565471134
Position 452: 0.00021359103578824344
Position 988: 0.00020582992092200243
Position 548: 0.0001948094687970494
Position 3015: 0.00016263814480267617
Position 586: 0.00015683277000710713
Position 5948: 0.00015267675436638674
Position 621: 0.00013031018259777166
Position 1588: 0.00011644370753410258
Position 1624: 9.523839246984796e-05
Position 477: 7.982900767083459e-05
Position 992: 7.624418407648237e-05
Position 1350: 7.437049329293111e-05
Position 2014: 7.358751285690068e-05
Position 2548: 7.161482412879744e-05
Position 2568: 6.387771740857238e-05
Position 2988: 5.364090991513515e-05
Position 180: 4.937394964099002e-05
Position 146: 4.874392351940694e-05
Position 531: 4.36077326633852e-05
Position 322: 4.315227152694313e-05
Position 677: 4.0625681957617463e-05
Position 160: 3.344986624939048e-05
Position 291: 3.308279003156878e-05
Position 580: 3.0888277173496794e-05
Position 859: 2.9267661517167043e-05
Position 359: 2.5795190488004767e-05
Position 4987: 2.3979306165493923e-05
Position 1249: 2.3806030474714192e-05
Position 869: 2.2755240432015563e-05
Position 255: 2.0103280461924667e-05
Position 4755: 1.910790039976305e-05
Position 639: 1.8948232072676206e-05
Position 263: 1.816727558137782e-05
Position 1332: 1.4506881665181546e-05
Position 522: 1.4315477127002205e-05
Position 1043: 1.2990850275508062e-05
Position 3982: 1.1936211836563043e-05
Position 717: 8.417040551939306e-06
Position 1200: 8.229188287404414e-06
Position 737: 7.190972221223806e-06
Position 319: 6.860177155218908e-06
Position 1218: 5.671807070710079e-06
Position 481: 5.371566309316673e-06
Position 157: 4.780395921384991e-06
Position 754: 4.238668584563636e-06
Position 722: 4.203838862331769e-06
Position 474: 3.6412327802659174e-06
Position 501: 3.1375228906833225e-06
Position 893: 2.721392231941846e-06
Position 302: 2.5746419024638505e-06
Position 1041: 2.513537464798947e-06
Position 752: 2.4515675898928473e-06
Position 976: 2.3531701225921853e-06
Position 134: 2.193670124169724e-06
Position 1389: 2.032770065876469e-06
Position 485: 1.7905622909060289e-06
Position 1257: 1.762074462980416e-06
Position 1358: 1.727332182171348e-06
Position 533: 1.4549615146592197e-06
Position 1061: 1.231944651501802e-06
Position 919: 1.2164641008555714e-06
Position 461: 8.728646314890723e-07
Position 748: 7.808988737811862e-07
Position 456: 7.277428355670889e-07
Position 267: 4.5856941614997894e-07
Position 515: 4.573063347362162e-07
Position 887: 4.421165737524724e-07
Position 174: 4.0481350680560144e-07
Position 519: 3.1376423949364016e-07
Position 725: 2.8533564522336096e-07
Position 3147: 5.964931829036763e-08
Position 169: 2.6384474118065648e-08
