Gene = Timm29
Position 3195: 0.0003304322837483261
Position 1796: 0.0003282769874408163
Position 1047: 0.00029679234586325876
Position 1059: 0.0002842976517754285
Position 2549: 0.0002756826750855282
Position 1020: 0.0002710880008151927
Position 1912: 0.00026749821484424723
Position 1793: 0.00024623964115652906
Position 2962: 0.00024382731517176023
Position 654: 0.00023629006169850338
Position 1974: 0.00023185638083555906
Position 3011: 0.00019974502274080444
Position 2766: 0.0001857140791914572
Position 2918: 0.0001823474993919736
Position 897: 0.00017894948592218313
Position 2352: 0.00016675947961080996
Position 2408: 0.00016356918416839916
Position 1995: 0.00015509366458394536
Position 285: 0.00015173714815233357
Position 1414: 0.00014472327620471714
Position 952: 0.0001326846873899303
Position 2904: 0.000132200843280798
Position 569: 0.00012671970443532926
Position 1667: 0.00012317149101724915
Position 3207: 0.00012089629250015015
Position 2246: 0.00010535644651136073
Position 2167: 0.00010324307221222536
Position 2665: 0.0001024325847909162
Position 233: 0.00010218556094288246
Position 1646: 9.847895563231462e-05
Position 2948: 9.535035438381236e-05
Position 1035: 9.180031835757513e-05
Position 257: 8.881266518576228e-05
Position 1280: 8.438647574695747e-05
Position 1923: 7.964610384546183e-05
Position 981: 7.847818801542688e-05
Position 259: 7.38377460751926e-05
Position 1476: 6.556933317443485e-05
Position 291: 6.45638326562573e-05
Position 1080: 6.450850748251593e-05
Position 1935: 6.307191269908389e-05
Position 1462: 5.514746660012255e-05
Position 1320: 4.195648832242924e-05
Position 1053: 3.292471818961901e-05
Position 987: 2.9422028909752986e-05
Position 326: 2.847429364602949e-05
Position 588: 2.7603245751163305e-05
Position 330: 2.5346170486076748e-05
Position 1050: 9.015237433541069e-06
Position 465: 6.67340370121024e-06
Position 1149: 6.177102426511641e-06
Position 294: 5.999025959495112e-06
Position 108: 5.598851814254469e-06
Position 296: 4.067740540286898e-06
Position 954: 4.00595801382687e-06
Position 978: 2.2606468286008014e-06
Position 1032: 1.3611577810023982e-06
Position 372: 6.50656502657825e-07
Position 1286: 6.419518146284442e-07
Position 362: 2.764773798574504e-07
Position 573: 1.0239856217789016e-07
Position 496: 6.624973175411643e-08
Position 349: 6.554727924805098e-08
Position 585: 5.9210500732396646e-08
Position 395: 5.875028673402721e-08
Position 356: 5.427343583670233e-08
Position 387: 3.774247914944247e-08
Position 365: 2.6183790976192042e-08
Position 353: 1.1918822549267139e-08
