Gene = Il18bp
Position 2467: 1.292272546898486e-06
Position 400: 1.213595591545215e-06
Position 675: 1.0434296828103763e-06
Position 616: 8.317651614763829e-07
Position 607: 5.028286877203216e-07
Position 2205: 3.312994223712311e-07
Position 835: 3.057485113715427e-07
Position 2188: 2.7584934214005364e-07
Position 677: 2.3780326587479737e-07
Position 2058: 1.6266221522823146e-07
Position 1159: 1.3809542361077602e-07
Position 2694: 1.2772061570465882e-07
Position 2062: 7.030442115330191e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1964: 0.9705769951383574
Position 1787: 0.682126875818023
Position 803: 0.5593465914552801
Position 2319: 0.39035677276371095
Position 450: 0.30681336704206563
Position 1213: 0.28854326353649234
Position 2850: 0.1837216316151344
Position 3013: 0.15620075569997371
Position 1753: 0.13561784751698408
Position 1805: 0.109374033108922
Position 490: 0.1037862278611057
Position 947: 0.06552069140163405
Position 1725: 0.058806896695720125
Position 2596: 0.05714856310112775
Position 1265: 0.051784975689015474
Position 1080: 0.04715800209386411
Position 517: 0.03225125438800677
Position 365: 0.03063907178745897
Position 2938: 0.028419474316345956
Position 1342: 0.027574311578921644
Position 426: 0.027416051920845678
Position 238: 0.023579736617183704
Position 2876: 0.02317699772533517
Position 493: 0.01944494384449261
Position 2535: 0.018714470315025065
Position 1284: 0.01748344724421731
Position 1345: 0.013454546497843481
Position 1017: 0.011983094654674405
Position 2719: 0.011851993138640188
Position 2353: 0.011138117113675544
Position 520: 0.01036416742594602
Position 663: 0.009616979374463713
Position 2188: 0.00847677905678208
Position 474: 0.006165397685618078
Position 2994: 0.005346699050461519
Position 898: 0.004676714242026843
Position 1567: 0.004554786115283064
Position 1310: 0.004281904994376076
Position 2000: 0.004197800988430272
Position 1038: 0.003925738439499112
Position 2366: 0.003846335777327391
Position 2372: 0.0035592593172426544
Position 805: 0.0035279394822666003
Position 2436: 0.003227879458083796
Position 666: 0.0029886248621711635
Position 1976: 0.0026825196993966074
Position 597: 0.002650400402342269
Position 2665: 0.0025535524724994625
Position 1519: 0.0022665740411378934
Position 723: 0.002257457122257682
Position 3070: 0.0020925997552747686
Position 2747: 0.0020392764872752757
Position 280: 0.00198138792882968
Position 1192: 0.0017725301121647786
Position 523: 0.0017677379539115287
Position 2881: 0.001733507530298897
Position 455: 0.0017286582221277033
Position 951: 0.001708194609294201
Position 1267: 0.0016289473522715415
Position 702: 0.0012734125455227362
Position 2218: 0.0012486621988019833
Position 1220: 0.0012300279038651065
Position 1516: 0.001209721766520401
Position 1131: 0.0012073442675642069
Position 558: 0.0010778616653549101
Position 1652: 0.0010646705927745144
Position 1041: 0.000998335638154346
Position 979: 0.0009869235925318348
Position 2648: 0.000875613480614981
Position 276: 0.0008717266023465512
Position 211: 0.0008418602039370095
Position 2227: 0.0008387642123763654
Position 2903: 0.0007068783331046905
Position 1387: 0.0006976406666722989
Position 2704: 0.0006910456472777629
Position 3093: 0.0006902066826124739
Position 2205: 0.0006667334807579146
Position 990: 0.0006564857003718577
Position 2289: 0.0005450929322399832
Position 2795: 0.0005233183547129883
Position 407: 0.0005232954433311826
Position 264: 0.0005213616548750291
Position 2460: 0.0005110467506409121
Position 367: 0.0005024223359219952
Position 835: 0.0005021972446200166
Position 190: 0.00047376316959299095
Position 1525: 0.00046948499955856254
Position 2256: 0.00043468034942774315
Position 2201: 0.0004097727314603207
Position 2106: 0.0003877635531025387
Position 2923: 0.00037843235419262217
Position 1971: 0.0003598287771831224
Position 3031: 0.0003569402089514612
Position 868: 0.000352356105085158
Position 809: 0.0003262356312726518
Position 378: 0.000317493560897408
Position 3035: 0.00030070647113578585
Position 2229: 0.0002867530088626181
Position 285: 0.0002767997206955983
Position 216: 0.00026389726956034103
Position 2759: 0.0002588310234475995
Position 2017: 0.0002556221248854325
Position 371: 0.00022228316422564305
Position 759: 0.00019829551145272595
Position 1852: 0.00019783126797603701
Position 2039: 0.0001928620514347216
Position 1359: 0.00018871348557984304
Position 815: 0.0001804724625236758
Position 2479: 0.00017181661813705612
Position 2262: 0.0001631931418825869
Position 2518: 0.00014447735084694498
Position 3106: 0.00012456905673719493
Position 142: 9.280470532386176e-05
Position 3239: 8.492089007431142e-05
Position 2438: 7.968652465110968e-05
Position 2389: 7.676472606260278e-05
Position 2384: 7.07317617439667e-05
Position 312: 6.478378748545656e-05
Position 3185: 6.228447445183119e-05
Position 388: 5.536230630157462e-05
Position 2670: 5.4967647211872174e-05
Position 297: 4.980711435033087e-05
Position 2024: 4.9511852383201424e-05
Position 880: 4.889047609621437e-05
Position 628: 4.837703578049711e-05
Position 2331: 4.8054080012230685e-05
Position 382: 4.785776378238261e-05
Position 2764: 4.779377206935777e-05
Position 2377: 4.7390226064640015e-05
Position 675: 4.7076652720132726e-05
Position 2676: 4.672659825094757e-05
Position 766: 4.0849310890295666e-05
Position 409: 3.925998376997838e-05
Position 2560: 3.693106531220565e-05
Position 194: 3.621218311657007e-05
Position 865: 3.116551813793309e-05
Position 1099: 2.8995472364491522e-05
Position 118: 2.8850324312012958e-05
Position 465: 2.828661766511134e-05
Position 739: 2.5672237476029632e-05
Position 3226: 2.4330966209151478e-05
Position 689: 2.390819123484793e-05
Position 3244: 2.3770611759031458e-05
Position 2077: 2.195605862347506e-05
Position 165: 2.042587186898931e-05
Position 400: 1.8721077397134202e-05
Position 684: 1.7063982856199103e-05
Position 2467: 1.603200676624643e-05
Position 1985: 1.583845461616744e-05
Position 369: 1.5467795760487997e-05
Position 2392: 1.3613389150300888e-05
Position 577: 1.0935384600284069e-05
Position 459: 1.046566870119809e-05
Position 316: 8.752140900866999e-06
Position 640: 8.287333905196e-06
Position 1154: 7.92121226536026e-06
Position 851: 7.669231542099927e-06
Position 1048: 7.086437097539946e-06
Position 563: 5.508203898391467e-06
Position 386: 5.148669353550875e-06
Position 772: 4.783193119519863e-06
Position 753: 3.9777568583013805e-06
Position 305: 3.6790978492897274e-06
Position 2117: 3.6383820724546974e-06
Position 778: 3.0252854380317324e-06
Position 822: 2.991276850309668e-06
Position 151: 2.9041712770785843e-06
Position 638: 2.541867750585801e-06
Position 2173: 1.8902599384261758e-06
Position 322: 1.743084622641925e-06
Position 2169: 9.057703591461453e-07
Position 2139: 9.013189029111763e-07
Position 159: 8.069766587736013e-07
Position 331: 7.642717119214333e-07
Position 607: 6.398808606426282e-07
Position 167: 2.7431459902169096e-07
Position 333: 2.6659075997011775e-07
Position 2085: 2.277452467908425e-07
Position 532: 9.955155430433376e-08
Position 906: 8.579990962214204e-08
