Gene = AA986860
Position 1984: 1.2145176637411735e-09
Position 1312: 1.7468936449709836e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9026: 0.8256130333647634
Position 10352: 0.8064313752923125
Position 1545: 0.44676926013118623
Position 2148: 0.3938426615727452
Position 6415: 0.3906476334184526
Position 8408: 0.31081065846480793
Position 5603: 0.20191273759505604
Position 5525: 0.19576322977595045
Position 1292: 0.157473659394219
Position 2595: 0.12787085122479763
Position 7104: 0.1196007496491811
Position 3136: 0.08476130250563613
Position 2772: 0.08200899474754886
Position 12480: 0.07963129844687157
Position 3719: 0.06270381087915225
Position 9295: 0.05255086718991229
Position 12401: 0.049502155461041954
Position 2313: 0.04740100517212523
Position 9299: 0.043275481762295204
Position 10038: 0.038863503609449644
Position 3333: 0.03650818041104121
Position 700: 0.035553197759708784
Position 4426: 0.03429872525906442
Position 3436: 0.028725458143591336
Position 3110: 0.02631546699870195
Position 8966: 0.02406762785112826
Position 10928: 0.02403557339491368
Position 2334: 0.019950513175004923
Position 2081: 0.01873461224716882
Position 9661: 0.018360694697319487
Position 4403: 0.017340426813735516
Position 11476: 0.016575182583637136
Position 2327: 0.016348425808832064
Position 723: 0.016122682584466363
Position 2432: 0.015519311481688516
Position 11416: 0.014311885455641049
Position 2787: 0.012837457074431737
Position 8903: 0.012593329449496848
Position 11096: 0.012337298366690088
Position 2616: 0.011381968061493688
Position 3760: 0.010573762249619431
Position 8996: 0.009799686878263434
Position 2164: 0.009681062125809868
Position 11230: 0.009554006242848499
Position 937: 0.008366803506440463
Position 3049: 0.007257120112491181
Position 12504: 0.006943898935322156
Position 10300: 0.00694036106264314
Position 1122: 0.006621788553390404
Position 2199: 0.006304013943808621
Position 8969: 0.0060406562529366345
Position 9762: 0.00519839686120988
Position 1436: 0.004241481782254066
Position 4668: 0.003991393553213394
Position 11446: 0.0028183442211321347
Position 10461: 0.002609838082884495
Position 11921: 0.0024506597546632113
Position 1386: 0.0023464686393675585
Position 11252: 0.00224336397491501
Position 550: 0.002181596904655808
Position 413: 0.002133308054662329
Position 1223: 0.0021090053921291505
Position 11503: 0.002100136383910174
Position 11567: 0.002039766777826932
Position 11291: 0.0020029724757918864
Position 12592: 0.0019863281472639474
Position 9798: 0.0019808894174249444
Position 9766: 0.0019410048154233786
Position 10997: 0.0019328143871515707
Position 11038: 0.0017909404694251493
Position 10673: 0.0017452027154226182
Position 4453: 0.0017277744299417181
Position 1589: 0.0016251964390174307
Position 10829: 0.0015745122528944009
Position 10633: 0.0015453798952267206
Position 10191: 0.0015304390391965735
Position 10303: 0.0015147012517812224
Position 6440: 0.0014052532387776662
Position 5836: 0.0013194502428208455
Position 5145: 0.0012803603106404408
Position 1592: 0.0012271606995381988
Position 1312: 0.0012113489022216551
Position 1074: 0.0012105846008800794
Position 3625: 0.0011942842747544747
Position 9883: 0.0011237341211874723
Position 4063: 0.0010072429146101957
Position 230: 0.0009774197490237154
Position 5377: 0.0008978254912272116
Position 509: 0.0008554433239043158
Position 1601: 0.0007835184776907989
Position 1512: 0.0007446767107309361
Position 1625: 0.0006610942158818983
Position 1141: 0.000659365786587226
Position 3370: 0.000649376116927925
Position 9718: 0.000618533006671928
Position 1826: 0.0005999182428034611
Position 119: 0.0005727251890296174
Position 205: 0.00048656168897031547
Position 2058: 0.0004429588126084456
Position 10964: 0.00044089424935410653
Position 1758: 0.000429069656337816
Position 2024: 0.00041325314089341785
Position 10756: 0.0004081233411517498
Position 10630: 0.0003881666418208481
Position 1393: 0.0003706033677432436
Position 2230: 0.00036931624497648345
Position 1639: 0.0003666163795857225
Position 4405: 0.0002516186078243589
Position 1336: 0.00022219505160904187
Position 2249: 0.00019628870380893323
Position 1551: 0.0001887170528838593
Position 4100: 0.00016898558009400503
Position 5093: 0.0001648557726550864
Position 2840: 0.00016299408632787344
Position 2823: 0.00016133765826248996
Position 2636: 0.00015863840007616903
Position 962: 0.00013088248166191806
Position 2629: 0.00012806488075485617
Position 1547: 0.00011363223319877466
Position 1200: 0.00011075077504475713
Position 2671: 0.00010864281780363684
Position 560: 0.00010783937494397716
Position 2939: 0.000105757334649276
Position 566: 9.526638837532851e-05
Position 1339: 9.504284993244573e-05
Position 2816: 8.615813699501572e-05
Position 893: 7.951558040762172e-05
Position 2715: 7.684188901505727e-05
Position 1084: 7.493779211983917e-05
Position 3996: 7.346486093866281e-05
Position 2233: 7.199977195472685e-05
Position 984: 7.138263217361433e-05
Position 6721: 7.08320549425304e-05
Position 636: 6.805778502133535e-05
Position 1250: 6.420776566501304e-05
Position 1762: 6.340296662163027e-05
Position 428: 6.030307131972585e-05
Position 783: 5.2457528153124326e-05
Position 974: 4.3841560875824445e-05
Position 208: 4.2370726490108295e-05
Position 449: 4.182170586824619e-05
Position 2645: 4.1798457820411595e-05
Position 3519: 4.0936114758255066e-05
Position 1317: 3.7353381845719127e-05
Position 753: 3.6913009659317336e-05
Position 512: 3.408329890688965e-05
Position 6702: 3.123484488477313e-05
Position 603: 2.8367506224286412e-05
Position 2214: 2.7508852793699452e-05
Position 852: 2.6621208461890326e-05
Position 3074: 2.593242876531855e-05
Position 2040: 2.403328717445131e-05
Position 2091: 2.2506472008095496e-05
Position 1016: 2.132073864732221e-05
Position 1738: 2.1045285710968562e-05
Position 2099: 2.085120458539871e-05
Position 522: 2.0598685737818432e-05
Position 5807: 2.0471843863614576e-05
Position 1356: 1.8405430847969366e-05
Position 732: 1.6087158112433194e-05
Position 419: 1.5837404702531765e-05
Position 901: 1.4694005360813273e-05
Position 725: 1.454182797532858e-05
Position 1779: 1.3909687408052084e-05
Position 913: 1.2507430636177643e-05
Position 1442: 1.1947733732480819e-05
Position 1323: 1.0138724382427795e-05
Position 1088: 1.0066458302397985e-05
Position 2683: 9.7279612430617e-06
Position 977: 9.681448774888086e-06
Position 1351: 8.964855780976334e-06
Position 1020: 8.399948598137637e-06
Position 586: 8.368280464792602e-06
Position 1204: 8.284230629877359e-06
Position 1440: 8.269400635907425e-06
Position 947: 6.238336426982936e-06
Position 1398: 6.16946377244109e-06
Position 1492: 5.410066717703963e-06
Position 1514: 4.832862219137828e-06
Position 516: 4.454327571501442e-06
Position 2174: 4.276497403053035e-06
Position 177: 4.099973950880265e-06
Position 285: 4.092576546932716e-06
Position 93: 4.036470621888361e-06
Position 871: 3.98447604849023e-06
Position 1360: 3.3326936342676585e-06
Position 1241: 3.3289586948292267e-06
Position 613: 3.253584575067046e-06
Position 1000: 3.1587164020104633e-06
Position 124: 3.083223413002897e-06
Position 1656: 2.915100596556715e-06
Position 761: 2.80057658233645e-06
Position 1711: 2.6799465016442545e-06
Position 1228: 2.451142942048221e-06
Position 958: 2.3559089983320445e-06
Position 1789: 2.344834652913576e-06
Position 1230: 2.2595860423129697e-06
Position 2469: 2.1960632974183455e-06
Position 141: 1.5539817473071016e-06
Position 242: 1.234247238600338e-06
Position 575: 1.1766979073018517e-06
Position 1258: 9.027762063471211e-07
Position 155: 8.962060377720342e-07
Position 582: 8.208492193536535e-07
Position 607: 8.081723012025574e-07
Position 778: 4.158481277320032e-07
Position 741: 3.520448566097492e-07
Position 158: 2.878701055002675e-07
Position 152: 2.633666772236244e-07
Position 325: 1.9288061325149363e-07
Position 349: 1.342198430775127e-07
Position 1671: 9.937466403302658e-08
Position 618: 5.171261707226109e-08
Position 134: 4.516017984311766e-08
Position 340: 4.2001009943098064e-08
Position 738: 3.3483283536214714e-08
Position 104: 3.327932188906311e-08
Position 315: 2.538004301050166e-08
Position 1372: 2.4739250189138594e-08
Position 1408: 2.0541296342688206e-08
Position 1405: 1.8622370488720572e-08
Position 172: 1.552239889609128e-08
Position 128: 1.4131690364626264e-08
Position 170: 1.260387745439361e-08
Position 787: 1.2350957244381137e-08
Position 131: 1.0157133200220742e-08
Position 1604: 7.710612033292919e-09
Position 145: 1.896230972393298e-09
Position 244: 1.5492501921570906e-09
Position 802: 1.3127825442054194e-09
Position 351: 9.88429246052355e-10
Position 247: 7.236033940191061e-10
Position 289: 4.813571151415887e-10
Position 797: 1.6202400596527674e-10
Position 296: 6.403627594139217e-11
Position 304: 3.589625877396679e-11
Position 309: 3.1957708575447684e-11
Position 72: 7.194543863455744e-12
Position 75: 4.369637000319731e-12
Position 252: 1.4409842765247102e-13
Position 78: 1.066227166872674e-13
