Gene = Ick
Position 644: 2.0968587330545166e-08
Position 1405: 2.025160832094524e-08
Position 327: 1.6367371421233567e-08
Position 827: 1.5749774123982204e-08
Position 790: 9.405084428828622e-09
Position 452: 7.1820454525808215e-09
Position 49: 2.108492484808859e-09
Position 1204: 1.0961121522646978e-09
Position 1202: 1.0179347736170292e-09
Position 1115: 4.5823898522121006e-10
Position 1121: 4.65149789285234e-12
Position 794: 2.7514226648705707e-12
Position 1147: 2.6608501113820153e-12
Position 1136: 2.488207932009335e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 17979: 0.9094804643253214
Position 22280: 0.8801344352920827
Position 23786: 0.3057119906476993
Position 23039: 0.22956740804213088
Position 5601: 0.018107113862679408
Position 10792: 0.017318684690431834
Position 18816: 0.016630609144283232
Position 11640: 0.013199507218235458
Position 5075: 0.013189006697894474
Position 15911: 0.009138602428676607
Position 4959: 0.009043858476552808
Position 16993: 0.007066527418399739
Position 8162: 0.006680170535215082
Position 3781: 0.005272118498698924
Position 4954: 0.004755120155606468
Position 7256: 0.004458544034386761
Position 9080: 0.004147583625284035
Position 13085: 0.003592873807154646
Position 7775: 0.003268016954848915
Position 3229: 0.0026743922637309974
Position 13970: 0.0026549224691050396
Position 8358: 0.0024773687745568624
Position 341: 0.0021813905167772894
Position 2546: 0.0021731524114702925
Position 10453: 0.002034592113014433
Position 5032: 0.002026800050475977
Position 1069: 0.002018266117104719
Position 8258: 0.0019879069886380375
Position 1603: 0.001896138335953334
Position 6240: 0.0016722712542125303
Position 2269: 0.0016665223720918943
Position 12903: 0.001570928753775179
Position 10086: 0.001227342972458445
Position 677: 0.0011973975063359463
Position 3806: 0.0011760959513106113
Position 9757: 0.0009862200624683607
Position 5155: 0.0009454813952227053
Position 11750: 0.0008748917928083933
Position 1769: 0.0008233234821450045
Position 9140: 0.0008206308110169893
Position 6465: 0.0008171293303271026
Position 8749: 0.0008124338017989049
Position 4915: 0.0007453658054060173
Position 4700: 0.0007252034073721265
Position 7688: 0.0007180665869511974
Position 3099: 0.0006809599442813553
Position 708: 0.0005148331904361828
Position 2587: 0.0005028057172919732
Position 3967: 0.0005023317061745065
Position 7847: 0.0004952347556670707
Position 2171: 0.0004905961208688595
Position 12937: 0.0004892125951850183
Position 1013: 0.00048744316616543547
Position 12886: 0.00047634195073199023
Position 8983: 0.0004669736919672305
Position 12573: 0.000439532209553026
Position 10712: 0.00041334815447307416
Position 4988: 0.00031330770269437873
Position 1746: 0.00031059178081036735
Position 1293: 0.00030939466504329723
Position 1050: 0.0002874667346304754
Position 2614: 0.00027696748605757855
Position 2689: 0.00027142049195142494
Position 11449: 0.00024000612308944008
Position 8047: 0.0002383474758402312
Position 2347: 0.00023643141676710705
Position 258: 0.0002281986177758356
Position 441: 0.0002261679299616884
Position 1016: 0.00021825298972574282
Position 472: 0.00018776354406580434
Position 3380: 0.00017437397330134923
Position 4662: 0.00016853256534834013
Position 894: 0.00016803773200960918
Position 2070: 0.00016483711746050932
Position 979: 0.00015058021882088037
Position 2013: 0.00014709004689918235
Position 3840: 0.00013777720802031048
Position 3882: 0.00012598126357689756
Position 938: 0.00012489865281509093
Position 3986: 0.00012083996374146018
Position 3461: 0.00012082579726360904
Position 2425: 0.0001184988004421007
Position 542: 0.00011363453741140478
Position 7608: 0.00010414140635830912
Position 10252: 0.00010211460145450953
Position 4886: 0.00010031014914886113
Position 2604: 9.770336972718882e-05
Position 7909: 9.420101202933578e-05
Position 3815: 8.493445795675171e-05
Position 501: 7.761551440840478e-05
Position 2801: 7.569492302632455e-05
Position 1079: 7.515689539590377e-05
Position 2447: 7.395520750239316e-05
Position 2873: 6.553563712391938e-05
Position 7556: 6.131294801563691e-05
Position 241: 5.541565504573155e-05
Position 813: 5.502128464953741e-05
Position 6098: 5.490100708037917e-05
Position 5625: 5.473227935698202e-05
Position 818: 5.351105493517321e-05
Position 219: 5.0452948766393084e-05
Position 8466: 5.042939018469534e-05
Position 6262: 5.0324538956965436e-05
Position 1685: 5.000090485558964e-05
Position 2490: 4.8315656289054285e-05
Position 1667: 4.649888153048083e-05
Position 1809: 4.066378483147943e-05
Position 8576: 3.985611111094589e-05
Position 5339: 3.711893270649661e-05
Position 4056: 3.659580690745919e-05
Position 4012: 3.649025846210011e-05
Position 1556: 3.4867944506121545e-05
Position 582: 3.388994680754988e-05
Position 6417: 3.339196656682218e-05
Position 2108: 3.2109180810937444e-05
Position 881: 3.1924489904758174e-05
Position 649: 3.112358565554441e-05
Position 5674: 3.0891328671363454e-05
Position 295: 2.740125634554581e-05
Position 2199: 2.734213006975738e-05
Position 7985: 2.6193637672751958e-05
Position 7363: 2.5867153152756236e-05
Position 5636: 2.222203092709983e-05
Position 1649: 2.169107495110836e-05
Position 7295: 2.163368308995614e-05
Position 3115: 1.979675546853728e-05
Position 3250: 1.8832310039438596e-05
Position 3191: 1.7182230155310147e-05
Position 6939: 1.695185559115576e-05
Position 5575: 1.6086129276948404e-05
Position 1500: 1.5778394739026185e-05
Position 4412: 1.5255329829534989e-05
Position 679: 1.5022214323281048e-05
Position 778: 1.4918283203295438e-05
Position 3350: 1.4607835257032576e-05
Position 3059: 1.3562562428694143e-05
Position 5921: 1.1922640468291993e-05
Position 1628: 1.1123873738368662e-05
Position 725: 1.0665385439149102e-05
Position 1570: 1.0259539591733928e-05
Position 620: 9.902985161208382e-06
Position 1721: 9.478583919539631e-06
Position 4374: 9.157911472255604e-06
Position 3176: 8.642511514564864e-06
Position 917: 8.607787788135238e-06
Position 839: 8.085441180001516e-06
Position 4535: 7.5313456571952006e-06
Position 951: 7.24345222904792e-06
Position 2849: 6.9287745759629564e-06
Position 4860: 6.881505407971571e-06
Position 469: 6.194152292580677e-06
Position 348: 5.6799381508173946e-06
Position 3135: 4.9927092028375595e-06
Position 2051: 4.860131427525085e-06
Position 631: 4.406323785543722e-06
Position 2201: 3.7824675854135755e-06
Position 1612: 3.3319966644656803e-06
Position 3608: 3.0148291890258474e-06
Position 1990: 3.0003900806224736e-06
Position 307: 1.944427214721218e-06
Position 2654: 1.6185617311881695e-06
Position 1417: 1.0114963827709478e-06
Position 2370: 1.0078833663690753e-06
Position 2927: 9.6408171410408e-07
Position 1873: 9.529386358580455e-07
Position 1389: 7.42450566518828e-07
Position 836: 6.815113534178997e-07
Position 3158: 5.978807019574694e-07
Position 1350: 5.705754665669859e-07
Position 940: 3.112593827345994e-07
Position 4544: 2.912816072516651e-07
Position 956: 2.875845739533921e-07
Position 834: 2.7683385370750536e-07
Position 2548: 2.2710487431466598e-07
Position 2504: 2.2263232678538676e-07
Position 652: 1.2992302418951973e-07
Position 731: 1.0733346221194206e-07
Position 854: 9.426180213924624e-08
Position 847: 8.50746861759822e-08
Position 1104: 5.7195101751137865e-08
Position 774: 5.440814543004463e-08
Position 1091: 5.200527694077521e-08
Position 735: 4.540067210822681e-08
Position 351: 1.823196143330559e-08
Position 1506: 1.8222705761043204e-08
Position 555: 1.6224836355133514e-08
Position 782: 1.2133508088854871e-08
Position 584: 9.157137418444504e-09
Position 141: 2.282430479916311e-09
Position 356: 1.458092266727561e-09
Position 552: 1.4382380449092625e-09
Position 566: 4.787887021871906e-10
Position 413: 7.298355541263873e-11
Position 160: 6.744187897235035e-11
Position 145: 2.1827457379178413e-11
Position 168: 8.211968333411174e-12
