Gene = Parm1
Position 636: 2.205064562621542e-06
Position 1218: 1.9053347187425859e-06
Position 2297: 1.8395587065401318e-06
Position 699: 1.7289973445464487e-06
Position 653: 1.6644555899790225e-06
Position 942: 1.5236325004474511e-06
Position 1240: 1.477704366713771e-06
Position 706: 1.2102058402701013e-06
Position 633: 6.508639964086589e-07
Position 490: 5.619151621386562e-07
Position 499: 1.446938756589875e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 342: 0.32195240449277096
Position 8603: 0.28927982656948353
Position 15004: 0.12453543280848484
Position 6391: 0.10045898405527327
Position 3947: 0.08310858986961553
Position 2545: 0.06523622992905567
Position 6006: 0.06514610539471313
Position 11986: 0.05676045657586587
Position 10162: 0.05625348277723239
Position 1061: 0.04825461178036072
Position 4767: 0.04503000666314617
Position 3702: 0.03594910545312922
Position 8922: 0.03462014906253625
Position 574: 0.03322686088389313
Position 3766: 0.024328827944576876
Position 7776: 0.02382907879844348
Position 4632: 0.02284062516293292
Position 7993: 0.021216404828134094
Position 6047: 0.020546121477650375
Position 11254: 0.01825669671053638
Position 10344: 0.017072284696648544
Position 4151: 0.013187226759283868
Position 848: 0.012420735623827074
Position 6619: 0.012235785472356368
Position 5397: 0.011273313788744832
Position 7508: 0.009955860458605026
Position 6519: 0.009782435938981333
Position 3139: 0.009342285882512381
Position 2230: 0.00914607609698187
Position 2421: 0.008938567978806888
Position 5756: 0.008460466754411766
Position 10425: 0.008434306681820755
Position 361: 0.007878832940751902
Position 2720: 0.0073127566856673164
Position 5130: 0.006468514476293873
Position 6202: 0.006448318565283255
Position 6766: 0.006066918587934893
Position 8395: 0.005647424533337485
Position 10752: 0.004776784012518123
Position 2070: 0.004571831874254557
Position 3706: 0.004474599742528885
Position 5412: 0.004279617309316205
Position 3638: 0.004119023066080873
Position 4854: 0.0040535098508361735
Position 7023: 0.003961417304120254
Position 8529: 0.0038047374186783427
Position 1547: 0.0033663570279217807
Position 2128: 0.003355083259962186
Position 2012: 0.0031827211874143595
Position 2916: 0.0031764696622291265
Position 1389: 0.0026732319090038556
Position 8432: 0.002654455023331566
Position 2664: 0.002489492285029275
Position 8205: 0.0024624248342787437
Position 7270: 0.002188755926523938
Position 3654: 0.0018535254924623894
Position 6840: 0.0016701516587185527
Position 3797: 0.0016369116979536625
Position 2025: 0.0015501186170077711
Position 3588: 0.0011674965670619788
Position 1873: 0.0011494754912177588
Position 4484: 0.0010960469463020884
Position 3150: 0.001011923503242106
Position 4117: 0.0009367895913809933
Position 2636: 0.0008693235008822692
Position 3177: 0.0008656576893774808
Position 5715: 0.0008042084217040429
Position 275: 0.0005460111879438186
Position 5339: 0.0005333365147679951
Position 2424: 0.0005183491222298834
Position 934: 0.0005101111001241455
Position 927: 0.0005091490445395314
Position 3615: 0.0005037097045921089
Position 6817: 0.0004923900397323421
Position 2893: 0.0004923534787566429
Position 5478: 0.000491591504947287
Position 5207: 0.00047682425398560754
Position 699: 0.00044680375225056534
Position 265: 0.00044365528081254606
Position 3842: 0.000424767103225053
Position 4702: 0.00040771304057654893
Position 2778: 0.00038781506058447294
Position 2092: 0.00037816330575831146
Position 3974: 0.00029715629836179043
Position 1095: 0.0002782498663292316
Position 1688: 0.00027181902175427305
Position 4510: 0.0002450963996720358
Position 365: 0.00023350413652900652
Position 2729: 0.00022109569223227637
Position 1275: 0.00022080760527850568
Position 499: 0.00020957258228498476
Position 895: 0.00019890256602888
Position 5161: 0.00018133882056111758
Position 1600: 0.0001804000591812776
Position 4923: 0.00018031204070083362
Position 2360: 0.0001644919664913868
Position 2076: 0.00015613806768592815
Position 724: 0.00014802520584753447
Position 1415: 0.00012718847128293507
Position 2327: 0.0001176462228271404
Position 195: 0.00011618406414188887
Position 2297: 0.00011354162427662931
Position 1440: 0.00011289550092374254
Position 1521: 9.60944614998747e-05
Position 4073: 9.594593585625041e-05
Position 1118: 5.696482773497604e-05
Position 626: 4.707204941694143e-05
Position 2846: 4.166938565320563e-05
Position 676: 3.706445794246756e-05
Position 2400: 3.558191272987019e-05
Position 143: 3.443390748835505e-05
Position 293: 2.3988915786325616e-05
Position 798: 2.046961154343733e-05
Position 854: 1.9423374607677828e-05
Position 475: 1.6363773747599093e-05
Position 482: 1.5318577845327897e-05
Position 758: 1.2623674483402773e-05
Position 93: 1.2554154566547155e-05
Position 3039: 1.0736837541213335e-05
Position 881: 1.0360097146651604e-05
Position 813: 9.565227323267077e-06
Position 1519: 9.061629778457715e-06
Position 311: 6.695552823004807e-06
Position 598: 4.413740751445258e-06
Position 367: 4.019047953342532e-06
Position 605: 3.512381651978893e-06
Position 815: 2.9129370534809853e-06
Position 391: 2.6944526613712693e-06
Position 2677: 2.4913289379930195e-06
Position 875: 1.6659378356378284e-06
Position 451: 1.2808034297760147e-06
Position 731: 1.1409451127546806e-06
Position 586: 1.0950485438552002e-06
Position 682: 1.0497577241041972e-06
Position 664: 9.99335909571617e-07
Position 287: 9.407257410239484e-07
Position 619: 9.178805261929236e-07
Position 250: 9.15596010416376e-07
Position 1004: 9.126080007506906e-07
Position 102: 8.468368393576163e-07
Position 900: 5.824420816311555e-07
Position 233: 5.658830219537977e-07
Position 386: 4.669054126369971e-07
Position 907: 3.1805687476447166e-07
Position 459: 3.158319083385596e-07
Position 726: 2.781077877651076e-07
Position 244: 2.694874976972063e-07
Position 621: 2.6163356289442714e-07
Position 986: 2.2255335628777732e-07
Position 409: 2.073102529806121e-07
Position 748: 1.9083747266271706e-07
Position 887: 1.4325865504341522e-07
Position 950: 1.2943635153290599e-07
Position 1472: 8.450638744819064e-08
Position 295: 7.291076963190477e-08
Position 382: 6.188622610079858e-08
Position 152: 4.731474714017824e-08
Position 431: 4.440209268990711e-08
Position 216: 4.0404881542249e-08
Position 1100: 3.3493579571867713e-08
Position 443: 2.486255517741899e-08
Position 424: 2.3669336174216744e-08
Position 508: 2.3628306771667724e-08
Position 211: 1.8249149434188217e-08
Position 213: 1.0261512666554154e-08
Position 411: 7.2948007533721055e-09
Position 1158: 5.4728861708636736e-09
Position 76: 3.3845115984486083e-09
Position 512: 1.883278128479061e-09
