Gene = Cd2bp2
Position 16: 0.0004873596258377667
Position 755: 0.0004812572441773144
Position 238: 0.00047282519285789476
Position 306: 0.0004569890382699113
Position 577: 0.00045317841273343997
Position 110: 0.0004051192167487234
Position 2778: 0.0003688821728072612
Position 996: 0.0003681014651629179
Position 1355: 0.0003524064799222092
Position 273: 0.00035220570908266966
Position 867: 0.00031644216601608337
Position 2983: 0.00030657829423675004
Position 3841: 0.00023949360608013827
Position 3016: 0.00022915180072342648
Position 130: 0.00019842433761422179
Position 433: 0.00019739729444638165
Position 987: 0.0001690214595858009
Position 1123: 0.000154322291556766
Position 1093: 0.00015312033989692557
Position 730: 0.0001428574969790018
Position 1132: 0.00013348169226253293
Position 465: 0.00013061279180771337
Position 5: 0.00012878395518615342
Position 623: 0.0001236902141690028
Position 1324: 0.00011981235070658205
Position 243: 0.00010993943882005434
Position 533: 9.78946323442825e-05
Position 971: 9.214956389042506e-05
Position 937: 9.029805300812277e-05
Position 4009: 8.682246462569594e-05
Position 771: 5.223505783822825e-05
Position 163: 4.9126806849696346e-05
Position 909: 4.87516812574364e-05
Position 1955: 4.740559124042968e-05
Position 64: 4.432435643566222e-05
Position 625: 4.101601415760915e-05
Position 2005: 3.885157277138919e-05
Position 398: 3.818093692337959e-05
Position 1817: 3.663929142514716e-05
Position 1134: 3.4420701464946844e-05
Position 487: 3.2649463805592516e-05
Position 736: 3.14171263396182e-05
Position 590: 2.569452506601526e-05
Position 2086: 2.5168674161145407e-05
Position 408: 2.1597387628813244e-05
Position 666: 2.132224358618562e-05
Position 2072: 1.8912975201147396e-05
Position 1972: 1.817579793147939e-05
Position 1752: 1.5144058085172207e-05
Position 323: 1.3829038167145623e-05
Position 785: 1.2166358463457971e-05
Position 1860: 1.1022410019084212e-05
Position 2291: 8.126063933607711e-06
Position 1617: 6.537551336044122e-06
Position 2138: 5.221400434963035e-06
Position 1640: 5.072594131001985e-06
Position 1688: 4.36921908510299e-06
Position 270: 4.317483692633354e-06
Position 1005: 3.7563281748093597e-06
Position 2765: 3.0625004522491893e-06
Position 1739: 3.0013215354303896e-06
Position 2729: 2.991763535910725e-06
Position 1086: 2.9824131580806783e-06
Position 2754: 2.8365148333299657e-06
Position 126: 2.7293574113822734e-06
Position 2314: 2.5351148124718635e-06
Position 2625: 2.218914183035766e-06
Position 2967: 1.9093706604101323e-06
Position 870: 1.9073443575783406e-06
Position 2738: 1.4678577723571365e-06
Position 3011: 1.3721219239294744e-06
Position 1318: 1.349683377925704e-06
Position 1911: 1.183234233394041e-06
Position 2608: 1.045278662200313e-06
Position 1690: 1.0002924141229043e-06
Position 1638: 9.88883107051851e-07
Position 1802: 9.589644629372857e-07
Position 94: 8.208639385965141e-07
Position 2370: 5.312145623744525e-07
Position 2498: 2.48732766673966e-07
Position 3026: 1.994694133995986e-07
Position 2520: 1.1233336111984932e-07
Position 2815: 1.0834333271709989e-07
Position 2550: 8.957773448130212e-08
Position 2480: 3.52279907396028e-08
Position 2485: 6.1570869563502945e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2069: 0.9879698683951655
Position 841: 0.8836180683396468
Position 1160: 0.715341935898295
Position 1358: 0.6983892661946386
Position 1878: 0.47117378838297436
Position 2917: 0.3565066329747184
Position 532: 0.3561108650923288
Position 1884: 0.2464965245240076
Position 2592: 0.2063231820396165
Position 1098: 0.1936389815221197
Position 1880: 0.19229560886936076
Position 1700: 0.11793041883001108
Position 538: 0.07620158170376656
Position 3092: 0.07084699440708851
Position 4191: 0.07008994699237335
Position 2369: 0.05518262659199982
Position 1646: 0.05304938417851904
Position 3996: 0.05210447382316741
Position 1580: 0.049523799547903244
Position 863: 0.03349443100310942
Position 866: 0.03257465144305339
Position 321: 0.030324556023776473
Position 372: 0.02615647475828809
Position 2617: 0.024610776084021502
Position 4321: 0.022453817333096118
Position 2550: 0.021558903557742815
Position 2305: 0.020702740760871547
Position 1510: 0.01900958368300225
Position 2501: 0.018604439049183474
Position 3668: 0.017512673906906178
Position 1068: 0.014532355716773908
Position 588: 0.01243464631060091
Position 1123: 0.012258870163001548
Position 2698: 0.011965681850165498
Position 3940: 0.01129733939575422
Position 3763: 0.010250012434038277
Position 453: 0.008330085146045978
Position 3968: 0.008184815544684653
Position 776: 0.008183521000407706
Position 3798: 0.00807461880698542
Position 1792: 0.007269576736381237
Position 3796: 0.007106732087340817
Position 1972: 0.006942921158969847
Position 1679: 0.006621839675805035
Position 2346: 0.0065855901336374445
Position 1886: 0.006190560563642959
Position 3833: 0.005713787222910704
Position 555: 0.005007848399475462
Position 3001: 0.004877152683096285
Position 544: 0.004670425338414378
Position 890: 0.004421899495009102
Position 4283: 0.004348980632574237
Position 2259: 0.004341994452908912
Position 1394: 0.0033709713007173464
Position 2285: 0.0033398233937042675
Position 3642: 0.0028573017059546507
Position 4095: 0.002574106672029375
Position 2461: 0.0025158660932582213
Position 1860: 0.0024811062267748206
Position 4069: 0.0024031859064269122
Position 3840: 0.0023765824837077214
Position 3487: 0.0022002097387292126
Position 2803: 0.0021522610491930645
Position 1587: 0.0020652090125074605
Position 2436: 0.0019968534656046267
Position 3202: 0.0018558953783849774
Position 639: 0.0018152442042436113
Position 909: 0.0017934198279573926
Position 1214: 0.001780529587463366
Position 2628: 0.0015947736249818858
Position 2894: 0.0014607074265262682
Position 3409: 0.0014569442863558869
Position 804: 0.0014565232266366855
Position 181: 0.0012762342558198193
Position 2457: 0.0012379153937423166
Position 3217: 0.0012224337602843858
Position 570: 0.0012080880093264016
Position 3791: 0.0011682031606608093
Position 2729: 0.0011581772512652942
Position 1363: 0.0011252488426552088
Position 1605: 0.0010482603242595186
Position 2327: 0.001010404106015167
Position 1103: 0.0009345897061318061
Position 408: 0.0008773323878076812
Position 1896: 0.0008731815585577862
Position 1893: 0.0008699256053735017
Position 3336: 0.000840107528871104
Position 1533: 0.000821705452119566
Position 636: 0.000816160421572027
Position 3095: 0.0007904233339048
Position 2926: 0.0007890535055334546
Position 2234: 0.0007856721768749996
Position 139: 0.0007588452075962832
Position 3176: 0.000729820021442599
Position 1979: 0.0007088918150496317
Position 603: 0.0005890603373978579
Position 2263: 0.0005866741272091108
Position 1166: 0.0005102738050576337
Position 1127: 0.00046916901498745997
Position 1164: 0.0004573954341516772
Position 1952: 0.0004572361476192115
Position 3222: 0.0004511804230773884
Position 2563: 0.0004419242440447289
Position 1388: 0.0004180287350421426
Position 577: 0.0004115155795131787
Position 895: 0.0003836167305659147
Position 1530: 0.0003693502031182541
Position 764: 0.00036561714529553325
Position 154: 0.0003564745534194909
Position 126: 0.00034202557551507286
Position 2392: 0.0003263309474636124
Position 2138: 0.00031425442568947236
Position 340: 0.0003127148131483609
Position 2463: 0.0003046919382021757
Position 1416: 0.00029580412281269246
Position 2117: 0.0002553981387328551
Position 1401: 0.00025516894214935073
Position 671: 0.00025163368192176685
Position 4187: 0.00024028132247691107
Position 426: 0.00023873941459952002
Position 2842: 0.00022940988219939638
Position 3442: 0.0002158857070835084
Position 1654: 0.0001930894087147577
Position 417: 0.00019003204046475736
Position 2748: 0.00018548515074186868
Position 1539: 0.0001844817100390508
Position 905: 0.00017945789549952867
Position 1922: 0.00017537165724501786
Position 2246: 0.00017472669934266274
Position 1890: 0.00016996818071313385
Position 1827: 0.00016922538385402675
Position 4255: 0.00015647727284981555
Position 572: 0.0001551690509863502
Position 2732: 0.00013068373390993785
Position 2394: 0.00013008094686685055
Position 598: 0.00012789486775837352
Position 2085: 0.00012689453394600558
Position 2240: 0.00011535929531778876
Position 1370: 0.00011516580960368783
Position 3104: 0.00010957580247802021
Position 965: 0.00010021962050766813
Position 713: 6.936413015350812e-05
Position 3248: 6.760247988907843e-05
Position 1486: 6.649566840657722e-05
Position 1172: 6.585214728616579e-05
Position 2777: 6.539693178278333e-05
Position 4233: 6.449288126949506e-05
Position 879: 6.129876020961188e-05
Position 2023: 5.6814632063228635e-05
Position 1755: 5.250072713841759e-05
Position 1494: 5.2380854689475576e-05
Position 1420: 5.191053531945452e-05
Position 1748: 4.731754032082017e-05
Position 4024: 4.7230282841165216e-05
Position 2168: 4.602077928912715e-05
Position 1527: 4.4139147799617806e-05
Position 1549: 4.370039160284346e-05
Position 1758: 3.5024712377246137e-05
Position 1223: 3.472462953663508e-05
Position 613: 3.298217219949155e-05
Position 265: 3.099735445255948e-05
Position 623: 3.0394836922351582e-05
Position 3245: 3.013813984747945e-05
Position 2333: 2.7403946591747388e-05
Position 652: 2.627101775406265e-05
Position 185: 2.1410319501201073e-05
Position 678: 2.0897968128715467e-05
Position 644: 1.590869541731306e-05
Position 2210: 1.567208559573814e-05
Position 1490: 1.5579882829514866e-05
Position 151: 1.4111467802235447e-05
Position 71: 1.1983631669772975e-05
Position 2329: 1.1165319857547853e-05
Position 1412: 1.0240086012504057e-05
Position 1110: 1.0188425888061142e-05
Position 3497: 9.545617043436417e-06
Position 3887: 8.97450213541132e-06
Position 1409: 8.621243749155372e-06
Position 942: 7.791031380514508e-06
Position 967: 6.837427017404617e-06
Position 680: 6.012181262721405e-06
Position 935: 5.9427754260504125e-06
Position 3423: 5.458266092087084e-06
Position 3279: 4.962590894629599e-06
Position 691: 4.9180333434586375e-06
Position 1107: 4.856125428775087e-06
Position 1488: 4.142979162288333e-06
Position 281: 4.08389633988998e-06
Position 1449: 3.911266764631789e-06
Position 1138: 3.901287574988015e-06
Position 785: 3.0301230533750248e-06
Position 2038: 2.7288725098131325e-06
Position 688: 2.3760414308089837e-06
Position 917: 2.2429482582580643e-06
Position 191: 1.8833744600520194e-06
Position 3675: 1.7981509238708055e-06
Position 1267: 1.7228737834652076e-06
Position 2768: 1.4681508612047517e-06
Position 2273: 1.1721711536572949e-06
Position 974: 1.0471821366860278e-06
Position 931: 1.0394803079639012e-06
Position 730: 1.028333703708469e-06
Position 708: 9.82636876751543e-07
Position 694: 8.012522111584938e-07
Position 726: 6.607228205999084e-07
Position 251: 5.005392579155334e-07
Position 2236: 4.331208904668543e-07
Position 234: 3.799930357122e-07
Position 2080: 2.9691682833136736e-07
Position 270: 2.8249008245141e-07
Position 1985: 2.704691460096755e-07
Position 2153: 2.2000141676686886e-07
Position 218: 2.1414371582147578e-07
Position 1234: 1.5170768320352316e-07
Position 2378: 1.2460534259755495e-07
Position 2190: 6.936117190056661e-08
Position 90: 2.9024655000901378e-08
Position 1176: 2.212749833757407e-08
Position 232: 9.919057454091032e-09
Position 243: 1.2717555426151513e-09
Position 76: 1.2514876936682206e-09
Position 1230: 7.026715240351109e-10
