Gene = 3110040N11Rik
Position 1566: 0.0001116777591029427
Position 1059: 0.00011085462255805741
Position 428: 0.000106338317591964
Position 2611: 9.902361276476696e-05
Position 1917: 9.435316738534606e-05
Position 2261: 9.345206738905664e-05
Position 1121: 9.123550168912174e-05
Position 384: 9.014167698781455e-05
Position 3057: 8.950040367498242e-05
Position 492: 8.819737898991804e-05
Position 798: 8.438427565194196e-05
Position 1748: 8.025918205862956e-05
Position 527: 7.946632940541735e-05
Position 679: 7.928383308220718e-05
Position 1707: 7.668134490490006e-05
Position 903: 7.362376305253577e-05
Position 705: 6.538737738917643e-05
Position 805: 6.342583037832949e-05
Position 2912: 5.772199712011724e-05
Position 3918: 4.7397789626079624e-05
Position 23: 4.6314151405468516e-05
Position 86: 4.102539361429563e-05
Position 81: 4.0846973493719726e-05
Position 2755: 4.077477822076506e-05
Position 555: 3.767184108848852e-05
Position 1241: 3.448428590070659e-05
Position 530: 3.2682294790608214e-05
Position 3382: 3.158675416525815e-05
Position 3406: 3.0401532558946923e-05
Position 1689: 3.0084532992034414e-05
Position 1033: 2.7004677373322758e-05
Position 3000: 2.5907344403481816e-05
Position 669: 2.4729766483964345e-05
Position 3387: 2.3816292719694062e-05
Position 1704: 2.2021282227421746e-05
Position 57: 2.1724376608652464e-05
Position 829: 1.5981542305228012e-05
Position 753: 1.3251453560149713e-05
Position 83: 1.1890720567031774e-05
Position 145: 1.1549242878544703e-05
Position 3623: 1.1344033857121088e-05
Position 866: 9.202479464686322e-06
Position 3390: 8.892551364734184e-06
Position 461: 8.034655942608841e-06
Position 558: 7.819184944322414e-06
Position 128: 7.3004658586820405e-06
Position 301: 7.284950451719098e-06
Position 421: 7.04990533134494e-06
Position 140: 7.043569108381381e-06
Position 763: 5.614685103648665e-06
Position 515: 4.8962794690331656e-06
Position 552: 3.210434686930413e-06
Position 844: 2.469355062884576e-06
Position 6479: 2.4252722751253298e-06
Position 4269: 1.633309965651114e-06
Position 4851: 1.6078725273653728e-06
Position 1115: 1.2523591342338172e-06
Position 3346: 9.885611066093065e-07
Position 4175: 9.580536111881857e-07
Position 1555: 7.584116466286461e-07
Position 3670: 7.579990637319585e-07
Position 1553: 4.420076499746408e-07
Position 3653: 3.6027030620478004e-07
Position 888: 3.1725284278891134e-07
Position 2718: 1.944400365099385e-07
Position 1206: 1.5910434114413228e-07
Position 1409: 5.799161920390443e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3273: 0.9248946921162462
Position 901: 0.8427255672367772
Position 6339: 0.6300340911610113
Position 6662: 0.19448466180325272
Position 7148: 0.18374062708353925
Position 5131: 0.08874486328876366
Position 947: 0.07409449323983265
Position 3309: 0.06700805495543244
Position 2479: 0.06446821812152242
Position 6592: 0.04035906091780647
Position 6896: 0.03971368550113714
Position 4156: 0.03725699645832435
Position 5753: 0.03207228666897681
Position 4127: 0.0314995491325233
Position 7242: 0.028974476754612743
Position 4054: 0.028902156514653027
Position 5997: 0.026982227110331
Position 6855: 0.025281635408695952
Position 6935: 0.024110838896791564
Position 2026: 0.020877068793733508
Position 6391: 0.020343727642884273
Position 4018: 0.016564747432149304
Position 1834: 0.016440713434803387
Position 4079: 0.014915337077041995
Position 5256: 0.01399530497731589
Position 2610: 0.01356892552143575
Position 3772: 0.012723923456580577
Position 7102: 0.012462341529903958
Position 3979: 0.011496142369413579
Position 3507: 0.011219046346863389
Position 4809: 0.010980732236871465
Position 986: 0.009924428117985811
Position 2349: 0.009869282066642813
Position 3084: 0.009865638489843507
Position 2298: 0.009777990477872001
Position 6921: 0.00961816967339894
Position 6360: 0.008364601420097354
Position 6903: 0.007724080542180667
Position 2520: 0.0073595871711732005
Position 1613: 0.006047898291594699
Position 4513: 0.005899593115795386
Position 5299: 0.00587558042009453
Position 2398: 0.0054800061885063745
Position 3999: 0.005047925326001111
Position 5354: 0.004474090574429089
Position 6850: 0.0038317786651229507
Position 4620: 0.0036932319889140903
Position 4793: 0.0033680765159528185
Position 2386: 0.0033450370251442607
Position 956: 0.0032508765287104146
Position 2904: 0.002961276745563594
Position 6041: 0.0027818096145849707
Position 1150: 0.0027602601699393946
Position 6214: 0.002728457079126277
Position 2358: 0.002696051324021195
Position 7208: 0.002693608285353457
Position 3961: 0.0025693551367943755
Position 4410: 0.0025415140983213063
Position 2763: 0.0024957377201144516
Position 6089: 0.002401344374717022
Position 4138: 0.0023644310581141686
Position 226: 0.002236665810374568
Position 7264: 0.0021931360585742236
Position 2868: 0.0021158495201407494
Position 7125: 0.0020658747305757337
Position 4759: 0.001934984840963324
Position 1637: 0.0018486351363284765
Position 443: 0.0018191853505953384
Position 2882: 0.0017192304923016957
Position 2372: 0.0017189112348095946
Position 7062: 0.0016770168634080412
Position 5101: 0.0016754405430403176
Position 4327: 0.0016522540900068268
Position 5683: 0.0016368956245412412
Position 3521: 0.001632603517144842
Position 6706: 0.001278877038708851
Position 645: 0.0012721144725318873
Position 971: 0.0012441848544888206
Position 651: 0.001202422871967408
Position 7281: 0.001202093889439816
Position 3190: 0.0011488669814120956
Position 2594: 0.0011224511072097415
Position 2826: 0.0010416722604218531
Position 7189: 0.0010101733475520898
Position 5062: 0.0010042818851936379
Position 4510: 0.0008798845230317083
Position 2876: 0.0008756724989635498
Position 6300: 0.000867971168090428
Position 599: 0.0008599060378430846
Position 6530: 0.0008148569705538198
Position 6600: 0.0008034245082067744
Position 725: 0.0007995206881527793
Position 2079: 0.0007966352967535795
Position 1106: 0.0007799847552776782
Position 5326: 0.0007772998390988276
Position 2979: 0.0007376519486200151
Position 5082: 0.0007333734824423564
Position 5546: 0.000728907895820216
Position 2315: 0.0006905528462229504
Position 3913: 0.0006088801768978626
Position 4253: 0.0006026085056365294
Position 2823: 0.0005842326751735887
Position 6929: 0.0005790384659185817
Position 6396: 0.0005682282192914507
Position 1177: 0.000557050910351544
Position 1660: 0.0005437549076141889
Position 3563: 0.0005409949199491263
Position 1488: 0.0005389797073812847
Position 2402: 0.0004966547725049874
Position 552: 0.0004961055023501742
Position 3481: 0.0004882470096918998
Position 6012: 0.00048597036103846075
Position 6956: 0.00048418186609029473
Position 2072: 0.0004801579052517579
Position 3362: 0.00047263577083207504
Position 4342: 0.00046713305758579616
Position 6623: 0.0004566496265249339
Position 3130: 0.000451754423794396
Position 1011: 0.0004417554875001802
Position 1586: 0.0004279865842106358
Position 1858: 0.00042448609634075505
Position 534: 0.0004211514902454644
Position 3329: 0.0004147906647893362
Position 7245: 0.0004095274368195792
Position 6393: 0.0003917806430779698
Position 6970: 0.00039014699345160116
Position 3117: 0.0003886739049266528
Position 4638: 0.0003829268877679246
Position 7274: 0.0003827559337440701
Position 1276: 0.00037111461142151983
Position 3527: 0.00036394771856370424
Position 6200: 0.00035022308977596356
Position 2364: 0.0003424688394284529
Position 2646: 0.00033469820781032095
Position 6562: 0.000325802417588795
Position 3194: 0.0002992049765458423
Position 1878: 0.0002947844141249001
Position 3917: 0.00029449218001425154
Position 6306: 0.00029254666987304356
Position 776: 0.0002877518878309597
Position 527: 0.00028261929434565176
Position 4661: 0.000279205307730885
Position 6173: 0.0002684957769486649
Position 617: 0.0002600940348492288
Position 926: 0.0002537314144503376
Position 4189: 0.0002488898906224669
Position 3981: 0.00024387140482752732
Position 3523: 0.00024243821655163758
Position 5190: 0.00023863731473115052
Position 2032: 0.00021986450834301426
Position 6859: 0.00020287664593528345
Position 6221: 0.0002024166468157457
Position 818: 0.00020046260776343487
Position 4702: 0.00019478570824583185
Position 2125: 0.00019403243847125623
Position 5993: 0.0001921869235168806
Position 340: 0.00018912388863039675
Position 593: 0.00018820331845889737
Position 920: 0.0001868295867306462
Position 932: 0.00018447063435632723
Position 2058: 0.00017704631397969032
Position 5017: 0.0001762063791467851
Position 731: 0.00017280192541485446
Position 7290: 0.000171423617987816
Position 5368: 0.00016980067452107065
Position 6254: 0.00016700949047335746
Position 4466: 0.00016435583239441634
Position 3474: 0.0001621188504442942
Position 3327: 0.00016049887506686545
Position 2006: 0.00016002617549155804
Position 866: 0.00014503488033904677
Position 3106: 0.00014075609363626526
Position 3150: 0.00012285133057449
Position 6170: 0.00012274413525664474
Position 2331: 0.0001223092745723937
Position 2800: 0.00011612375198005282
Position 6369: 0.00011526733538966845
Position 6978: 0.00011296580258078562
Position 3323: 0.00011076931878477298
Position 4656: 0.0001104244873112732
Position 3546: 0.0001095854309134328
Position 6103: 0.00010885858865687931
Position 5773: 0.00010869105261186695
Position 5586: 0.00010865258250512718
Position 2109: 0.00010807318647656874
Position 4377: 0.00010579581326372005
Position 6046: 0.0001035680860554054
Position 512: 9.845874957163471e-05
Position 3774: 9.304691123898283e-05
Position 3287: 9.064610148486288e-05
Position 322: 9.034101354760308e-05
Position 1447: 8.94330858437175e-05
Position 3233: 8.849949631617857e-05
Position 708: 8.75485675746349e-05
Position 665: 8.392626015359979e-05
Position 4837: 8.086349790031938e-05
Position 2424: 7.989130960198539e-05
Position 254: 7.974796051982133e-05
Position 4424: 7.972127428454605e-05
Position 5141: 7.841538805317964e-05
Position 5558: 7.75107688564014e-05
Position 3280: 7.628664298730331e-05
Position 1229: 7.59453608553695e-05
Position 4532: 7.52542802757881e-05
Position 2086: 7.414413795776533e-05
Position 3228: 7.375613857757577e-05
Position 4813: 7.35101702550355e-05
Position 928: 7.2479413640777e-05
Position 1153: 6.997335214524957e-05
Position 1868: 6.456075792317103e-05
Position 5708: 6.28830608211956e-05
Position 4194: 6.268306012966669e-05
Position 2251: 6.23938736841487e-05
Position 679: 6.14536118569196e-05
Position 1972: 5.792421773033069e-05
Position 5173: 5.544951045852612e-05
Position 1900: 5.2489297759138924e-05
Position 2245: 5.0208905828858005e-05
Position 1887: 4.642575094688919e-05
Position 4430: 4.628806671956145e-05
Position 824: 4.541997064864651e-05
Position 2652: 4.5414055137451987e-05
Position 185: 4.53999753222762e-05
Position 3862: 4.462611614638559e-05
Position 2916: 4.402496032584549e-05
Position 1015: 4.385064183696097e-05
Position 5212: 3.982636404506016e-05
Position 3551: 3.8533745687426e-05
Position 3779: 3.831652286758594e-05
Position 1685: 3.8298875636280435e-05
Position 2909: 3.72685276950539e-05
Position 4842: 3.6304189964188284e-05
Position 1967: 3.3527467455175865e-05
Position 4449: 3.3366352212453314e-05
Position 2043: 3.306033616913668e-05
Position 2088: 3.1424398652626605e-05
Position 4366: 3.121695606775245e-05
Position 4097: 3.116293126893155e-05
Position 1663: 2.9521553344340604e-05
Position 686: 2.7211060385509107e-05
Position 2892: 2.4801732221170597e-05
Position 4215: 2.2992416431422338e-05
Position 4309: 2.2607162498785257e-05
Position 3791: 2.196705667386556e-05
Position 727: 2.1438465806888375e-05
Position 123: 2.0290676028810253e-05
Position 3457: 1.9068328933925746e-05
Position 150: 1.4651659429997e-05
Position 1385: 1.2816988284931528e-05
Position 805: 1.1529654446938723e-05
Position 392: 1.1358132482099264e-05
Position 457: 1.1293679311361777e-05
Position 1187: 1.1252760095485444e-05
Position 119: 9.083520673884334e-06
Position 453: 7.979365802919525e-06
Position 135: 6.8058225962851294e-06
Position 662: 6.546048301860105e-06
Position 690: 6.345014550017775e-06
Position 152: 6.020593482271997e-06
Position 265: 5.525815425548015e-06
Position 3237: 4.224276003845722e-06
Position 191: 4.146864525804836e-06
Position 3376: 3.947648981507164e-06
Position 128: 2.4933948436159917e-06
Position 233: 2.4318292293129026e-06
Position 208: 2.2843847353400163e-06
Position 3575: 2.2160143104765717e-06
Position 1673: 2.1931437014707464e-06
Position 102: 1.9390596144990744e-06
Position 1890: 1.4126515991939696e-06
Position 200: 1.3375417770842895e-06
Position 1028: 1.3029662822396268e-06
Position 1994: 1.2498219693443537e-06
Position 790: 1.2373255863235385e-06
Position 1969: 1.1338171909676487e-06
Position 1510: 1.1285806251397098e-06
Position 697: 9.932349759352902e-07
Position 3148: 9.880894528738424e-07
Position 106: 9.846864518991606e-07
Position 3608: 8.459271243893345e-07
Position 3808: 8.206591187791669e-07
Position 3169: 7.973114572909374e-07
Position 3611: 7.633753177486087e-07
Position 695: 6.950586566152088e-07
Position 3781: 6.783687698998788e-07
Position 3814: 6.644944326760206e-07
Position 1727: 5.993583310030488e-07
Position 3438: 5.748745440413038e-07
Position 274: 5.002610781421487e-07
Position 787: 3.2632806549597745e-07
Position 829: 3.115584824931283e-07
Position 705: 2.72693435424924e-07
Position 3865: 2.547557761815748e-07
Position 3636: 2.3500650288588508e-07
Position 3540: 2.2777880793501982e-07
Position 2664: 1.8746922003840484e-07
Position 1449: 1.777475086580107e-07
Position 1414: 1.547786667098444e-07
Position 1665: 9.100473792005698e-08
Position 3565: 8.9017819501682e-08
Position 1589: 8.635581369110063e-08
Position 1189: 3.954285399773058e-08
Position 3517: 1.8175764261942925e-08
Position 2996: 1.1417521051298446e-08
Position 1430: 9.944823832881904e-09
Position 1071: 9.092619998964446e-09
Position 1419: 6.044828341022757e-09
Position 1200: 4.916486634977335e-09
Position 271: 4.424193691578843e-10
Position 1068: 1.9988281302594649e-10
