Gene = Urad
Position 11: 3.1818508050261316e-07
Position 1047: 2.8715210920916653e-07
Position 1386: 2.6296865884093307e-07
Position 1388: 2.0039517497400598e-07
Position 846: 1.8518487625735992e-07
Position 1275: 1.825269866584942e-07
Position 1390: 1.787555303124032e-07
Position 9: 8.093373820184764e-08
Position 1392: 5.588370060367071e-08
Position 812: 3.195819865658611e-08
Position 202: 3.105139807322126e-08
Position 367: 1.0645273814217816e-09
Position 2409: 5.592405972633364e-10
Position 419: 3.7027793369854733e-11
Position 397: 3.134671138562373e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6974: 0.667392341805449
Position 2171: 0.5224289184940887
Position 3129: 0.15314689025433081
Position 6169: 0.13477457677373908
Position 6604: 0.1104944019229232
Position 3152: 0.07769388353378148
Position 7166: 0.06673519141612479
Position 6811: 0.054714838816318494
Position 5917: 0.04641856384206284
Position 4571: 0.039401957304646025
Position 1517: 0.03822902025462933
Position 4841: 0.03127594305093776
Position 6936: 0.022092379463816415
Position 213: 0.02038471339932698
Position 2964: 0.01992404555760012
Position 6600: 0.01634873624006504
Position 1732: 0.01588170892292951
Position 2156: 0.015246031536969726
Position 5234: 0.014961309601101676
Position 7030: 0.012112944614115127
Position 6500: 0.011655167992753396
Position 1850: 0.011245835476813758
Position 4335: 0.01085999360374851
Position 3311: 0.010254466700528484
Position 2128: 0.009040073531297389
Position 5941: 0.008971507717414926
Position 3924: 0.008046550627772313
Position 1860: 0.007946687487174194
Position 419: 0.007795594860385568
Position 2482: 0.007354581121801236
Position 4280: 0.006295683933195852
Position 1937: 0.00620268710406679
Position 4213: 0.00613194490480779
Position 6739: 0.005728804643380204
Position 1832: 0.004748821054545917
Position 6849: 0.00459039579868894
Position 1769: 0.004368506984799716
Position 235: 0.003857537301867864
Position 1907: 0.003724866946409308
Position 3591: 0.003086478886858492
Position 3008: 0.0029160774794904794
Position 1879: 0.002895293591331394
Position 6621: 0.002628544631370156
Position 1997: 0.002602283373899526
Position 715: 0.0025259244406140836
Position 3352: 0.0024120289912853794
Position 3214: 0.0023395184050499524
Position 4882: 0.00225931884176494
Position 3832: 0.002248916011319964
Position 751: 0.002121670436431684
Position 4141: 0.0018402616905990553
Position 1964: 0.0017271050182869386
Position 1943: 0.0016064666730444736
Position 4104: 0.001599321159571459
Position 1522: 0.0015431607233366566
Position 1240: 0.001422769469705292
Position 367: 0.001408810037551826
Position 5052: 0.0013782982616219676
Position 5312: 0.0013243492155889278
Position 2532: 0.001290635376584303
Position 6149: 0.0012676488298002271
Position 5291: 0.0012392526456699493
Position 4846: 0.0012149335163156706
Position 7320: 0.0011882462660339163
Position 5237: 0.0011517999311992818
Position 770: 0.0010962313669046458
Position 3862: 0.0010662263502604031
Position 7289: 0.0010103485237319871
Position 429: 0.0008892649910738375
Position 6979: 0.0008624299306719124
Position 5670: 0.0008283917091560873
Position 6050: 0.0007805508275533948
Position 2203: 0.0007470916126816117
Position 1959: 0.0006966411603035692
Position 2419: 0.0006929990016228975
Position 4258: 0.0006821577037752987
Position 1076: 0.000678027218342032
Position 1486: 0.0006724684465877319
Position 2349: 0.0006266354392440426
Position 2633: 0.0005785302775821957
Position 1195: 0.0005730549259733024
Position 7010: 0.0005463353193024092
Position 2636: 0.0005446319892542782
Position 2324: 0.0005199972657285415
Position 5885: 0.0005165647678703944
Position 4843: 0.0004603943490240053
Position 7199: 0.0004485906713294687
Position 2979: 0.0004448013452072287
Position 5843: 0.00038153635660366524
Position 1947: 0.0003642409123079752
Position 6546: 0.00032669718191953134
Position 676: 0.00032649959643697295
Position 375: 0.00032211310275215787
Position 667: 0.0002914969417591618
Position 1744: 0.0002464544911662006
Position 1639: 0.00023152104604697826
Position 2407: 0.00021178226869207503
Position 7212: 0.00019567167193193744
Position 1985: 0.0001930746406169054
Position 2009: 0.00018508512764067468
Position 2960: 0.00017705283867527782
Position 903: 0.0001707144741724375
Position 606: 0.00016805014433854295
Position 2748: 0.00015270684269844223
Position 5243: 0.0001319832570711897
Position 241: 0.00011114217679791485
Position 3060: 0.0001066522140903284
Position 1720: 0.00010365047590843691
Position 609: 9.644029742113026e-05
Position 388: 8.647409556694008e-05
Position 1003: 8.606131764054504e-05
Position 391: 7.495290293416686e-05
Position 731: 7.320501005206147e-05
Position 1266: 7.263432399835455e-05
Position 2263: 6.291796868265943e-05
Position 992: 6.254375305579039e-05
Position 2424: 6.086424323924965e-05
Position 1449: 5.4452436517027995e-05
Position 486: 5.247238332621602e-05
Position 2604: 5.209864474460866e-05
Position 1866: 5.169486331956329e-05
Position 4545: 5.0950582544931915e-05
Position 501: 5.0243130661110945e-05
Position 1738: 4.8908903893714705e-05
Position 3613: 4.849451588151082e-05
Position 4497: 4.696158924343516e-05
Position 822: 4.381721228706476e-05
Position 2066: 4.069691265756763e-05
Position 3901: 3.980907278348711e-05
Position 1771: 3.101421088503144e-05
Position 278: 3.092223005997957e-05
Position 2363: 2.9455114306915165e-05
Position 3828: 2.793188274074288e-05
Position 520: 2.6698014129739107e-05
Position 1037: 2.4883752403778135e-05
Position 495: 2.3056971617750585e-05
Position 2561: 2.1792676555004908e-05
Position 2045: 2.026389241753108e-05
Position 1715: 2.0250512863622045e-05
Position 1252: 2.0214215497401512e-05
Position 1666: 2.012545742685493e-05
Position 736: 1.9339721842267887e-05
Position 4167: 1.9031437641343776e-05
Position 1968: 1.7742355089622566e-05
Position 1686: 1.6852771417894685e-05
Position 354: 1.6384527826248737e-05
Position 463: 1.6311133357231267e-05
Position 648: 1.6148858147161064e-05
Position 1047: 1.5886827984219852e-05
Position 1692: 1.4815129962619408e-05
Position 812: 1.4740678587611923e-05
Position 874: 1.411973799036384e-05
Position 1110: 1.3086286299109931e-05
Position 2297: 1.292260025181508e-05
Position 644: 1.2181186087155619e-05
Position 865: 1.1707931301984686e-05
Position 1749: 1.1644831119203262e-05
Position 3030: 1.0490462013985784e-05
Position 283: 1.0316933960994554e-05
Position 3013: 9.993613477016678e-06
Position 1696: 9.905867873667127e-06
Position 344: 9.80491525668473e-06
Position 855: 8.050288221861353e-06
Position 615: 7.878020749688082e-06
Position 525: 7.508227167941034e-06
Position 1022: 7.328495032037585e-06
Position 1753: 7.096779111810874e-06
Position 3278: 7.0182101373885076e-06
Position 759: 6.857242028665825e-06
Position 1537: 6.696333795230655e-06
Position 584: 5.755623374801008e-06
Position 547: 5.755549940451715e-06
Position 514: 4.97042596266742e-06
Position 535: 4.675334903272507e-06
Position 678: 4.170099467847371e-06
Position 497: 3.3154742186727967e-06
Position 680: 3.142344872285141e-06
Position 653: 2.9944092028920513e-06
Position 772: 2.8549650967941525e-06
Position 100: 2.6083697624465444e-06
Position 3904: 2.391059981968049e-06
Position 1017: 2.3698523826113543e-06
Position 541: 2.3648365234208426e-06
Position 981: 2.3032145852048427e-06
Position 591: 2.203592568399617e-06
Position 690: 2.1273732325801177e-06
Position 556: 2.0474372200069537e-06
Position 3779: 1.2443282662813203e-06
Position 1217: 3.6413295719678465e-07
Position 1528: 3.040655852300532e-07
Position 1524: 2.9727076220554946e-07
Position 793: 1.9248739062877803e-07
Position 810: 1.8782007067392478e-07
Position 2210: 1.804072910160853e-07
Position 774: 1.7537804913656311e-07
Position 697: 1.5143248678129617e-07
Position 573: 1.1712828535718222e-07
Position 481: 1.0966333855722412e-07
Position 72: 7.568319445990397e-08
Position 1143: 7.220759299971561e-08
Position 123: 5.4322786790468326e-08
Position 777: 5.3056465432982015e-08
Position 400: 4.7904522994409425e-08
Position 646: 4.6837825380627066e-08
Position 440: 4.44437875246308e-08
Position 567: 4.2502793998984785e-08
Position 1024: 4.224226714038624e-08
Position 95: 3.681884550505452e-08
Position 1006: 3.338695445333263e-08
Position 467: 7.191643041700958e-09
Position 491: 5.130430336096022e-09
Position 1027: 1.5858460852387354e-09
Position 397: 1.4401408689316076e-09
Position 76: 1.4063261375850648e-09
Position 106: 1.2672294739740212e-09
Position 81: 9.716095087596387e-10
Position 537: 9.513981166013028e-10
Position 177: 8.322313935679043e-10
Position 882: 6.941256380226233e-10
Position 1101: 6.753885806791932e-10
Position 657: 4.844089800668975e-10
Position 145: 4.5144336728738796e-10
Position 836: 9.180081254496285e-11
Position 845: 8.625922329113814e-11
Position 311: 1.58065742889478e-11
Position 834: 1.2529328376895698e-11
Position 843: 1.1286145779339751e-11
Position 288: 2.61167508778663e-12
Position 295: 2.1870627308720055e-13
