Gene = Glrp1
Position 564: 0.0002037292707714386
Position 2143: 0.00020108734629133658
Position 3680: 0.00019512536091434714
Position 5055: 0.00018257722462508487
Position 578: 0.00016895446402132705
Position 674: 0.00016540924987530823
Position 5847: 0.00013073772134861546
Position 5614: 0.0001305989362848034
Position 1749: 0.00011288622965200876
Position 4497: 0.00010122178551642736
Position 5021: 9.113873779772281e-05
Position 310: 8.142943178020042e-05
Position 959: 7.853275142880582e-05
Position 4364: 6.878019596574049e-05
Position 595: 6.474742096383646e-05
Position 919: 6.238751413430745e-05
Position 5362: 5.4885474150084484e-05
Position 466: 5.031590914034767e-05
Position 1121: 4.896416659889651e-05
Position 1377: 4.740450832827394e-05
Position 2444: 4.705144227759155e-05
Position 5138: 4.5742838994433495e-05
Position 2067: 4.3814238456435625e-05
Position 2114: 3.6841997734477226e-05
Position 1936: 3.1686602617552004e-05
Position 832: 2.9818738860047744e-05
Position 3768: 2.6774202592721253e-05
Position 566: 2.4877004825853725e-05
Position 3856: 2.424556704012853e-05
Position 3651: 2.3468131964146387e-05
Position 223: 2.2653811173357795e-05
Position 962: 2.1924097088103103e-05
Position 2657: 2.0001583038980777e-05
Position 2310: 1.8824258813361792e-05
Position 256: 1.8674886522553688e-05
Position 145: 1.824200882819035e-05
Position 1032: 1.7614380925644727e-05
Position 2431: 1.6552969405926107e-05
Position 204: 1.2818038946622076e-05
Position 1266: 1.2701865156208165e-05
Position 845: 1.2143042391512891e-05
Position 2188: 8.808575440687875e-06
Position 1002: 8.635831151938193e-06
Position 968: 7.0313540877617555e-06
Position 1128: 6.035830476119729e-06
Position 907: 5.673431925330255e-06
Position 4136: 5.659116646502623e-06
Position 591: 5.56808959513245e-06
Position 996: 5.55569952109695e-06
Position 852: 5.547273311001085e-06
Position 2754: 5.507990452495758e-06
Position 598: 5.249521007638618e-06
Position 588: 3.062537298771062e-06
Position 569: 2.7158958631668143e-06
Position 610: 2.6527719898220257e-06
Position 989: 2.3668097991455732e-06
Position 975: 2.157796334423358e-06
Position 1631: 1.8810099421425486e-06
Position 184: 1.5477083741910221e-06
Position 1047: 1.4426380622467584e-06
Position 127: 6.772241866591434e-07
Position 272: 4.329717305699634e-07
Position 387: 2.380177999186584e-07
Position 289: 2.0805724620130012e-07
Position 817: 1.862367243836923e-07
Position 411: 1.1186590369322844e-07
Position 232: 1.006910971410923e-07
Position 593: 8.626047391193441e-08
Position 239: 7.772473088041825e-08
Position 241: 7.20570427140161e-08
Position 603: 6.423140433401504e-08
Position 86: 4.892043987130763e-08
Position 3000: 4.774638215026459e-08
Position 3120: 4.7470055901247716e-08
Position 394: 4.039327798894427e-08
Position 653: 3.730819763696068e-08
Position 275: 3.2696809068452266e-08
Position 315: 1.527728398485098e-08
Position 657: 1.2271586918568204e-08
Position 235: 6.761446018346469e-09
Position 244: 5.961047291767357e-09
Position 1624: 7.383147496550121e-10
Position 1542: 2.683761916622463e-10
Position 708: 1.947158207126781e-11
Position 757: 1.4505952482663474e-11
Position 1018: 1.7489855649494203e-15
