Gene = Gar1
Position 1943: 1.617067373546944e-06
Position 1953: 1.4365989360442605e-06
Position 230: 1.290663822425922e-06
Position 113: 9.492022177724186e-07
Position 369: 6.765702654447753e-07
Position 175: 5.441692961007259e-07
Position 795: 2.470536201932967e-07
Position 806: 2.1472548055272323e-07
Position 809: 7.39960194026133e-08
Position 1361: 2.0498000141009068e-08
Position 5855: 3.0496581814365287e-09
Position 6026: 2.870271389250256e-09
Position 6030: 2.726709025730265e-09
Position 598: 1.8044476715933996e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5779: 0.9453203962906763
Position 1904: 0.7109618575442181
Position 4421: 0.6466414933527556
Position 6186: 0.4148900672913627
Position 542: 0.2760967333148233
Position 4457: 0.24190898395804272
Position 4813: 0.20721469606650444
Position 3136: 0.19464331883101832
Position 175: 0.14614047426587085
Position 5925: 0.08147598651815702
Position 1451: 0.062418514387750576
Position 3070: 0.048543686183783234
Position 4896: 0.03532280215218325
Position 3518: 0.033947701220556986
Position 5303: 0.03219677338632804
Position 6001: 0.0316605705912638
Position 573: 0.028323335818956494
Position 4243: 0.026886400534659703
Position 4168: 0.025538402337905334
Position 4745: 0.023426673472613915
Position 1417: 0.021482927850391718
Position 2159: 0.017584187509191426
Position 3104: 0.01689544426131614
Position 5711: 0.015324751983153754
Position 6123: 0.015254351383816466
Position 5958: 0.014983513551171907
Position 3044: 0.014809462822565742
Position 4877: 0.01440940818677792
Position 4737: 0.013715094031583792
Position 5261: 0.013512389214240517
Position 1934: 0.010938854302950865
Position 6282: 0.010749766169401202
Position 2431: 0.0101341516009258
Position 2390: 0.009492950748806782
Position 1232: 0.009251900033642227
Position 1910: 0.008229750032627148
Position 5500: 0.00807645982443411
Position 631: 0.007463657560380075
Position 679: 0.006338373767197725
Position 2003: 0.005936038758091762
Position 3568: 0.005907875145708385
Position 4774: 0.0053233459245918754
Position 2123: 0.005169457195655128
Position 880: 0.005010127633106452
Position 4707: 0.00496906659915439
Position 2357: 0.004460210526044411
Position 3084: 0.004223731007404278
Position 549: 0.004216095737829609
Position 712: 0.004200257703796522
Position 4205: 0.0041105481039358195
Position 3318: 0.003783172453564138
Position 2441: 0.0037182819599469296
Position 2937: 0.003657038945343517
Position 4488: 0.003529533288477359
Position 1963: 0.0032811616030997957
Position 1543: 0.003131993391179955
Position 522: 0.002607634723049932
Position 5352: 0.0025831226427093907
Position 2976: 0.0025104387414952114
Position 1715: 0.002466567225841599
Position 567: 0.002445958992551437
Position 6093: 0.002295435712692084
Position 5929: 0.002179183579895124
Position 4431: 0.0018670764498656411
Position 4994: 0.0017327282759852167
Position 5789: 0.0015800988504118805
Position 1559: 0.0015760063770681595
Position 6190: 0.001464095016730577
Position 110: 0.001463075563501215
Position 1670: 0.0014588520312208478
Position 3532: 0.0014208692048907835
Position 609: 0.0013339472518602564
Position 1780: 0.001332690588849874
Position 519: 0.0013166727266815707
Position 1455: 0.0013073570580652482
Position 6279: 0.001279710604485565
Position 1272: 0.0012189642208242425
Position 5660: 0.0011872584498098474
Position 1972: 0.001182623516381236
Position 706: 0.0011626019769124991
Position 2757: 0.001161236890335568
Position 6215: 0.0011487612762251713
Position 135: 0.0011082507729075718
Position 4710: 0.0010759412678046803
Position 844: 0.0009291730683450049
Position 4910: 0.0009094926101888064
Position 6390: 0.000828867723983968
Position 6200: 0.0008283768141853785
Position 603: 0.0008097928455567599
Position 4988: 0.0007763954053147827
Position 4956: 0.0007092349695363747
Position 159: 0.0007024738587650327
Position 6440: 0.000647014821260307
Position 4256: 0.0006038411704603996
Position 774: 0.0005933050800159845
Position 2205: 0.0005770583949819685
Position 5423: 0.0005232785360540044
Position 6030: 0.0005204723584246362
Position 490: 0.0005142612307811838
Position 6012: 0.0004966566951028485
Position 673: 0.0004882270991163654
Position 2301: 0.00046841983311601463
Position 1805: 0.0004343886789213075
Position 1815: 0.0004101289252991792
Position 3392: 0.00039531060488397045
Position 922: 0.00037649757846545435
Position 895: 0.00032284880305641985
Position 6305: 0.0003044370650150932
Position 660: 0.00029244785806213153
Position 5720: 0.00028547932952869204
Position 1114: 0.0002738727484359267
Position 4118: 0.00025141650322298387
Position 648: 0.0002505695831209398
Position 4212: 0.00024727408528824247
Position 471: 0.00023801579952369896
Position 2943: 0.00023523938544130899
Position 1587: 0.00022065647883116193
Position 6009: 0.0002038925918351184
Position 890: 0.00019772922520907554
Position 6063: 0.00018638436968198657
Position 1605: 0.00017646862585356037
Position 2981: 0.00016880774008959165
Position 6103: 0.00015152647110052532
Position 1575: 0.00015091000338443672
Position 1246: 0.00014919355398487945
Position 6040: 0.00014822995566711862
Position 1874: 0.00014648633644147514
Position 210: 0.00014232220826617472
Position 2446: 0.00014113478850013946
Position 6208: 0.00013361724443977505
Position 1390: 0.00013014543240687956
Position 1744: 0.00012967993860233813
Position 1966: 0.00012533068648584104
Position 475: 0.00011704315846202968
Position 864: 0.00011697116043136001
Position 1556: 0.0001156266040754269
Position 4147: 0.00011189227503861498
Position 5731: 0.00011138127103516435
Position 1503: 0.00010875514606773762
Position 4679: 0.00010391258256436978
Position 4714: 0.00010249275461322035
Position 1596: 9.12125935874326e-05
Position 1510: 8.837222997124699e-05
Position 553: 8.073034540227898e-05
Position 687: 7.854169365484117e-05
Position 433: 7.110052143056857e-05
Position 1134: 6.911990932100882e-05
Position 481: 6.860847143193187e-05
Position 582: 5.5499089089643654e-05
Position 1506: 5.3305329230601974e-05
Position 257: 5.290302876570592e-05
Position 729: 4.817290992413179e-05
Position 207: 4.2291948916594944e-05
Position 857: 3.509475117028231e-05
Position 949: 3.433139259698339e-05
Position 217: 3.300399526935047e-05
Position 6142: 3.063547669839253e-05
Position 726: 2.998687262567996e-05
Position 1158: 2.8900017298535462e-05
Position 1423: 2.4683870648642497e-05
Position 806: 2.2553350354307617e-05
Position 780: 2.1859843831942643e-05
Position 551: 2.170743028212714e-05
Position 6373: 1.7661250602382876e-05
Position 5160: 1.6641714157515997e-05
Position 1756: 1.4118021737934626e-05
Position 1789: 1.2704600220628668e-05
Position 756: 1.097577917511192e-05
Position 1676: 1.0268151942783876e-05
Position 1522: 9.651156227311217e-06
Position 1121: 6.030265546217814e-06
Position 3352: 5.663705682310057e-06
Position 1022: 3.984859612387603e-06
Position 2724: 3.891401876698194e-06
Position 1722: 3.8125959428719535e-06
Position 4723: 3.7706765368483465e-06
Position 1059: 3.191600339425586e-06
Position 1211: 3.1706321505266357e-06
Position 228: 2.862059183946973e-06
Position 1101: 2.2246770186633627e-06
Position 264: 1.561697473367437e-06
Position 789: 1.4859668207039214e-06
Position 385: 1.134168119399259e-06
Position 1913: 1.0751064174799729e-06
Position 427: 9.245697205415261e-07
Position 741: 6.833437770204903e-07
Position 818: 4.560267125400441e-07
Position 956: 3.466032045736625e-07
Position 1499: 3.01812739740264e-07
Position 283: 6.956225936478854e-08
Position 1067: 5.787539973062762e-08
Position 2482: 5.559258631669771e-08
Position 2163: 5.482206165616033e-08
Position 2243: 5.4815060545687216e-08
Position 1039: 5.389497498660827e-08
Position 299: 1.5123893456629912e-08
Position 337: 7.073054588720715e-09
Position 293: 6.390343844270915e-09
Position 359: 5.945078377774571e-09
Position 303: 2.385507395241087e-09
Position 309: 3.5921343940898014e-10
Position 339: 1.4547779043081487e-10
Position 904: 3.224556198708352e-11
Position 936: 2.4610751572908574e-12
