Gene = Colca2
Position 282: 1.4580816126198919e-05
Position 1762: 1.4576492375409075e-05
Position 275: 1.3800711861326735e-05
Position 58: 1.3538505401624675e-05
Position 517: 1.3050548812089165e-05
Position 2219: 9.883572818703019e-06
Position 2823: 8.221779794069616e-06
Position 757: 8.128556579534645e-06
Position 2830: 7.5293765549076785e-06
Position 1601: 6.983322430297032e-06
Position 663: 6.403631261131309e-06
Position 2410: 5.295342605371244e-06
Position 2300: 4.678837093533084e-06
Position 405: 3.696829347212834e-06
Position 1660: 3.3178876327931575e-06
Position 992: 3.169008088512192e-06
Position 438: 2.663969824694466e-06
Position 1274: 2.461568691163667e-06
Position 902: 2.225946279567956e-06
Position 2152: 2.1455608074333836e-06
Position 408: 2.07247698102363e-06
Position 1075: 1.5710557461069852e-06
Position 1149: 1.4800771664727043e-06
Position 892: 1.23497128734583e-06
Position 920: 1.1318582895598305e-06
Position 761: 1.1051430689911687e-06
Position 1265: 1.0360018209588366e-06
Position 289: 9.096179087754763e-07
Position 998: 6.978206336831179e-07
Position 1008: 6.830120645534484e-07
Position 759: 6.806768668028296e-07
Position 1137: 5.802992942172601e-07
Position 1036: 5.625867858026436e-07
Position 908: 4.4284399361905434e-07
Position 1147: 4.2611562363717785e-07
Position 1095: 3.356626865566874e-07
Position 1164: 2.0532475092200485e-07
Position 1214: 1.915664268168836e-07
Position 1197: 1.7551791863932495e-07
Position 1034: 4.6599044670263994e-08
Position 1254: 4.023261140949973e-09
Position 1811: 7.444533897453513e-10
Position 1747: 6.769177533333496e-10
Position 906: 7.789946238207065e-11
Position 1341: 1.9764792994614155e-11
Position 1358: 1.674052358254001e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 878: 0.9630041643853164
Position 6011: 0.6273995701404482
Position 7643: 0.5085251382915769
Position 4633: 0.44302745462199306
Position 7221: 0.24932571196304565
Position 7696: 0.1347015204874245
Position 1664: 0.11457572138183968
Position 4612: 0.10343367703559893
Position 3713: 0.08740714227815945
Position 3737: 0.0815332134559919
Position 295: 0.06193534514380013
Position 5047: 0.055668836939181135
Position 3671: 0.044302493081063654
Position 1349: 0.04259331938164434
Position 3778: 0.036122556356291254
Position 4688: 0.03402315566717887
Position 2194: 0.032324476684838045
Position 2085: 0.032275642883062804
Position 5094: 0.029500035167915564
Position 4571: 0.02762036446701322
Position 4580: 0.025419952492192158
Position 7731: 0.019932656585775557
Position 7283: 0.01868159462156229
Position 7823: 0.017601739672528916
Position 3599: 0.0173520946042135
Position 4664: 0.01667776314790053
Position 4503: 0.015949809367258188
Position 4994: 0.015309805244637854
Position 6051: 0.014915276975057035
Position 3899: 0.014375351732717766
Position 4109: 0.014255759249433791
Position 4186: 0.012863826061161075
Position 6095: 0.011971207118573067
Position 2123: 0.011207259536677311
Position 2152: 0.01091795350175944
Position 4139: 0.009851388838711901
Position 3351: 0.009282493187076605
Position 2718: 0.00920402807802624
Position 3591: 0.009039679451299973
Position 6178: 0.008614159619927253
Position 6200: 0.007863584575413926
Position 540: 0.007172184999608485
Position 771: 0.007146051152373465
Position 840: 0.007091376698256811
Position 1493: 0.007054120830473841
Position 3318: 0.006881696843199361
Position 889: 0.006701439147464997
Position 7010: 0.006423043694248835
Position 3834: 0.006236393826882772
Position 7672: 0.006161511128840349
Position 4312: 0.005809077133235665
Position 4415: 0.005385880696486533
Position 5481: 0.004671473127293793
Position 1110: 0.0044103628382642385
Position 7774: 0.004182174652579487
Position 2234: 0.0036481304542805644
Position 7650: 0.0036224223020357316
Position 798: 0.0033163554209173695
Position 1606: 0.0032345442105704107
Position 6139: 0.0032077613491081052
Position 663: 0.0028146915745406796
Position 4539: 0.002499837942129335
Position 1429: 0.002494634210030467
Position 6978: 0.0023453553201769916
Position 1511: 0.0022071078558616257
Position 7903: 0.002165524346109224
Position 1682: 0.002134917489395394
Position 1624: 0.0020560983918541122
Position 4063: 0.001979750113098563
Position 2692: 0.0018680858247056174
Position 1600: 0.0018426935881559285
Position 3578: 0.0017974790242660241
Position 3710: 0.0017923939232058436
Position 4508: 0.001759050924439294
Position 2135: 0.0017349622517386417
Position 5683: 0.0016232672958266365
Position 5933: 0.0016115341232883001
Position 7842: 0.0015092112016128268
Position 5791: 0.001318583756742889
Position 4916: 0.0012857007695372534
Position 4517: 0.0012826324338779513
Position 6105: 0.001277538707427746
Position 2013: 0.0012484402822423735
Position 626: 0.001006004949157551
Position 1526: 0.000971346978350325
Position 3406: 0.0009587155798432012
Position 3882: 0.0008422277968416014
Position 1928: 0.0008009070796483017
Position 308: 0.00078962874822546
Position 278: 0.0007735617279402757
Position 4891: 0.0007616549721929687
Position 1505: 0.0007398491994477205
Position 424: 0.0007301943786009489
Position 345: 0.0006560681494001996
Position 7884: 0.0006536440360662738
Position 4523: 0.0006353587759880578
Position 7309: 0.0006061230489045618
Position 1550: 0.0005825348080864625
Position 2953: 0.0005791653469457659
Position 6354: 0.0005779281148983563
Position 3810: 0.0005005997421029471
Position 6498: 0.0004240797993659411
Position 3855: 0.000411891522745341
Position 2883: 0.00040090355267014064
Position 1636: 0.0003930013766311871
Position 1587: 0.0003865320453101642
Position 1378: 0.0003758468261968856
Position 4640: 0.00037550051736226915
Position 913: 0.0003552801066426976
Position 3611: 0.0003528000902929426
Position 1321: 0.0003367602254185532
Position 5325: 0.000293610945424737
Position 8248: 0.00027330262829638807
Position 7021: 0.00027070747641396115
Position 1729: 0.0002676501513498349
Position 2056: 0.00026200726191508936
Position 7345: 0.00024386021453141118
Position 3785: 0.00022557630283775082
Position 1628: 0.0002161559761148991
Position 5831: 0.00020459209923732246
Position 500: 0.00019866281986803992
Position 1192: 0.0001966151832356585
Position 3629: 0.0001922584507697702
Position 1544: 0.00018734128425164048
Position 3745: 0.00018727083658949287
Position 1548: 0.00018101078845713796
Position 899: 0.0001792910911267783
Position 2330: 0.0001739195434677595
Position 3472: 0.00017046813525657963
Position 6235: 0.00016907526909255702
Position 330: 0.00016312392501236365
Position 225: 0.00016216073204503899
Position 600: 0.0001609219019468154
Position 7170: 0.00015907174438424472
Position 5176: 0.00014958420634557823
Position 545: 0.00014501473690650078
Position 2093: 0.0001416535408246911
Position 3780: 0.0001325684724764157
Position 2936: 0.00013232339042590368
Position 775: 0.00013082045093860248
Position 610: 0.00012838335566061091
Position 1723: 0.00012785040464683987
Position 4810: 0.00012732835975842033
Position 4357: 0.0001254549485160382
Position 7328: 0.00012437357099512385
Position 348: 0.0001227168623560989
Position 5603: 0.0001163223428580773
Position 460: 0.00011344085842633686
Position 3157: 0.00010991243803787161
Position 5157: 0.00010297156132492205
Position 3605: 8.898524020647128e-05
Position 3374: 8.895335177121886e-05
Position 5582: 7.558140681621527e-05
Position 2402: 7.464270304031087e-05
Position 366: 7.421331175977689e-05
Position 1546: 6.78646188351178e-05
Position 1152: 6.259281891124548e-05
Position 314: 6.200195814460225e-05
Position 486: 4.559539555685041e-05
Position 433: 4.4069865821849784e-05
Position 2516: 4.382250786712885e-05
Position 448: 3.96517327338965e-05
Position 1333: 3.504024948566648e-05
Position 1381: 3.5024596283042286e-05
Position 566: 3.465884235433315e-05
Position 1401: 3.3630614273469555e-05
Position 469: 2.8155254517829217e-05
Position 1876: 2.443001476199364e-05
Position 1225: 2.4236036478504536e-05
Position 2488: 2.2937375700024545e-05
Position 2419: 2.107099318243003e-05
Position 937: 1.8970684564333317e-05
Position 1618: 1.840377146491854e-05
Position 2887: 1.7266820625224604e-05
Position 2300: 1.646987730012706e-05
Position 1263: 1.6121063925277723e-05
Position 4732: 1.5743209836077586e-05
Position 2020: 1.5151885146140224e-05
Position 2725: 1.5045656859499358e-05
Position 3402: 1.5002704260942254e-05
Position 2519: 1.4744954377977908e-05
Position 542: 1.4615037400825932e-05
Position 1008: 1.2850646558544552e-05
Position 578: 1.2331964279481495e-05
Position 244: 1.2238357073887179e-05
Position 2905: 1.1351035820341427e-05
Position 438: 1.1216168020642522e-05
Position 2748: 1.045646944753959e-05
Position 368: 1.0039170151738534e-05
Position 1357: 9.600970265496741e-06
Position 1967: 8.458015896148255e-06
Position 3555: 7.1937094655133555e-06
Position 376: 5.361389905862958e-06
Position 1120: 4.855186181991057e-06
Position 636: 4.575680683635891e-06
Position 1562: 4.556092806320462e-06
Position 512: 4.220395153556246e-06
Position 509: 4.206494306981957e-06
Position 1406: 4.138083204718755e-06
Position 669: 3.913987549252678e-06
Position 177: 3.578645799257813e-06
Position 171: 3.570492846775524e-06
Position 230: 3.231081750493226e-06
Position 1440: 3.1087821793011363e-06
Position 1455: 2.7341659120385095e-06
Position 1462: 2.6232624679424866e-06
Position 186: 2.4529356073272846e-06
Position 250: 2.2400537763635817e-06
Position 942: 2.1506486610290304e-06
Position 173: 2.110948779399245e-06
Position 582: 2.0019187625020414e-06
Position 1942: 1.7030711111548727e-06
Position 808: 1.6660996875647887e-06
Position 1391: 1.4394651267202601e-06
Position 474: 1.4314924818506092e-06
Position 2205: 1.4142668646808068e-06
Position 1040: 1.335361045385583e-06
Position 1229: 1.3066087398843295e-06
Position 1837: 1.0879861386464578e-06
Position 1080: 1.067899683256036e-06
Position 2456: 9.735667454811366e-07
Position 955: 9.525609171543044e-07
Position 926: 8.969204203918933e-07
Position 452: 8.082070616169166e-07
Position 1045: 7.327070907550054e-07
Position 399: 6.428137802085899e-07
Position 1065: 6.009927602169374e-07
Position 255: 5.338672627264347e-07
Position 965: 5.207806455384718e-07
Position 1070: 4.03968182329028e-07
Position 450: 3.9890127372891777e-07
Position 945: 3.2197284630205265e-07
Position 1051: 2.9995319228017094e-07
Position 1796: 1.98080620425984e-07
Position 1761: 1.613150684984625e-07
Position 2212: 1.4891593285251902e-07
Position 2239: 1.459714338933643e-07
Position 550: 1.311111245886658e-07
Position 397: 7.800000979487727e-08
Position 1159: 7.699523570454333e-08
Position 1124: 4.854190804808857e-08
Position 928: 2.1040514220135416e-08
Position 1736: 1.871514185645562e-09
Position 1932: 1.5948708581311384e-09
Position 156: 6.107178085823755e-10
Position 234: 4.759900376669754e-10
Position 189: 3.9497015717724897e-10
Position 1018: 6.22822579279246e-11
Position 135: 4.785500521033588e-11
Position 131: 4.4033878824159456e-11
Position 129: 3.346776486884126e-11
Position 139: 1.1350785479757599e-11
Position 147: 7.477104824187645e-12
Position 124: 3.5188678188581685e-12
Position 151: 2.030224878826226e-12
