Gene = Flacc1
Position 2400: 1.423081149477034e-06
Position 1080: 1.1000552161665788e-06
Position 2176: 1.0825670125701048e-06
Position 1313: 9.959335599300322e-07
Position 2044: 7.728578439731257e-07
Position 1131: 6.659211325548173e-07
Position 1050: 5.853446085956383e-07
Position 993: 5.785742412746115e-07
Position 833: 5.775847361756915e-07
Position 355: 5.623518529882794e-07
Position 165: 5.574238965103013e-07
Position 1230: 5.094281095928933e-07
Position 353: 4.997035253391185e-07
Position 2129: 4.809454581694144e-07
Position 1309: 4.46014089799691e-07
Position 952: 4.287801327858582e-07
Position 1400: 4.006658382748845e-07
Position 2381: 3.528529504533681e-07
Position 1452: 3.052049106096454e-07
Position 1722: 2.9769089799878254e-07
Position 1025: 2.156740674635165e-07
Position 90: 2.106227857535671e-07
Position 804: 2.0590627917533267e-07
Position 734: 1.9799315315552112e-07
Position 1732: 1.8177978357647197e-07
Position 1018: 1.6052226272138978e-07
Position 2467: 1.604721513902171e-07
Position 1043: 1.4671809370225156e-07
Position 1200: 1.3118640973327912e-07
Position 1332: 9.993507362418045e-08
Position 642: 9.015066021222861e-08
Position 1070: 8.608133044079157e-08
Position 1337: 6.935296743461288e-08
Position 1351: 6.234143135778941e-08
Position 997: 5.871796424299279e-08
Position 85: 4.692909748704212e-08
Position 3469: 3.816516377914362e-08
Position 885: 3.59219572467619e-08
Position 1032: 2.8130359176405712e-08
Position 2609: 2.451755762687117e-08
Position 255: 9.444085950700435e-09
Position 241: 8.147891953992002e-09
Position 1030: 4.933767414330169e-09
Position 1724: 3.2683483859230024e-09
Position 806: 3.213617284905194e-09
Position 1728: 3.026339919269199e-09
Position 2178: 2.4401809871469397e-09
Position 437: 2.3578284307987506e-09
Position 1063: 2.0335802889952264e-09
Position 812: 1.915367705865455e-09
Position 426: 1.8144986135614953e-09
Position 1504: 1.2177682018208618e-09
Position 1533: 3.546735628901472e-10
Position 216: 2.0540051185216612e-10
Position 1507: 1.3303808625204923e-10
Position 446: 6.935030063399552e-11
Position 450: 2.1281004704841538e-11
Position 461: 4.343562162742947e-13
