Gene = Pgap2
Position 4396: 3.879701464903849e-09
Position 483: 3.6648412396859618e-09
Position 3519: 3.4377504978415018e-09
Position 113: 3.363492687311017e-09
Position 591: 3.2286045897456715e-09
Position 5161: 3.047508261509592e-09
Position 2768: 2.79649011619465e-09
Position 6488: 2.449491339602858e-09
Position 2267: 2.4321281466997836e-09
Position 115: 2.2143838744302805e-09
Position 596: 1.7996844153282183e-09
Position 279: 1.0531272622875755e-09
Position 122: 1.0343559097402716e-09
Position 4873: 9.931689960045628e-10
Position 94: 8.866079125040118e-10
Position 5076: 8.08494041030363e-10
Position 220: 7.359061498631419e-10
Position 2146: 6.303793442075324e-10
Position 4365: 5.568621381490368e-10
Position 3311: 2.6321538563192764e-10
Position 600: 2.5574491771472686e-10
Position 96: 1.9447802459739204e-10
Position 2567: 1.832963340226118e-10
Position 2309: 1.4001293564124027e-10
Position 968: 7.644957122312363e-11
Position 794: 4.206522870500705e-11
Position 728: 2.5903868409525356e-11
Position 759: 1.8477277829296116e-11
Position 730: 1.649521809833982e-11
Position 733: 4.540333352199734e-12
Position 1931: 2.4750265144707083e-12
Position 1942: 1.436252233624944e-12
Position 2014: 1.0975478961460552e-13
