Gene = Irak1bp1
Position 787: 1.8404830286935097e-05
Position 784: 1.5631651531831826e-05
Position 824: 1.4476102241583533e-05
Position 1456: 1.3819125880487313e-05
Position 230: 1.0362717960043348e-05
Position 1145: 8.28731971082234e-06
Position 1545: 7.46473262196861e-06
Position 790: 6.788167885687321e-06
Position 939: 4.5633143620207635e-06
Position 777: 3.952702756096153e-06
Position 312: 3.881609645324909e-06
Position 1609: 2.4462445063047987e-06
Position 721: 2.171465969911052e-06
Position 744: 2.0393515168455987e-06
Position 1075: 1.6870306679590565e-06
Position 109: 1.5447916575152255e-06
Position 289: 1.3312126037483847e-06
Position 141: 1.1322890190194212e-06
Position 1115: 4.6795788328290473e-07
Position 106: 1.3598929225374565e-07
Position 315: 8.422246561999128e-08
Position 112: 4.908821351758699e-08
Position 86: 2.567464200434431e-08
Position 1241: 8.872594935888335e-09
Position 66: 3.555303049132752e-09
Position 96: 3.113717361713333e-09
