Gene = Ric3
Position 313: 4.97364756417365e-06
Position 69: 3.7824787003350994e-06
Position 7: 3.4108524986937688e-06
Position 410: 3.2939400755323455e-06
Position 251: 3.130076695464674e-06
Position 682: 2.7614798001974143e-06
Position 2351: 2.586584507319284e-06
Position 101: 2.566890827644706e-06
Position 2457: 2.259337746738064e-06
Position 128: 2.0089380139260362e-06
Position 325: 1.7196600874856957e-06
Position 407: 1.4713571340567291e-06
Position 1071: 1.4498383402417922e-06
Position 390: 1.4298538122284226e-06
Position 254: 1.3387698987010374e-06
Position 439: 1.1610921205315271e-06
Position 617: 1.1379858874423184e-06
Position 249: 1.0621078995656767e-06
Position 266: 5.076137820401085e-07
Position 456: 4.944067826302428e-07
Position 471: 3.7443024055918216e-07
Position 573: 2.241660704992959e-07
Position 627: 2.2210226035843444e-07
Position 377: 2.107048268008536e-07
Position 259: 1.9450995286665544e-07
Position 644: 1.8782489082232092e-07
Position 365: 1.5833443352128946e-07
Position 348: 1.0384277638935331e-07
Position 99: 5.0835738997070377e-08
Position 357: 3.1806101733768095e-08
Position 332: 4.094868950881216e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2261: 0.5082044427929595
Position 17360: 0.3368996953761942
Position 4179: 0.17382348639537612
Position 690: 0.1336740945954502
Position 2113: 0.11286729061278224
Position 1507: 0.10505965452817373
Position 844: 0.08926708839527833
Position 5536: 0.07984143573391976
Position 2027: 0.07620826688991979
Position 2081: 0.06923919758115694
Position 2054: 0.056817970922765304
Position 2006: 0.05330078096360522
Position 3903: 0.05160924917969978
Position 614: 0.04419535372262641
Position 1112: 0.04387607103229051
Position 3558: 0.038285141661223474
Position 6523: 0.037436478416316574
Position 4700: 0.0326959826962188
Position 10987: 0.029854696446503882
Position 1141: 0.029703118087104238
Position 1424: 0.024520262689645973
Position 10376: 0.02113265949167912
Position 10791: 0.02085599374694328
Position 7104: 0.017608124788693058
Position 10944: 0.015823006029601527
Position 119: 0.012822133836272209
Position 8587: 0.012149676171126238
Position 3588: 0.012017686857746825
Position 437: 0.011736366807336942
Position 6168: 0.01145652848226565
Position 6672: 0.011337997208375927
Position 1115: 0.011303248985444776
Position 1939: 0.010912140706002897
Position 1534: 0.010135068100930655
Position 656: 0.00896375778998333
Position 1392: 0.00887954566983211
Position 6643: 0.008291087304497697
Position 3367: 0.006723087225115638
Position 4873: 0.0064118036316016935
Position 1314: 0.006252012458298195
Position 6611: 0.0062179274741898955
Position 1904: 0.0057730894249760955
Position 6858: 0.004577518918051708
Position 5665: 0.0041660954367622955
Position 1381: 0.003908449744127812
Position 8447: 0.0038560067759083154
Position 388: 0.003825558480161461
Position 1539: 0.0035669672814778335
Position 917: 0.0034867041944217983
Position 2534: 0.0034429662898686013
Position 4210: 0.003374638821896756
Position 491: 0.0033094930402362173
Position 7040: 0.002966915033629269
Position 3820: 0.002958675002550776
Position 1853: 0.0029435368139551967
Position 1404: 0.0024415478540721815
Position 6311: 0.002256936422923444
Position 1190: 0.0019889642699459933
Position 3786: 0.0017801541201658928
Position 4752: 0.0017762987298554603
Position 863: 0.0017342175301356879
Position 140: 0.0017111840643550136
Position 5952: 0.0013947228543710565
Position 971: 0.0013783607575302034
Position 1009: 0.0013476431638674618
Position 1038: 0.001324560157558654
Position 1514: 0.0013160922163437472
Position 5060: 0.0013058301725285212
Position 1801: 0.001176975729444077
Position 1117: 0.001153554608557888
Position 1071: 0.0011179116838668773
Position 1285: 0.001062279383144801
Position 3383: 0.0009749745640512449
Position 3250: 0.0009630226400958226
Position 640: 0.0009318221106841618
Position 2479: 0.0009120214521259232
Position 3702: 0.0007646251186665394
Position 1474: 0.000698872352915849
Position 4500: 0.000678631268201832
Position 1971: 0.0006671580148805374
Position 1558: 0.0006343658152562509
Position 1542: 0.0006062321352874443
Position 5187: 0.0005823411416498249
Position 2847: 0.0005797482955666751
Position 7590: 0.0005561806308426237
Position 5033: 0.0005556887317255684
Position 757: 0.0005468555112362501
Position 3504: 0.0005201552449726543
Position 2200: 0.0005107895399649277
Position 1456: 0.0005097689524346105
Position 316: 0.0004992960691862911
Position 2145: 0.00044589348307880325
Position 3768: 0.00040577348166473935
Position 2558: 0.00040430262664439197
Position 5438: 0.0003950208543587942
Position 1278: 0.00039427307475042774
Position 3735: 0.00038660116100150936
Position 5304: 0.00037295937195886233
Position 1237: 0.00035488239190965056
Position 1445: 0.00031305405162039584
Position 1561: 0.0002781153412709851
Position 3876: 0.00027154870985074246
Position 5932: 0.00022024110841546056
Position 585: 0.00020224569409507234
Position 370: 0.0001999978006172992
Position 4429: 0.0001997847405911794
Position 1146: 0.0001957008898767704
Position 4457: 0.000182535175029829
Position 2763: 0.00017858081021786273
Position 1258: 0.00014025146840733528
Position 587: 0.00013101070103641087
Position 581: 0.00011473597319534474
Position 2694: 0.00011182781658358406
Position 1148: 9.13944341156494e-05
Position 1536: 8.914007309620329e-05
Position 1435: 7.935644220029258e-05
Position 4244: 7.714039081075677e-05
Position 3337: 7.689901157208615e-05
Position 4240: 7.629386956492938e-05
Position 1429: 7.155324659221198e-05
Position 240: 6.696873540527109e-05
Position 149: 6.095047542226917e-05
Position 1578: 4.628529272792943e-05
Position 1229: 4.561277810418792e-05
Position 1975: 4.175106584977593e-05
Position 984: 3.747550896862554e-05
Position 1580: 3.532044085078995e-05
Position 2438: 3.081197846153015e-05
Position 1280: 2.604512295219668e-05
Position 1024: 2.5788049521896195e-05
Position 390: 2.0435486221371535e-05
Position 439: 2.0160631380971513e-05
Position 496: 1.878215944355578e-05
Position 1768: 1.7975067399221254e-05
Position 817: 1.1603122138410714e-05
Position 544: 7.973485085409752e-06
Position 958: 7.1706335626784835e-06
Position 279: 6.496888242442291e-06
Position 2270: 5.753516361423531e-06
Position 325: 4.991334173139353e-06
Position 979: 4.619267507363055e-06
Position 2229: 4.202803478795241e-06
Position 443: 3.4860198844209363e-06
Position 805: 2.4657189827923633e-06
Position 932: 2.0733947396817307e-06
Position 168: 1.8276633667878234e-06
Position 1212: 1.5422288457942138e-06
Position 2219: 1.4761891014456125e-06
Position 456: 4.1316971176694656e-07
Position 500: 3.243389659823064e-07
Position 1206: 3.03371649116401e-07
Position 514: 2.6851708226899736e-07
Position 462: 2.585081528093436e-07
Position 998: 1.6175690650168603e-07
Position 723: 1.1807221855187067e-07
Position 281: 1.1541760709983386e-07
Position 446: 1.0506946102307073e-07
Position 596: 5.886775400807087e-08
Position 510: 5.6316822943873625e-08
Position 520: 3.7027033405698525e-08
Position 187: 3.2335628059977324e-08
Position 332: 2.015339726259353e-08
Position 337: 1.718110417749425e-08
Position 288: 7.794969480047702e-09
Position 990: 5.8685212287210045e-09
Position 173: 4.289165457665625e-09
Position 934: 1.1187391611360157e-09
Position 285: 6.668346447685322e-10
Position 195: 3.758328379537482e-10
Position 69: 3.029927401421366e-10
