Gene = Igsf6
Position 5843: 0.0009822189060394193
Position 6381: 0.0009771559095562603
Position 2046: 0.000944207999139161
Position 7481: 0.0009434666338476314
Position 7921: 0.0009337211608274646
Position 2611: 0.0008661358550686468
Position 3353: 0.0008502395000428243
Position 8205: 0.0008490601416545045
Position 5693: 0.000848173045662719
Position 7498: 0.0008451548346061671
Position 6808: 0.000839585997949766
Position 2653: 0.0008383000284162186
Position 3049: 0.0007978209811348017
Position 1509: 0.0007835712837781691
Position 2410: 0.0007829104029069352
Position 1670: 0.0007201292134253104
Position 4700: 0.000700992495249807
Position 704: 0.0006622378866508769
Position 3760: 0.00063136519847129
Position 6414: 0.0005798997835372018
Position 9607: 0.0005738676187299816
Position 5532: 0.0005547965796792833
Position 6594: 0.0005120324442012422
Position 7513: 0.000498559888351375
Position 8176: 0.0004983882860496554
Position 3282: 0.00044649281681419174
Position 934: 0.0004436038594278711
Position 854: 0.00044359277253831715
Position 7298: 0.00043418212928172706
Position 3506: 0.00043190262710370497
Position 2164: 0.00040221134072167015
Position 9057: 0.00040012233090096786
Position 5462: 0.00039934191883617777
Position 207: 0.0003737444400860915
Position 3699: 0.0003366811235019361
Position 7246: 0.0003249375279814447
Position 2727: 0.00031139903354730026
Position 2239: 0.0002818639443711633
Position 1995: 0.00027967702908343964
Position 4040: 0.00027875597798308313
Position 1472: 0.0002745008344207061
Position 3883: 0.00025824274520105825
Position 5479: 0.0002491895700790141
Position 1357: 0.0002326806014054183
Position 3580: 0.00022890743212607568
Position 2576: 0.00022001592422100607
Position 278: 0.00021843436985407235
Position 5556: 0.00021108221180347824
Position 3567: 0.00019014928276081517
Position 1800: 0.00018584649290429316
Position 2579: 0.0001853170353553174
Position 2053: 0.0001792187651824877
Position 7493: 0.00016076739730044103
Position 2698: 0.00015273885865063383
Position 3846: 0.000134006295586002
Position 1311: 0.0001233127542588501
Position 1774: 0.00012260376320107007
Position 3804: 0.00010890034246475954
Position 1413: 0.000101760425148401
Position 5386: 0.00010085377709134869
Position 616: 9.573808775201903e-05
Position 2300: 7.993960399930577e-05
Position 2305: 7.202535612393948e-05
Position 2442: 7.005186864379596e-05
Position 4474: 6.911534640085703e-05
Position 2114: 6.800453742169238e-05
Position 3187: 6.639724832907412e-05
Position 4402: 6.219435206625783e-05
Position 7166: 5.865169280464085e-05
Position 2780: 5.646130657616596e-05
Position 1432: 5.424430964674632e-05
Position 3524: 5.369939571656863e-05
Position 2283: 4.950747991442751e-05
Position 1916: 4.627193090733207e-05
Position 284: 4.324407075806762e-05
Position 826: 4.0458937837075134e-05
Position 2741: 3.9603928581498966e-05
Position 476: 3.710878545136957e-05
Position 5368: 3.4622539031969066e-05
Position 1494: 2.8245074492027382e-05
Position 2414: 2.7447516360721772e-05
Position 460: 2.729740988297491e-05
Position 227: 2.489530709560117e-05
Position 1598: 2.4542946062846125e-05
Position 1302: 2.4366630087734003e-05
Position 709: 2.1729966721600023e-05
Position 4284: 2.033034149377539e-05
Position 4745: 1.9729948889575103e-05
Position 951: 1.7157209934989614e-05
Position 4269: 1.6977772718749664e-05
Position 500: 1.600805898292997e-05
Position 7501: 1.4757109746204779e-05
Position 7142: 1.1762606109369295e-05
Position 214: 1.1738031603875385e-05
Position 1129: 1.1191125190310441e-05
Position 2267: 1.0282448968668213e-05
Position 1337: 8.938401064583479e-06
Position 1482: 7.638959475744e-06
Position 1521: 7.292164353419652e-06
Position 1434: 6.387196637384781e-06
Position 4350: 6.386136828495483e-06
Position 1342: 6.243241245945374e-06
Position 4324: 5.438479547506955e-06
Position 1711: 4.625508779891527e-06
Position 2535: 4.571135902016114e-06
Position 1371: 4.30352521986857e-06
Position 516: 3.5311636167985724e-06
Position 871: 3.0836040615576706e-06
Position 1165: 2.4836868190254057e-06
Position 1681: 2.0023849988387173e-06
Position 230: 1.8389665877890975e-06
Position 444: 1.099046972397512e-06
Position 733: 1.0744474412284707e-06
Position 2638: 9.211532036198896e-07
Position 1787: 5.647535773651384e-07
Position 1276: 5.467602713233599e-07
Position 1813: 4.185875953285731e-07
Position 1362: 3.687210595091039e-07
Position 794: 3.149028006681884e-07
Position 1418: 3.053639467859009e-07
Position 1151: 2.8857141126920706e-07
Position 1063: 2.883412772173954e-07
Position 936: 2.732682934908371e-07
Position 743: 2.662219909640047e-07
Position 1009: 2.5557712328556377e-07
Position 1320: 2.183919799710264e-07
Position 1134: 2.0854656335621462e-07
Position 408: 2.0058604502523097e-07
Position 823: 1.9210993941607585e-07
Position 953: 1.7987243301609523e-07
Position 172: 1.3584406842636956e-07
Position 1384: 1.2594986525166834e-07
Position 1020: 1.1113980680108992e-07
Position 773: 8.096611711023313e-08
Position 706: 7.567434480729609e-08
Position 359: 5.761309525642801e-08
Position 1687: 4.288186770072181e-08
Position 141: 4.076585649623734e-08
Position 1286: 3.1778136431773144e-08
Position 385: 2.9870412733433733e-08
Position 3848: 2.8866223973083123e-08
Position 2264: 2.4875409656676365e-08
Position 830: 2.125860547196834e-08
Position 1390: 1.5582087545099472e-08
Position 1386: 1.507612720093319e-08
Position 1613: 1.3492472978888517e-08
Position 1581: 1.2814106083985297e-08
Position 1167: 8.209601633741388e-09
Position 1049: 4.738544800350644e-09
Position 583: 4.44118218787263e-09
Position 722: 4.335530766475805e-09
Position 958: 3.777443498852399e-09
Position 1024: 3.6711508507655415e-09
Position 346: 2.33737302468969e-09
Position 234: 2.242831219024019e-09
Position 786: 1.85993001576628e-09
Position 778: 1.157470973723549e-09
Position 518: 1.0482350742349534e-09
Position 242: 8.305814135848504e-10
