Gene = Ecsit
Position 10956: 0.04564576987012154
Position 660: 0.04372914427769713
Position 641: 0.04323211357354669
Position 604: 0.04119459416459786
Position 11336: 0.03661489079265901
Position 10752: 0.03470845886200346
Position 12964: 0.029224127174185092
Position 5948: 0.02752873243385764
Position 10636: 0.025845975482404283
Position 9113: 0.025398900104060543
Position 8792: 0.020953270391484705
Position 1354: 0.0192446713588938
Position 3490: 0.01750745218102669
Position 1233: 0.01733565621993654
Position 1173: 0.017219278177283113
Position 10647: 0.01688497001462431
Position 3412: 0.0167856603097864
Position 9140: 0.015551015686755914
Position 12990: 0.015239360096726091
Position 266: 0.014562015957564794
Position 10207: 0.014117915710841084
Position 10697: 0.013164189307326508
Position 3591: 0.011085590574483958
Position 3676: 0.010653221138382745
Position 11316: 0.008689201146420814
Position 12539: 0.00862673096065817
Position 4806: 0.008462852383163365
Position 13047: 0.008123430257572591
Position 1034: 0.007436572669322928
Position 10333: 0.007004805819092066
Position 10602: 0.006693012948382071
Position 10415: 0.006250516829663381
Position 147: 0.006132110679311817
Position 12784: 0.006095562242251284
Position 617: 0.005815811560282977
Position 220: 0.005624901111198583
Position 698: 0.005484775155182975
Position 4963: 0.005480319345162341
Position 12515: 0.005439358237775277
Position 590: 0.0053401592211221455
Position 12863: 0.005328208158044377
Position 10463: 0.0051153280345487065
Position 11096: 0.004917228090437816
Position 1129: 0.004354950958616332
Position 325: 0.004116549771810031
Position 12418: 0.003768618970913581
Position 7131: 0.0037376493833660655
Position 469: 0.0036535291498093095
Position 5886: 0.0032470739191672927
Position 495: 0.0032019753441923453
Position 9320: 0.0030555623497885644
Position 10228: 0.0028205326284741427
Position 8804: 0.0028068500235597675
Position 282: 0.0027355775593043375
Position 6176: 0.002717247836129126
Position 12398: 0.0026720374750847293
Position 12907: 0.0026094799640087505
Position 12739: 0.002540006365019178
Position 189: 0.002497523715532587
Position 1022: 0.002334201261063419
Position 11379: 0.0022067682999169125
Position 1298: 0.002174974636308388
Position 10305: 0.0021085568352473575
Position 12607: 0.00194829502932813
Position 10641: 0.0019401030181444004
Position 9532: 0.0017951269061890888
Position 3466: 0.0016908388747111692
Position 12172: 0.0016548372901913837
Position 11871: 0.001601666862743664
Position 11915: 0.001536719311385524
Position 12590: 0.0014294533577433827
Position 12940: 0.001420972284753708
Position 11984: 0.0012700388674894213
Position 12125: 0.0012644047068392232
Position 3535: 0.0012636717701691948
Position 11961: 0.0012547002266386107
Position 525: 0.0012220680670035117
Position 3518: 0.001204269393043319
Position 790: 0.0011547530178404753
Position 3262: 0.001140708408015492
Position 13057: 0.0010937026273863534
Position 12012: 0.0010863690038038292
Position 1251: 0.0010676265843369114
Position 3616: 0.0010592531010356955
Position 410: 0.0010457060117237123
Position 1375: 0.001014687695461972
Position 3258: 0.0009412826911284654
Position 4735: 0.0008747658693400885
Position 12728: 0.0008409663912335822
Position 12070: 0.0007826485109514978
Position 4606: 0.0007274471562965455
Position 12221: 0.00072366411153101
Position 10418: 0.000722059877998771
Position 3541: 0.0006766901665469692
Position 9841: 0.0006444312237404472
Position 1246: 0.0006341651659587635
Position 4776: 0.0006020117109038737
Position 9610: 0.0004655952340932671
Position 13020: 0.0004301260860799482
Position 3648: 0.00041977616404561554
Position 10154: 0.0004186056640373662
Position 4824: 0.00041465888120362297
Position 720: 0.0004063057302265946
Position 12006: 0.0003978993954919411
Position 12231: 0.00035341003158100454
Position 499: 0.00034904610350434365
Position 12619: 0.00033383298314889004
Position 12202: 0.00033247782968269247
Position 3306: 0.0003071860448278498
Position 12808: 0.00030016920039034823
Position 532: 0.0002761138455980916
Position 12302: 0.00024810441563590175
Position 12177: 0.00024317784649134316
Position 191: 0.00024188183856924667
Position 10990: 0.00023754885449926794
Position 1778: 0.00023491376085125543
Position 7402: 0.00022837114512707366
Position 846: 0.000212043874523347
Position 156: 0.0001917032572108755
Position 7495: 0.0001748432739224279
Position 3127: 0.0001724677813310488
Position 1699: 0.00017088166970110773
Position 12866: 0.00017076411233994643
Position 2535: 0.0001578626523715118
Position 11545: 0.0001542269664883429
Position 4106: 0.00014108258010273378
Position 6218: 0.00014064839207720382
Position 5058: 0.0001394002633124983
Position 441: 0.0001365508940052258
Position 545: 0.0001310837302211406
Position 12010: 0.0001244293569101155
Position 1530: 0.00012322280216920978
Position 804: 0.00011397101404296515
Position 7355: 9.993077362348361e-05
Position 1823: 9.242161373429554e-05
Position 2066: 8.968378433035248e-05
Position 4695: 8.71714042648776e-05
Position 913: 8.120940545464265e-05
Position 571: 7.626433221675985e-05
Position 1189: 7.353653955680908e-05
Position 12828: 7.013187608691475e-05
Position 941: 5.5109994318473115e-05
Position 1759: 5.490354249454704e-05
Position 810: 4.8738817969643306e-05
Position 11755: 4.41439353775512e-05
Position 806: 3.9127321988352525e-05
Position 2514: 3.8411326168449206e-05
Position 1859: 2.597699894504946e-05
Position 1647: 2.5128200454780098e-05
Position 514: 2.2551636945159e-05
Position 355: 2.1813557424223736e-05
Position 1558: 2.1164500414514564e-05
Position 1886: 1.827566459341599e-05
Position 829: 1.7955413105802374e-05
Position 858: 1.668140104267637e-05
Position 242: 1.6157408559733965e-05
Position 1377: 1.5664929955978602e-05
Position 1906: 1.4038114409686782e-05
Position 556: 1.3787617728792189e-05
Position 2701: 1.3679805413247391e-05
Position 4085: 1.3104772779650418e-05
Position 1177: 1.2973785979492519e-05
Position 834: 1.2069499119696468e-05
Position 2543: 1.1510054449962004e-05
Position 3408: 1.143603133445358e-05
Position 158: 1.1427670496422866e-05
Position 2050: 9.666957272132936e-06
Position 920: 7.3551967295165865e-06
Position 3064: 6.4416030458688e-06
Position 1670: 5.918487033878211e-06
Position 3354: 4.267059276376055e-06
Position 2291: 3.832101321779707e-06
Position 3148: 3.7882985383292703e-06
Position 932: 3.36652556374226e-06
Position 1047: 3.1265633828662604e-06
Position 736: 2.772167621138741e-06
Position 1498: 2.719566232901675e-06
Position 346: 2.6637745110016697e-06
Position 2069: 2.5245938313879437e-06
Position 4031: 2.0301023360286215e-06
Position 2499: 1.8594096705114076e-06
Position 374: 1.5168180612018774e-06
Position 2669: 1.3730058677317808e-06
Position 848: 1.1739315220717144e-06
Position 1831: 1.0527776898050326e-06
Position 951: 1.015975661382371e-06
Position 1782: 9.74357419086113e-07
Position 1142: 7.316729144337993e-07
Position 2182: 5.731446292546866e-07
Position 504: 5.134741214153607e-07
Position 1464: 1.8728253263547703e-08
Position 1150: 1.6548263784925965e-08
Position 1401: 1.2282183427264848e-08
Position 166: 8.004559814502517e-09
Position 863: 6.25336011883526e-09
Position 707: 2.2530311945708327e-09
Position 1435: 4.415258622686872e-10
Position 357: 3.484598813583342e-10
Position 89: 1.2592380004107664e-13
Position 107: 4.9654864270284727e-14
Position 86: 3.729672665646711e-15
