Gene = Ngrn
Position 449: 0.0005698790780040316
Position 416: 0.0005598291540279906
Position 3108: 0.0005543895346380504
Position 3955: 0.000530706711771969
Position 3378: 0.0004881009885266486
Position 2940: 0.0004548727697663347
Position 3447: 0.0004374957900948165
Position 3461: 0.0004233191706493245
Position 1361: 0.0004210505935978598
Position 3812: 0.00041984886500496957
Position 1503: 0.000386915220003637
Position 3543: 0.00036799971089439845
Position 119: 0.0003650100402048752
Position 312: 0.0003608367566791327
Position 3790: 0.0003590790469856636
Position 3581: 0.00034603037255689836
Position 2715: 0.00033473306240608777
Position 3548: 0.00032949653782665813
Position 1200: 0.00031341550016807785
Position 3583: 0.0003063458709923929
Position 538: 0.00029621647487058824
Position 1956: 0.0002935225599165433
Position 3452: 0.00028189420690152926
Position 670: 0.00028098235941442215
Position 3770: 0.00026922988317028317
Position 2114: 0.00026172302670111094
Position 470: 0.000250547420296646
Position 2036: 0.00023744358315863788
Position 2151: 0.0002329786991401784
Position 2089: 0.00023283482524180617
Position 3185: 0.00022958738602028871
Position 653: 0.00022876635876737322
Position 1927: 0.00021536197394063757
Position 3665: 0.0002062993545448529
Position 807: 0.0001989174007421155
Position 3469: 0.00017810272429355194
Position 298: 0.0001776001206446792
Position 3383: 0.00017582334239568955
Position 2608: 0.00015958865291150327
Position 2117: 0.0001566588564642397
Position 1435: 0.00015252319194714977
Position 2637: 0.0001422293961238086
Position 3633: 0.00013423849277666334
Position 3667: 0.00013394955280311737
Position 1920: 0.00013059580535006594
Position 2988: 0.00012928600785895467
Position 864: 0.00012422501155250756
Position 1383: 0.00011897520126949947
Position 903: 0.00011384233670123545
Position 1669: 0.00011255935582583626
Position 1703: 0.00010917705872225173
Position 3283: 0.00010917649951145637
Position 3709: 0.0001019182460295515
Position 1387: 9.99240863213099e-05
Position 1151: 9.958261926782645e-05
Position 2895: 9.795023769252821e-05
Position 887: 9.623308855258208e-05
Position 3096: 9.349243530382084e-05
Position 1146: 9.096960959569386e-05
Position 969: 8.966440134686946e-05
Position 3908: 7.950540739932983e-05
Position 479: 7.928839824139004e-05
Position 1134: 7.491882120997825e-05
Position 1411: 7.085755510569572e-05
Position 2385: 6.92176268029847e-05
Position 3175: 5.791423625486256e-05
Position 2744: 5.593907524826286e-05
Position 348: 5.567578020456844e-05
Position 1008: 5.237075864309288e-05
Position 1970: 5.0132469818280634e-05
Position 683: 4.5512310816403e-05
Position 998: 4.285569799523294e-05
Position 319: 4.0121828956515645e-05
Position 937: 3.8042213151596436e-05
Position 532: 3.7663464651139825e-05
Position 393: 3.68991362046421e-05
Position 1367: 3.649606497137313e-05
Position 1406: 3.542189779116035e-05
Position 2086: 3.051275664387822e-05
Position 922: 2.4828110687449237e-05
Position 2589: 2.3944649846316393e-05
Position 1862: 2.2808181280760245e-05
Position 1054: 2.217926678295215e-05
Position 456: 1.9726858011037667e-05
Position 3204: 1.7080865294467784e-05
Position 145: 1.6084860615014946e-05
Position 1906: 1.6073695494529386e-05
Position 983: 1.6038228494247423e-05
Position 2435: 1.354786674601786e-05
Position 914: 1.3384966300600404e-05
Position 2689: 1.3187211195681057e-05
Position 3057: 1.3108275362929165e-05
Position 947: 1.3037072996354589e-05
Position 1067: 1.168467573613066e-05
Position 1649: 1.0786883076738897e-05
Position 3246: 1.0591571493715348e-05
Position 956: 8.701256426489834e-06
Position 3111: 8.419419697677906e-06
Position 1425: 7.5535387005982195e-06
Position 1678: 7.269266023063193e-06
Position 152: 6.9558604535882205e-06
Position 1491: 6.515115251220622e-06
Position 176: 6.46491494469457e-06
Position 509: 6.447268333698577e-06
Position 987: 6.408188116666758e-06
Position 1440: 6.015583661975112e-06
Position 516: 5.81821284058322e-06
Position 1454: 4.713235915696606e-06
Position 1276: 4.50087829067432e-06
Position 3197: 4.454310125951259e-06
Position 1834: 4.2779872010478785e-06
Position 418: 3.819843632285652e-06
Position 1691: 3.6688675859721967e-06
Position 182: 3.5454319683862287e-06
Position 663: 3.262178500387235e-06
Position 1975: 3.240860898497888e-06
Position 1335: 3.011581087741156e-06
Position 3008: 2.4261959056832824e-06
Position 1444: 2.251821045198766e-06
Position 1293: 2.0848125096392264e-06
Position 1429: 2.054749754885156e-06
Position 1391: 1.930133984875792e-06
Position 355: 1.8268661827404474e-06
Position 3626: 1.6647467489772516e-06
Position 185: 1.5373880295819468e-06
Position 523: 1.265256018851241e-06
Position 1285: 1.259978566057113e-06
Position 1839: 1.238656529879003e-06
Position 3530: 7.551232352019366e-07
Position 197: 6.697900517660205e-07
Position 3648: 6.176943526058966e-07
Position 362: 4.84943874797763e-07
Position 3702: 4.040776361812641e-07
Position 234: 3.5660234353261557e-07
Position 3539: 2.9870547166368196e-07
Position 420: 2.8058160892272667e-07
Position 227: 2.3260199406608896e-07
Position 3541: 2.1062317837621016e-07
Position 245: 2.081993632486016e-07
Position 3228: 1.7120453278474148e-07
Position 3705: 1.6538720152514842e-07
Position 3496: 1.536975030276099e-07
Position 191: 1.4314344396662084e-07
Position 711: 8.702431346405519e-08
Position 1013: 6.916581506738253e-08
Position 764: 6.330438435377318e-08
Position 481: 4.4326104192429676e-08
Position 1075: 4.133220365439655e-08
Position 2333: 4.043568278907655e-08
Position 1018: 3.4098970775382023e-08
Position 700: 2.724904434587566e-08
Position 206: 2.438023570047093e-08
Position 514: 1.1214902298142746e-08
Position 200: 7.976120882251793e-09
Position 2642: 3.373327834287755e-09
Position 708: 1.6969887480867562e-09
Position 2203: 1.2662762536663387e-10
Position 771: 2.0159593539780113e-11
Position 241: 2.1792087367459094e-12
Position 208: 5.0199410732990244e-14
