Gene = Faap24
Position 635: 8.03272045817438e-06
Position 426: 7.058102104801687e-06
Position 989: 6.101143327191168e-06
Position 871: 4.451051354508659e-06
Position 31: 4.05799370602889e-06
Position 1190: 3.62826455470829e-06
Position 903: 3.3195995517670664e-06
Position 642: 3.2114927651899022e-06
Position 301: 2.9281752795151273e-06
Position 1736: 2.6602815580335963e-06
Position 1658: 2.026923625307944e-06
Position 17: 1.7872425584058772e-06
Position 1755: 1.3208773781708572e-06
Position 259: 1.098954352913776e-06
Position 1952: 9.140013090788106e-07
Position 1820: 7.928744361948894e-07
Position 1898: 4.209273500123439e-07
Position 246: 4.1110328316372116e-07
Position 1790: 3.3185235191478383e-07
Position 3167: 1.6314706053619653e-07
Position 2508: 1.5864847080556835e-07
Position 2952: 1.1055671458921247e-07
Position 2632: 1.0359074417619613e-07
Position 3154: 9.297110119730173e-08
Position 2885: 8.891497870664823e-08
Position 2375: 7.692304906889713e-08
Position 1831: 7.53164082175104e-08
Position 2154: 4.8656610219513986e-08
Position 2282: 3.210439491185482e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1459: 0.9314136095511547
Position 1708: 0.7141651955571758
Position 3744: 0.6466008861179954
Position 504: 0.4583927563960453
Position 1685: 0.07766088329419718
Position 4396: 0.06016895734897118
Position 2272: 0.05863193460538565
Position 3882: 0.05746500702072433
Position 2455: 0.046952600613967034
Position 420: 0.03494398919444959
Position 2697: 0.032616519877121324
Position 1517: 0.031158374110832332
Position 268: 0.030892203536158062
Position 3832: 0.015885087858070777
Position 377: 0.01387484481886273
Position 3885: 0.013603154172265968
Position 451: 0.011930196754947494
Position 1724: 0.011672065341221685
Position 1775: 0.010954622662606482
Position 3005: 0.01066393258032732
Position 3569: 0.009734982552530616
Position 4064: 0.008403957593375432
Position 478: 0.007412490084411184
Position 566: 0.006573347627488474
Position 4646: 0.005084333183985284
Position 4207: 0.004877946103687708
Position 466: 0.004694610848190667
Position 1549: 0.0039615525096809686
Position 1736: 0.0035601549946684334
Position 1546: 0.0033639340244475792
Position 1820: 0.0030578348134183285
Position 2231: 0.002654426835134507
Position 4023: 0.0023137117785455488
Position 3984: 0.0022041958604776687
Position 1059: 0.001967588513087122
Position 1984: 0.0018694374050860238
Position 4155: 0.001805444281127384
Position 2944: 0.0017032130241026494
Position 2729: 0.0016962830046005847
Position 2131: 0.0015816445111106593
Position 2981: 0.0015036270753194605
Position 4061: 0.0015007584108482413
Position 1772: 0.0014874204731468153
Position 1093: 0.001411827794366333
Position 1796: 0.001169880561322447
Position 4237: 0.0011448042612137758
Position 3788: 0.0011357665398480767
Position 1687: 0.0010830900794123156
Position 918: 0.0010376731276330034
Position 4371: 0.0010069008518401581
Position 896: 0.0009334458373767953
Position 2918: 0.0009113744241094324
Position 393: 0.0008000180288836048
Position 3070: 0.0007990094999630968
Position 3925: 0.0007859091743329442
Position 236: 0.0007778032235996115
Position 3705: 0.0007371859479491668
Position 1317: 0.0007197319060800314
Position 1050: 0.0007146578823458554
Position 2667: 0.0007135763054998062
Position 1501: 0.0007035581934701457
Position 2081: 0.0006972027846517076
Position 2032: 0.000615336213916102
Position 662: 0.0006143629234423218
Position 4070: 0.0005872243165339036
Position 2841: 0.0004530889333270118
Position 390: 0.00043662042845375623
Position 2986: 0.0004329117465057569
Position 2170: 0.00043145020480159815
Position 3751: 0.0004291663022540978
Position 1482: 0.00042357574023777985
Position 482: 0.0004083696705409995
Position 4363: 0.00039993459628586314
Position 4251: 0.0003805747750169691
Position 4213: 0.00037873427640416874
Position 4037: 0.00036760093335116555
Position 722: 0.0003652837908546
Position 2733: 0.00036250096968165596
Position 1750: 0.0003505871801530226
Position 4425: 0.0003428223615043765
Position 525: 0.0003367187069309086
Position 1762: 0.0003245013085091167
Position 2593: 0.00030719613708081516
Position 1895: 0.0003055780832907563
Position 1107: 0.00028310865960784427
Position 2617: 0.00025571064407139667
Position 1498: 0.00024580640730696707
Position 1287: 0.0002249298922154639
Position 4475: 0.00021485950667095213
Position 2355: 0.0001988736337779585
Position 4357: 0.00019224852337126615
Position 1485: 0.0001768941564192837
Position 3955: 0.00017270311913802558
Position 2358: 0.00017200105797402046
Position 4629: 0.00017130994482258375
Position 1595: 0.00017075596393815646
Position 432: 0.00016614640857283414
Position 1924: 0.0001654839584254458
Position 2515: 0.0001638889310695909
Position 1064: 0.00015477716124193225
Position 3900: 0.00014720000430915048
Position 3455: 0.00014489046400895984
Position 978: 0.0001418247393159109
Position 3795: 0.00013656485437073265
Position 3840: 0.00013601526429443382
Position 1574: 0.00013285006739546985
Position 1255: 0.00013091562777122552
Position 4596: 0.00012997762194841853
Position 1827: 0.00012468325889679975
Position 3624: 0.00011789698875326482
Position 3544: 0.0001170223136224542
Position 2893: 0.00011657318639557454
Position 2093: 0.00011451179874577411
Position 1053: 0.00010934702578143122
Position 2761: 0.00010258036932708107
Position 3030: 9.47004875447553e-05
Position 4413: 8.858356471546256e-05
Position 826: 8.400514605201259e-05
Position 1149: 8.293609985125036e-05
Position 4007: 8.239507896257956e-05
Position 2957: 8.170345075708574e-05
Position 1465: 8.040880302117957e-05
Position 3837: 7.942382098871499e-05
Position 2699: 7.779821709765972e-05
Position 4376: 7.625309548425939e-05
Position 4257: 7.349313619621955e-05
Position 1651: 6.891884598018032e-05
Position 3095: 6.862447513193492e-05
Position 2105: 6.529776249873025e-05
Position 2703: 5.957916129437734e-05
Position 1989: 5.358658628483552e-05
Position 3282: 5.033588439247038e-05
Position 3990: 4.991439534941844e-05
Position 3864: 4.780595241074449e-05
Position 4660: 4.592618088996637e-05
Position 2135: 4.5576893135238834e-05
Position 3268: 4.4676685967316604e-05
Position 3470: 3.8697731872262635e-05
Position 3488: 3.8147806810009954e-05
Position 2046: 3.8111698119620586e-05
Position 2318: 3.73736168705877e-05
Position 398: 3.509073133523321e-05
Position 2192: 3.477196650509843e-05
Position 2961: 3.2936932786295807e-05
Position 2576: 3.139676433912968e-05
Position 2006: 3.059165299340139e-05
Position 613: 2.9103519805765582e-05
Position 1780: 2.9063815829797676e-05
Position 582: 2.8836618379834856e-05
Position 290: 2.5608902072740987e-05
Position 110: 2.4993132062183542e-05
Position 996: 2.180188763098224e-05
Position 2239: 2.173961246091957e-05
Position 1930: 2.1186153821516116e-05
Position 1132: 1.987820176569158e-05
Position 2188: 1.972049298537953e-05
Position 1290: 1.907011471167058e-05
Position 3813: 1.9010643643932754e-05
Position 1744: 1.8767852932568776e-05
Position 1898: 1.7385605368308796e-05
Position 1955: 1.6456205238214024e-05
Position 938: 1.597914612455122e-05
Position 1866: 1.4874918975236386e-05
Position 1390: 1.4356763632032375e-05
Position 317: 1.4222934693190268e-05
Position 1109: 1.413351769789665e-05
Position 3394: 1.3862681340349839e-05
Position 434: 1.3806533409582659e-05
Position 1783: 1.3157132006489293e-05
Position 3145: 1.2278256775010182e-05
Position 1664: 1.1903767045326003e-05
Position 1625: 1.1421331471116215e-05
Position 312: 1.118334509260699e-05
Position 2624: 9.583175683762186e-06
Position 2251: 8.42324508610638e-06
Position 1208: 7.815162436850192e-06
Position 2143: 6.520148883825719e-06
Position 898: 6.289411175356219e-06
Position 1952: 6.195029836570318e-06
Position 1831: 6.1571660907823405e-06
Position 166: 6.130405547371613e-06
Position 121: 5.288211341516069e-06
Position 129: 3.901996184741502e-06
Position 1469: 3.658938001117029e-06
Position 295: 3.592649671320101e-06
Position 246: 3.2959327855100857e-06
Position 219: 3.2176152273532e-06
Position 336: 2.557002186096984e-06
Position 284: 2.1155736081420454e-06
Position 174: 2.0988316651488878e-06
Position 1116: 1.3170753496612637e-06
Position 124: 1.2404912484600753e-06
Position 623: 1.0268113116263306e-06
Position 100: 6.174498923541779e-07
Position 1580: 5.238454541139575e-07
Position 143: 2.207617086209854e-07
Position 1838: 1.2393327517924715e-07
Position 301: 1.1043961244720682e-07
Position 319: 7.316622729937649e-08
Position 145: 6.867779264588818e-08
Position 342: 2.7248742772559288e-08
Position 155: 2.4812550240610228e-08
Position 197: 1.4188023463674817e-08
Position 207: 1.0190502310338175e-08
Position 176: 7.985267701593133e-09
Position 616: 7.260557336067389e-09
Position 324: 6.772118880006368e-09
Position 333: 5.754578285184206e-09
Position 673: 5.631039262876621e-09
Position 79: 4.335188396704782e-09
Position 181: 3.4071081171490452e-09
Position 199: 2.7149914457263627e-10
Position 679: 1.3214609745875837e-10
Position 1611: 6.466107964183417e-11
Position 83: 2.5427212862284816e-11
Position 185: 2.423360576491064e-11
Position 683: 8.814336491876268e-12
