Gene = Atraid
Position 375: 2.683495804797196e-05
Position 434: 2.6168861470365523e-05
Position 550: 1.4470716758787695e-05
Position 4381: 3.4974638859712035e-06
Position 12: 3.1788147553198636e-06
Position 548: 2.8467216786525176e-06
Position 808: 2.7079285486194523e-06
Position 4341: 1.8974602965592533e-06
Position 1055: 8.539778169218325e-07
Position 4265: 8.31723366158454e-07
Position 1389: 7.212382308956241e-07
Position 862: 2.692294050057309e-07
Position 3938: 2.5399485161388896e-07
Position 1178: 2.4399805071336917e-07
Position 869: 1.6852692447275431e-07
Position 1215: 2.810009955208377e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 826: 0.8946638715316997
Position 3561: 0.7698427597139811
Position 4127: 0.6702581309342193
Position 3826: 0.30403178537639364
Position 5984: 0.2942572293428819
Position 5325: 0.19452219363998777
Position 5378: 0.17496747100144855
Position 5708: 0.15204100651064084
Position 4462: 0.12424546058902129
Position 4194: 0.08416331120070668
Position 5627: 0.06078005734023296
Position 1308: 0.03195079549323708
Position 3801: 0.02825904472681803
Position 4722: 0.02387001689760592
Position 1586: 0.02146229656164519
Position 3887: 0.020528487388609747
Position 5679: 0.02023702371106825
Position 559: 0.019811950349491597
Position 4644: 0.01552114424173655
Position 591: 0.015030157683234402
Position 4898: 0.01477013390511113
Position 3613: 0.014543200190740775
Position 5781: 0.01322280468684682
Position 5011: 0.009395274627114836
Position 5798: 0.009204194174706757
Position 375: 0.007628864915704173
Position 4477: 0.006400735011963151
Position 4322: 0.006179639548357214
Position 2324: 0.0060854076861607395
Position 4506: 0.00587299111409416
Position 4301: 0.005631006555163804
Position 5040: 0.005217138515632456
Position 5045: 0.004425783280249069
Position 4159: 0.004184765644205855
Position 3566: 0.004169218275835862
Position 4074: 0.004024951375640523
Position 3475: 0.004001024149249921
Position 3280: 0.003784239895727513
Position 2361: 0.003734843700956614
Position 4163: 0.0034451422591605324
Position 3741: 0.0033053534842463917
Position 3911: 0.003116713774966718
Position 2681: 0.0030941420625319226
Position 3461: 0.0030268932574133212
Position 797: 0.0027149746063141996
Position 4658: 0.002642403697410877
Position 1963: 0.0026246032442902765
Position 530: 0.002581543102367406
Position 807: 0.002552062846246882
Position 4770: 0.0025176821982218034
Position 3836: 0.002440249268676979
Position 3589: 0.0021905878984990793
Position 4849: 0.001985846284377042
Position 410: 0.0018055741745836064
Position 385: 0.0017618725801299838
Position 3735: 0.001634598902759477
Position 3386: 0.001634002298802431
Position 5233: 0.0015004334371969007
Position 4458: 0.001449051606701014
Position 5444: 0.0014342459191336752
Position 5750: 0.001400547142531845
Position 3765: 0.001254772100945081
Position 3505: 0.0012219424879213923
Position 2453: 0.0011586699091884066
Position 4200: 0.0011345633734379786
Position 4023: 0.0011022422035133431
Position 1666: 0.001085671557190597
Position 848: 0.0010709222624428311
Position 2151: 0.0009878596042514256
Position 5279: 0.0009755872867404536
Position 4797: 0.0009597181100664422
Position 1515: 0.0009394755536519982
Position 3760: 0.0008919064223262465
Position 1582: 0.0008869313952244104
Position 3812: 0.0008688415107200974
Position 4821: 0.0008218655126418152
Position 3851: 0.0008007486846990568
Position 3893: 0.0007875608135906406
Position 5230: 0.0007273125846711619
Position 5924: 0.0007197712748813979
Position 2725: 0.0006622068269499229
Position 2550: 0.0006423350364061894
Position 1339: 0.0006373140485682106
Position 2593: 0.0006235343872725629
Position 4964: 0.000574399517448154
Position 4858: 0.0005375216268790455
Position 213: 0.0005335866625693767
Position 2116: 0.0005050893154247092
Position 2194: 0.0004988824959775202
Position 867: 0.000490283793543679
Position 3803: 0.0004898866649383156
Position 5841: 0.0004896480327545528
Position 5021: 0.0004579646774943843
Position 3261: 0.0004567431377897058
Position 5236: 0.00042953827291746367
Position 1171: 0.0004160273286557687
Position 3289: 0.0004027996185232226
Position 241: 0.00035226698997520257
Position 4992: 0.00034855519713949566
Position 3211: 0.00033462392618512955
Position 4802: 0.0003331809136303231
Position 2255: 0.0003297379270536578
Position 4986: 0.0003256413838060158
Position 4141: 0.0003199597320891842
Position 5599: 0.0003069920171228355
Position 1719: 0.00029577398420665296
Position 329: 0.0002840975527717044
Position 3784: 0.0002828412493061707
Position 3664: 0.00025976935944734556
Position 396: 0.00025524963001224103
Position 4235: 0.0002453008818509409
Position 5723: 0.00021892057536396402
Position 2773: 0.00021794778440284952
Position 3828: 0.00020722059895260955
Position 665: 0.00020056994544436708
Position 3077: 0.0002000597352976824
Position 3046: 0.00018469317537498256
Position 597: 0.0001845806268607891
Position 2938: 0.0001828034432456219
Position 1626: 0.0001821910841621519
Position 5239: 0.00018159945376694677
Position 3325: 0.00017919779008328113
Position 2696: 0.0001773438555045008
Position 4203: 0.0001713412853712254
Position 991: 0.00016914513513015307
Position 1601: 0.00016475634850634618
Position 3487: 0.00016192045725678438
Position 5878: 0.00015583628587790042
Position 1322: 0.00015233186388543738
Position 2296: 0.00013873811187925818
Position 3410: 0.00013812032046679976
Position 3776: 0.0001379421393284853
Position 2365: 0.0001329138430099879
Position 5096: 0.00011961093834916804
Position 1588: 0.00010485795356940542
Position 1984: 9.459431178690915e-05
Position 3702: 7.813611732983302e-05
Position 618: 7.783609538808879e-05
Position 1689: 6.652711224335275e-05
Position 600: 6.406678926397993e-05
Position 3124: 6.284461613952148e-05
Position 1631: 6.190811921969262e-05
Position 869: 6.15682595267801e-05
Position 2090: 5.802153904281991e-05
Position 721: 5.521352074356457e-05
Position 1784: 5.253709631819733e-05
Position 2677: 4.725378037732748e-05
Position 1849: 3.616956842360705e-05
Position 2830: 3.5904639959363e-05
Position 1027: 3.5328548809698707e-05
Position 2038: 3.3371697804428053e-05
Position 3713: 3.210210206780915e-05
Position 693: 3.157629783571093e-05
Position 3698: 2.705814931003111e-05
Position 886: 2.5344438044742315e-05
Position 1196: 2.2405680701771757e-05
Position 2730: 2.1185942716284838e-05
Position 2382: 2.06404399257332e-05
Position 390: 2.0510309490953676e-05
Position 928: 1.939821710647248e-05
Position 2465: 1.897027558777649e-05
Position 2225: 1.8686623322217037e-05
Position 1464: 1.1628758161762118e-05
Position 1047: 9.576438142496411e-06
Position 3638: 9.26557203472878e-06
Position 281: 8.492962490054816e-06
Position 220: 8.173884045338444e-06
Position 3355: 7.908790841301538e-06
Position 292: 7.010465483736267e-06
Position 3414: 5.593252946124502e-06
Position 297: 4.351209898763045e-06
Position 331: 1.3519490273242002e-06
Position 225: 1.020639709356479e-06
Position 541: 9.129359082894204e-07
Position 907: 8.180886160482391e-07
Position 758: 4.597687883880162e-07
Position 305: 2.523349227099308e-07
Position 611: 2.519618324641387e-07
Position 898: 2.0632174663586633e-07
Position 2168: 1.4814130805164557e-07
Position 931: 1.403884811338689e-07
Position 182: 1.3816966018992806e-07
Position 1528: 1.1573108229353902e-07
Position 1971: 1.1497685368730164e-07
Position 127: 1.1342217435085507e-07
Position 1209: 1.0725685287998851e-07
Position 170: 1.0235370253056894e-07
Position 1014: 9.37574835020455e-08
Position 993: 7.954956621354943e-08
Position 1974: 6.683924020617873e-08
Position 2200: 5.128302870293381e-08
Position 1341: 4.3707117658160895e-08
Position 1024: 1.06010556719211e-08
Position 1541: 1.0002562511811117e-08
Position 121: 7.006246112579186e-09
Position 100: 3.1898840413093996e-09
Position 155: 1.5059234513395286e-09
Position 130: 1.207842354392733e-09
Position 623: 1.1797288756322337e-09
Position 609: 9.281641536741313e-10
Position 152: 5.389538437427666e-10
Position 648: 3.6357726564210393e-10
Position 140: 2.351639016971965e-10
Position 134: 2.1767322148337674e-10
Position 102: 8.264803300234934e-11
