Gene = Mrfap1
Position 520: 6.790087260031215e-05
Position 481: 6.0696994617606534e-05
Position 636: 5.378381309625598e-05
Position 1840: 5.3380274402467844e-05
Position 280: 4.42598822786416e-05
Position 388: 4.138343455681517e-05
Position 490: 4.010111843658051e-05
Position 91: 3.7866918277831866e-05
Position 1688: 3.333042820325627e-05
Position 256: 3.189831460494344e-05
Position 217: 2.7971339747967488e-05
Position 408: 2.625389982890664e-05
Position 1271: 2.5186817471605977e-05
Position 1586: 2.4558168639065512e-05
Position 854: 2.37295971408648e-05
Position 697: 2.329705782672051e-05
Position 220: 2.317810745189739e-05
Position 1533: 2.0193371959707814e-05
Position 394: 1.9497413682601304e-05
Position 1265: 1.815368983769276e-05
Position 1125: 1.6232598262125878e-05
Position 740: 1.5841628936410435e-05
Position 403: 1.521312273517441e-05
Position 732: 1.2556294032406073e-05
Position 1773: 1.2508020261025907e-05
Position 1589: 1.2042144307900317e-05
Position 716: 1.038621381469526e-05
Position 1719: 9.628730932436223e-06
Position 241: 8.7311695074526e-06
Position 1601: 8.402277124415734e-06
Position 1032: 8.32173065653341e-06
Position 1791: 7.75103862394551e-06
Position 406: 7.63996338099387e-06
Position 1722: 6.3460912521561574e-06
Position 1340: 6.095773385802973e-06
Position 289: 5.795487404806498e-06
Position 244: 4.755998296696848e-06
Position 499: 4.292804892632171e-06
Position 117: 4.0503681856887965e-06
Position 1896: 3.986066404856818e-06
Position 211: 3.853569402570916e-06
Position 1342: 2.7137844230521557e-06
Position 124: 2.659533340257239e-06
Position 1405: 2.250235147657065e-06
Position 747: 2.207525207972408e-06
Position 1465: 2.182756799317324e-06
Position 736: 2.168893714275941e-06
Position 508: 1.814807949343711e-06
Position 536: 1.6914582583911198e-06
Position 150: 1.3967805182542956e-06
Position 99: 1.370708573518328e-06
Position 202: 1.1704702971149777e-06
Position 137: 1.0402879437540726e-06
Position 1871: 9.849491296551392e-07
Position 1891: 9.84759214596357e-07
Position 235: 8.934879855057161e-07
Position 478: 7.737171237214978e-07
Position 168: 6.354770230676777e-07
Position 253: 5.33897453446794e-07
Position 173: 5.070321426497426e-07
Position 355: 4.0979658976015933e-07
Position 538: 3.039002534230841e-07
Position 541: 3.0239715701762736e-07
Position 165: 2.955925082001688e-07
Position 560: 1.6678462567165113e-07
Position 547: 1.5074509525190555e-07
Position 543: 8.952579351771811e-08
Position 170: 8.855283356858054e-08
Position 718: 8.808734268164316e-08
Position 750: 7.059387845750256e-08
Position 615: 5.7235585120780824e-08
Position 557: 2.6706133701514828e-08
Position 1468: 1.7051997064772588e-08
Position 612: 1.5321094575638147e-08
Position 889: 3.8933817283461627e-10
Position 574: 3.434372470283551e-13
