Gene = Ube2cbp
Position 521: 0.0008280104615460265
Position 67: 0.0008175468981344534
Position 337: 0.0007203567356120309
Position 1452: 0.0006911425750022597
Position 1265: 0.0005482491893258351
Position 18054: 0.000421851838828171
Position 24351: 0.0003329604952201489
Position 536: 0.00022602199700565642
Position 25166: 0.0001698885304728425
Position 1261: 0.00016143614637980944
Position 98: 0.00014075360470609843
Position 24600: 0.00013461503587487911
Position 945: 0.0001152112770890896
Position 25046: 9.531125853226116e-05
Position 242: 9.356325542566322e-05
Position 139: 8.318469743168731e-05
Position 656: 7.79803461477813e-05
Position 24455: 7.299653196380649e-05
Position 566: 7.121072403181324e-05
Position 1273: 6.532725313375818e-05
Position 25177: 4.7699378829604884e-05
Position 118: 4.643027960514386e-05
Position 835: 4.416114089287384e-05
Position 820: 4.3551251510871886e-05
Position 845: 4.243295725980828e-05
Position 428: 3.0305158823069068e-05
Position 587: 2.9200758927710276e-05
Position 2083: 2.4058989100033444e-05
Position 2821: 2.278421266893322e-05
Position 1532: 2.0163644366295784e-05
Position 2077: 1.8753630224744504e-05
Position 605: 1.810585763934652e-05
Position 764: 1.7984995602155666e-05
Position 929: 1.706616429644337e-05
Position 1045: 1.6372106758174876e-05
Position 160: 1.5326345589411223e-05
Position 383: 1.3607936620503785e-05
Position 1105: 1.3014872741027419e-05
Position 579: 1.2914071478566776e-05
Position 280: 1.2657959612654637e-05
Position 797: 1.2368995279603464e-05
Position 775: 1.2000714878905767e-05
Position 5202: 1.1477868452656867e-05
Position 1127: 1.0039522554310193e-05
Position 162: 9.602339659799655e-06
Position 608: 6.7202047183093195e-06
Position 973: 6.349309909226046e-06
Position 525: 6.092859048226968e-06
Position 1277: 5.83801649832642e-06
Position 126: 5.77853960391425e-06
Position 1117: 5.623151673465407e-06
Position 745: 5.06082266491239e-06
Position 790: 4.979376480074066e-06
Position 1312: 9.99276000706431e-10
Position 540: 2.956537229648232e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 24195: 0.9969551658752834
Position 39579: 0.9923180947450274
Position 16096: 0.9738894104080993
Position 1368: 0.9635260901102376
Position 29596: 0.9445246455386969
Position 41945: 0.8263587250868192
Position 17322: 0.6565061958877364
Position 19257: 0.596151521839447
Position 17101: 0.5958915448792482
Position 12939: 0.5753817700687879
Position 24453: 0.5467040700435523
Position 20251: 0.4629988227452287
Position 35324: 0.421237642873278
Position 14955: 0.3869097275766509
Position 16755: 0.35175184877473153
Position 37512: 0.3155157683746755
Position 31208: 0.23040474449292356
Position 14979: 0.2224318614452483
Position 21632: 0.19503514163604135
Position 53068: 0.1921058759462032
Position 24769: 0.17647121896979714
Position 16708: 0.15639276305590097
Position 18371: 0.11003120235825306
Position 47479: 0.10822144434693654
Position 25700: 0.1021616056213254
Position 16966: 0.09714678496834747
Position 23494: 0.08485689804362875
Position 17146: 0.07932740012224831
Position 47506: 0.07871576876349828
Position 17491: 0.07678243428657885
Position 44433: 0.07403552476297641
Position 22237: 0.06448932974595527
Position 21748: 0.058818439317764884
Position 40841: 0.05222709573557429
Position 45260: 0.05212531988621343
Position 48822: 0.05172993728400438
Position 46179: 0.04994162435845047
Position 17363: 0.04982510373617855
Position 29554: 0.04624726472327108
Position 45206: 0.043403241082979105
Position 24523: 0.042117944524521556
Position 19472: 0.039317282632252884
Position 17597: 0.03924240461603821
Position 24847: 0.0376696855817605
Position 42332: 0.03512637337432075
Position 45670: 0.03177138940123747
Position 44878: 0.026550865934024073
Position 41964: 0.0260338426110606
Position 44437: 0.02566717054813072
Position 47537: 0.022757946418633768
Position 16605: 0.02256990477396485
Position 28047: 0.019531632398432145
Position 45799: 0.01905629464177601
Position 42402: 0.016915623207086557
Position 46889: 0.016679624850356768
Position 41878: 0.015788180565261663
Position 1371: 0.014277903533254243
Position 18397: 0.014158789293800187
Position 40205: 0.012235799320580875
Position 44788: 0.01162753713357848
Position 21362: 0.011429417004531426
Position 18480: 0.011220472863892694
Position 46379: 0.01067284918539519
Position 17151: 0.010283273489504956
Position 18179: 0.010227197760092843
Position 17224: 0.010113468903252982
Position 17195: 0.009846550601409385
Position 42412: 0.009603225135333734
Position 43447: 0.009458035713697906
Position 31247: 0.009366859593397224
Position 26122: 0.008456990519916562
Position 24977: 0.007766208060604327
Position 18417: 0.007306320380788169
Position 15818: 0.007292603047287519
Position 26502: 0.006865972968751684
Position 24951: 0.006081049556898965
Position 24672: 0.0058345483076766855
Position 43668: 0.0055201166895771925
Position 43831: 0.005448491639125989
Position 1312: 0.005319057418543884
Position 24974: 0.005178394323515979
Position 26054: 0.004944106737423916
Position 25667: 0.004708330734528025
Position 25210: 0.004632345632102865
Position 26455: 0.004312048449974449
Position 21839: 0.0042963837337862765
Position 24822: 0.004263324734083004
Position 20209: 0.00417702366118201
Position 1389: 0.0038201126383262426
Position 30144: 0.0038012193683501995
Position 40114: 0.003689289502279421
Position 6425: 0.0036616763553592867
Position 19079: 0.0036464046149957113
Position 1163: 0.003502608123272254
Position 30481: 0.0034462182490010668
Position 25181: 0.0034025708886590202
Position 24742: 0.0033431891960832073
Position 1283: 0.003273363095995571
Position 46338: 0.003267132821369533
Position 24793: 0.003226030849516424
Position 32436: 0.002992896414259802
Position 41445: 0.00262774854939448
Position 42151: 0.0024252490394945773
Position 45761: 0.0023859387856139704
Position 43593: 0.002367830949129694
Position 22523: 0.002355406449501292
Position 25083: 0.002325511626187807
Position 41460: 0.0021930703329971174
Position 45350: 0.002000005987513745
Position 1192: 0.0018916782757290888
Position 40233: 0.0018783380821406636
Position 24940: 0.0017732336864003924
Position 17655: 0.001770010992977816
Position 41382: 0.0017131596761350227
Position 24285: 0.0016561405916177628
Position 41160: 0.00163737761119839
Position 16944: 0.001632179692790967
Position 42213: 0.0015281507079584365
Position 42940: 0.0015181046143857276
Position 35674: 0.001472951676278679
Position 30216: 0.0014629927324543161
Position 30039: 0.0013802890313909769
Position 40865: 0.0013368555064234807
Position 29971: 0.0012637574763223098
Position 1294: 0.0012481630406529474
Position 24906: 0.0012456307733802424
Position 40941: 0.0011792858987586504
Position 1013: 0.0010992038106042016
Position 39781: 0.0010418722885844134
Position 19104: 0.0010030470322185479
Position 32418: 0.0008821908646245132
Position 40568: 0.0008783210739399123
Position 43900: 0.0008482791920062291
Position 32472: 0.0008477817980846803
Position 1199: 0.0008341633038983874
Position 41414: 0.0007285909362581109
Position 25342: 0.0007106578655192519
Position 1403: 0.0006747737370463676
Position 43489: 0.0006382189557241451
Position 25955: 0.000514813160093916
Position 40323: 0.00046219386068893913
Position 1322: 0.00045580821201619674
Position 32421: 0.00045436575114968973
Position 24813: 0.00042505162578846463
Position 25475: 0.000353536482196075
Position 18198: 0.00033925140901012877
Position 42284: 0.00032085106521091147
Position 25094: 0.00031546414490292386
Position 39881: 0.00030829987492220364
Position 36444: 0.0002888210343170985
Position 37969: 0.00024524518570919287
Position 17938: 0.00021972169394713454
Position 6476: 0.00020209171054239784
Position 30401: 0.00017004108915802543
Position 24482: 0.00016253493172866009
Position 17968: 0.00012049914016824652
Position 40150: 9.715845386376873e-05
Position 25348: 9.002375199452869e-05
Position 17965: 8.163100471278776e-05
Position 29418: 7.271258382278666e-05
Position 29317: 6.87314279191992e-05
Position 29911: 5.5959581357722796e-05
Position 17378: 4.875521749196754e-05
Position 30562: 4.731242307398558e-05
Position 25310: 4.4560842386954415e-05
Position 24465: 4.229770562797004e-05
Position 31566: 3.210237049221684e-05
Position 1866: 2.5873607832893536e-05
Position 2726: 2.145165221954177e-05
Position 25146: 1.998322583150282e-05
Position 33479: 1.6194081719025214e-05
Position 33806: 1.3281946117529696e-05
Position 31716: 1.2616421115652384e-05
Position 36738: 1.1218691243702721e-05
Position 1904: 1.0759342606869952e-05
Position 31459: 9.144351692219786e-06
Position 31533: 8.838130333624453e-06
Position 29817: 8.706479920015237e-06
Position 25281: 8.602408095463677e-06
Position 32749: 8.30209756434321e-06
Position 31639: 7.052570394937969e-06
Position 2019: 6.179668914964201e-06
Position 4980: 6.112005195244177e-06
Position 5068: 5.365863257412737e-06
Position 31498: 4.73965087458917e-06
Position 25763: 3.88966851638703e-06
Position 32131: 3.5956690629661706e-06
Position 30792: 1.7210454576255772e-06
Position 30813: 1.339948214712083e-06
Position 2747: 1.3325604493915166e-06
Position 29265: 1.2763030649963382e-06
Position 32175: 8.196301574787554e-07
Position 29716: 8.080665270382835e-07
Position 29853: 7.662090703157165e-07
Position 26904: 5.410426386961789e-07
Position 26700: 3.030317633427844e-07
Position 27125: 2.3210323207629932e-07
Position 27274: 9.851614264135926e-08
Position 26860: 3.9185764801656435e-08
Position 3287: 9.949892218669529e-14
Position 4465: 9.691464211317078e-14
Position 1204: 3.943144693516422e-17
Position 1216: 2.8740759605344024e-17
Position 1261: 2.5385236951943865e-17
Position 1111: 2.1357098867531883e-17
Position 1179: 8.905389719236855e-18
Position 1316: 8.781247511750362e-18
Position 1169: 7.222453130522078e-18
Position 1328: 6.504663353486877e-18
Position 1167: 6.36665082372971e-18
Position 1250: 5.5684913546613904e-18
Position 891: 7.743199242137846e-19
Position 1035: 5.975348390958801e-19
Position 1411: 4.660772054596111e-19
Position 1318: 4.51005672707395e-19
Position 965: 4.485030129397301e-19
Position 1115: 4.0754083642615743e-19
Position 1269: 3.409706156401283e-19
Position 914: 3.1608893908214443e-19
Position 1208: 3.1410241327881914e-19
Position 1423: 2.993729437717353e-19
Position 1237: 2.0227192770064304e-19
Position 627: 1.6841886801441736e-19
Position 1037: 1.6739646274717706e-19
Position 1125: 1.4736827231556357e-19
Position 1018: 7.155475026986766e-20
Position 820: 6.853975432974466e-20
Position 793: 5.782998333241845e-20
Position 802: 2.7193788730951027e-20
