Gene = 0610040J01Rik
Position 4411: 1.8179519754427206e-06
Position 4513: 1.594124971764567e-06
Position 160: 1.5586798824501526e-06
Position 4612: 9.53207654366981e-07
Position 143: 8.832932824341309e-07
Position 293: 4.4146872586773727e-07
Position 162: 1.8804709463047308e-07
Position 76: 1.7094698609246524e-07
Position 387: 8.51099579934843e-08
Position 573: 4.182107706382397e-08
Position 1245: 3.69976810244526e-08
Position 563: 3.6399538578712563e-08
Position 599: 2.7543247063422545e-08
Position 1515: 1.95734363152867e-08
Position 777: 1.5469968797006432e-08
Position 565: 1.4286258832277502e-08
Position 511: 6.011693397059949e-09
Position 3043: 5.223911588454917e-09
Position 722: 1.5150765106943777e-09
Position 720: 1.0996844853771088e-09
Position 836: 5.524721011191014e-10
Position 905: 4.174428417147104e-10
Position 654: 4.5103948071276695e-11
Position 662: 4.035273640352365e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2261: 0.8212779454362182
Position 11867: 0.37003069491839913
Position 16563: 0.2718925369274481
Position 2950: 0.13686034481346918
Position 11407: 0.1357787550646624
Position 4281: 0.1140457057351812
Position 14509: 0.11164651005433403
Position 6251: 0.10776760086277574
Position 328: 0.1045920199641315
Position 2960: 0.06249959053276463
Position 3029: 0.06021668713306734
Position 10878: 0.059328345476737245
Position 2283: 0.05869479287224747
Position 8634: 0.05055175697792027
Position 16016: 0.045810765866154554
Position 107: 0.043776631757125116
Position 11804: 0.03950795509451004
Position 12761: 0.036510532308648966
Position 10853: 0.03365018299763889
Position 9753: 0.03275297739136065
Position 13018: 0.0263647881429063
Position 6617: 0.022364108049230412
Position 9666: 0.020149291480951875
Position 12709: 0.017434794246865642
Position 2242: 0.016226360032519056
Position 12357: 0.016016269587542303
Position 12459: 0.015753357961406592
Position 12408: 0.014631721349733149
Position 594: 0.013125403984149877
Position 9310: 0.011223891459326136
Position 1385: 0.010856615982852402
Position 10506: 0.01067219549198351
Position 8443: 0.010123531775865204
Position 1486: 0.009695457408331986
Position 1523: 0.009259588385258982
Position 11838: 0.00860384825771969
Position 3619: 0.008294332543309729
Position 2995: 0.00811935362367848
Position 4731: 0.007976394705791992
Position 2136: 0.0078040040901956875
Position 6962: 0.006955102396325224
Position 1938: 0.006210574891172746
Position 4264: 0.005412944207415641
Position 1481: 0.005155867871346647
Position 2211: 0.004788213576132474
Position 168: 0.004552555967510637
Position 7511: 0.0044662454679083845
Position 5542: 0.004432982880582917
Position 8311: 0.004048446849513425
Position 2174: 0.0036384197443041495
Position 11138: 0.0035465748781105502
Position 381: 0.003455085868386112
Position 2767: 0.0034347432685594465
Position 9286: 0.003390251581478946
Position 2668: 0.0033174036160946805
Position 1334: 0.0032531647926202964
Position 133: 0.0032437737852362386
Position 118: 0.0031896809622699264
Position 4240: 0.003105208372068462
Position 2411: 0.0030944326456613623
Position 9356: 0.002964380758348872
Position 2535: 0.002958534148873652
Position 1890: 0.002893086638877381
Position 9398: 0.002791241864631993
Position 125: 0.002424490178646716
Position 2140: 0.0022546876486192534
Position 731: 0.0022411469399820985
Position 2630: 0.0022235931218660817
Position 9524: 0.002144831005612539
Position 1350: 0.002069595309257099
Position 2320: 0.002023792189323636
Position 5139: 0.0018007060615225974
Position 7636: 0.0016959393766892814
Position 4381: 0.001666257269716707
Position 7719: 0.0015701973798912404
Position 8679: 0.0015620061765972523
Position 2749: 0.0015561924093200168
Position 6810: 0.0015513060523993693
Position 5675: 0.001529263944782931
Position 8620: 0.0013595265996062698
Position 7755: 0.0012613868255665433
Position 8347: 0.0012006900784583769
Position 2978: 0.0011850432703901551
Position 2815: 0.0011704294790932305
Position 6189: 0.0011512025398716665
Position 3032: 0.0011085415961183615
Position 5577: 0.0010260080787090101
Position 3910: 0.0009560766185324898
Position 4951: 0.0009395737365364396
Position 4464: 0.0009091351355569937
Position 1948: 0.000865630841304216
Position 1028: 0.0008596534294469341
Position 1454: 0.0008201463180338145
Position 5024: 0.000814922195885454
Position 7540: 0.0008129206337098222
Position 5247: 0.0007470622423627049
Position 2864: 0.0006949605986733536
Position 947: 0.0006498142089842549
Position 4691: 0.0006406766119515598
Position 6521: 0.0006219056888680459
Position 2974: 0.0005989033164342287
Position 4459: 0.0005301907588119502
Position 1982: 0.00047171203248922507
Position 839: 0.0004555206421362807
Position 3705: 0.00044108102698886667
Position 2467: 0.00043939319437609936
Position 5934: 0.0004290600625321236
Position 6641: 0.0004243355664207694
Position 3725: 0.00041715242324047376
Position 2753: 0.00040694444690752527
Position 8928: 0.0004022083233599664
Position 1432: 0.00036859587403969787
Position 4193: 0.0003669612188099166
Position 2908: 0.000358431953013857
Position 3143: 0.0003487893825877616
Position 1148: 0.00034211742010396536
Position 4935: 0.0003395331214598525
Position 6417: 0.000332816407811283
Position 801: 0.00029628436589215556
Position 2846: 0.0002830110469428006
Position 5820: 0.00027480798843365807
Position 1562: 0.0002717119511917268
Position 733: 0.0002505206488395966
Position 4917: 0.00023605924191285013
Position 2288: 0.00023202316509280305
Position 1917: 0.00022388208303301694
Position 4478: 0.0002145993462289853
Position 1816: 0.00020748294455831334
Position 816: 0.00020041663530406923
Position 7554: 0.0001991934198807285
Position 1805: 0.00019726213706850143
Position 1049: 0.00019648086080448573
Position 703: 0.0001678490526324701
Position 7573: 0.00016298431794500555
Position 4989: 0.00016063029110342493
Position 341: 0.00013331364368473266
Position 338: 0.0001313650281869631
Position 182: 0.00012746444082775062
Position 6036: 0.00011383821551764818
Position 744: 0.00011006245983933892
Position 622: 0.00010294221368295003
Position 2391: 9.833459136518453e-05
Position 895: 9.663684253200559e-05
Position 5865: 9.544095508759973e-05
Position 4107: 9.543720503588091e-05
Position 2072: 9.247345158178037e-05
Position 1542: 9.221182221791443e-05
Position 2694: 8.971754432970676e-05
Position 3916: 8.822111020957623e-05
Position 5076: 8.821833375073674e-05
Position 1283: 8.588285226424343e-05
Position 5754: 8.486934025143888e-05
Position 6352: 8.313844430387066e-05
Position 4345: 8.298156890825256e-05
Position 1354: 8.177479824211322e-05
Position 6484: 8.118251352496778e-05
Position 3814: 8.108040962604557e-05
Position 5073: 7.403569952055755e-05
Position 4221: 7.055430651512504e-05
Position 4087: 7.046502023705172e-05
Position 4831: 6.365939497350366e-05
Position 2600: 6.309416817296029e-05
Position 783: 6.0138982481662824e-05
Position 2537: 5.8476865039641305e-05
Position 405: 5.503275836312324e-05
Position 2358: 5.2866542822236763e-05
Position 356: 5.076730081981167e-05
Position 5497: 4.70632297487059e-05
Position 3058: 4.672734247736553e-05
Position 448: 4.506418721080899e-05
Position 1097: 4.458577625168309e-05
Position 1555: 4.377145209293571e-05
Position 1742: 4.2455576668081043e-05
Position 232: 4.226684742014668e-05
Position 2627: 4.0840239865399036e-05
Position 1426: 3.870138231960626e-05
Position 4803: 3.695949890072386e-05
Position 2244: 3.454924832017204e-05
Position 2746: 3.368706500810417e-05
Position 4162: 3.321931841168771e-05
Position 192: 3.251674953398026e-05
Position 384: 3.195573353559841e-05
Position 1772: 2.869521553510756e-05
Position 4026: 2.7096207344704838e-05
Position 1095: 2.6275293257744875e-05
Position 351: 2.1062430677143633e-05
Position 692: 2.0182655876021795e-05
Position 1051: 1.7013648997285663e-05
Position 2300: 1.6984938116431524e-05
Position 1411: 1.6151709676285577e-05
Position 1528: 1.5586297346842494e-05
Position 1575: 1.15296164805168e-05
Position 2543: 1.0733659255712447e-05
Position 387: 1.0548067823647907e-05
Position 1509: 1.0264286572502997e-05
Position 749: 1.013503372887123e-05
Position 4533: 8.962678212795672e-06
Position 2642: 7.059476365210959e-06
Position 2040: 6.075750921435919e-06
Position 2363: 5.394044636169081e-06
Position 2421: 3.767485951136212e-06
Position 2562: 3.10019581227016e-06
Position 2551: 2.944472421355419e-06
Position 1526: 1.8429472832149367e-07
Position 1399: 1.8423842693060365e-07
Position 1067: 1.5821236533839696e-07
Position 2076: 1.3523146333510194e-07
Position 914: 9.106216318350735e-08
Position 905: 7.30195338484778e-08
Position 215: 6.82523635882087e-08
Position 501: 6.01863300554152e-08
Position 433: 4.412532358872703e-08
Position 767: 3.617442799455286e-08
Position 544: 1.8806109054387163e-08
Position 1055: 9.764774922918124e-09
Position 769: 8.458990356598019e-09
Position 546: 3.021556067602186e-09
Position 415: 2.110620777623946e-09
Position 237: 1.1978092852576194e-09
Position 1299: 8.984502599647592e-10
Position 1257: 7.842732529012889e-10
Position 1404: 7.604283584688675e-10
Position 848: 6.51012262812322e-10
Position 761: 5.083933274891969e-10
Position 272: 4.799195826972496e-10
Position 293: 2.787433150435758e-10
Position 765: 2.1133931936493802e-10
Position 274: 1.6319431446371903e-10
Position 925: 1.4835967566053858e-10
Position 918: 1.1263464209457488e-10
Position 427: 8.528927182285553e-11
Position 763: 4.487265911653542e-11
Position 417: 3.8660529522037117e-11
