Gene = Eif3g
Position 2826: 6.354145617612173e-05
Position 210: 6.324906996299642e-05
Position 1165: 5.2790248794320284e-05
Position 1190: 4.730741900814022e-05
Position 4136: 4.56101497511283e-05
Position 1620: 4.490148749751784e-05
Position 4241: 4.062029633597324e-05
Position 2209: 3.9057400567329844e-05
Position 2470: 3.419808396274654e-05
Position 802: 3.328639181466553e-05
Position 235: 3.2846062550005164e-05
Position 1982: 3.01614322795115e-05
Position 1938: 2.7023596100646775e-05
Position 787: 2.621620956454007e-05
Position 4032: 2.5464827216250423e-05
Position 1220: 2.5109743566277296e-05
Position 822: 2.481574431225209e-05
Position 2298: 2.416820713685477e-05
Position 1450: 2.2444072301384847e-05
Position 1469: 2.085064029791703e-05
Position 1148: 2.0625000166113227e-05
Position 3568: 2.0473802802731477e-05
Position 2567: 1.8129382910253227e-05
Position 539: 1.793095346418594e-05
Position 2137: 1.7723029740687926e-05
Position 2656: 1.7658676710667187e-05
Position 2185: 1.7451239761053133e-05
Position 779: 1.6319825026192553e-05
Position 3458: 1.613107371029253e-05
Position 2223: 1.5024223701040741e-05
Position 1402: 1.4935520795192823e-05
Position 544: 1.4729542973767547e-05
Position 690: 1.4714162909829857e-05
Position 3340: 1.4543673362646064e-05
Position 4101: 1.3124070652447846e-05
Position 229: 1.2863565979339823e-05
Position 303: 1.1942710074273613e-05
Position 3499: 1.1599126022202895e-05
Position 4079: 1.0843217941484944e-05
Position 2068: 9.872518781321412e-06
Position 2505: 9.160650133687571e-06
Position 1529: 8.488785114923528e-06
Position 3982: 7.412614953429034e-06
Position 1417: 5.5112737727869015e-06
Position 4262: 5.143276697632819e-06
Position 520: 5.024439505488726e-06
Position 547: 4.964092453638994e-06
Position 4071: 4.549860262337672e-06
Position 4245: 4.348025312855051e-06
Position 1623: 3.660819791970627e-06
Position 232: 3.6023270135269276e-06
Position 694: 3.5516438879796585e-06
Position 1385: 2.816506709668393e-06
Position 1934: 2.6281914271531546e-06
Position 3240: 2.4913754541649373e-06
Position 241: 2.206702296253632e-06
Position 239: 2.1430997348115266e-06
Position 1028: 2.032409112810621e-06
Position 3182: 2.014216918774392e-06
Position 2098: 1.9810298400668788e-06
Position 1398: 1.892713464339282e-06
Position 1527: 1.8804390865262355e-06
Position 1018: 1.590833821608325e-06
Position 526: 1.5158145433894224e-06
Position 1012: 1.4046954040842609e-06
Position 1033: 1.0429405009634667e-06
Position 1661: 3.1322738002985964e-07
Position 714: 3.1057020179740025e-07
Position 708: 2.8561592840478417e-07
Position 1040: 2.8196766404585897e-07
Position 2581: 2.806449557179218e-07
Position 1268: 2.374585884519365e-07
Position 712: 1.0001815789218495e-07
Position 810: 7.873658743236185e-08
Position 1536: 7.488709454875432e-08
Position 257: 6.86610833540753e-08
Position 718: 2.342732352696872e-08
Position 2755: 2.0463270606010287e-08
Position 889: 1.636758091551267e-08
Position 880: 1.3030000026852819e-08
Position 113: 1.2639327872029452e-08
Position 702: 1.013333218601312e-08
Position 1001: 8.644246018871596e-09
Position 898: 7.284532007689918e-09
Position 250: 6.98182656087066e-09
Position 735: 5.5562816469321284e-09
Position 944: 4.363899113983832e-09
Position 1652: 2.7619484062753477e-09
Position 912: 2.1571051420015902e-09
Position 1423: 1.287005653465953e-09
Position 1046: 1.0814862476613439e-09
Position 916: 1.0644124674226695e-09
Position 1195: 9.067324713472182e-10
Position 909: 8.764430533053366e-10
Position 969: 6.513360349606881e-10
Position 793: 4.624102818159103e-10
Position 758: 3.847810416301659e-10
Position 980: 1.534472539611676e-10
Position 1052: 9.225121436243604e-11
Position 1056: 2.2700356759943516e-11
Position 80: 4.41379419175157e-12
Position 972: 1.989362465556622e-12
Position 764: 1.8204799208963573e-12
Position 747: 1.6417882645808165e-12
Position 1043: 2.1875587409136013e-14
