Gene = Sycp1
Position 976: 4.054236721207054e-05
Position 45004: 3.9306515956802544e-05
Position 1818: 3.8657993624053586e-05
Position 16840: 3.859403068010131e-05
Position 454: 3.304400826493066e-05
Position 2057: 3.192605740438888e-05
Position 1493: 3.1227056132747875e-05
Position 1720: 2.994073843242966e-05
Position 1323: 2.9925730666572225e-05
Position 23283: 2.9181334617451603e-05
Position 46688: 2.8015232048236846e-05
Position 457: 2.5876032113317025e-05
Position 45082: 2.5624626853298728e-05
Position 23377: 2.429506244503239e-05
Position 43315: 2.4209561600260082e-05
Position 1097: 2.3732034367308633e-05
Position 44019: 1.67159857756895e-05
Position 1047: 1.642122244296481e-05
Position 539: 1.6221496176111255e-05
Position 43930: 1.3468107830424649e-05
Position 291: 1.1782561510880546e-05
Position 1796: 1.1112227208108772e-05
Position 15946: 1.0763449135371755e-05
Position 296: 1.0463889546228498e-05
Position 1895: 9.481716732889662e-06
Position 44649: 8.738534556713534e-06
Position 1684: 8.611878186659161e-06
Position 16003: 7.336859921020212e-06
Position 536: 6.953961355100798e-06
Position 39595: 6.261734045812118e-06
Position 643: 6.002413764245622e-06
Position 39151: 5.886713099062856e-06
Position 40534: 5.4939716326770045e-06
Position 41247: 4.4606666243106125e-06
Position 43354: 4.276068824853876e-06
Position 1093: 3.6742701800279326e-06
Position 37740: 3.5966320118156294e-06
Position 43104: 3.4676675965413773e-06
Position 1363: 3.3489507790995826e-06
Position 39329: 3.2687276150570723e-06
Position 1855: 2.7451949110930367e-06
Position 1868: 2.576486161708376e-06
Position 2079: 2.076084105644706e-06
Position 581: 1.5015469366554815e-06
Position 37359: 1.3630045605353785e-06
Position 636: 1.1828515642994503e-06
Position 36377: 1.1827064728248573e-06
Position 41142: 1.1381686831231878e-06
Position 611: 1.039423670286518e-06
Position 298: 8.584707412588005e-07
Position 36916: 8.531149454345812e-07
Position 36754: 8.282369568892326e-07
Position 36537: 6.85599620683992e-07
Position 621: 6.581796311647435e-07
Position 36680: 6.579551456738469e-07
Position 38155: 5.287912125272143e-07
Position 687: 4.544268731385618e-07
Position 659: 4.1290888360136494e-07
Position 37698: 3.7299253880365173e-07
Position 36935: 2.0715696658131439e-07
Position 38175: 1.9790001255537773e-07
Position 1977: 1.8894581117612052e-07
Position 506: 1.734278472440141e-07
Position 36953: 1.0038926300987134e-07
Position 31956: 6.801425668482598e-08
Position 22289: 5.877924171255604e-08
Position 33671: 5.579685981840225e-08
Position 30696: 4.148479086229215e-08
Position 16495: 4.116872444573621e-08
Position 75: 3.145455551109275e-08
Position 28074: 3.058203639815459e-08
Position 30840: 2.879951325031149e-08
Position 29045: 2.1111414247647945e-08
Position 23090: 1.00492912922043e-08
Position 30405: 9.851222301878482e-09
Position 27367: 6.857893897874138e-09
Position 28031: 5.9442198345001994e-09
Position 27513: 5.41538740219394e-09
Position 28048: 5.167750022497667e-09
Position 104: 3.4123138187610198e-09
Position 24324: 2.9298413867522355e-09
Position 29415: 2.54837682280868e-09
Position 30553: 2.474675857300134e-09
Position 29089: 2.237172809298572e-09
Position 30252: 2.0712799162905304e-09
Position 29857: 1.5026843993020827e-09
Position 27391: 1.4331154801770343e-09
Position 24260: 1.4187348172335311e-09
Position 119: 1.383091521097997e-09
Position 23182: 1.2168886883687976e-09
Position 24240: 6.90649428741141e-10
Position 128: 6.259535620363626e-10
Position 22855: 3.6780495276766634e-10
Position 24943: 3.328050486681215e-10
Position 78: 2.637058160804357e-10
Position 24288: 2.3750186239873245e-10
Position 22804: 2.0984018754406353e-10
Position 23327: 1.317276452729957e-10
Position 18466: 4.942721492216928e-12
Position 16281: 4.525636661271434e-12
Position 11906: 2.7893061772777037e-13
Position 2342: 2.9066558617306872e-15
Position 1955: 1.660386347791605e-19
