Gene = Dmp1
Position 215: 5.390718333793977e-06
Position 616: 5.266605018391801e-06
Position 2764: 4.6782584143392035e-06
Position 549: 4.049876791441111e-06
Position 1032: 3.5200778388145025e-06
Position 367: 3.4240090888599007e-06
Position 408: 3.361528818192121e-06
Position 8532: 3.2959969582576522e-06
Position 459: 3.289915831900337e-06
Position 2804: 3.07933609345598e-06
Position 2686: 2.9030847755048657e-06
Position 6391: 2.9023007940713048e-06
Position 1144: 2.8576511753882013e-06
Position 415: 2.6548428693109402e-06
Position 1374: 2.563721038672464e-06
Position 2108: 2.459091650238358e-06
Position 1621: 2.445465034079519e-06
Position 5334: 2.0277998597630178e-06
Position 1721: 2.0175369765476547e-06
Position 1014: 1.7370577052421488e-06
Position 1773: 1.7230697930148551e-06
Position 208: 1.6550494373349066e-06
Position 301: 1.5735881118355694e-06
Position 2655: 1.503234410004258e-06
Position 633: 1.4591555706307345e-06
Position 1471: 1.4200407623920774e-06
Position 1799: 1.321007417691407e-06
Position 1937: 1.2270820598812422e-06
Position 474: 9.883027001896754e-07
Position 1304: 9.403593957724643e-07
Position 3101: 7.614527697242516e-07
Position 1297: 7.244448834643445e-07
Position 210: 4.85467120252065e-07
Position 1148: 4.206899755212705e-07
Position 308: 3.362068843386886e-07
Position 1174: 3.0807626435631165e-07
Position 410: 2.9548664991413175e-07
Position 495: 2.928496173086246e-07
Position 386: 2.406628267856919e-07
Position 690: 6.992663556262288e-08
Position 221: 6.951911538907079e-08
Position 859: 6.44429563359404e-08
Position 936: 5.892654528769392e-08
Position 399: 5.815846257993648e-08
Position 314: 2.736359270152009e-08
Position 147: 1.2073225626673174e-08
Position 310: 4.712400425427919e-09
Position 1036: 4.6302234419590625e-09
Position 2395: 2.9855329549695343e-09
Position 94: 7.251502169271811e-12
Position 96: 6.610219275866665e-13
Position 104: 3.57513613919562e-13
Position 98: 8.887840611273189e-14
Position 90: 1.1597063946957068e-14
