Gene = Iqck
Position 595: 2.0496428451857205e-08
Position 6972: 2.0470750968037055e-08
Position 1569: 1.9071566776282672e-08
Position 1262: 1.7704121987601208e-08
Position 7245: 1.7611554178916198e-08
Position 1477: 1.635466135370144e-08
Position 6468: 1.5184761888216854e-08
Position 4894: 1.4943084032782432e-08
Position 4308: 1.3121829893740774e-08
Position 4838: 1.1742486011965981e-08
Position 4533: 1.138266496813238e-08
Position 4773: 9.16687683951075e-09
Position 2853: 8.903413484891354e-09
Position 2667: 8.782928715042341e-09
Position 5878: 8.750560350939574e-09
Position 2952: 8.721543279674986e-09
Position 6522: 8.595749262506025e-09
Position 5234: 7.3643733799076685e-09
Position 1219: 6.7332147847527324e-09
Position 3214: 6.694652767634964e-09
Position 4614: 6.655132333069812e-09
Position 5704: 6.247416443813871e-09
Position 5209: 6.125005488992134e-09
Position 3314: 6.093992066195951e-09
Position 2628: 5.955260014424748e-09
Position 2222: 5.819133342498409e-09
Position 4730: 4.331447014967024e-09
Position 5746: 4.2651395431878205e-09
Position 5057: 4.197016286063287e-09
Position 440: 4.052521004253572e-09
Position 4594: 3.832416549398861e-09
Position 745: 3.683131028060934e-09
Position 268: 3.6543794648215858e-09
Position 1104: 3.6083204458411927e-09
Position 1923: 3.5432743951388445e-09
Position 1493: 3.5043087233426703e-09
Position 2601: 3.3738963419948366e-09
Position 5067: 3.2193535002439438e-09
Position 4380: 2.879860510391369e-09
Position 2357: 2.2496099669118433e-09
Position 1329: 2.0046968556800116e-09
Position 2010: 1.889710434895372e-09
Position 671: 1.881487045338176e-09
Position 1423: 1.875870035634195e-09
Position 2036: 1.8682780274205822e-09
Position 548: 1.8379836773644737e-09
Position 1289: 1.7100272312105296e-09
Position 1992: 1.6667493994591946e-09
Position 3081: 1.5833854430229065e-09
Position 1785: 1.4798764052972832e-09
Position 628: 1.4776890830790439e-09
Position 2995: 1.2262260739583904e-09
Position 1457: 9.644610411549469e-10
Position 1127: 8.136886122183125e-10
Position 1882: 5.418537201409534e-10
Position 1250: 4.891587183663516e-10
Position 6595: 4.887642786555875e-10
Position 360: 4.5851638864968667e-10
Position 325: 4.482077891925401e-10
Position 294: 3.2611368557546035e-10
Position 481: 2.0891329001184125e-10
Position 140: 1.7702175088148087e-10
Position 2139: 1.2626857843279756e-10
Position 2058: 1.1961444258975587e-10
Position 1574: 8.628847215899135e-11
Position 291: 6.728606053556354e-11
Position 305: 4.6020790083565343e-11
Position 926: 3.1082169355641796e-11
Position 2263: 2.2018452836869205e-11
Position 2278: 1.929404395466652e-11
Position 2062: 1.1455517254016683e-11
Position 1221: 9.93109826519539e-12
Position 1520: 2.9713208466612304e-12
Position 1061: 1.510669176748205e-12
Position 1957: 1.4203437548473662e-12
Position 1182: 1.333826579549996e-12
Position 783: 3.4894440695129007e-13
Position 701: 2.400687662173415e-13
Position 754: 2.333320185722482e-13
Position 571: 2.072430504362472e-13
Position 254: 1.9002351909879799e-13
Position 323: 1.522870629510346e-13
Position 1431: 8.492764415929956e-14
