Gene = I830077J02Rik
Position 1620: 8.856615409018997e-07
Position 1007: 8.263593797573404e-07
Position 1882: 7.799864183445953e-07
Position 953: 6.704685439583202e-07
Position 2370: 4.4040404470278176e-07
Position 287: 3.469858718839023e-07
Position 1862: 2.3480348235660316e-07
Position 1782: 1.1604514567252193e-07
Position 147: 8.908367727656332e-08
Position 74: 4.884072255707332e-08
Position 1570: 1.9848795568881047e-08
Position 757: 1.981481096045794e-08
Position 835: 1.7042897558781656e-08
Position 470: 1.5648184900925254e-08
Position 127: 6.442018868550128e-09
Position 106: 5.2882585522171845e-09
Position 2900: 3.314132126788651e-09
Position 93: 3.0645467153727885e-09
Position 149: 2.468767846691649e-09
Position 112: 5.743384329144616e-10
