Gene = Fpgt
Position 1718: 0.00010722126362115223
Position 354: 7.949532551047946e-05
Position 1297: 6.660851113635234e-05
Position 1133: 6.614414869868459e-05
Position 2718: 5.412521492058951e-05
Position 330: 4.58951521748234e-05
Position 364: 4.5370462765816214e-05
Position 932: 4.219156090528188e-05
Position 2340: 4.188869126277281e-05
Position 921: 4.073538223193787e-05
Position 1658: 3.9967064177925654e-05
Position 580: 3.740397045035989e-05
Position 9: 3.661018957618012e-05
Position 275: 3.6402510121866584e-05
Position 1593: 3.294075167730394e-05
Position 361: 2.7142544095392763e-05
Position 1289: 2.6797524397467586e-05
Position 1063: 2.4677475139569783e-05
Position 2367: 2.1658392419423462e-05
Position 1933: 2.0835762070777074e-05
Position 473: 1.8113681374451637e-05
Position 1687: 1.714341107450692e-05
Position 3347: 1.671859676491094e-05
Position 26: 1.5681842200729493e-05
Position 1146: 1.5543263942321063e-05
Position 52: 1.4584105887474913e-05
Position 1312: 1.2657796357130595e-05
Position 2397: 1.1126227972179296e-05
Position 528: 9.996972097872403e-06
Position 1246: 9.220138766171818e-06
Position 789: 8.677391745001913e-06
Position 1732: 8.126648119351993e-06
Position 1010: 7.386998250199348e-06
Position 1209: 7.219406227387899e-06
Position 512: 7.02977815292215e-06
Position 1344: 6.828240675472808e-06
Position 40: 6.707181816986971e-06
Position 1666: 6.597549884280875e-06
Position 1284: 5.883259246376432e-06
Position 1675: 5.547451612261386e-06
Position 794: 5.403560070800079e-06
Position 1581: 5.340175224241205e-06
Position 19: 5.315999481785511e-06
Position 367: 5.015458457326135e-06
Position 1703: 4.486815374956975e-06
Position 584: 4.4102010174178154e-06
Position 756: 3.97597433894024e-06
Position 650: 2.9362974284313568e-06
Position 375: 2.6612356936007143e-06
Position 887: 2.200214739276706e-06
Position 1877: 2.228452479152975e-07
Position 28: 1.707618569576224e-07
Position 777: 4.355898614562824e-08
Position 2332: 1.451100281512594e-08
Position 811: 1.3679999662894219e-08
Position 808: 1.3382504092883513e-08
Position 737: 1.0816313523023025e-08
Position 701: 9.840625469765757e-11
Position 849: 7.7304962401353e-13
Position 488: 8.033211866465634e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1844: 0.6227083288237455
Position 5333: 0.5516335483942546
Position 3198: 0.26779113342503297
Position 5625: 0.18256195267470307
Position 6491: 0.16916003549137199
Position 7077: 0.14126139376404792
Position 2489: 0.094807629855578
Position 1500: 0.09044379252013801
Position 2615: 0.08885340730134038
Position 1160: 0.07290166241695663
Position 6903: 0.06007648208802733
Position 3605: 0.05928025069555273
Position 394: 0.05743813509705051
Position 2524: 0.04816648894642405
Position 6357: 0.04365743884291494
Position 6682: 0.03831484786718819
Position 6054: 0.0352644184708007
Position 5280: 0.03027384447389849
Position 3160: 0.025503980707580896
Position 7151: 0.02355639669214828
Position 4396: 0.02192489059581013
Position 7901: 0.02170382835478633
Position 5300: 0.020239455036229783
Position 4200: 0.01800642216628224
Position 5203: 0.017786149198443717
Position 6108: 0.014060061386389296
Position 4547: 0.013792715041500076
Position 3461: 0.012887343188054071
Position 3035: 0.012884034587130562
Position 2686: 0.012488912942371044
Position 3893: 0.012324623339005247
Position 2390: 0.01201798876824546
Position 5885: 0.011236000636565215
Position 1284: 0.010392687114875279
Position 2647: 0.009318676933915965
Position 2661: 0.007913782235505625
Position 6866: 0.007605588369086156
Position 7933: 0.007603744496836778
Position 6204: 0.007095018974077482
Position 5743: 0.006682146186987243
Position 5258: 0.006273473279728111
Position 3560: 0.005390230950741195
Position 5655: 0.004923891806285065
Position 865: 0.004839432589776526
Position 5492: 0.004635892390506856
Position 6538: 0.004244619997435254
Position 5908: 0.004076503523962707
Position 4611: 0.004062628451810024
Position 3350: 0.004040289216911522
Position 3504: 0.0039330916618331106
Position 5680: 0.0038160837115685854
Position 1119: 0.0037957642178487456
Position 2257: 0.003271615224170544
Position 214: 0.0032367014303974063
Position 2711: 0.0031371466235270117
Position 5859: 0.0030968881689364233
Position 7749: 0.0027425814197720487
Position 4512: 0.0027099471259699774
Position 5801: 0.00259992922747533
Position 4659: 0.0025899833103124868
Position 1781: 0.0025715100513857424
Position 7109: 0.002274628148555477
Position 7516: 0.0020236495689882643
Position 4019: 0.0019696217121368065
Position 1163: 0.0018422243962717725
Position 1129: 0.0017684996570532102
Position 6942: 0.0017042454254499525
Position 1091: 0.0014774737137304257
Position 6143: 0.0013598526332135883
Position 330: 0.0013057347536700444
Position 1048: 0.0012924495611735536
Position 1991: 0.0011763036880059038
Position 272: 0.0010402845853742097
Position 6162: 0.0010365937846356817
Position 1859: 0.0010312246812647307
Position 3869: 0.0010226595297759278
Position 909: 0.001010368879898692
Position 1892: 0.001009068547410776
Position 2090: 0.0010003056652776003
Position 2201: 0.0008750826158641764
Position 833: 0.000861560175604706
Position 1453: 0.0007754452300495965
Position 868: 0.0007665226352813837
Position 4355: 0.000751710297900981
Position 1021: 0.0007165804832771388
Position 5721: 0.0006965843984159047
Position 4093: 0.000696532296085937
Position 1895: 0.0006962361907247047
Position 5564: 0.0005914778578570241
Position 1066: 0.0005819793933299068
Position 2575: 0.0005584164048578592
Position 4970: 0.0005431617371006497
Position 1144: 0.0005342066508228493
Position 1429: 0.0004904802395316836
Position 261: 0.00048587951017421834
Position 171: 0.000456876727745755
Position 2849: 0.00045196328422935267
Position 1865: 0.0004272484937453898
Position 2622: 0.00035350862112916643
Position 1383: 0.00035147194284069225
Position 2794: 0.00034107817084935824
Position 1364: 0.0003137140859337942
Position 3272: 0.00030715972597481395
Position 4887: 0.00029788444791599
Position 2761: 0.00024492974870228367
Position 4632: 0.0002210228970796251
Position 2135: 0.00022087034706230724
Position 1196: 0.00021690675119849704
Position 1192: 0.0002138700268365405
Position 4401: 0.00021335599551836282
Position 1409: 0.00020337852771767147
Position 1732: 0.00020335306035829093
Position 733: 0.0001842816533613934
Position 5242: 0.0001489860391492287
Position 352: 0.00013864758310104622
Position 1764: 0.00013643404376525038
Position 3712: 0.00013311834727844834
Position 1511: 0.00011944108952887255
Position 1909: 0.00011040054071792493
Position 1649: 0.0001066083289449631
Position 2692: 0.00010572619255931719
Position 1289: 9.75525881776687e-05
Position 547: 9.659648426060705e-05
Position 279: 9.4825435197544e-05
Position 1025: 9.269736846737953e-05
Position 354: 8.393408429637014e-05
Position 650: 8.17962907685032e-05
Position 887: 7.567722252088055e-05
Position 957: 7.52865166242404e-05
Position 1097: 7.121337203212086e-05
Position 2465: 7.02881068272344e-05
Position 5588: 6.570006438828184e-05
Position 838: 6.17079843008706e-05
Position 1516: 5.562433164246405e-05
Position 2578: 5.258307709911289e-05
Position 1220: 5.081036946861822e-05
Position 286: 4.987236127903673e-05
Position 361: 4.982262156678802e-05
Position 336: 4.195973494134457e-05
Position 2443: 4.0278789964408886e-05
Position 3230: 3.820043822945489e-05
Position 1050: 3.75034858076573e-05
Position 1578: 3.643748506030085e-05
Position 2410: 3.643064713082492e-05
Position 1930: 3.236631896469745e-05
Position 917: 3.155344217122963e-05
Position 1168: 2.7300580563296716e-05
Position 1906: 2.676315902039069e-05
Position 1146: 2.443110654704943e-05
Position 1607: 2.311288162076432e-05
Position 1550: 2.268764406154036e-05
Position 219: 2.1833999351477414e-05
Position 339: 1.8837171001897415e-05
Position 1535: 1.859738201066038e-05
Position 872: 1.8434276038207107e-05
Position 2527: 1.543978571668055e-05
Position 2764: 1.5332342665742276e-05
Position 1198: 1.102455611769895e-05
Position 1106: 1.0092040005588012e-05
Position 982: 9.470126577558474e-06
Position 1072: 9.344613562863432e-06
Position 1521: 9.200408188795757e-06
Position 1439: 9.18218212119141e-06
Position 1063: 9.022427457359203e-06
Position 442: 7.932520705049336e-06
Position 1257: 5.9489385338927946e-06
Position 485: 5.800211712155491e-06
Position 1821: 5.742122830482065e-06
Position 1458: 5.613108617829236e-06
Position 986: 5.507994324413857e-06
Position 1479: 4.174899614042158e-06
Position 756: 4.077066963536653e-06
Position 364: 3.935301642926597e-06
Position 87: 3.932602199288128e-06
Position 1464: 3.874318437308485e-06
Position 1261: 3.5086330856961347e-06
Position 283: 3.4637740292715913e-06
Position 289: 3.2330461816399295e-06
Position 473: 3.183833646530011e-06
Position 1029: 3.097111983778852e-06
Position 1912: 2.423337365617186e-06
Position 311: 2.0899876671003274e-06
Position 293: 1.8817997562101047e-06
Position 1317: 4.310347130733737e-07
Position 777: 4.131015600949514e-07
Position 1043: 3.632520897331132e-07
Position 572: 2.680019264981186e-07
Position 938: 1.9802896890603194e-07
Position 223: 1.8994368094829918e-07
Position 931: 1.825034633535484e-07
Position 921: 1.80850838988852e-07
Position 965: 1.2859263771020134e-07
Position 145: 8.773805423921878e-08
Position 1942: 5.581088354588357e-08
Position 1924: 4.9543232888233315e-08
Position 789: 4.938228862111858e-08
Position 159: 4.767763309325328e-08
Position 295: 3.223284477939714e-08
Position 147: 2.736885982840799e-08
Position 735: 2.658454446538195e-08
Position 1611: 1.8480179361198034e-08
Position 924: 7.070217719968036e-09
Position 104: 5.81305339348722e-09
Position 102: 3.2572982469873207e-09
Position 97: 1.5395657733286865e-09
Position 1074: 8.644003042055711e-10
Position 112: 5.043221172982923e-10
Position 512: 1.5801025398478787e-10
Position 123: 1.387463495258873e-10
