Gene = Apobr
Position 3104: 0.025862717022433764
Position 1929: 0.020533910464092173
Position 3503: 0.019844525180147093
Position 2594: 0.01810622178719146
Position 1880: 0.017481932328748794
Position 196: 0.0149695272920657
Position 3621: 0.014957981338863245
Position 2792: 0.01215707083688062
Position 2761: 0.008472935220431473
Position 3683: 0.007050549649199769
Position 1381: 0.005902303604962202
Position 2998: 0.005830955465084395
Position 467: 0.0050978142127740215
Position 3345: 0.004961598285814756
Position 3840: 0.003729840481360014
Position 2678: 0.002953981868523576
Position 3286: 0.0029253392007532104
Position 3537: 0.00273832345673305
Position 229: 0.0026946720079243664
Position 1554: 0.0025930525243542
Position 3077: 0.0024228730837681143
Position 2680: 0.002384827343582298
Position 2795: 0.0019667802773791795
Position 2834: 0.0017851573161913007
Position 3110: 0.00159708608567583
Position 1990: 0.0014432540112850217
Position 2394: 0.0014096139479160827
Position 2695: 0.0013496812845977782
Position 2078: 0.0013173939271234308
Position 1280: 0.0013141230277392108
Position 2098: 0.0012840755287636685
Position 4035: 0.0012649787047230331
Position 3772: 0.0012255310519933876
Position 2675: 0.0012143372715489647
Position 2307: 0.0011521026009843778
Position 1640: 0.0010464281090885696
Position 1677: 0.0010433294610648451
Position 2843: 0.0009724581871597829
Position 2723: 0.0009074842991278961
Position 2856: 0.0008782857812510557
Position 2644: 0.0007938640115356354
Position 1307: 0.0007818014226645139
Position 369: 0.000720751841400131
Position 2602: 0.0006958373360818974
Position 329: 0.0006739866557383672
Position 795: 0.0006384247191273278
Position 1563: 0.0006031616573200254
Position 1935: 0.0005876239976500268
Position 3144: 0.0005614958368213546
Position 2707: 0.000545579352686595
Position 3524: 0.000514869352251496
Position 1613: 0.0005003216166460284
Position 1598: 0.0005002818982879603
Position 2638: 0.0004821090258253156
Position 1964: 0.00046783362706449513
Position 3091: 0.00043810578648777394
Position 1674: 0.00043032143529247655
Position 3749: 0.0004271653032012292
Position 1333: 0.0004097224326769948
Position 2662: 0.000408911952526648
Position 674: 0.0004086917067702954
Position 2214: 0.0004026180197158543
Position 698: 0.0003899076415010642
Position 2396: 0.00034487754135439116
Position 3040: 0.00031860884208010634
Position 2363: 0.00029483542349790826
Position 1076: 0.000233238769980895
Position 1631: 0.0002320637400308805
Position 769: 0.00023168154025242458
Position 2657: 0.00022748682946682996
Position 2474: 0.00022374294061590488
Position 326: 0.0002131698655350458
Position 2179: 0.00021198541316181909
Position 2357: 0.00020661780456340597
Position 1453: 0.00019231788211853247
Position 1480: 0.00018901542003762312
Position 208: 0.00017499339539160238
Position 801: 0.00015558648442097508
Position 1310: 0.00015366458752211283
Position 3883: 0.0001534733581002315
Position 444: 0.00015172816618659273
Position 2930: 0.00015067627385054915
Position 2561: 0.00015058987714566086
Position 2201: 0.0001449881447073595
Position 775: 0.00013432327752299292
Position 724: 0.00013219695511339628
Position 1759: 0.00012928902519314606
Position 883: 0.00012017745557933882
Position 2477: 0.00011362706321671625
Position 1052: 0.00011118981338617616
Position 748: 0.00010977694128299358
Position 1592: 0.0001047449577572365
Position 2092: 0.00010234572868039879
Position 1544: 0.00010189000135810039
Position 1942: 8.455226000633866e-05
Position 2606: 7.845773778257474e-05
Position 1390: 7.84288330973609e-05
Position 1582: 7.516944110486472e-05
Position 728: 7.275236097904799e-05
Position 1949: 7.020080955563875e-05
Position 3786: 6.785739326611783e-05
Position 1265: 6.776222085235555e-05
Position 1606: 6.66928365256044e-05
Position 963: 6.338566003548496e-05
Position 890: 6.205928597093227e-05
Position 997: 6.131195767601157e-05
Position 1357: 5.330238236454796e-05
Position 1892: 5.232879438533121e-05
Position 1952: 5.10084998093403e-05
Position 284: 5.09693803204984e-05
Position 306: 5.063569487650449e-05
Position 886: 4.96708926496419e-05
Position 1427: 4.312163251854759e-05
Position 1643: 4.246323551385556e-05
Position 302: 4.199762989637859e-05
Position 1330: 4.1960775391263e-05
Position 2564: 3.869230830151273e-05
Position 2504: 3.193177250148645e-05
Position 621: 2.913545677725135e-05
Position 1396: 2.902542038011264e-05
Position 2051: 2.7832054328900845e-05
Position 1975: 2.7336278149479947e-05
Position 1914: 2.681030796188437e-05
Position 1368: 2.229775975265824e-05
Position 2103: 1.9363838925657835e-05
Position 1789: 1.9336766738613443e-05
Position 1490: 1.8504063065572927e-05
Position 779: 1.7176375069966357e-05
Position 1961: 1.5305559987611447e-05
Position 815: 1.4588538231227467e-05
Position 1994: 1.4110473316413236e-05
Position 1339: 1.3824356337768461e-05
Position 1558: 1.3239258002731943e-05
Position 1418: 1.2640091651827083e-05
Position 2156: 1.261390738958826e-05
Position 1460: 1.1411399295265985e-05
Position 741: 1.0892733016791807e-05
Position 233: 1.0614039630206469e-05
Position 545: 1.0425109441800282e-05
Position 1503: 1.0113607971046169e-05
Position 1670: 9.83786888783696e-06
Position 1780: 9.105357144185999e-06
Position 1784: 8.793788819169913e-06
Position 2389: 8.350831089801955e-06
Position 1672: 7.8345396170166e-06
Position 1939: 7.351341777963356e-06
Position 820: 6.8871685015597514e-06
Position 1312: 6.159537627356913e-06
Position 108: 4.626174270230563e-06
Position 804: 3.987498559083126e-06
Position 172: 3.2944145501625535e-06
Position 1717: 2.2006205162141833e-06
Position 1364: 1.954295569502949e-06
Position 1467: 1.8350633647909734e-06
Position 2057: 1.7242848035552146e-06
Position 470: 6.812509576795998e-07
Position 214: 6.356658357681784e-07
Position 1474: 6.240851167882824e-07
Position 695: 5.831759743919405e-07
Position 1700: 4.6883871157881667e-07
Position 1355: 4.0481912621393945e-07
Position 1268: 3.770252742250944e-07
Position 1732: 3.6540723671741543e-07
Position 1702: 3.5686379933277987e-07
Position 781: 3.2243514513877823e-07
Position 807: 3.127140833974917e-07
Position 842: 2.881608750551775e-07
Position 1523: 2.7484660333086776e-07
Position 655: 2.39234774424653e-07
Position 706: 2.3421920126953475e-07
Position 392: 2.2256883667171142e-07
Position 848: 2.0108655697830385e-07
Position 1353: 1.8903528264294363e-07
Position 1259: 1.8186059422553586e-07
Position 1247: 1.63917759572382e-07
Position 385: 1.6244685304643482e-07
Position 337: 1.6000887911157983e-07
Position 797: 1.5184961661558732e-07
Position 485: 1.3008143205903101e-07
Position 852: 1.2905297404637526e-07
Position 245: 1.2672844402088e-07
Position 644: 1.216044138656018e-07
Position 250: 1.0989431883638035e-07
Position 237: 7.279085231658906e-08
Position 669: 6.54870204742974e-08
Position 687: 3.669197252359306e-08
Position 702: 2.861955833878189e-08
Position 1852: 1.318833510239407e-08
Position 1834: 1.2207719024416991e-08
Position 1792: 1.1258821043102427e-08
Position 488: 7.05180013307537e-09
Position 476: 6.7927030583850675e-09
Position 116: 6.2265116922345524e-09
Position 121: 5.383051258439058e-09
Position 492: 2.7600509137823288e-09
Position 139: 2.3255135083979347e-09
Position 490: 1.5252565037780222e-09
Position 579: 1.189793997311647e-09
Position 1240: 1.1775105471625457e-09
Position 1212: 1.0977914698179892e-09
Position 1325: 9.018247715930628e-10
Position 1188: 8.941026857873127e-10
Position 1321: 8.828002614236189e-10
Position 538: 8.148932840734139e-10
Position 559: 7.432925906427499e-10
Position 1227: 7.333030909937595e-10
Position 496: 6.479380852820575e-10
Position 141: 4.974762542094705e-10
Position 502: 3.9664763168164574e-10
Position 582: 1.7292528579525522e-10
Position 554: 1.2977375889000293e-10
Position 404: 1.0940735221527762e-10
Position 143: 3.131739904022299e-11
Position 605: 1.9663123186228315e-11
Position 550: 1.7364385731536235e-11
Position 133: 1.5253962692386965e-11
Position 131: 8.112088318554122e-12
Position 506: 1.5333802239730292e-15
Position 523: 1.4254766344198374e-15
Position 511: 1.2239532934406248e-15
